,Delightful Gnp Nz,Sabreur Nz,Toby Ogara Nz,Secret Operation,Double O Heaven Nz,Animal,Harry Ovens,Steam Cleaned
12-01-2023 15:48:06.719130,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:07.808728,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:08.939437,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:10.132077,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:11.305859,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:12.422834,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:13.590032,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:14.780014,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:15.914114,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:17.126876,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:18.315735,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:19.482132,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:20.706417,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:21.854882,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:23.080528,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:24.310567,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 24.833333333333336)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:25.541276,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:26.780496,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:28.021042,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:29.225483,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:30.346928,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:31.502821,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:32.745967,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:34.011122,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:35.291015,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.8277777777777775)"
12-01-2023 15:48:36.545604,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.5)","(4.0, 99999, 99990)","(3.7, 5.8, 5.128571428571428)","(15.0, 29.0, 25.0)","(4.0, 7.0, 6.690566037735849)"
12-01-2023 15:48:37.766485,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:38.953565,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:40.229913,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:41.645719,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:42.905219,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:44.103652,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:45.367347,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:46.575836,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:47.828230,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:49.067101,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.128571428571428)","(15.0, 28.0, 25.0)","(4.0, 6.8, 6.690566037735849)"
12-01-2023 15:48:50.348357,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.7, 5.057142857142857)","(15.0, 28.0, 24.25)","(4.0, 6.8, 6.449999999999999)"
12-01-2023 15:48:51.669554,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 21.5)","(4.0, 6.6, 6.449999999999999)"
12-01-2023 15:48:52.902026,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.5)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 21.5)","(4.0, 6.6, 6.449999999999999)"
12-01-2023 15:48:54.093748,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.428571428571429)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 21.5)","(4.0, 6.6, 6.449999999999999)"
12-01-2023 15:48:55.260394,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.6)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 24.25)","(4.0, 6.6, 5.8125)"
12-01-2023 15:48:56.370048,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.6)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 24.25)","(4.0, 6.0, 5.8125)"
12-01-2023 15:48:57.560350,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.6)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 24.25)","(4.0, 6.0, 5.8125)"
12-01-2023 15:48:58.712639,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.4)","(4.0, 99999, 99990)","(3.7, 5.6, 5.057142857142857)","(15.0, 27.0, 24.25)","(4.0, 6.0, 5.8125)"
12-01-2023 15:48:59.900476,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.4)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 6.0, 5.7214285714285715)"
12-01-2023 15:49:01.050952,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.46)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:02.224302,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.9, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:03.500009,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:04.740702,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:05.950645,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:07.135146,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:08.318594,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:09.502734,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.7214285714285715)"
12-01-2023 15:49:10.700479,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.9, 5.694444444444445)"
12-01-2023 15:49:11.853817,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:12.945769,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:14.035521,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:15.220582,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:16.456180,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:17.700596,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:18.985121,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:20.239830,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:21.561385,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:22.977964,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:24.356006,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 5.694444444444445)"
12-01-2023 15:49:25.815014,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.188888888888888)","(15.0, 27.0, 24.25)","(4.0, 5.8, 4.69)"
12-01-2023 15:49:27.058539,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.315384615384615)","(15.0, 27.0, 24.25)","(4.0, 5.8, 4.557142857142857)"
12-01-2023 15:49:28.185313,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.315384615384615)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.557142857142857)"
12-01-2023 15:49:29.413596,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.315384615384615)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.557142857142857)"
12-01-2023 15:49:30.667312,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.315384615384615)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.557142857142857)"
12-01-2023 15:49:31.931104,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.0)","(15.0, 27.0, 24.25)","(4.0, 5.7, 5.1909090909090905)"
12-01-2023 15:49:33.131551,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 4.3999999999999995)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.014285714285714)"
12-01-2023 15:49:34.274857,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 4.3999999999999995)","(15.0, 27.0, 24.25)","(4.0, 5.7, 5.014285714285714)"
12-01-2023 15:49:35.515359,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.199999999999999)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.8)"
12-01-2023 15:49:36.763736,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.199999999999999)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.65)"
12-01-2023 15:49:38.070683,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.199999999999999)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.65)"
12-01-2023 15:49:39.385217,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.7, 4.819999999999999)"
12-01-2023 15:49:40.593574,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 4.819999999999999)"
12-01-2023 15:49:41.787892,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 4.819999999999999)"
12-01-2023 15:49:43.039366,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 4.819999999999999)"
12-01-2023 15:49:44.523288,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 4.819999999999999)"
12-01-2023 15:49:45.834492,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 4.55)"
12-01-2023 15:49:47.112216,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 4.55)"
12-01-2023 15:49:48.337063,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.175)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:49.555069,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:50.797564,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.323076923076923)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:52.053092,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.016666666666667)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:53.301621,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.016666666666667)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:54.593852,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.016666666666667)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:55.807537,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.175)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.075)"
12-01-2023 15:49:57.043350,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.175)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.042857142857143)"
12-01-2023 15:49:58.186195,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.175)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.042857142857143)"
12-01-2023 15:49:59.341184,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.175)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.042857142857143)"
12-01-2023 15:50:00.524746,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.175)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.042857142857143)"
12-01-2023 15:50:01.724873,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 5.8, 5.442857142857143)","(4.0, 99999, 99990)","(3.7, 5.6, 5.175)","(15.0, 27.0, 24.25)","(4.0, 5.6, 5.042857142857143)"
