,Delightful Gnp Nz,Sabreur Nz,Toby Ogara Nz,Secret Operation,Double O Heaven Nz,Animal,Harry Ovens,Steam Cleaned
12-01-2023 15:43:56.390711,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:43:57.680477,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:43:58.943096,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:00.161953,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:01.453782,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:02.794421,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:04.088803,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:05.469097,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:06.845890,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:07.981984,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:09.213063,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:10.394355,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:11.560576,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:12.802408,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:14.047527,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:15.348973,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:16.613950,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:17.793450,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:18.959337,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:20.387887,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:21.742980,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:23.060950,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:24.140472,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:25.414141,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:26.587576,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:27.914963,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:29.155104,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:30.285710,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:31.489862,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:32.659309,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:33.861612,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:35.060317,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:36.222534,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:37.464084,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:38.735025,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:39.908077,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:41.163394,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:42.401304,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:43.625959,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:44.967257,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:46.227493,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:47.542934,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:48.803376,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:50.039170,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:51.279374,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:52.445956,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:53.630690,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:54.704592,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:55.963580,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:57.478884,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:44:58.751803,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:00.064491,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:01.323613,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:02.643898,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:03.833264,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:05.141997,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:06.481620,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:07.666836,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:08.763109,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:10.015930,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:11.294565,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:12.474014,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:13.592762,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:14.840448,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:16.114292,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:17.381409,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:18.527029,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:19.628633,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:20.805407,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:22.003744,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:23.206387,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:24.528995,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:25.739422,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 25.75)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:26.930953,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:28.342867,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:29.790618,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:31.189918,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:32.410365,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:33.613098,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:34.903034,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:36.072231,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:37.365023,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:38.642712,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:39.889242,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:41.089984,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:42.306525,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:43.528482,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:44.765885,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:46.058634,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:47.510518,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:48.978626,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:50.369882,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:51.731282,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:53.118035,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:54.432074,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
12-01-2023 15:45:55.644223,"(5.0, 99999, 99990)","(101.0, 99999, 99990)","(26.0, 99999, 99990)","(4.4, 6.0, 5.4375)","(4.0, 99999, 99990)","(3.7, 5.8, 5.0125)","(15.0, 29.0, 22.5)","(4.0, 7.0, 6.822222222222222)"
