,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:59:51.438940,"(15.0, 21.0, 20.123456790123456)","(9.0, 10.0, 9.902439024390244)","(4.2, 4.9, 4.851080246913581)","(7.0, 9.0, 8.974468085106382)","(4.8, 5.2, 5.161904761904762)","(21.0, 32.0, 30.231884057971016)","(21.0, 26.0, 25.736263736263737)","(10.0, 13.0, 12.840336134453782)","(10.0, 10.0, 9.975)","(11.0, 13.5, 13.429166666666667)","(51.0, 60.0, 58.160377358490564)","(101.0, 200.0, 192.0)"
06-01-2023 13:59:53.201069,"(16.0, 21.0, 20.17721518987342)","(9.0, 10.0, 9.874193548387098)","(4.2, 4.9, 4.8487012987012985)","(7.0, 9.0, 8.96989247311828)","(4.6, 5.2, 5.200694444444444)","(21.0, 32.0, 30.338461538461537)","(21.0, 26.0, 25.74468085106383)","(10.0, 13.0, 12.878787878787879)","(10.0, 10.0, 9.966666666666667)","(11.0, 13.5, 13.424107142857142)","(51.0, 60.0, 58.148148148148145)","(101.0, 200.0, 192.0)"
06-01-2023 13:59:55.229462,"(16.0, 21.0, 20.041666666666668)","(9.0, 10.0, 9.861016949152543)","(4.2, 4.9, 4.84759535655058)","(7.0, 9.0, 8.967816091954024)","(4.6, 5.3, 5.223560209424084)","(21.0, 32.0, 30.333333333333332)","(21.0, 26.0, 25.733333333333334)","(10.0, 13.0, 12.725225225225225)","(10.0, 10.5, 9.990909090909092)","(11.0, 14.0, 13.54)","(51.0, 60.0, 58.23809523809524)","(101.0, 200.0, 190.9090909090909)"
06-01-2023 13:59:57.412429,"(16.0, 21.0, 20.115384615384617)","(9.0, 10.0, 9.833333333333334)","(4.2, 4.9, 4.889230769230769)","(7.0, 9.0, 8.971764705882354)","(4.6, 5.3, 5.16910569105691)","(21.0, 32.0, 30.314285714285713)","(21.0, 26.0, 25.733333333333334)","(10.0, 13.0, 12.725225225225225)","(9.5, 10.5, 9.973504273504274)","(11.0, 14.0, 13.546875)","(51.0, 60.0, 58.23809523809524)","(101.0, 200.0, 190.9090909090909)"
06-01-2023 13:59:59.172080,"(16.0, 21.0, 19.72463768115942)","(9.0, 10.0, 9.877876106194691)","(4.2, 4.9, 4.895150115473442)","(7.0, 9.0, 8.941463414634146)","(4.6, 5.2, 5.23956043956044)","(21.0, 32.0, 30.25)","(21.0, 26.0, 25.683760683760685)","(10.0, 13.0, 12.450520833333334)","(9.5, 10.5, 10.25257731958763)","(11.0, 14.0, 13.639705882352942)","(51.0, 60.0, 57.92079207920792)","(101.0, 200.0, 192.72727272727272)"
06-01-2023 14:00:01.068561,"(16.0, 20.0, 19.829787234042552)","(9.0, 10.0, 9.836170212765959)","(4.2, 4.9, 4.8953436807095345)","(7.0, 9.0, 8.914285714285715)","(4.6, 5.3, 5.222784810126583)","(21.0, 32.0, 30.26086956521739)","(21.0, 26.0, 25.683760683760685)","(10.0, 12.5, 12.448924731182796)","(9.5, 10.5, 10.168032786885245)","(11.0, 14.0, 13.6484375)","(51.0, 60.0, 57.92079207920792)","(101.0, 200.0, 192.0)"
06-01-2023 14:00:02.922187,"(16.0, 20.0, 19.846153846153847)","(9.0, 10.0, 9.736507936507937)","(4.2, 4.9, 4.933876221498371)","(7.0, 9.0, 8.986301369863014)","(4.8, 5.3, 5.229906542056074)","(21.0, 32.0, 30.52173913043478)","(21.0, 26.0, 25.776699029126213)","(10.0, 12.5, 12.402234636871508)","(10.0, 10.5, 10.169421487603305)","(11.0, 14.0, 13.669642857142858)","(51.0, 60.0, 57.95)","(101.0, 200.0, 191.66666666666666)"
06-01-2023 14:00:04.621992,"(16.0, 20.0, 19.846153846153847)","(9.0, 9.8, 9.756521739130434)","(4.2, 5.0, 4.936298932384342)","(7.0, 9.2, 8.985)","(4.8, 5.3, 5.229906542056074)","(21.0, 32.0, 30.52173913043478)","(21.0, 26.0, 25.776699029126213)","(10.0, 12.5, 12.402234636871508)","(10.0, 10.5, 10.16015625)","(11.0, 14.0, 13.669642857142858)","(51.0, 60.0, 57.95)","(101.0, 200.0, 187.5)"
06-01-2023 14:00:06.368295,"(16.0, 20.0, 19.65573770491803)","(9.0, 10.0, 9.652631578947368)","(4.2, 5.0, 4.958600583090379)","(7.0, 9.2, 8.924324324324324)","(4.6, 5.3, 5.2275362318840575)","(21.0, 32.0, 30.583333333333332)","(21.0, 26.0, 25.785046728971963)","(10.0, 12.5, 12.377717391304348)","(10.0, 10.5, 10.210144927536232)","(11.0, 14.0, 13.735849056603774)","(51.0, 60.0, 58.08411214953271)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 14:00:08.125334,"(16.0, 20.0, 19.671875)","(9.0, 9.8, 9.700000000000001)","(4.2, 5.0, 4.949310344827587)","(7.0, 9.0, 8.946153846153846)","(4.8, 5.3, 5.263333333333334)","(21.0, 32.0, 30.85185185185185)","(21.0, 26.0, 26.12)","(10.0, 12.5, 12.24)","(10.0, 10.5, 10.045454545454545)","(11.0, 14.0, 13.64102564102564)","(51.0, 60.0, 58.13636363636363)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 14:00:09.875436,"(16.0, 20.0, 19.671875)","(9.0, 9.8, 9.700000000000001)","(4.2, 5.0, 4.949310344827587)","(7.0, 9.0, 8.985365853658537)","(4.8, 5.3, 5.245945945945946)","(21.0, 32.0, 31.12676056338028)","(21.0, 27.0, 26.24137931034483)","(10.0, 12.5, 12.24)","(10.0, 10.5, 10.045454545454545)","(11.0, 14.0, 13.64102564102564)","(51.0, 60.0, 57.943548387096776)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 14:00:11.603434,"(16.0, 20.0, 19.671875)","(9.0, 9.8, 9.95)","(4.2, 5.0, 4.892307692307693)","(7.0, 9.0, 8.989473684210527)","(4.8, 5.3, 5.245945945945946)","(21.0, 32.0, 31.12676056338028)","(21.0, 27.0, 26.296296296296298)","(10.0, 12.5, 12.24)","(10.0, 10.5, 10.042682926829269)","(11.0, 14.0, 13.64102564102564)","(51.0, 60.0, 57.943548387096776)","(101.0, 200.0, 185.71428571428572)"
06-01-2023 14:00:13.318336,"(16.0, 20.0, 19.666666666666668)","(9.0, 10.0, 9.602409638554217)","(4.2, 4.9, 4.995027624309392)","(7.0, 9.0, 8.91063829787234)","(4.8, 5.3, 5.243396226415094)","(21.0, 32.0, 31.04255319148936)","(21.0, 27.0, 26.296296296296298)","(10.0, 12.5, 12.203508771929824)","(10.0, 10.5, 10.039024390243902)","(11.0, 14.0, 13.59322033898305)","(51.0, 60.0, 57.7037037037037)","(101.0, 200.0, 189.33333333333334)"
06-01-2023 14:00:14.930586,"(16.0, 20.0, 19.666666666666668)","(9.0, 9.8, 9.670769230769231)","(4.2, 5.0, 4.996685082872928)","(7.0, 9.0, 8.88952380952381)","(4.8, 5.3, 5.217687074829932)","(21.0, 32.0, 31.0)","(21.0, 27.0, 26.209302325581394)","(10.0, 12.5, 12.15650406504065)","(10.0, 10.5, 10.03728813559322)","(11.0, 14.0, 13.583333333333334)","(51.0, 60.0, 57.7037037037037)","(101.0, 200.0, 174.34782608695653)"
06-01-2023 14:00:16.552294,"(16.0, 20.0, 19.661538461538463)","(9.0, 9.8, 9.546341463414635)","(4.2, 5.0, 4.995890410958904)","(7.0, 9.0, 8.890265486725664)","(4.8, 5.3, 5.2182432432432435)","(21.0, 32.0, 30.26923076923077)","(21.0, 27.0, 26.244444444444444)","(10.0, 12.5, 12.202464788732394)","(10.0, 10.5, 10.03728813559322)","(11.0, 14.0, 13.61864406779661)","(51.0, 60.0, 57.720588235294116)","(101.0, 180.0, 174.58333333333334)"
06-01-2023 14:00:18.283303,"(16.0, 20.0, 19.78787878787879)","(8.5, 9.8, 9.602597402597402)","(4.2, 5.0, 4.766304347826087)","(7.0, 9.0, 9.00655737704918)","(4.6, 5.3, 5.291428571428571)","(21.0, 32.0, 30.304347826086957)","(21.0, 27.0, 26.323529411764707)","(10.0, 12.5, 11.991071428571429)","(9.0, 10.5, 10.153846153846153)","(11.0, 14.0, 13.653846153846153)","(51.0, 60.0, 57.82442748091603)","(101.0, 180.0, 177.85714285714286)"
06-01-2023 14:00:19.977872,"(16.0, 20.0, 20.25)","(8.5, 9.8, 9.693617021276596)","(4.2, 4.8, 4.694101876675603)","(7.0, 9.2, 8.989830508474576)","(4.6, 5.3, 5.363194444444445)","(21.0, 32.0, 30.56140350877193)","(21.0, 27.0, 26.431818181818183)","(10.0, 12.0, 11.943548387096774)","(9.0, 10.5, 10.419354838709678)","(11.0, 14.0, 13.846153846153847)","(51.0, 60.0, 57.95454545454545)","(101.0, 180.0, 175.5)"
06-01-2023 14:00:21.727313,"(16.0, 21.0, 19.875)","(8.5, 10.0, 9.567741935483872)","(4.2, 4.7, 4.699206349206349)","(7.5, 9.0, 8.912977099236642)","(4.6, 5.4, 5.449253731343283)","(21.0, 32.0, 30.56140350877193)","(21.0, 27.0, 26.066666666666666)","(11.0, 12.0, 11.974358974358974)","(9.0, 10.5, 10.25)","(11.0, 14.0, 13.875)","(51.0, 60.0, 57.93893129770992)","(101.0, 180.0, 177.33333333333334)"
06-01-2023 14:00:23.466414,"(16.0, 20.0, 19.738095238095237)","(8.5, 9.8, 9.567741935483872)","(4.2, 4.8, 4.699206349206349)","(7.5, 9.2, 8.912977099236642)","(4.6, 5.5, 5.449253731343283)","(21.0, 32.0, 30.56140350877193)","(21.0, 27.0, 26.066666666666666)","(11.0, 12.0, 11.75)","(9.0, 10.5, 9.990909090909092)","(11.0, 14.5, 13.918032786885245)","(51.0, 60.0, 58.01470588235294)","(101.0, 180.0, 177.64705882352942)"
06-01-2023 14:00:25.320609,"(16.0, 20.0, 19.61764705882353)","(8.5, 10.0, 9.737499999999999)","(4.2, 4.7, 4.717582417582418)","(7.5, 9.0, 8.763636363636364)","(4.6, 5.5, 5.484210526315789)","(21.0, 32.0, 30.524590163934427)","(21.0, 27.0, 26.096153846153847)","(11.0, 12.5, 12.101694915254237)","(9.0, 10.5, 9.989051094890511)","(11.0, 14.5, 13.918032786885245)","(51.0, 60.0, 58.01470588235294)","(101.0, 180.0, 177.64705882352942)"
06-01-2023 14:00:26.993975,"(16.0, 20.0, 19.61764705882353)","(8.5, 10.0, 9.737499999999999)","(4.2, 4.8, 4.717353579175705)","(7.5, 8.8, 8.832911392405062)","(4.6, 5.5, 5.4977611940298505)","(21.0, 32.0, 30.55072463768116)","(21.0, 27.0, 26.041666666666668)","(11.0, 12.5, 12.060747663551401)","(9.0, 10.5, 9.973394495412844)","(11.0, 14.5, 13.720338983050848)","(51.0, 60.0, 58.04347826086956)","(101.0, 180.0, 177.64705882352942)"
06-01-2023 14:00:29.109161,"(16.0, 19.5, 19.371794871794872)","(8.5, 10.0, 9.812244897959184)","(4.4, 4.8, 4.723493975903614)","(7.5, 9.0, 8.830769230769231)","(4.6, 5.6, 5.553061224489796)","(21.0, 32.0, 30.41269841269841)","(21.0, 27.0, 26.26984126984127)","(11.0, 12.0, 11.925339366515837)","(9.0, 10.0, 9.975)","(11.0, 14.0, 13.760416666666666)","(51.0, 60.0, 58.098591549295776)","(101.0, 180.0, 177.64705882352942)"
06-01-2023 14:00:30.964508,"(16.0, 19.5, 19.545454545454547)","(8.5, 10.0, 9.923809523809524)","(4.4, 4.8, 4.741228070175438)","(7.5, 9.0, 8.883333333333333)","(4.6, 5.6, 5.287931034482758)","(21.0, 32.0, 30.548387096774192)","(21.0, 27.0, 26.333333333333332)","(11.0, 12.0, 12.169291338582678)","(9.0, 10.0, 10.13063063063063)","(11.0, 14.0, 13.814814814814815)","(51.0, 60.0, 58.17567567567568)","(101.0, 180.0, 178.23529411764707)"
06-01-2023 14:00:32.960414,"(16.0, 20.0, 19.779411764705884)","(8.5, 10.0, 9.98)","(4.4, 4.8, 4.73677536231884)","(7.5, 9.0, 8.827027027027027)","(4.6, 5.3, 5.28955223880597)","(21.0, 32.0, 30.615384615384617)","(21.0, 27.0, 26.36231884057971)","(11.0, 12.5, 12.198412698412698)","(9.0, 10.5, 10.172)","(11.0, 14.0, 13.914285714285715)","(51.0, 60.0, 58.16326530612245)","(101.0, 180.0, 177.89473684210526)"
06-01-2023 14:00:34.963232,"(16.0, 20.0, 19.825581395348838)","(8.5, 10.0, 9.984313725490196)","(4.2, 4.8, 4.74034188034188)","(7.5, 9.0, 8.849462365591398)","(4.6, 5.3, 5.291463414634146)","(21.0, 32.0, 30.615384615384617)","(21.0, 27.0, 26.36231884057971)","(10.0, 12.5, 12.261904761904763)","(9.0, 10.5, 10.163934426229508)","(11.0, 14.5, 13.992063492063492)","(51.0, 60.0, 58.16326530612245)","(101.0, 180.0, 177.89473684210526)"
06-01-2023 14:00:36.761642,"(16.0, 20.0, 19.708333333333332)","(8.5, 10.0, 9.777358490566039)","(4.2, 4.8, 4.737279151943463)","(7.5, 9.0, 8.843478260869565)","(4.6, 5.3, 5.254545454545455)","(21.0, 32.0, 30.676470588235293)","(21.0, 27.0, 26.397260273972602)","(10.0, 12.5, 12.277777777777779)","(9.0, 10.5, 10.18939393939394)","(11.0, 14.5, 14.030303030303031)","(51.0, 60.0, 58.18791946308725)","(101.0, 180.0, 178.75)"
06-01-2023 14:00:38.540849,"(16.0, 20.0, 19.719298245614034)","(8.5, 9.8, 9.796296296296298)","(4.2, 4.8, 4.736411149825784)","(7.5, 9.0, 8.825000000000001)","(4.6, 5.3, 5.274489795918368)","(21.0, 32.0, 30.676470588235293)","(21.0, 27.0, 26.37142857142857)","(10.0, 12.5, 12.248322147651006)","(9.0, 10.5, 9.9875)","(11.0, 15.0, 14.659090909090908)","(51.0, 60.0, 58.18791946308725)","(101.0, 180.0, 179.0)"
06-01-2023 14:00:40.226555,"(16.0, 20.0, 19.733333333333334)","(8.5, 9.8, 9.885714285714286)","(4.2, 4.8, 4.738175675675675)","(7.5, 9.0, 8.872727272727273)","(4.6, 5.3, 5.282075471698113)","(21.0, 32.0, 30.767123287671232)","(21.0, 27.0, 26.38888888888889)","(10.0, 12.5, 12.259615384615385)","(9.0, 10.5, 10.01764705882353)","(11.0, 15.0, 14.722222222222221)","(51.0, 60.0, 58.211920529801326)","(101.0, 180.0, 179.0)"
06-01-2023 14:00:41.925859,"(16.0, 20.0, 19.208333333333332)","(8.5, 10.0, 9.911176470588236)","(4.2, 4.8, 4.674)","(7.5, 9.0, 8.866666666666667)","(4.6, 5.3, 5.149367088607595)","(21.0, 32.0, 30.25531914893617)","(21.0, 27.0, 26.322033898305087)","(10.0, 12.5, 12.648854961832061)","(9.0, 10.5, 10.144736842105264)","(11.0, 15.0, 14.14)","(51.0, 60.0, 59.0948275862069)","(101.0, 190.0, 188.94736842105263)"
06-01-2023 14:00:43.575603,"(16.0, 19.5, 19.410714285714285)","(8.5, 10.5, 10.05379746835443)","(4.2, 4.7, 4.726934984520124)","(7.5, 9.0, 8.963888888888889)","(4.6, 5.2, 5.076923076923077)","(21.0, 32.0, 30.830188679245282)","(21.0, 27.0, 26.327731092436974)","(11.0, 13.0, 12.702290076335878)","(9.0, 10.5, 10.225409836065573)","(11.0, 14.5, 14.31081081081081)","(51.0, 60.0, 59.13223140495868)","(101.0, 200.0, 188.38709677419354)"
06-01-2023 14:00:45.297530,"(16.0, 19.5, 19.454545454545453)","(8.5, 10.5, 10.101694915254237)","(4.2, 4.8, 4.735294117647059)","(7.5, 9.0, 8.979746835443038)","(4.6, 5.1, 5.080645161290322)","(21.0, 32.0, 30.838709677419356)","(21.0, 27.0, 22.06276150627615)","(11.0, 13.0, 12.902597402597403)","(9.0, 10.5, 10.260714285714286)","(11.0, 14.5, 14.572727272727272)","(51.0, 60.0, 59.015151515151516)","(101.0, 200.0, 189.23076923076923)"
06-01-2023 14:00:47.194728,"(16.0, 20.0, 19.555555555555557)","(8.5, 10.5, 10.159420289855072)","(4.2, 4.8, 4.751572327044025)","(7.5, 9.0, 8.985046728971962)","(4.6, 5.1, 5.084210526315789)","(21.0, 32.0, 31.114754098360656)","(21.0, 23.0, 22.104)","(11.0, 13.0, 12.935344827586206)","(9.0, 10.5, 10.296969696969697)","(11.0, 15.0, 14.694444444444445)","(51.0, 60.0, 59.05797101449275)","(101.0, 200.0, 189.33333333333334)"
06-01-2023 14:00:49.156884,"(16.0, 20.0, 19.551724137931036)","(8.5, 10.5, 10.216216216216216)","(4.2, 4.8, 4.834825870646767)","(7.5, 9.0, 9.017977528089888)","(4.6, 5.1, 5.082857142857143)","(21.0, 32.0, 30.756756756756758)","(21.0, 23.0, 20.53846153846154)","(11.0, 13.0, 12.890243902439025)","(9.0, 10.5, 10.323529411764707)","(11.0, 15.0, 14.725)","(51.0, 60.0, 59.11764705882353)","(101.0, 200.0, 190.76923076923077)"
06-01-2023 14:00:51.347834,"(16.0, 20.0, 19.535714285714285)","(8.5, 10.5, 10.221854304635762)","(4.2, 4.9, 4.8386046511627905)","(7.5, 9.2, 9.029473684210526)","(4.6, 5.1, 5.091666666666667)","(21.0, 32.0, 30.789473684210527)","(21.0, 21.0, 20.833333333333332)","(11.0, 13.0, 12.897727272727273)","(9.0, 10.5, 10.289473684210526)","(11.0, 15.0, 14.733870967741936)","(51.0, 60.0, 59.11764705882353)","(101.0, 200.0, 196.92307692307693)"
06-01-2023 14:00:53.307297,"(16.0, 20.0, 19.571428571428573)","(8.5, 10.5, 10.434782608695652)","(4.2, 4.9, 4.936274509803922)","(7.5, 9.2, 9.083783783783783)","(4.6, 5.1, 5.088888888888889)","(21.0, 32.0, 31.384615384615383)","(21.0, 21.0, 18.428571428571427)","(11.0, 13.0, 13.081005586592179)","(9.0, 10.5, 10.432432432432432)","(11.0, 15.0, 14.833333333333334)","(51.0, 60.0, 59.375)","(101.0, 210.0, 204.0)"
06-01-2023 14:00:55.161526,"(16.0, 20.0, 19.893617021276597)","(8.5, 10.5, 10.418367346938776)","(4.2, 5.0, 4.9390728476821195)","(7.5, 9.2, 9.088311688311688)","(4.6, 5.1, 5.089944134078212)","(21.0, 32.0, 31.333333333333332)","(21.0, 19.5, 17.70689655172414)","(11.0, 13.5, 13.088571428571429)","(9.0, 10.5, 10.386904761904763)","(11.0, 14.5, 14.166666666666666)","(51.0, 60.0, 59.37984496124031)","(101.0, 210.0, 201.42857142857142)"
06-01-2023 14:00:56.832511,"(16.0, 20.0, 19.893617021276597)","(8.5, 10.5, 10.418367346938776)","(4.2, 5.0, 4.9390728476821195)","(7.5, 9.2, 9.107246376811593)","(4.6, 5.1, 5.136144578313253)","(21.0, 32.0, 31.35135135135135)","(20.0, 19.5, 18.333333333333332)","(11.0, 13.5, 13.095505617977528)","(9.0, 10.5, 10.387573964497042)","(11.0, 14.5, 13.965116279069768)","(51.0, 60.0, 59.37984496124031)","(101.0, 210.0, 203.33333333333334)"
06-01-2023 14:00:58.620921,"(16.0, 20.0, 19.625)","(8.5, 10.5, 10.438144329896907)","(4.2, 5.0, 4.942857142857143)","(7.5, 9.2, 9.139622641509433)","(4.6, 5.2, 5.1807228915662655)","(21.0, 32.0, 31.35135135135135)","(20.0, 18.5, 18.1875)","(11.0, 13.5, 13.09322033898305)","(9.0, 10.5, 10.387573964497042)","(11.0, 14.0, 14.09375)","(51.0, 60.0, 59.37984496124031)","(101.0, 210.0, 203.33333333333334)"
06-01-2023 14:01:00.376360,"(16.0, 20.0, 19.393617021276597)","(8.5, 10.5, 10.438144329896907)","(4.2, 5.0, 4.937857142857143)","(7.5, 9.2, 9.108823529411765)","(4.6, 5.2, 5.187234042553191)","(21.0, 32.0, 31.35135135135135)","(20.0, 18.5, 17.0)","(11.0, 13.5, 13.09322033898305)","(9.0, 10.5, 10.387573964497042)","(11.0, 14.5, 14.107142857142858)","(51.0, 60.0, 59.37984496124031)","(101.0, 210.0, 201.42857142857142)"
06-01-2023 14:01:02.045542,"(16.0, 19.5, 19.81578947368421)","(8.5, 10.5, 10.60122699386503)","(4.4, 5.0, 5.0459627329192545)","(7.5, 9.2, 9.106976744186046)","(4.6, 5.2, 4.870526315789474)","(21.0, 32.0, 32.03174603174603)","(20.0, 18.0, 17.366666666666667)","(11.0, 13.5, 13.125766871165645)","(9.0, 10.5, 10.524590163934427)","(11.0, 14.5, 14.319444444444445)","(51.0, 60.0, 59.56349206349206)","(101.0, 210.0, 195.35714285714286)"
06-01-2023 14:01:03.730191,"(16.0, 21.0, 19.8515625)","(8.5, 11.0, 10.522556390977444)","(4.4, 5.1, 5.036029411764706)","(7.5, 9.2, 9.107368421052632)","(4.6, 4.9, 4.873333333333334)","(21.0, 34.0, 32.09230769230769)","(20.0, 18.0, 17.454545454545453)","(11.0, 13.5, 13.11320754716981)","(9.0, 11.0, 10.565104166666666)","(11.0, 15.0, 14.355263157894736)","(51.0, 60.0, 59.46601941747573)","(101.0, 220.0, 195.35714285714286)"
06-01-2023 14:01:05.373029,"(16.0, 21.0, 19.95)","(8.5, 11.0, 10.524861878453038)","(4.4, 5.1, 5.044230769230769)","(7.5, 9.2, 9.116981132075471)","(4.6, 4.9, 4.895726495726496)","(21.0, 34.0, 32.20289855072464)","(20.0, 18.0, 17.416666666666668)","(11.0, 13.5, 13.131736526946108)","(9.0, 11.0, 10.635321100917432)","(11.0, 15.0, 14.416666666666666)","(51.0, 60.0, 61.27906976744186)","(101.0, 220.0, 195.35714285714286)"
06-01-2023 14:01:07.068108,"(16.0, 21.0, 19.95)","(8.5, 11.0, 10.524861878453038)","(4.4, 5.1, 5.039160839160839)","(7.5, 9.2, 9.108333333333333)","(4.6, 4.9, 4.9037500000000005)","(21.0, 34.0, 32.20289855072464)","(20.0, 18.0, 17.3)","(11.0, 13.5, 13.131736526946108)","(9.0, 11.0, 10.626609442060087)","(11.0, 15.0, 14.344444444444445)","(51.0, 65.0, 61.19565217391305)","(101.0, 220.0, 195.35714285714286)"
06-01-2023 14:01:08.733496,"(16.0, 21.0, 19.82608695652174)","(8.5, 11.0, 10.330739299610896)","(4.4, 5.1, 5.0873684210526315)","(7.5, 9.2, 9.092682926829267)","(4.6, 5.0, 4.925714285714285)","(21.0, 34.0, 32.303030303030305)","(20.0, 18.0, 17.24590163934426)","(11.0, 13.5, 13.131736526946108)","(9.0, 11.0, 10.544502617801047)","(11.0, 15.0, 14.447916666666666)","(51.0, 65.0, 60.625)","(101.0, 220.0, 195.35714285714286)"
06-01-2023 14:01:10.437609,"(16.0, 20.0, 19.51388888888889)","(8.5, 11.0, 10.478947368421053)","(4.4, 5.1, 5.065185185185185)","(7.5, 9.2, 9.270588235294117)","(4.6, 5.0, 4.896052631578947)","(21.0, 34.0, 32.35294117647059)","(20.0, 18.0, 17.28787878787879)","(11.0, 13.5, 13.131736526946108)","(9.0, 11.0, 10.5546875)","(11.0, 15.0, 14.443396226415095)","(51.0, 65.0, 60.73170731707317)","(101.0, 220.0, 196.20689655172413)"
06-01-2023 14:01:12.234358,"(16.0, 20.0, 19.51388888888889)","(8.5, 10.5, 10.328947368421053)","(4.4, 5.1, 5.070987654320987)","(7.5, 9.4, 9.291176470588235)","(4.6, 4.9, 4.896685082872929)","(21.0, 34.0, 32.44444444444444)","(20.0, 17.5, 17.28125)","(11.0, 13.5, 13.152542372881356)","(9.0, 11.0, 10.545212765957446)","(11.0, 15.0, 14.491379310344827)","(51.0, 65.0, 60.93023255813954)","(101.0, 220.0, 210.9090909090909)"
06-01-2023 14:01:14.449264,"(16.0, 20.0, 19.51388888888889)","(8.5, 10.5, 10.314285714285715)","(4.4, 5.1, 5.08984375)","(7.5, 9.4, 9.291176470588235)","(4.6, 4.9, 4.89344262295082)","(21.0, 34.0, 32.3768115942029)","(20.0, 17.5, 17.28125)","(11.0, 13.5, 13.152542372881356)","(9.0, 11.0, 10.613122171945701)","(11.0, 15.0, 14.491379310344827)","(51.0, 65.0, 60.93023255813954)","(101.0, 220.0, 210.9090909090909)"
06-01-2023 14:01:16.525148,"(16.0, 20.0, 19.51388888888889)","(8.5, 10.5, 10.3)","(4.4, 5.1, 5.059633027522936)","(7.5, 9.4, 9.291176470588235)","(4.6, 4.9, 4.8933333333333335)","(21.0, 34.0, 32.3768115942029)","(19.0, 17.5, 17.545454545454547)","(11.0, 13.5, 13.152542372881356)","(9.0, 11.0, 10.604166666666666)","(11.0, 15.0, 14.491379310344827)","(51.0, 65.0, 60.93023255813954)","(101.0, 220.0, 210.9090909090909)"
06-01-2023 14:01:18.477596,"(16.0, 20.0, 22.285714285714285)","(8.5, 10.5, 12.6)","(4.4, 5.1, 5.144444444444445)","(7.5, 9.4, 11.281818181818181)","(4.6, 4.9, 7.379999999999999)","(21.0, 34.0, 39.33333333333333)","(19.0, 18.0, 29.07142857142857)","(11.0, 13.5, 18.333333333333336)","(9.0, 11.0, 10.875)","(11.0, 15.0, 19.166666666666664)","(51.0, 65.0, 76.0)","(101.0, 490.0, 396.66666666666663)"
06-01-2023 14:01:20.410431,"(16.0, 32.0, 24.0)","(8.5, 16.0, 12.6)","(4.4, 5.2, 5.144444444444445)","(7.5, 14.5, 10.3)","(4.6, 8.2, 7.379999999999999)","(21.0, 48.0, 39.33333333333333)","(19.0, 40.0, 24.166666666666664)","(11.0, 20.0, 18.333333333333336)","(9.0, 16.0, 10.875)","(11.0, 21.0, 19.166666666666664)","(51.0, 120.0, 76.0)","(101.0, 490.0, 396.66666666666663)"
06-01-2023 14:01:22.261496,"(16.0, 26.0, 21.75)","(8.5, 16.0, 12.6)","(4.4, 5.2, 5.144444444444445)","(7.5, 12.0, 10.3)","(4.6, 8.2, 5.199999999999999)","(21.0, 48.0, 35.0)","(19.0, 26.0, 26.875)","(11.0, 20.0, 18.57142857142857)","(9.0, 16.0, 10.875)","(11.0, 21.0, 19.166666666666664)","(51.0, 120.0, 76.0)","(101.0, 490.0, 396.66666666666663)"
06-01-2023 14:01:24.032411,"(16.0, 24.0, 21.75)","(8.5, 16.0, 12.6)","(4.4, 5.2, 5.144444444444445)","(7.5, 12.0, 10.3)","(4.6, 8.2, 5.6875)","(21.0, 48.0, 38.0)","(19.0, 34.0, 26.875)","(11.0, 19.0, 18.57142857142857)","(9.0, 16.0, 13.083333333333334)","(11.0, 17.5, 16.818181818181817)","(51.0, 120.0, 61.33333333333333)","(101.0, 490.0, 287.5)"
06-01-2023 14:01:26.081710,"(16.0, 24.0, 21.75)","(8.5, 16.0, 15.45)","(4.4, 5.2, 5.144444444444445)","(7.5, 12.0, 10.3)","(4.6, 8.0, 4.892307692307693)","(21.0, 46.0, 31.6)","(19.0, 34.0, 26.875)","(11.0, 19.0, 16.818181818181817)","(9.0, 16.0, 13.333333333333334)","(11.0, 17.5, 13.833333333333334)","(51.0, 100.0, 54.66666666666667)","(101.0, 490.0, 366.66666666666663)"
