,Venting,Stately Star,Laelaps,Alchian,Sheezabigdeel,Master Of Zerprise,Sports Idol,Raise The Colours,If You Leave,Albanian Eagle,Chattering,Bungalally Babe
06-01-2023 13:50:37.602603,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.747058823529412)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 29.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.945945945945946)","(14.0, 16.5, 15.976190476190476)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 105.9375)"
06-01-2023 13:50:39.229970,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.734782608695652)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 29.0, 27.4)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.945945945945946)","(14.0, 16.5, 15.9609375)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 105.9375)"
06-01-2023 13:50:40.862899,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.734782608695652)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 28.0, 27.4)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.777777777777778)","(14.0, 16.5, 15.915254237288135)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 105.9375)"
06-01-2023 13:50:42.618605,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.734782608695652)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.777777777777778)","(14.0, 16.5, 15.915254237288135)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 105.9375)"
06-01-2023 13:50:44.253595,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.734782608695652)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.01063829787234)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 108.46153846153847)"
06-01-2023 13:50:45.914672,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.734782608695652)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.01063829787234)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 108.46153846153847)"
06-01-2023 13:50:47.595636,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.9, 5.672340425531915)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.085714285714285)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.01063829787234)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 108.46153846153847)"
06-01-2023 13:50:49.207843,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.8, 5.660465116279069)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.298148148148148)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.01063829787234)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 108.46153846153847)"
06-01-2023 13:50:50.760654,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.8, 5.64375)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.196296296296296)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.01063829787234)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 107.5)"
06-01-2023 13:50:52.402054,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.8, 5.64375)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.160869565217392)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.01063829787234)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 107.5)"
06-01-2023 13:50:54.052810,"(8.0, 99999, 99990)","(14.0, 17.5, 16.9375)","(5.0, 5.8, 5.64375)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.160869565217392)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.545454545454547)","(7.0, 8.0, 7.970588235294118)","(14.0, 16.5, 16.26)","(9.0, 11.5, 11.045454545454545)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 107.5)"
06-01-2023 13:50:55.726171,"(8.0, 99999, 99990)","(14.0, 17.5, 16.642857142857142)","(5.0, 5.8, 5.64375)","(5.5, 8.2, 7.8133333333333335)","(5.5, 6.4, 6.160869565217392)","(16.0, 28.0, 27.666666666666668)","(18.0, 26.0, 23.333333333333332)","(7.0, 8.0, 8.373333333333333)","(14.0, 16.5, 15.851851851851851)","(9.0, 11.5, 11.1)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 107.5)"
06-01-2023 13:50:57.399417,"(8.0, 99999, 99990)","(13.0, 17.5, 17.0)","(5.0, 5.8, 5.64375)","(5.5, 8.2, 7.8133333333333335)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 8.4, 8.377777777777778)","(14.0, 16.0, 15.851851851851851)","(9.0, 11.5, 11.1)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 107.5)"
06-01-2023 13:50:59.273806,"(8.0, 99999, 99990)","(13.0, 17.5, 17.0)","(5.0, 5.8, 5.304255319148936)","(5.5, 8.2, 7.8133333333333335)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.4)","(18.0, 26.0, 24.4)","(7.0, 8.4, 8.62857142857143)","(14.0, 16.0, 15.818181818181818)","(9.0, 11.5, 11.1)","(41.0, 70.0, 63.333333333333336)","(91.0, 120.0, 107.5)"
06-01-2023 13:51:01.100653,"(8.0, 99999, 99990)","(13.0, 17.5, 17.0)","(5.0, 5.5, 5.210489510489511)","(5.5, 8.2, 7.8133333333333335)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 8.8, 8.763636363636364)","(14.0, 16.0, 15.777777777777779)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 61.666666666666664)","(91.0, 120.0, 107.5)"
06-01-2023 13:51:03.498553,"(8.0, 99999, 99990)","(13.0, 17.5, 17.0)","(5.0, 5.5, 5.210489510489511)","(5.5, 8.2, 7.8133333333333335)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 9.4, 8.933333333333334)","(14.0, 16.0, 15.777777777777779)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 62.0)","(91.0, 120.0, 107.5)"
06-01-2023 13:51:05.696155,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.211881188118812)","(5.5, 8.2, 7.672727272727272)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 9.2, 9.185714285714287)","(14.0, 16.0, 13.6875)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 62.0)","(91.0, 120.0, 107.5)"
06-01-2023 13:51:07.360338,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.672727272727272)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 9.4, 8.971428571428572)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 62.0)","(91.0, 120.0, 107.5)"
06-01-2023 13:51:09.034859,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.672727272727272)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 9.4, 8.971428571428572)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:10.610781,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.930232558139535)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 9.4, 9.127272727272727)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:12.255570,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.930232558139535)","(5.0, 6.4, 6.125)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.4)","(7.0, 9.4, 8.92)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 10.785714285714286)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:14.000855,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.942222222222222)","(5.0, 6.4, 6.085714285714285)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:15.646841,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.942222222222222)","(5.0, 6.4, 6.085714285714285)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:17.309757,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.942222222222222)","(5.0, 6.4, 6.085714285714285)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:18.973651,"(8.0, 99999, 99990)","(13.0, 17.5, 16.75)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.942222222222222)","(5.0, 6.4, 6.109090909090909)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.555555555555555)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:20.555152,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.942222222222222)","(5.0, 6.4, 6.1866666666666665)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.545454545454545)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:22.105516,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.942222222222222)","(5.0, 6.4, 6.1866666666666665)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.545454545454545)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:23.702997,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.307920792079208)","(5.5, 8.2, 7.923076923076923)","(5.0, 6.4, 6.247619047619048)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.545454545454545)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:25.247391,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.315094339622641)","(5.5, 8.0, 7.375)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.545454545454545)","(9.0, 11.5, 11.0)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:26.818576,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.5, 5.371428571428572)","(5.5, 7.8, 7.302439024390244)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.545454545454545)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 102.85714285714286)"
06-01-2023 13:51:28.325474,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.4, 5.61)","(5.5, 7.8, 7.4799999999999995)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(14.0, 14.5, 13.75)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 112.5)"
06-01-2023 13:51:29.864067,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.7, 5.61)","(5.5, 7.6, 7.4799999999999995)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(13.0, 14.5, 13.75)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 112.5)"
06-01-2023 13:51:31.438476,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.7, 5.61)","(5.5, 7.6, 7.4799999999999995)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(13.0, 14.5, 13.527777777777779)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 112.5)"
06-01-2023 13:51:33.041424,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.7, 5.61)","(5.5, 7.6, 7.4799999999999995)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(13.0, 14.0, 13.527777777777779)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 112.5)"
06-01-2023 13:51:34.637850,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.7, 5.614285714285715)","(5.5, 7.6, 7.4799999999999995)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.545454545454547)","(7.0, 9.4, 9.040000000000001)","(13.0, 14.0, 12.088888888888889)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 112.5)"
06-01-2023 13:51:36.046877,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.7, 5.614285714285715)","(5.5, 7.6, 7.34)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 25.2)","(7.0, 9.4, 9.040000000000001)","(13.0, 13.0, 12.088888888888889)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:37.436758,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.7, 5.557142857142857)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 25.076923076923077)","(7.0, 9.4, 9.040000000000001)","(13.0, 13.0, 12.127659574468085)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:38.807218,"(8.0, 99999, 99990)","(14.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.557142857142857)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 25.294117647058822)","(7.0, 9.4, 9.040000000000001)","(13.0, 13.0, 12.127659574468085)","(9.0, 11.5, 11.166666666666666)","(41.0, 70.0, 62.0)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:40.125969,"(8.0, 99999, 99990)","(14.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.557142857142857)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.4, 8.941176470588236)","(13.0, 13.0, 11.756521739130434)","(9.0, 11.5, 11.264705882352942)","(41.0, 70.0, 62.0)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:41.541569,"(8.0, 99999, 99990)","(14.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.557142857142857)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.90909090909091)","(7.0, 10.0, 8.941176470588236)","(13.0, 12.0, 11.9)","(9.0, 11.5, 11.264705882352942)","(41.0, 70.0, 63.0)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:42.935679,"(8.0, 99999, 99990)","(13.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.6, 9.2)","(13.0, 14.0, 12.285714285714286)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:44.340437,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.6, 9.2)","(13.0, 13.0, 12.08)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:45.791829,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.6, 9.2)","(13.0, 13.0, 11.88888888888889)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:47.203649,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.32)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.6, 8.938461538461539)","(13.0, 12.0, 11.76923076923077)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 113.33333333333333)"
06-01-2023 13:51:48.545608,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.164102564102564)","(17.0, 28.0, 27.0)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.4, 8.938461538461539)","(13.0, 12.0, 11.76923076923077)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 108.88888888888889)"
06-01-2023 13:51:50.048757,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.4, 6.061538461538462)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.4, 8.938461538461539)","(13.0, 12.0, 11.76923076923077)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:51.470634,"(8.0, 99999, 99990)","(13.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 6.014814814814815)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.4, 8.938461538461539)","(13.0, 12.0, 11.76923076923077)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:52.890841,"(8.0, 99999, 99990)","(13.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.593023255813953)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 6.15)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.4, 8.95)","(13.0, 12.0, 11.76923076923077)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:54.326820,"(8.0, 99999, 99990)","(13.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.593023255813953)","(5.5, 7.6, 7.292307692307692)","(5.0, 6.2, 5.977777777777778)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(13.0, 12.0, 11.7)","(9.0, 11.5, 11.277777777777779)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:55.756872,"(8.0, 99999, 99990)","(13.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.593023255813953)","(5.5, 7.6, 7.28421052631579)","(5.0, 6.0, 6.0)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(13.0, 12.0, 11.571428571428571)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:57.141073,"(8.0, 99999, 99990)","(13.0, 17.5, 17.09090909090909)","(5.0, 5.6, 5.593023255813953)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(13.0, 12.0, 11.5625)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:58.447319,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.5625)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.8130081300813)","(9.0, 11.5, 11.264705882352942)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 111.66666666666667)"
06-01-2023 13:51:59.790694,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.541666666666666)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.90909090909091)","(12.0, 13.0, 12.8130081300813)","(9.0, 11.5, 11.5)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 112.72727272727272)"
06-01-2023 13:52:01.230810,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.541666666666666)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.97029702970297)","(9.0, 12.0, 11.5)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 112.72727272727272)"
06-01-2023 13:52:02.692154,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.541666666666666)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.97029702970297)","(9.0, 12.0, 11.5)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 112.72727272727272)"
06-01-2023 13:52:04.143203,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.449999999999999)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.97029702970297)","(9.0, 12.0, 11.578947368421053)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 112.72727272727272)"
06-01-2023 13:52:05.616651,"(8.0, 99999, 99990)","(13.0, 17.5, 16.857142857142858)","(5.0, 5.6, 5.544897959183674)","(5.5, 7.6, 7.275675675675676)","(5.0, 6.2, 5.923076923076923)","(17.0, 28.0, 27.666666666666668)","(18.0, 26.0, 24.90909090909091)","(7.0, 9.2, 8.95)","(12.0, 13.0, 12.97029702970297)","(9.0, 12.0, 11.578947368421053)","(41.0, 75.0, 61.666666666666664)","(91.0, 120.0, 112.72727272727272)"
