,Jelignite Jack,Diego Delgado,Fraya,The Tax Cullector,Major Slip Up,Rancho Man,Gabbys Ideal,Hit The Track,Clares Fool,Jet Force
06-01-2023 13:38:06.884761,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:08.111608,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:09.370184,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:10.622233,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:11.824165,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:13.111116,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:14.520664,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:15.737236,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:16.977165,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:18.293151,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:19.645831,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:20.951512,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:22.167582,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:23.369301,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:24.515642,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:25.726580,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:27.079708,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:28.388092,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:29.589268,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:30.806466,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:31.997605,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:33.204971,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:34.568100,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:35.835689,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:37.008836,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:38.265001,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:39.551330,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:40.731646,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:41.895102,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:43.094850,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:44.313161,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:45.820274,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:47.112798,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:48.591715,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:49.836801,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:51.048705,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:52.498719,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:53.672872,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:54.889441,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:56.050356,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:57.176719,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:58.296512,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:38:59.437303,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:00.614837,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:01.798204,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:03.047099,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:04.230803,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:05.499758,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:06.886706,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:08.108368,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:09.530107,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:10.954052,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:12.326033,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:13.628446,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:14.954367,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:16.193545,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:17.384512,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:18.639597,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:19.869453,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:21.159636,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:22.410718,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:23.665220,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:25.010195,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:26.298067,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:27.548199,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:28.826676,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:30.026564,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
06-01-2023 13:39:31.338748,"(31.0, 80.0, 46.0)","(21.0, 48.0, 31.333333333333336)","(2.8, 4.1, 3.828888888888889)","(2.0, 2.42, 2.0875)","(21.0, 46.0, 30.666666666666668)","(26.0, 55.0, 35.0)","(31.0, 85.0, 53.666666666666664)","(6.0, 9.6, 8.88888888888889)","(31.0, 90.0, 49.33333333333333)","(15.0, 29.0, 19.0)"
