,Awol,Beatty,Medinah,Vivideel,Just Call Me Bella,Mira Flores,Voodoo Woman
08-01-2023 12:33:08.877017,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.371428571428572)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:09.896107,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:11.003135,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:12.104471,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:13.266501,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:14.336684,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:15.466506,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:16.632197,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:17.815477,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:19.025427,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.6)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.333333333333334)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:20.552102,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.48)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.0, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:21.988981,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.48)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:23.171497,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.75)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.48)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:24.240900,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.7)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.48)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:25.245331,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.7)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.48)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:26.383003,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:27.513298,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:28.661067,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:29.772147,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:30.923010,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:31.992667,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:33.093154,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:34.297276,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:35.496907,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:36.713820,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:37.876877,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.17142857142857)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:39.019761,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:40.129813,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:41.205973,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:42.337183,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:43.441816,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:44.576775,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:45.652789,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:46.737183,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:47.753091,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:48.785788,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:49.854461,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:50.966939,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:52.171853,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:53.271139,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.955555555555556)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:54.419813,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:55.519530,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.0)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:56.598134,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.4)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:57.702124,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.4)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:58.797176,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.76)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:33:59.879434,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.5, 8.76)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:00.971182,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.4)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:02.075289,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.4)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:03.189375,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.5, 8.76)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:04.278151,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.036363636363635)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:05.328335,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.036363636363635)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:06.379396,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.036363636363635)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:07.408943,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.036363636363635)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:08.452605,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.285714285714285)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:09.516129,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.285714285714285)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:10.629028,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:11.770961,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:12.884451,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:13.982423,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:15.073401,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:16.215123,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:17.307199,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:18.466342,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:19.625697,"(2.4, 2.58, 2.5259154929577465)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:20.862496,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:22.024539,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:23.149674,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:24.319639,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:25.482555,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:26.671493,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:27.791255,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:28.938914,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:30.075503,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:31.244122,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:32.388334,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.08)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:33.514488,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.56)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:34.685855,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.56)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:35.848897,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.56)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:37.001459,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.56)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:38.154411,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.56)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:39.262536,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 10.0, 8.371428571428572)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:40.258953,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.371428571428572)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:41.334279,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.371428571428572)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:42.420809,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.371428571428572)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:43.523767,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.371428571428572)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:44.641466,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.8, 8.4)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:45.745425,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:46.846473,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:47.947000,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:49.071004,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:50.254703,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.2)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.3125)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:51.450994,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.6, 8.6)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:52.651300,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.857142857142858)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.4, 8.6)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
08-01-2023 12:34:53.837340,"(2.4, 2.58, 2.528936170212766)","(6.0, 10.0, 9.82857142857143)","(3.3, 3.7, 3.658333333333333)","(6.0, 9.4, 8.6)","(51.0, 200.0, 116.66666666666666)","(7.5, 12.5, 10.5)","(19.0, 38.0, 33.0)"
