,Awol,Beatty,Medinah,Vivideel,Just Call Me Bella,Mira Flores,Voodoo Woman
08-01-2023 12:24:12.598835,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:13.581779,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:14.563369,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:15.522501,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:16.530257,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:17.658250,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:18.695854,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:19.735865,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:20.676375,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:21.624362,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:22.636458,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:23.739329,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:24.774440,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:25.782892,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:26.801396,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:27.834233,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:28.894111,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:29.940020,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 35.66666666666667)"
08-01-2023 12:24:30.975052,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:31.948206,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:32.934179,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:33.936366,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:34.944921,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:35.920301,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:36.931219,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:37.899468,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.131578947368421)","(19.0, 38.0, 36.857142857142854)"
08-01-2023 12:24:38.887575,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:39.860569,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:40.887560,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:41.913368,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:42.952935,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:43.949883,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:44.916616,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.15625)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:45.940638,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:46.917806,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:47.920478,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:48.946687,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.4)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:50.021685,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:51.049805,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:52.057381,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:53.016943,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:54.013971,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:54.967697,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:56.026240,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:57.030894,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:58.063522,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:59.029477,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:24:59.956141,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:00.953446,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:01.937322,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:03.011172,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:04.054561,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 9.1875)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:05.140149,"(2.4, 2.54, 2.5215384615384617)","(6.0, 9.6, 8.914285714285715)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:06.139507,"(2.4, 2.54, 2.5215384615384617)","(6.0, 9.6, 8.914285714285715)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:07.155036,"(2.4, 2.54, 2.5215384615384617)","(6.0, 9.6, 8.914285714285715)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:08.063486,"(2.4, 2.54, 2.5215384615384617)","(6.0, 9.6, 8.914285714285715)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:09.051305,"(2.4, 2.54, 2.5215384615384617)","(6.0, 9.6, 8.914285714285715)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:10.137732,"(2.4, 2.54, 2.5215384615384617)","(6.0, 9.6, 8.914285714285715)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:11.196209,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:12.287377,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:13.349626,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:14.422819,"(2.4, 2.54, 2.5215384615384617)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:15.351844,"(2.4, 2.58, 2.5204166666666667)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:16.390260,"(2.4, 2.58, 2.5204166666666667)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:17.344036,"(2.4, 2.58, 2.5204166666666667)","(6.0, 10.5, 8.583333333333332)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:18.362644,"(2.4, 2.58, 2.5204166666666667)","(6.0, 10.0, 9.054545454545455)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:19.435128,"(2.4, 2.58, 2.5204166666666667)","(6.0, 10.0, 9.422222222222222)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:20.454568,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 9.266666666666667)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:21.460725,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.600000000000001)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:22.388508,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.600000000000001)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:23.364540,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 9.266666666666667)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:24.414706,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 9.654545454545456)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:25.521431,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:26.571244,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:27.601536,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:28.656733,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:29.662662,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.5)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:30.649340,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:31.594181,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:32.559206,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:33.597411,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:34.674585,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:35.742301,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.8, 8.92)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:36.810462,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.6, 9.1)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:37.780634,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.786666666666667)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:38.732581,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:39.684342,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:40.640981,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:41.713285,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:42.767007,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:43.808218,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
08-01-2023 12:25:44.744057,"(2.4, 2.58, 2.5204166666666667)","(6.0, 9.0, 8.2)","(3.3, 3.6, 3.5941747572815537)","(6.0, 12.0, 10.470588235294118)","(51.0, 220.0, 123.33333333333334)","(7.5, 12.5, 10.208333333333334)","(19.0, 38.0, 35.25)"
