,Stupendo,Bahama Bay,Blakmax,Cuban Sunset,Dream Statement,Mt Niseko,Sorel Rising,Everylittle Breeze,Freeways,Harmonious Senora,Miss Magnifico,Under The Palais,Doublern
04-01-2023 14:55:32.260468,"(12.0, 13.5, 13.394736842105264)","(8.5, 10.5, 10.048543689320388)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.5, 5.429230769230769)","(12.0, 15.0, 14.1875)","(14.0, 18.0, 17.5)","(5.0, 7.0, 6.90952380952381)","(15.0, 18.0, 17.954545454545453)","(9.0, 10.5, 10.072727272727272)"
04-01-2023 14:55:33.731650,"(12.0, 13.5, 13.394736842105264)","(8.5, 10.5, 10.046728971962617)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.5, 5.429230769230769)","(12.0, 15.0, 14.1875)","(14.0, 18.0, 17.5)","(5.0, 7.0, 6.90952380952381)","(15.0, 18.0, 17.954545454545453)","(9.0, 10.5, 9.944827586206896)"
04-01-2023 14:55:35.244763,"(12.0, 13.5, 13.370967741935484)","(8.5, 10.5, 10.005102040816327)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.5, 5.495454545454545)","(12.0, 15.0, 14.272727272727273)","(14.0, 18.0, 17.5)","(5.0, 7.0, 6.894444444444444)","(15.0, 18.0, 17.954545454545453)","(9.0, 10.0, 9.714285714285715)"
04-01-2023 14:55:37.021823,"(12.0, 13.5, 13.242857142857142)","(8.5, 10.5, 10.005102040816327)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.531666666666666)","(12.0, 15.0, 14.272727272727273)","(15.0, 18.0, 17.5)","(5.0, 7.0, 6.824)","(15.0, 19.0, 18.228070175438596)","(9.0, 9.8, 9.716279069767442)"
04-01-2023 14:55:38.751774,"(12.0, 13.5, 13.142857142857142)","(8.5, 10.5, 9.994444444444444)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.0, 14.272727272727273)","(15.0, 18.0, 17.5)","(5.0, 7.0, 6.824)","(15.0, 19.0, 18.278688524590162)","(9.0, 9.8, 9.716279069767442)"
04-01-2023 14:55:40.198321,"(12.0, 13.5, 13.142857142857142)","(8.5, 10.0, 9.994444444444444)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.0, 14.272727272727273)","(15.0, 18.0, 17.5)","(5.0, 7.0, 6.824)","(15.0, 19.0, 18.278688524590162)","(9.0, 9.8, 9.716279069767442)"
04-01-2023 14:55:41.607837,"(12.0, 13.5, 13.142857142857142)","(8.5, 10.0, 9.994444444444444)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.531666666666666)","(12.0, 15.0, 14.272727272727273)","(15.0, 18.0, 17.5)","(5.0, 7.0, 6.820689655172414)","(15.0, 19.0, 18.278688524590162)","(9.0, 9.8, 9.761290322580646)"
04-01-2023 14:55:43.117485,"(12.0, 13.5, 13.045454545454545)","(8.5, 10.0, 9.994444444444444)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.531666666666666)","(12.0, 15.0, 14.272727272727273)","(15.0, 18.0, 17.5)","(5.0, 7.0, 7.138461538461539)","(15.0, 19.0, 18.278688524590162)","(9.0, 10.0, 9.761290322580646)"
04-01-2023 14:55:44.677661,"(12.0, 13.5, 12.9375)","(8.5, 10.0, 9.994444444444444)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.3125)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.531666666666666)","(12.0, 15.0, 14.1875)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.1)","(15.0, 18.5, 18.31578947368421)","(9.0, 10.0, 9.761290322580646)"
04-01-2023 14:55:46.078957,"(12.0, 13.0, 12.9453125)","(8.5, 10.0, 9.992857142857144)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.3125)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.531666666666666)","(12.0, 15.0, 14.1875)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.1)","(15.0, 18.5, 18.31578947368421)","(9.0, 10.0, 9.407894736842106)"
04-01-2023 14:55:47.569126,"(12.0, 13.0, 12.9453125)","(8.5, 10.0, 9.992857142857144)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.0, 14.1875)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.122222222222223)","(15.0, 18.5, 18.31578947368421)","(9.0, 9.6, 9.364245810055866)"
04-01-2023 14:55:49.028488,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.992857142857144)","(11.0, 18.0, 17.47222222222222)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.0, 14.1875)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.044444444444444)","(15.0, 18.5, 18.083333333333332)","(9.0, 9.4, 9.26086956521739)"
04-01-2023 14:55:50.472698,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.992857142857144)","(11.0, 18.0, 16.886363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.0, 14.946428571428571)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.044444444444444)","(15.0, 18.5, 18.083333333333332)","(9.0, 9.4, 9.26086956521739)"
04-01-2023 14:55:51.823441,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.992857142857144)","(11.0, 17.0, 16.886363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.0, 15.194444444444445)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.044444444444444)","(15.0, 18.5, 18.083333333333332)","(9.0, 9.4, 9.335483870967742)"
04-01-2023 14:55:53.298540,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.92)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.071428571428571)","(15.0, 18.5, 18.285714285714285)","(9.0, 9.4, 9.364912280701756)"
04-01-2023 14:55:54.650994,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.92)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.144444444444445)","(15.0, 18.5, 17.98148148148148)","(9.0, 9.4, 9.364912280701756)"
04-01-2023 14:55:56.041271,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.887096774193548)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.416666666666668)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.144444444444445)","(15.0, 18.0, 18.366666666666667)","(9.0, 9.4, 9.36116504854369)"
04-01-2023 14:55:57.470827,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.890625)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.238095238095237)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.144444444444445)","(15.0, 19.0, 18.673076923076923)","(8.5, 9.4, 9.36116504854369)"
04-01-2023 14:55:58.872884,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.890625)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.238095238095237)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.144444444444445)","(15.0, 19.0, 18.673076923076923)","(8.5, 9.4, 9.35744680851064)"
04-01-2023 14:56:00.439629,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.890625)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.238095238095237)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.5339285714285715)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 7.144444444444445)","(15.0, 19.0, 18.451612903225808)","(8.5, 9.4, 9.35744680851064)"
04-01-2023 14:56:01.793693,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.875)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.238095238095237)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.6, 5.638461538461538)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 6.9688888888888885)","(15.0, 19.0, 18.346153846153847)","(8.5, 9.4, 9.35744680851064)"
04-01-2023 14:56:03.200605,"(12.0, 13.5, 13.208333333333334)","(8.5, 10.0, 9.875)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.238095238095237)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.7, 5.628571428571428)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.2, 6.958333333333333)","(15.0, 19.0, 18.346153846153847)","(8.5, 9.4, 9.35744680851064)"
04-01-2023 14:56:04.573296,"(12.0, 13.5, 13.616666666666667)","(8.5, 10.0, 9.875)","(11.0, 16.5, 16.136363636363637)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.238095238095237)","(15.0, 19.5, 19.233333333333334)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.628571428571428)","(12.0, 15.5, 15.125)","(15.0, 18.0, 17.5)","(5.0, 7.0, 6.95)","(15.0, 19.0, 18.346153846153847)","(8.5, 9.4, 9.35744680851064)"
04-01-2023 14:56:05.971173,"(12.0, 14.0, 13.616666666666667)","(8.5, 10.0, 9.841176470588236)","(11.0, 16.5, 16.7)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.161290322580644)","(15.0, 19.5, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.651724137931034)","(12.0, 15.5, 14.777777777777779)","(15.0, 18.0, 17.612781954887218)","(5.0, 7.0, 6.95)","(15.0, 19.0, 18.310344827586206)","(8.5, 9.4, 9.340909090909092)"
04-01-2023 14:56:07.400190,"(12.0, 14.0, 13.573529411764707)","(8.5, 10.5, 10.078125)","(11.0, 17.0, 16.7)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.161290322580644)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.7, 5.6454545454545455)","(12.0, 15.0, 14.777777777777779)","(15.0, 18.0, 17.60948905109489)","(5.0, 7.0, 6.95)","(15.0, 19.0, 18.346153846153847)","(8.5, 9.4, 9.340909090909092)"
04-01-2023 14:56:08.790780,"(12.0, 14.0, 13.573529411764707)","(8.5, 10.5, 10.081521739130435)","(11.0, 17.0, 16.7)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.161290322580644)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.7, 5.651724137931034)","(12.0, 15.0, 14.804878048780488)","(15.0, 18.0, 17.60948905109489)","(5.0, 7.0, 6.777777777777778)","(15.0, 19.0, 18.346153846153847)","(8.5, 9.4, 9.340909090909092)"
04-01-2023 14:56:10.077866,"(12.0, 14.0, 13.573529411764707)","(8.5, 10.5, 10.081521739130435)","(11.0, 17.0, 16.7)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.17948717948718)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.7, 5.651724137931034)","(12.0, 15.0, 14.804878048780488)","(15.0, 18.0, 17.60948905109489)","(5.0, 6.8, 6.777777777777778)","(15.0, 19.0, 18.433333333333334)","(8.5, 9.4, 9.473333333333333)"
04-01-2023 14:56:11.464766,"(12.0, 14.0, 13.573529411764707)","(8.5, 10.5, 10.081521739130435)","(11.0, 17.0, 16.342105263157894)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.17948717948718)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.7, 5.63)","(12.0, 15.0, 14.837837837837839)","(15.0, 18.0, 17.60948905109489)","(5.0, 6.8, 6.733333333333333)","(15.0, 19.0, 18.208333333333332)","(8.5, 9.6, 9.357894736842105)"
04-01-2023 14:56:12.869093,"(12.0, 14.0, 13.573529411764707)","(8.5, 10.5, 10.081521739130435)","(11.0, 17.0, 16.20731707317073)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.17948717948718)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.63)","(12.0, 15.0, 14.837837837837839)","(15.0, 18.0, 17.60948905109489)","(5.0, 6.8, 6.7)","(15.0, 19.0, 18.208333333333332)","(8.5, 9.6, 9.394594594594594)"
04-01-2023 14:56:14.520409,"(12.0, 14.0, 13.573529411764707)","(8.5, 10.5, 10.081521739130435)","(11.0, 17.0, 16.144736842105264)","(41.0, 85.0, 79.44444444444444)","(14.0, 17.5, 17.17948717948718)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.63)","(12.0, 15.0, 14.837837837837839)","(15.0, 18.0, 17.620567375886523)","(5.0, 6.6, 6.56875)","(15.0, 19.0, 18.208333333333332)","(8.5, 9.4, 9.366666666666667)"
04-01-2023 14:56:15.933140,"(12.0, 14.0, 13.380952380952381)","(8.5, 10.5, 10.103092783505154)","(11.0, 17.0, 16.144736842105264)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.195121951219512)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.557142857142857)","(15.0, 19.0, 18.3)","(8.5, 9.8, 9.514285714285714)"
04-01-2023 14:56:17.675019,"(12.0, 13.5, 13.306451612903226)","(8.5, 10.5, 10.103092783505154)","(11.0, 17.0, 16.224137931034484)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.195121951219512)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.557142857142857)","(15.0, 18.5, 18.3)","(8.5, 9.8, 9.542857142857143)"
04-01-2023 14:56:19.540520,"(12.0, 13.5, 13.306451612903226)","(8.5, 10.5, 10.051724137931034)","(11.0, 16.5, 15.907407407407408)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.195121951219512)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.557142857142857)","(15.0, 18.5, 18.3)","(8.5, 9.8, 9.542857142857143)"
04-01-2023 14:56:21.025155,"(12.0, 13.5, 13.306451612903226)","(8.5, 10.5, 10.04040404040404)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.195121951219512)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.557142857142857)","(15.0, 18.5, 18.387096774193548)","(8.5, 9.8, 9.438095238095238)"
04-01-2023 14:56:22.465210,"(12.0, 13.5, 13.306451612903226)","(8.5, 10.5, 10.04040404040404)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.195121951219512)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.551351351351351)","(15.0, 19.0, 18.233333333333334)","(8.5, 9.6, 9.438095238095238)"
04-01-2023 14:56:23.948392,"(12.0, 13.5, 13.306451612903226)","(8.5, 10.5, 10.04040404040404)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.195121951219512)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.551351351351351)","(15.0, 18.5, 18.233333333333334)","(8.5, 9.6, 9.438095238095238)"
04-01-2023 14:56:25.414400,"(12.0, 13.5, 13.306451612903226)","(8.5, 10.5, 10.04040404040404)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.13235294117647)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.157894736842106)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.521739130434782)","(15.0, 18.5, 18.233333333333334)","(8.5, 9.6, 9.438095238095238)"
04-01-2023 14:56:26.901081,"(12.0, 13.5, 13.424050632911392)","(8.5, 10.5, 10.0625)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 17.083333333333332)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7216867469879515)","(12.0, 15.0, 14.821428571428571)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.5)","(15.0, 18.5, 18.233333333333334)","(8.5, 9.6, 9.783333333333333)"
04-01-2023 14:56:28.456605,"(12.0, 13.5, 13.424050632911392)","(8.5, 10.5, 10.0625)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 16.944444444444443)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.705797101449275)","(12.0, 15.0, 14.793478260869565)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.491803278688525)","(15.0, 18.5, 18.40566037735849)","(8.5, 9.8, 9.783333333333333)"
04-01-2023 14:56:30.046255,"(12.0, 13.5, 13.492307692307692)","(8.5, 10.5, 10.0625)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.0, 16.944444444444443)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.705797101449275)","(12.0, 15.0, 14.813953488372093)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.491803278688525)","(15.0, 18.5, 18.045454545454547)","(8.5, 9.8, 9.741935483870968)"
04-01-2023 14:56:31.589197,"(12.0, 13.5, 13.492307692307692)","(8.5, 10.5, 10.0625)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.0, 16.944444444444443)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.666666666666667)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.491803278688525)","(15.0, 18.5, 18.045454545454547)","(8.5, 9.8, 9.783333333333333)"
04-01-2023 14:56:33.076811,"(12.0, 13.5, 13.492307692307692)","(8.5, 10.5, 10.12704918032787)","(11.0, 16.5, 15.766666666666666)","(41.0, 85.0, 83.33333333333333)","(14.0, 17.5, 16.88095238095238)","(15.0, 19.0, 18.62962962962963)","(20.0, 32.0, 31.0)","(4.4, 5.7, 5.666666666666667)","(12.0, 15.0, 14.846153846153847)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.491803278688525)","(15.0, 18.5, 18.045454545454547)","(8.5, 9.8, 9.783333333333333)"
04-01-2023 14:56:34.703933,"(12.0, 13.5, 13.66)","(8.5, 10.5, 10.155303030303031)","(11.0, 16.5, 15.125)","(41.0, 85.0, 77.5)","(14.0, 17.5, 17.01851851851852)","(15.0, 19.0, 18.655172413793103)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.647058823529411)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.61231884057971)","(5.0, 6.6, 6.644444444444444)","(15.0, 18.0, 17.93243243243243)","(8.5, 9.8, 9.72)"
04-01-2023 14:56:36.354400,"(12.0, 14.0, 13.71111111111111)","(8.5, 10.5, 10.133064516129032)","(11.0, 16.5, 15.2)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 17.01851851851852)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.647058823529411)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.648026315789473)","(5.0, 6.8, 6.644444444444444)","(15.0, 18.0, 17.92924528301887)","(8.5, 9.8, 9.516666666666667)"
04-01-2023 14:56:37.841376,"(12.0, 14.0, 13.71111111111111)","(8.5, 10.5, 10.133064516129032)","(11.0, 16.0, 15.11111111111111)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 17.01851851851852)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.647058823529411)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.648026315789473)","(5.0, 6.8, 6.644444444444444)","(15.0, 18.0, 17.92924528301887)","(8.5, 9.8, 9.477777777777778)"
04-01-2023 14:56:39.367806,"(12.0, 14.0, 13.679245283018869)","(8.5, 10.5, 10.133064516129032)","(11.0, 16.0, 15.11111111111111)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 17.113636363636363)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.6617021276595745)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.648026315789473)","(5.0, 6.8, 6.644444444444444)","(15.0, 18.0, 17.93362831858407)","(8.5, 9.8, 9.477777777777778)"
04-01-2023 14:56:40.963027,"(12.0, 14.0, 13.679245283018869)","(8.5, 10.5, 10.133064516129032)","(11.0, 16.0, 15.2)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 17.113636363636363)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.6617021276595745)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.648026315789473)","(5.0, 6.8, 6.644444444444444)","(15.0, 18.0, 17.93362831858407)","(8.5, 9.8, 9.477777777777778)"
04-01-2023 14:56:42.516661,"(12.0, 14.0, 13.679245283018869)","(8.5, 10.5, 10.11111111111111)","(11.0, 16.0, 15.2)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 16.92105263157895)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.6617021276595745)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.648026315789473)","(5.0, 6.8, 6.619607843137255)","(15.0, 18.0, 17.930555555555557)","(8.5, 9.8, 9.477777777777778)"
04-01-2023 14:56:44.023820,"(12.0, 14.0, 13.552631578947368)","(8.5, 10.5, 10.132352941176471)","(11.0, 16.0, 15.384615384615385)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.0, 16.984848484848484)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7125)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.675757575757576)","(5.0, 6.8, 6.619607843137255)","(15.0, 18.0, 17.930555555555557)","(8.5, 9.8, 9.477777777777778)"
04-01-2023 14:56:45.632446,"(12.0, 14.0, 13.552631578947368)","(8.5, 10.5, 10.132352941176471)","(11.0, 16.0, 15.384615384615385)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 16.984848484848484)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7125)","(12.0, 15.0, 14.791666666666666)","(15.0, 18.0, 17.675757575757576)","(5.0, 6.8, 6.619607843137255)","(15.0, 18.0, 17.930555555555557)","(8.5, 9.8, 9.477777777777778)"
04-01-2023 14:56:47.162716,"(12.0, 14.0, 13.552631578947368)","(8.5, 10.5, 10.040650406504065)","(11.0, 16.0, 15.384615384615385)","(41.0, 85.0, 76.42857142857143)","(14.0, 17.5, 16.984848484848484)","(15.0, 19.0, 18.523809523809526)","(20.0, 32.0, 31.0)","(4.4, 5.8, 5.7125)","(12.0, 15.0, 14.527777777777779)","(15.0, 18.0, 17.675757575757576)","(5.0, 6.8, 6.619607843137255)","(15.0, 18.0, 17.930555555555557)","(8.5, 9.8, 9.62)"
