,Anjo Tornado,Sorinder Bale,Sophie Did It,Dixie Showband,Ferocious Amigo,Raising Hell,Nobu Girl,Oscar Ruth
08-01-2023 17:47:29.195367,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 5.286111111111111)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:30.387411,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 5.286111111111111)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:31.638059,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 5.286111111111111)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:32.776997,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 5.286111111111111)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:33.994917,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:35.202583,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:36.350773,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:37.447807,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:38.634641,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:39.816003,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:40.949546,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:42.075990,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:43.086297,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:44.157199,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:45.250865,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:46.292324,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:47.299062,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:48.408935,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 18.77777777777778)","(101.0, 650.0, 283.33333333333337)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:49.488205,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:50.574298,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:51.677942,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:52.848202,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:54.207285,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:55.498990,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:56.724013,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:58.151843,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:47:59.520080,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 375.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:00.738907,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:02.049906,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:03.238910,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:04.403511,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:05.590084,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:06.711954,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:07.755332,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:08.896854,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:10.069404,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:11.202099,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:12.254756,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:13.580017,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:14.638298,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:15.983877,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:17.491198,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 28.416666666666668)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:18.815188,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 20.333333333333336)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:20.076427,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:21.429151,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:22.629106,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 372.5)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:23.800065,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:24.953660,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:26.157714,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:27.243291,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:28.262296,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:29.308248,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:30.429043,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:31.509953,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:32.623757,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:33.698312,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:34.873595,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:35.952994,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:37.187442,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:38.282072,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:39.372207,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:40.506918,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:41.722089,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:42.831690,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:43.893213,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:44.951073,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:45.962887,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.0, 4.53)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:47.031298,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.4, 4.733333333333333)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:48.038019,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:49.244431,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 174.46153846153845)","(16.0, 38.0, 19.25)","(12.0, 25.0, 13.75)","(101.0, 650.0, 206.0)","(16.0, 60.0, 41.875)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:50.440265,"(2.5, 3.7, 3.096279069767442)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:51.573838,"(2.5, 3.7, 3.37448275862069)","(3.8, 6.4, 4.733333333333333)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:52.750963,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:54.000230,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:55.165178,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:56.298017,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.0, 4.53)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:57.481653,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(16.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:58.673165,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:48:59.760268,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:49:00.871812,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:49:02.253167,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:49:03.449261,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:49:04.683206,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
08-01-2023 17:49:06.012990,"(2.5, 3.7, 3.270909090909091)","(3.8, 6.2, 4.59)","(51.0, 380.0, 144.23529411764707)","(16.0, 38.0, 23.0)","(12.0, 25.0, 13.0)","(101.0, 650.0, 156.66666666666666)","(15.0, 60.0, 28.727272727272727)","(2.4, 3.95, 2.7894736842105265)"
