,Slingshot Roxy,Reality One,Slingshot Penny,Laceby Girl,Rise Again,Crave Calamity,Checkout Chick,Bang On Blue
09-01-2023 18:09:11.307695,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:12.338406,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:13.459462,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:14.478425,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:15.486451,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:16.736603,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:17.890698,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:19.025599,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:20.492092,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:21.773286,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:22.928534,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:23.989527,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:25.108289,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:26.230549,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:27.331771,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:28.475000,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:29.609746,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:30.753485,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:32.073975,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:33.383272,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 3.42)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:34.610558,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.111428571428571)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:35.885935,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.875)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.111428571428571)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:37.099776,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.011111111111111)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:38.175149,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.011111111111111)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:39.325815,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.011111111111111)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:40.306135,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.011111111111111)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:41.429112,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.011111111111111)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:42.510953,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.147058823529411)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:43.712483,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.147058823529411)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:44.757419,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.147058823529411)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:45.883387,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:46.997892,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:48.146143,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:49.214695,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:50.281017,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.772222222222222)"
09-01-2023 18:09:51.435977,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.9059322033898307)"
09-01-2023 18:09:52.486554,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:53.560777,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:54.657657,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:55.817676,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:56.881813,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:57.889585,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:58.940506,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:09:59.965661,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:00.979660,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:01.961347,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:02.971075,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:04.022486,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:05.069657,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:06.170803,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 6.823076923076924)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:07.230937,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:08.388730,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:09.606997,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 50.14285714285714)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:10.792038,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:12.025386,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:13.270840,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:14.472057,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:15.515214,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:16.613885,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:17.692169,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:18.789969,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:19.906437,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:21.051048,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:22.161223,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:23.311007,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:24.492060,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 42.09090909090909)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:25.600949,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:26.702491,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:27.776386,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:28.845339,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:29.903800,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:31.010059,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:32.129527,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:33.220824,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:34.336325,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:35.473673,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:36.641319,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 17.416666666666664)","(21.0, 65.0, 47.5)","(21.0, 85.0, 49.57142857142857)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:38.008511,"(10.0, 21.0, 16.96153846153846)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.25)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:39.260013,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.25)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
09-01-2023 18:10:40.379575,"(10.0, 21.0, 15.166666666666668)","(10.0, 22.0, 19.555555555555557)","(21.0, 65.0, 38.75)","(21.0, 85.0, 46.25)","(6.0, 11.5, 8.382352941176471)","(2.7, 4.3, 4.114285714285714)","(4.2, 8.4, 5.542857142857143)","(3.4, 3.95, 3.7944444444444447)"
