,Blue Cherry Miss,River Matt,Scarlett Express,Gabbys Gyros,Tabasco Lad
04-01-2023 11:21:20.573082,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:21.433261,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:22.310585,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:23.154158,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:23.990577,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:24.817692,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:25.638959,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:26.481467,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:27.350169,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:28.202590,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:29.116260,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:30.000986,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:30.816790,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:31.605648,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:32.472157,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:33.390817,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:34.329842,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:35.171380,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:35.986987,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:36.806299,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:37.683035,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:38.529930,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:39.394103,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:40.280474,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:41.084105,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:41.936993,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:42.808082,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:43.591273,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:44.375181,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:45.227059,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:46.098775,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:47.002304,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:47.927820,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:48.776403,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:49.720547,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:50.562997,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:51.450108,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:52.265239,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:53.093835,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:53.915627,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:54.727570,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:55.547651,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:56.421659,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:57.336621,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:58.232061,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:59.143084,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:21:59.950605,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.816)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:00.755130,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:01.610343,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:02.478736,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:03.307223,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:04.112134,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:04.963924,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:05.832076,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:06.670783,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.55, 2.677)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:07.522531,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.55, 2.677)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:08.349643,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.55, 2.677)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:09.141094,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:09.979664,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:10.806925,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:11.700252,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:12.531624,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:13.378308,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:14.223838,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:15.025304,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:15.842228,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:16.686217,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:17.465373,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:18.245079,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:19.235501,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:20.124071,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:21.119677,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:21.968963,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:22.859248,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:23.739612,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:24.608552,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:25.474746,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:26.283913,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:27.066224,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:27.940646,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:28.782173,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:29.637446,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:30.551635,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:31.363430,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:32.222167,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:33.067188,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:33.958896,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6017021276595744)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:34.831639,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.6017021276595744)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:35.699202,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.6017021276595744)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:36.538703,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:37.373708,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:38.209889,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:39.040237,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:39.879466,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:40.659140,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:41.477436,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:42.338304,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:43.253984,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:44.070549,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:44.876945,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:45.730299,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:46.540871,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:47.392528,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:48.272425,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:49.090317,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:49.921525,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:50.793791,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:51.649760,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:52.511344,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:53.288975,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.6564285714285716)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:54.109541,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:54.974071,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:55.924364,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:56.840118,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:57.702195,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:58.495549,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.65, 2.626521739130435)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:22:59.321786,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:23:00.171353,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
04-01-2023 11:23:01.078841,"(71.0, 570.0, 513.8888888888889)","(2.9, 4.6, 3.825333333333333)","(6.5, 12.0, 11.243478260869566)","(2.6, 3.6, 2.610909090909091)","(3.0, 4.4, 3.483636363636364)"
