,Outlaw Man Nz,Cocora,Ghost Of Time,Village Voice,Hes A Cool Mach,Malibu Jack,Lord Verde Nz,Wyattflynn,Holi Starzzz
07-12-2022 19:31:36.128652,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 105.71428571428572)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:37.437775,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 105.71428571428572)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:38.735526,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:39.936878,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:41.039148,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:42.167884,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:43.433537,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:44.611920,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 24.625)"
07-12-2022 19:31:45.737169,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 26.083333333333336)"
07-12-2022 19:31:46.815887,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 26.0)"
07-12-2022 19:31:47.925779,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 26.0)"
07-12-2022 19:31:49.024709,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.166666666666668)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 26.0)"
07-12-2022 19:31:50.107697,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 26.0)"
07-12-2022 19:31:51.150353,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 83.33333333333333)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 25.5)"
07-12-2022 19:31:52.216534,"(1.75, 99999, 99990)","(10.0, 16.5, 16.055555555555557)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 29.0, 27.5)"
07-12-2022 19:31:53.571080,"(1.75, 99999, 99990)","(10.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 36.0, 34.25)"
07-12-2022 19:31:54.707496,"(1.75, 99999, 99990)","(10.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 36.0, 31.333333333333332)"
07-12-2022 19:31:56.186573,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 31.333333333333332)"
07-12-2022 19:31:57.357145,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 31.333333333333332)"
07-12-2022 19:31:58.701743,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 68.33333333333333)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 31.333333333333332)"
07-12-2022 19:32:00.266439,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 72.5)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 31.333333333333332)"
07-12-2022 19:32:01.617981,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 29.6)"
07-12-2022 19:32:03.026487,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 29.6)"
07-12-2022 19:32:04.365569,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 34.0, 28.4)"
07-12-2022 19:32:05.666889,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 32.0, 27.2)"
07-12-2022 19:32:07.013167,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.333333333333332)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:08.487169,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:09.788483,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:11.160715,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:12.441124,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:13.690119,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:15.129617,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:16.551413,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:17.852092,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:19.159396,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:20.498605,"(1.75, 99999, 99990)","(10.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(20.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:22.250831,"(1.75, 99999, 99990)","(11.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:23.709482,"(1.75, 99999, 99990)","(11.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:25.060875,"(1.75, 99999, 99990)","(11.0, 16.5, 16.125)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:26.500953,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:27.988577,"(1.75, 99999, 99990)","(11.0, 16.0, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:29.391598,"(1.75, 99999, 99990)","(11.0, 16.0, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:30.742362,"(1.75, 99999, 99990)","(11.0, 16.0, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:32.238839,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:33.773822,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:35.176950,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 104.28571428571428)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 35.666666666666664)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:36.659251,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:38.016936,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:39.376306,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:40.727156,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:42.109373,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.16)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:43.406438,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:44.681159,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 101.66666666666666)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:46.194540,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 95.0)","(61.0, 85.0, 77.85714285714286)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:47.577482,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 110.0, 100.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:48.894606,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 110.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:50.470727,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:52.055744,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:53.670704,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:55.100964,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:56.586996,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:58.168026,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:32:59.564060,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:00.911496,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 106.66666666666666)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:02.198404,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 130.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:03.483900,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:04.753645,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:06.269033,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:07.568901,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:08.857929,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.4)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:10.170491,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.345454545454546)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:11.652821,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.345454545454546)","(41.0, 120.0, 108.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:12.944975,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.3538461538461535)","(41.0, 120.0, 100.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:14.351279,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 100.0)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:15.832083,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:17.155239,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:18.514296,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.3538461538461535)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:19.900397,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 8.0, 7.345454545454546)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:21.217482,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.175)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
07-12-2022 19:33:22.670057,"(1.75, 99999, 99990)","(11.0, 16.5, 15.166666666666666)","(5.0, 7.8, 7.175)","(41.0, 120.0, 108.88888888888889)","(61.0, 85.0, 81.36363636363636)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(17.0, 30.0, 27.2)"
