,Outlaw Man Nz,Cocora,Ghost Of Time,Village Voice,Hes A Cool Mach,Malibu Jack,Lord Verde Nz,Wyattflynn,Holi Starzzz
07-12-2022 19:35:28.451242,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 119.0909090909091)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:30.021727,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 110.0)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:31.620116,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:33.221618,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:34.779423,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:36.294312,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:37.783181,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:39.271914,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 120.0)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:40.734303,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 108.0)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:42.202135,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 110.0)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:43.658576,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 110.0)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:45.043059,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 110.0)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 34.4)"
07-12-2022 19:35:46.583824,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 36.0, 37.77777777777778)"
07-12-2022 19:35:47.899244,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 92.08333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 50.0, 37.5)"
07-12-2022 19:35:49.227364,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 92.08333333333333)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 46.0, 36.5)"
07-12-2022 19:35:50.609376,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 44.0, 38.22222222222222)"
07-12-2022 19:35:51.990992,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 40.0, 38.22222222222222)"
07-12-2022 19:35:53.589684,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 39.77777777777778)"
07-12-2022 19:35:55.147294,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 37.833333333333336)"
07-12-2022 19:35:56.573310,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 38.15384615384615)"
07-12-2022 19:35:58.096331,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 38.15384615384615)"
07-12-2022 19:35:59.572416,"(1.75, 99999, 99990)","(11.0, 16.5, 15.1)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 38.15384615384615)"
07-12-2022 19:36:01.168599,"(1.75, 99999, 99990)","(11.0, 16.5, 16.166666666666668)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 38.15384615384615)"
07-12-2022 19:36:02.711696,"(1.75, 99999, 99990)","(11.0, 16.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 38.15384615384615)"
07-12-2022 19:36:04.285455,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 36.44444444444444)"
07-12-2022 19:36:05.841623,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 36.44444444444444)"
07-12-2022 19:36:07.514190,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 36.44444444444444)"
07-12-2022 19:36:09.053966,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 36.44444444444444)"
07-12-2022 19:36:10.600650,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:12.060006,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:13.437186,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:15.030359,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:16.593648,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:18.065902,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:19.817730,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:21.315263,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:22.856501,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:24.375355,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 91.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:25.855002,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:27.218242,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:28.596039,"(1.75, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.5, 7.8, 7.022222222222222)","(51.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.4, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:29.969230,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:31.368298,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:32.794995,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:34.352439,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:35.827089,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:37.604442,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:39.114866,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:40.692806,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:42.321006,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:43.946978,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:45.480787,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:46.943996,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:48.415990,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:49.899305,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:51.422723,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:53.033952,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:54.583645,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:56.106809,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:57.798560,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 112.85714285714286)","(61.0, 95.0, 90.0)","(21.0, 27.0, 26.4)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:36:59.298370,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:37:01.106871,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:37:02.812670,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:37:04.549630,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 111.42857142857143)","(61.0, 95.0, 77.5)","(21.0, 27.0, 25.5)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:37:06.167746,"(1.7, 99999, 99990)","(11.0, 17.5, 17.192307692307693)","(5.0, 7.8, 7.022222222222222)","(61.0, 130.0, 100.0)","(61.0, 95.0, 86.25)","(21.0, 27.0, 25.5)","(4.6, 99999, 99990)","(21.0, 40.0, 33.5)","(18.0, 42.0, 35.333333333333336)"
07-12-2022 19:37:07.895386,"(1.65, 99999, 99990)","(11.0, 17.5, 17.166666666666668)","(5.0, 7.8, 7.449999999999999)","(61.0, 130.0, 117.77777777777777)","(61.0, 95.0, 75.0)","(21.0, 27.0, 25.5)","(5.5, 99999, 99990)","(21.0, 40.0, 35.142857142857146)","(21.0, 42.0, 36.666666666666664)"
07-12-2022 19:37:09.666772,"(1.65, 99999, 99990)","(11.0, 17.5, 17.5)","(5.0, 7.6, 7.333333333333333)","(61.0, 130.0, 116.25)","(61.0, 95.0, 81.0)","(21.0, 27.0, 25.5)","(5.5, 99999, 99990)","(21.0, 40.0, 38.285714285714285)","(21.0, 42.0, 36.666666666666664)"
07-12-2022 19:37:11.564705,"(1.65, 99999, 99990)","(11.0, 20.0, 16.785714285714285)","(5.0, 7.6, 7.333333333333333)","(61.0, 130.0, 96.66666666666667)","(61.0, 95.0, 75.0)","(20.0, 27.0, 25.5)","(5.0, 99999, 99990)","(21.0, 40.0, 38.166666666666664)","(21.0, 42.0, 36.666666666666664)"
07-12-2022 19:37:13.147845,"(1.6, 99999, 99990)","(11.0, 20.0, 16.785714285714285)","(5.0, 7.6, 7.333333333333333)","(61.0, 130.0, 116.25)","(61.0, 95.0, 77.5)","(20.0, 27.0, 26.4)","(5.0, 99999, 99990)","(21.0, 40.0, 37.25)","(21.0, 42.0, 36.666666666666664)"
07-12-2022 19:37:14.713371,"(1.6, 99999, 99990)","(11.0, 20.0, 16.785714285714285)","(5.0, 7.6, 7.333333333333333)","(61.0, 130.0, 95.76923076923077)","(61.0, 95.0, 67.5)","(20.0, 27.0, 26.4)","(5.0, 99999, 99990)","(21.0, 40.0, 37.25)","(21.0, 42.0, 36.666666666666664)"
07-12-2022 19:37:16.720747,"(1.6, 99999, 99990)","(11.0, 20.0, 17.954545454545453)","(5.0, 7.6, 7.333333333333333)","(61.0, 120.0, 105.0)","(61.0, 90.0, 70.0)","(20.0, 27.0, 26.4)","(5.0, 99999, 99990)","(21.0, 40.0, 37.25)","(21.0, 42.0, 36.666666666666664)"
07-12-2022 19:37:18.429573,"(1.6, 99999, 99990)","(11.0, 20.0, 17.954545454545453)","(5.5, 7.6, 7.0285714285714285)","(61.0, 110.0, 105.0)","(61.0, 85.0, 65.0)","(20.0, 27.0, 26.4)","(5.5, 99999, 99990)","(21.0, 40.0, 38.333333333333336)","(20.0, 42.0, 35.0)"
07-12-2022 19:37:20.464498,"(1.6, 99999, 99990)","(11.0, 20.0, 18.166666666666668)","(5.5, 7.6, 7.0285714285714285)","(61.0, 110.0, 85.71428571428572)","(61.0, 80.0, 64.28571428571429)","(20.0, 27.0, 26.4)","(5.5, 99999, 99990)","(21.0, 40.0, 38.333333333333336)","(20.0, 42.0, 44.5)"
07-12-2022 19:37:22.152280,"(1.6, 99999, 99990)","(11.0, 19.5, 15.75)","(5.5, 7.6, 7.066666666666666)","(61.0, 100.0, 90.0)","(61.0, 75.0, 60.0)","(20.0, 27.0, 27.5)","(5.5, 99999, 99990)","(21.0, 40.0, 38.57142857142857)","(20.0, 55.0, 39.333333333333336)"
07-12-2022 19:37:23.812875,"(1.6, 99999, 99990)","(11.0, 17.0, 15.75)","(5.5, 7.6, 7.066666666666666)","(61.0, 95.0, 90.0)","(61.0, 70.0, 60.0)","(20.0, 30.0, 35.714285714285715)","(5.5, 99999, 99990)","(21.0, 42.0, 38.57142857142857)","(20.0, 50.0, 39.333333333333336)"
07-12-2022 19:37:25.506417,"(1.6, 99999, 99990)","(11.0, 17.0, 15.636363636363637)","(5.5, 7.6, 7.066666666666666)","(61.0, 95.0, 90.0)","(61.0, 70.0, 60.0)","(20.0, 40.0, 30.416666666666664)","(5.5, 99999, 99990)","(21.0, 42.0, 38.57142857142857)","(20.0, 50.0, 39.333333333333336)"
07-12-2022 19:37:27.241655,"(1.6, 99999, 99990)","(11.0, 17.0, 15.636363636363637)","(5.5, 7.6, 7.066666666666666)","(61.0, 95.0, 90.0)","(61.0, 70.0, 60.0)","(20.0, 38.0, 29.5)","(5.5, 99999, 99990)","(21.0, 42.0, 38.57142857142857)","(20.0, 50.0, 39.333333333333336)"
07-12-2022 19:37:28.805715,"(1.6, 99999, 99990)","(11.0, 17.0, 15.636363636363637)","(5.5, 7.6, 7.066666666666666)","(61.0, 95.0, 85.71428571428572)","(61.0, 70.0, 60.0)","(20.0, 34.0, 29.375)","(5.5, 99999, 99990)","(21.0, 42.0, 38.57142857142857)","(20.0, 50.0, 39.333333333333336)"
07-12-2022 19:37:30.421574,"(1.6, 99999, 99990)","(11.0, 17.0, 15.636363636363637)","(5.5, 7.6, 6.933333333333334)","(61.0, 100.0, 85.71428571428572)","(61.0, 70.0, 60.0)","(20.0, 32.0, 29.375)","(5.5, 99999, 99990)","(21.0, 42.0, 38.57142857142857)","(20.0, 50.0, 34.38095238095238)"
07-12-2022 19:37:31.943108,"(1.6, 99999, 99990)","(11.0, 17.0, 15.9)","(5.5, 7.6, 6.550000000000001)","(61.0, 100.0, 85.71428571428572)","(61.0, 70.0, 60.0)","(20.0, 32.0, 29.375)","(5.5, 99999, 99990)","(21.0, 42.0, 40.0)","(20.0, 42.0, 34.470588235294116)"
