,Little Auckland,Writeaboutchelsea,Champagne Reactor,Datsinahurri,Three Machs,Always At Night,Bertils Firefox,Lesvos Lad,Lazy Blaze
11-01-2023 19:17:14.683765,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 57.0)","(5.5, 7.4, 7.0)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:15.799058,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 6.1)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 62.57142857142857)","(5.5, 7.2, 7.0)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:17.114120,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 5.7)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 62.57142857142857)","(5.5, 7.2, 6.733333333333333)","(7.0, 11.0, 10.1)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:18.396079,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.0, 5.7)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 54.0)","(5.5, 7.4, 6.9)","(7.0, 11.0, 9.457142857142857)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:19.681232,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.0, 5.466666666666667)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 11.0, 10.066666666666666)","(6.0, 9.0, 8.7)"
11-01-2023 19:17:20.978855,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.466666666666667)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.733333333333333)","(7.0, 10.5, 9.466666666666667)","(6.0, 9.0, 8.8)"
11-01-2023 19:17:22.199585,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.6, 8.6)"
11-01-2023 19:17:23.350850,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.8, 8.6)"
11-01-2023 19:17:24.608614,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7454545454545456)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.8, 8.6)"
11-01-2023 19:17:25.810333,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.8, 8.6)"
11-01-2023 19:17:27.043479,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.8, 8.6)"
11-01-2023 19:17:28.149457,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.95)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:29.214956,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.95)","(4.4, 5.6, 5.377777777777777)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.699999999999999)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:30.400382,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.476923076923077)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:31.772484,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:32.968741,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:34.210572,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:35.589735,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.6)"
11-01-2023 19:17:36.909772,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.85)"
11-01-2023 19:17:38.328868,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.219999999999999)"
11-01-2023 19:17:39.835353,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.219999999999999)"
11-01-2023 19:17:41.107550,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.0, 9.2, 8.219999999999999)"
11-01-2023 19:17:42.316754,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.219999999999999)"
11-01-2023 19:17:43.469792,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.219999999999999)"
11-01-2023 19:17:44.640487,"(71.0, 130.0, 112.5)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.530434782608696)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.219999999999999)"
11-01-2023 19:17:45.857193,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.7)","(4.4, 5.6, 5.49090909090909)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.219999999999999)"
11-01-2023 19:17:47.032871,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.6)","(4.4, 5.6, 5.475)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.219999999999999)"
11-01-2023 19:17:48.148722,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.2, 5.6)","(4.4, 5.6, 5.475)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.733333333333333)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.219999999999999)"
11-01-2023 19:17:49.551131,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 5.4222222222222225)","(4.4, 5.6, 5.475)","(3.3, 4.0, 3.7333333333333334)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.52)"
11-01-2023 19:17:50.677450,"(71.0, 130.0, 109.0)","(101.0, 210.0, 193.33333333333334)","(4.6, 6.4, 5.52)","(4.4, 5.6, 5.6)","(3.3, 4.0, 3.7666666666666666)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.0, 8.22857142857143)"
11-01-2023 19:17:51.920445,"(71.0, 130.0, 112.5)","(101.0, 230.0, 195.0)","(4.6, 6.2, 5.871428571428571)","(4.4, 5.8, 5.6)","(3.3, 4.0, 3.7454545454545456)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.5, 8.8, 8.22857142857143)"
11-01-2023 19:17:53.369469,"(71.0, 130.0, 112.5)","(101.0, 220.0, 206.66666666666666)","(4.6, 6.0, 5.733333333333333)","(4.4, 5.8, 5.6)","(3.3, 4.0, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.5, 8.8, 8.4)"
11-01-2023 19:17:54.662849,"(71.0, 130.0, 112.5)","(101.0, 230.0, 200.0)","(4.6, 6.0, 5.733333333333333)","(4.4, 5.8, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.05)","(7.0, 9.6, 9.234782608695651)","(6.5, 8.8, 8.4)"
11-01-2023 19:17:56.141499,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.0, 5.65)","(4.4, 5.8, 5.4714285714285715)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 6.9)","(7.0, 9.6, 9.234782608695651)","(6.5, 8.8, 8.85)"
11-01-2023 19:17:57.498667,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.9, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.0)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.52)"
11-01-2023 19:17:58.783093,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.833333333333333)","(4.4, 5.8, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.0)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.0, 8.52)"
11-01-2023 19:18:00.230313,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.65)","(4.4, 5.8, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.036363636363636)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.0, 8.266666666666666)"
11-01-2023 19:18:01.522172,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.98)","(4.4, 5.9, 5.716666666666667)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.0)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.2, 8.52)"
11-01-2023 19:18:02.775533,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.925)","(4.4, 5.8, 5.716666666666667)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.0)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.0, 8.52)"
11-01-2023 19:18:04.043564,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.925)","(4.4, 5.8, 5.716666666666667)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.0)","(7.0, 9.6, 9.234782608695651)","(6.5, 9.0, 8.52)"
11-01-2023 19:18:05.468939,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.925)","(4.4, 5.8, 5.716666666666667)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.0)","(7.0, 9.6, 8.45217391304348)","(6.5, 9.0, 8.52)"
11-01-2023 19:18:06.749778,"(71.0, 130.0, 112.5)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.65)","(4.4, 5.8, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.2, 7.036363636363636)","(7.0, 9.6, 8.666666666666666)","(6.5, 9.0, 8.266666666666666)"
11-01-2023 19:18:08.119083,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 6.13125)","(4.4, 5.9, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.9)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 8.266666666666666)"
11-01-2023 19:18:09.382281,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 6.13125)","(4.4, 5.9, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.9)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:10.627700,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.95)","(4.4, 5.9, 5.6)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 6.9)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:12.010916,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 6.016666666666667)","(4.4, 5.9, 5.542857142857144)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.066666666666666)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:13.334603,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 6.016666666666667)","(4.6, 5.9, 5.4714285714285715)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.066666666666666)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:14.634308,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 6.016666666666667)","(4.6, 5.9, 5.4714285714285715)","(3.3, 3.95, 3.875)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.025)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:15.926960,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 6.016666666666667)","(4.6, 5.9, 5.525)","(3.3, 3.95, 3.875)","(31.0, 70.0, 55.6)","(5.5, 7.4, 7.061538461538461)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:17.382900,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.800000000000001)","(4.6, 5.9, 5.525)","(3.3, 3.95, 3.875)","(31.0, 70.0, 55.6)","(5.5, 7.4, 7.061538461538461)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:18.708403,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.75)","(4.6, 5.9, 5.542857142857144)","(3.3, 3.95, 3.875)","(31.0, 70.0, 52.0)","(5.5, 7.4, 7.061538461538461)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.8875)"
11-01-2023 19:18:20.105601,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.75)","(4.6, 5.9, 5.542857142857144)","(3.3, 3.95, 3.875)","(31.0, 70.0, 52.0)","(5.5, 7.4, 7.061538461538461)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 7.85)"
11-01-2023 19:18:21.662591,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.85)","(4.6, 5.9, 5.525)","(3.3, 3.95, 3.6399999999999997)","(31.0, 70.0, 53.2)","(5.5, 7.4, 7.066666666666666)","(7.0, 9.2, 8.666666666666666)","(6.5, 9.2, 8.466666666666667)"
11-01-2023 19:18:23.109097,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.4, 5.75)","(4.6, 5.9, 5.49375)","(3.3, 4.0, 3.65)","(31.0, 70.0, 53.2)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.2, 8.666666666666666)","(6.5, 8.8, 8.085714285714285)"
11-01-2023 19:18:24.484207,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.2, 5.666666666666666)","(4.6, 5.9, 5.4125)","(3.3, 3.9, 3.75)","(31.0, 70.0, 53.2)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.2, 8.65)","(6.5, 8.8, 8.085714285714285)"
11-01-2023 19:18:25.808990,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.6, 5.8)","(4.6, 5.9, 5.4125)","(3.3, 3.85, 3.783333333333333)","(31.0, 70.0, 53.2)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.733333333333334)","(6.5, 8.8, 8.085714285714285)"
11-01-2023 19:18:27.147704,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.4, 5.8)","(4.6, 5.9, 5.696875)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 53.2)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.733333333333334)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:28.523326,"(71.0, 130.0, 109.0)","(101.0, 220.0, 200.0)","(4.6, 6.4, 5.8)","(4.6, 5.9, 5.652380952380953)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 53.2)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.733333333333334)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:29.856261,"(71.0, 130.0, 109.0)","(101.0, 220.0, 193.33333333333334)","(4.6, 6.4, 5.8)","(4.6, 5.9, 5.7)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 49.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.733333333333334)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:31.204993,"(71.0, 130.0, 109.0)","(101.0, 220.0, 193.33333333333334)","(4.6, 6.4, 5.8)","(4.6, 5.9, 5.7)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 54.4)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.733333333333334)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:32.512691,"(71.0, 150.0, 102.33333333333333)","(101.0, 220.0, 193.33333333333334)","(4.6, 6.4, 5.8)","(4.6, 5.9, 5.7)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 54.4)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.733333333333334)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:33.852439,"(71.0, 150.0, 102.33333333333333)","(101.0, 220.0, 211.42857142857142)","(4.6, 6.4, 5.8)","(4.6, 5.9, 5.7700000000000005)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 57.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.6, 9.133333333333333)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:35.092638,"(71.0, 140.0, 117.5)","(101.0, 250.0, 210.0)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.7700000000000005)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 9.044444444444444)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:36.308911,"(71.0, 140.0, 117.5)","(101.0, 250.0, 210.0)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.7700000000000005)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.4, 8.4)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:37.634226,"(71.0, 140.0, 117.5)","(101.0, 250.0, 221.42857142857142)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.7700000000000005)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.0, 8.4)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:38.894832,"(71.0, 140.0, 117.5)","(101.0, 250.0, 221.42857142857142)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.833333333333334)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.0, 8.4)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:40.128323,"(71.0, 140.0, 117.5)","(101.0, 250.0, 221.42857142857142)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.833333333333334)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(5.5, 7.4, 7.133333333333334)","(7.0, 9.0, 8.4)","(6.5, 8.8, 8.0)"
11-01-2023 19:18:41.348561,"(71.0, 140.0, 117.5)","(101.0, 250.0, 221.42857142857142)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.792857142857143)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(6.0, 7.4, 7.133333333333334)","(7.0, 9.0, 8.4)","(6.5, 8.8, 8.294736842105264)"
11-01-2023 19:18:42.550451,"(71.0, 140.0, 117.5)","(101.0, 250.0, 221.42857142857142)","(4.6, 6.4, 5.86)","(4.6, 5.9, 5.823404255319149)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 58.0)","(6.0, 7.4, 7.133333333333334)","(7.0, 9.0, 8.4)","(6.5, 8.8, 8.266666666666667)"
11-01-2023 19:18:43.747840,"(71.0, 140.0, 117.5)","(101.0, 250.0, 221.42857142857142)","(4.6, 6.4, 5.86)","(4.6, 5.9, 6.352941176470588)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 64.66666666666666)","(6.0, 7.4, 7.133333333333334)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.8, 8.266666666666667)"
11-01-2023 19:18:44.937098,"(71.0, 140.0, 117.5)","(101.0, 250.0, 222.72727272727272)","(4.6, 6.4, 5.85)","(4.6, 6.6, 6.437837837837837)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 64.66666666666666)","(6.0, 7.4, 6.847058823529411)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.8, 8.433333333333334)"
11-01-2023 19:18:46.203480,"(71.0, 130.0, 112.5)","(101.0, 250.0, 238.23529411764707)","(4.6, 6.2, 5.85)","(4.6, 6.6, 6.463636363636363)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 64.66666666666666)","(6.0, 7.0, 6.763636363636364)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.6, 8.433333333333334)"
11-01-2023 19:18:47.518845,"(71.0, 130.0, 112.5)","(101.0, 250.0, 238.23529411764707)","(4.6, 6.2, 5.85)","(4.6, 6.6, 6.314285714285714)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 64.66666666666666)","(6.0, 7.0, 6.763636363636364)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.6, 8.433333333333334)"
11-01-2023 19:18:48.796679,"(71.0, 130.0, 112.5)","(101.0, 250.0, 238.23529411764707)","(4.6, 6.2, 5.85)","(4.6, 6.6, 6.314285714285714)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 64.66666666666666)","(6.0, 7.0, 6.75)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.6, 8.433333333333334)"
11-01-2023 19:18:49.965060,"(71.0, 130.0, 112.5)","(101.0, 250.0, 238.23529411764707)","(4.6, 6.2, 5.85)","(4.6, 6.6, 6.314285714285714)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 64.66666666666666)","(6.0, 7.0, 6.839285714285714)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.6, 8.433333333333334)"
11-01-2023 19:18:51.112894,"(71.0, 130.0, 112.5)","(101.0, 250.0, 238.23529411764707)","(4.6, 6.2, 5.85)","(4.6, 6.6, 6.470967741935484)","(3.3, 3.9, 3.783333333333333)","(31.0, 70.0, 60.77777777777778)","(6.0, 7.0, 6.699999999999999)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.6, 8.028571428571428)"
11-01-2023 19:18:52.303159,"(71.0, 150.0, 102.33333333333333)","(101.0, 250.0, 239.33333333333334)","(4.6, 6.4, 5.663636363636364)","(4.6, 6.6, 6.470967741935484)","(3.3, 3.9, 3.82)","(31.0, 65.0, 60.77777777777778)","(6.0, 7.0, 6.699999999999999)","(7.0, 9.0, 8.466666666666667)","(6.5, 8.8, 8.044444444444444)"
