,Little Auckland,Writeaboutchelsea,Champagne Reactor,Datsinahurri,Three Machs,Always At Night,Bertils Firefox,Lesvos Lad,Lazy Blaze
11-01-2023 19:12:12.796347,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:13.910510,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.2124999999999995)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:15.021889,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:16.085277,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:17.144595,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:18.234168,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:19.255474,"(71.0, 160.0, 146.66666666666669)","(101.0, 190.0, 150.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:20.289029,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 145.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:21.377812,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 145.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:22.484025,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 168.33333333333331)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:23.664146,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 168.33333333333331)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:24.799628,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 168.33333333333331)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:25.964611,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 168.33333333333331)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:27.147984,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 168.33333333333331)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:28.326932,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.2)"
11-01-2023 19:12:29.432640,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.4, 7.3999999999999995)"
11-01-2023 19:12:30.617540,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:31.840787,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:32.925496,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.6, 7.0, 6.6)","(4.2, 5.3, 5.16)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:34.070003,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 7.0, 6.6)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:35.233824,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 7.0, 6.6)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:36.307146,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 7.0, 6.6)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:37.401008,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 7.0, 6.6)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:38.553328,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 7.0, 6.142857142857142)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:39.712620,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:40.825189,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:42.094572,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.236363636363636)","(3.4, 4.2, 3.7666666666666666)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 11.0, 10.4)","(6.0, 8.2, 7.2)"
11-01-2023 19:12:43.235563,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.25)","(3.4, 4.2, 3.7125)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.333333333333333)","(7.5, 11.0, 9.6)","(6.0, 8.2, 7.3999999999999995)"
11-01-2023 19:12:44.312533,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.25)","(3.4, 4.2, 3.7125)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.333333333333333)","(7.5, 11.0, 9.633333333333333)","(6.0, 8.2, 7.7)"
11-01-2023 19:12:45.436292,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.25)","(3.4, 4.2, 3.7125)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.333333333333333)","(7.5, 10.5, 9.633333333333333)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:46.758408,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.25)","(3.4, 4.2, 3.7125)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.333333333333333)","(7.5, 10.5, 9.633333333333333)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:48.046649,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.25)","(3.4, 4.2, 3.7125)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.333333333333333)","(7.5, 10.5, 9.633333333333333)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:49.242107,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.3)","(4.2, 5.3, 5.25)","(3.4, 4.2, 3.7125)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.333333333333333)","(7.5, 10.5, 9.633333333333333)","(6.0, 8.4, 7.7)"
11-01-2023 19:12:50.430908,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.2124999999999995)","(3.4, 4.2, 3.733333333333333)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.5)","(7.5, 10.5, 9.52)","(6.0, 8.4, 7.24)"
11-01-2023 19:12:51.510879,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.222222222222222)","(3.4, 4.1, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 10.0, 9.6)","(6.0, 8.2, 7.333333333333333)"
11-01-2023 19:12:52.602346,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 165.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.222222222222222)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:12:53.650159,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.222222222222222)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:12:54.690137,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.222222222222222)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:12:55.819498,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.222222222222222)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 6.8)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:12:56.998905,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.273076923076923)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 6.8)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:12:58.088527,"(71.0, 160.0, 146.66666666666669)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.276)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:12:59.306047,"(71.0, 160.0, 130.0)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.276)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:00.437086,"(71.0, 160.0, 120.0)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:01.526354,"(71.0, 160.0, 120.0)","(101.0, 180.0, 155.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:02.710752,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.742857142857143)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:03.813549,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:04.868513,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:05.930592,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:07.118614,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:08.341023,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:09.542453,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:10.670060,"(71.0, 160.0, 120.0)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.85)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.52)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:11.834017,"(71.0, 160.0, 120.0)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 10.0, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:12.969548,"(71.0, 160.0, 113.33333333333333)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.233333333333333)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:14.096183,"(71.0, 160.0, 113.33333333333333)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:15.214800,"(71.0, 160.0, 113.33333333333333)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:16.589415,"(71.0, 160.0, 110.0)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:17.978356,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:19.229094,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:20.533834,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:21.894682,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:23.088416,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:24.313187,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:25.622070,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:26.840660,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:28.007066,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:29.207539,"(71.0, 160.0, 103.75)","(101.0, 170.0, 161.66666666666669)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:30.403509,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:31.655231,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:32.853011,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:33.967655,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:35.104173,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.1)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:36.279428,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.05)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:37.496192,"(71.0, 160.0, 103.75)","(101.0, 180.0, 170.0)","(4.4, 6.8, 6.085714285714285)","(4.2, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:38.858704,"(71.0, 160.0, 103.75)","(101.0, 180.0, 167.5)","(4.4, 6.8, 6.085714285714285)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:40.031168,"(71.0, 160.0, 103.75)","(101.0, 180.0, 167.5)","(4.4, 6.8, 6.085714285714285)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:41.229119,"(71.0, 160.0, 103.75)","(101.0, 180.0, 167.5)","(4.4, 6.8, 6.085714285714285)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:42.349018,"(71.0, 160.0, 103.75)","(101.0, 180.0, 167.5)","(4.4, 6.8, 6.085714285714285)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:43.783628,"(71.0, 160.0, 103.75)","(101.0, 180.0, 171.66666666666669)","(4.4, 6.8, 6.085714285714285)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
11-01-2023 19:13:44.985582,"(71.0, 160.0, 103.75)","(101.0, 180.0, 171.66666666666669)","(4.4, 6.8, 6.085714285714285)","(4.4, 5.3, 5.175)","(3.4, 4.0, 3.8875)","(31.0, 70.0, 50.0)","(5.5, 8.0, 7.6)","(7.5, 9.8, 9.6)","(6.0, 8.0, 7.333333333333333)"
