,Serengeti Gold,Lord Of Misrule Nz,Stars Of America,Yarraman Needy,Youroffal,Mistique,Whisky Bandit,Candy Striper,The Waterboy Nz
16-12-2022 12:22:51.975260,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:53.089309,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:54.190904,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:55.264997,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:56.322706,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:57.358731,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:58.481777,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:22:59.548276,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:00.644438,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:01.739129,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 250.71428571428572)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:02.868326,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:03.995237,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:05.065569,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:06.096152,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:07.145262,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:08.201641,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:09.248187,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:10.340755,"(101.0, 280.0, 261.1111111111111)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:11.426566,"(101.0, 280.0, 253.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:12.508169,"(101.0, 280.0, 253.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:13.592662,"(101.0, 280.0, 253.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:14.731115,"(101.0, 280.0, 253.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:15.819294,"(101.0, 280.0, 253.33333333333334)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:16.944766,"(101.0, 280.0, 262.22222222222223)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:18.102532,"(101.0, 280.0, 262.22222222222223)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:19.232941,"(101.0, 280.0, 262.22222222222223)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 73.33333333333333)","(2.7, 99999, 99990)"
16-12-2022 12:23:20.330349,"(101.0, 280.0, 262.22222222222223)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:21.421599,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:22.532169,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:23.655198,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:24.725761,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:25.860812,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:26.975317,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:28.046414,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:29.132188,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:30.203337,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:31.282021,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:32.408753,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:33.527579,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:34.627515,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 180.0)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:35.739948,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:36.845947,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:37.931127,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:39.014544,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:40.095572,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:41.201125,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:42.414879,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:43.638640,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:44.801555,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:45.944320,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:47.069502,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:48.194619,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:49.308698,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:50.456291,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:51.597962,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:52.683368,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:53.758758,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:54.829104,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:55.909032,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:57.038410,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:58.215217,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:23:59.423716,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:00.710982,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:01.944101,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:03.128855,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:04.249662,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 231.25)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:05.401957,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:06.501790,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:07.634304,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:08.741477,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:09.843619,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:10.968670,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:12.162194,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:13.323520,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:14.433209,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:15.589386,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:16.797440,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:18.019197,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:19.222319,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
16-12-2022 12:24:20.414000,"(101.0, 280.0, 251.66666666666666)","(1.35, 99999, 99990)","(26.0, 40.0, 32.0)","(31.0, 65.0, 54.66666666666667)","(101.0, 280.0, 250.0)","(13.0, 28.0, 26.444444444444443)","(91.0, 280.0, 258.8888888888889)","(41.0, 190.0, 115.0)","(2.7, 99999, 99990)"
