,Serengeti Gold,Lord Of Misrule Nz,Stars Of America,Yarraman Needy,Youroffal,Mistique,Whisky Bandit,Candy Striper,The Waterboy Nz
16-12-2022 12:33:44.802983,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 40.0, 37.4)","(31.0, 65.0, 48.333333333333336)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:45.948209,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 40.0, 35.666666666666664)","(31.0, 65.0, 48.333333333333336)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 27.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:47.098077,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 42.0, 37.0)","(31.0, 65.0, 50.0)","(101.0, 270.0, 246.66666666666666)","(14.0, 30.0, 24.333333333333336)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:48.228134,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 42.0, 48.5)","(31.0, 70.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:49.335489,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 58.33333333333333)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:50.416353,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 65.0, 40.333333333333336)","(31.0, 95.0, 75.0)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:51.543765,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:52.635970,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:53.685507,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:54.753779,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:55.830456,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:56.874513,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:57.914315,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:33:59.041572,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:00.268548,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:01.343747,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:02.470465,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 22.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:03.700027,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 25.625)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:04.874287,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 25.625)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:06.000167,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 246.66666666666666)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:07.093501,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 270.0, 508.0)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:08.174341,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 550.0, 508.0)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:09.230658,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 460.0, 310.0)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:10.299494,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 450.0, 383.6363636363636)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:11.406662,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 42.0)","(31.0, 110.0, 57.5)","(101.0, 440.0, 329.2857142857143)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:12.576237,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 70.0, 38.666666666666664)","(31.0, 110.0, 60.0)","(101.0, 440.0, 367.27272727272725)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 87.5)","(3.1, 99999, 99990)"
16-12-2022 12:34:13.736155,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 420.0, 298.0)","(14.0, 29.0, 26.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:14.917118,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 410.0, 325.0)","(14.0, 29.0, 25.285714285714285)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:16.057584,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 400.0, 303.57142857142856)","(14.0, 29.0, 25.285714285714285)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:17.179089,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 400.0, 303.57142857142856)","(14.0, 29.0, 25.285714285714285)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:18.384057,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 390.0, 286.0)","(14.0, 29.0, 26.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:19.580283,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 390.0, 326.3636363636364)","(14.0, 29.0, 26.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:20.779017,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 370.0, 326.3636363636364)","(14.0, 29.0, 26.0)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:21.935906,"(101.0, 200.0, 194.0)","(1.3, 99999, 99990)","(26.0, 60.0, 38.666666666666664)","(31.0, 100.0, 60.0)","(101.0, 360.0, 329.33333333333337)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:23.027714,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 60.0, 44.0)","(31.0, 100.0, 60.0)","(101.0, 360.0, 329.33333333333337)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:24.124358,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 60.0, 44.0)","(31.0, 100.0, 60.0)","(101.0, 360.0, 329.33333333333337)","(14.0, 29.0, 20.333333333333332)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:25.262757,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 60.0, 44.0)","(31.0, 100.0, 60.0)","(101.0, 360.0, 314.0)","(14.0, 29.0, 17.444444444444443)","(101.0, 270.0, 243.33333333333334)","(51.0, 110.0, 95.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:26.321603,"(101.0, 200.0, 194.54545454545453)","(1.3, 99999, 99990)","(26.0, 60.0, 44.0)","(31.0, 100.0, 70.0)","(101.0, 360.0, 314.0)","(14.0, 29.0, 19.272727272727273)","(101.0, 270.0, 240.0)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:27.378491,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 53.8)","(31.0, 95.0, 73.33333333333334)","(101.0, 360.0, 213.33333333333331)","(14.0, 28.0, 21.42857142857143)","(101.0, 270.0, 253.33333333333334)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:28.406533,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 53.0)","(31.0, 90.0, 73.33333333333334)","(101.0, 360.0, 213.33333333333331)","(14.0, 28.0, 22.88888888888889)","(101.0, 270.0, 253.33333333333334)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:29.509893,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 54.4)","(31.0, 90.0, 58.0)","(101.0, 360.0, 233.33333333333331)","(14.0, 28.0, 21.714285714285715)","(101.0, 270.0, 257.5)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:30.635297,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 53.5)","(31.0, 90.0, 59.333333333333336)","(101.0, 420.0, 230.0)","(14.0, 28.0, 21.714285714285715)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:31.773464,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 53.5)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 28.0, 19.6)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:32.887283,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 56.75)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 28.0, 21.6)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:34.049707,"(101.0, 240.0, 230.90909090909093)","(1.3, 99999, 99990)","(26.0, 60.0, 49.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 27.0, 24.0)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:35.218359,"(101.0, 270.0, 258.1818181818182)","(1.3, 99999, 99990)","(26.0, 60.0, 49.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 26.0, 24.0)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:36.317887,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 50.57142857142857)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 26.0, 23.0)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 76.66666666666667)","(3.1, 99999, 99990)"
16-12-2022 12:34:37.390732,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.42857142857143)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 26.0, 23.666666666666668)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 92.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:38.471244,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 57.5)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 26.0, 22.75)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:39.563836,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 26.0, 23.0)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:40.736629,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 230.0)","(14.0, 26.0, 24.285714285714285)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:41.798126,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 410.0, 300.0)","(14.0, 26.0, 22.5)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:42.901564,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 460.0, 300.0)","(14.0, 26.0, 22.76923076923077)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:44.021069,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.76923076923077)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:45.198203,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.76923076923077)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:46.298423,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.76923076923077)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:47.370489,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.76923076923077)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:48.497741,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.818181818181817)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:49.633238,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.818181818181817)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:50.791555,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 22.88888888888889)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:52.269152,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 23.666666666666668)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:53.364128,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 23.666666666666668)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:54.440986,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 23.666666666666668)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:55.590937,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 26.0, 23.666666666666668)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:56.771810,"(101.0, 260.0, 241.53846153846155)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 20.0, 19.75)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:57.866772,"(101.0, 260.0, 241.53846153846155)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 25.0, 20.6)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:34:59.021883,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 23.0, 22.4)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.1, 99999, 99990)"
16-12-2022 12:35:00.139942,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.2, 99999, 99990)"
16-12-2022 12:35:01.230630,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.2, 99999, 99990)"
16-12-2022 12:35:02.386193,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 100.0)","(3.2, 99999, 99990)"
16-12-2022 12:35:03.499487,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 101.11111111111111)","(3.2, 99999, 99990)"
16-12-2022 12:35:04.572868,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.2, 99999, 99990)"
16-12-2022 12:35:05.654465,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.2, 99999, 99990)"
16-12-2022 12:35:06.750103,"(101.0, 260.0, 241.53846153846155)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.2, 99999, 99990)"
16-12-2022 12:35:07.904830,"(101.0, 260.0, 240.0)","(1.3, 99999, 99990)","(26.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(14.0, 21.0, 19.11764705882353)","(91.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.2, 99999, 99990)"
16-12-2022 12:35:09.056578,"(101.0, 260.0, 240.0)","(1.28, 99999, 99990)","(31.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 243.33333333333331)","(15.0, 21.0, 19.11764705882353)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.3, 99999, 99990)"
16-12-2022 12:35:10.206769,"(101.0, 260.0, 240.0)","(1.28, 99999, 99990)","(31.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 450.0, 240.0)","(15.0, 21.0, 19.11764705882353)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.3, 99999, 99990)"
16-12-2022 12:35:11.290692,"(101.0, 260.0, 240.0)","(1.28, 99999, 99990)","(31.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 440.0, 236.66666666666669)","(15.0, 21.0, 19.11764705882353)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.3, 99999, 99990)"
16-12-2022 12:35:12.358042,"(101.0, 260.0, 240.0)","(1.28, 99999, 99990)","(31.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 430.0, 236.66666666666669)","(15.0, 21.0, 21.125)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.3, 99999, 99990)"
16-12-2022 12:35:13.385153,"(101.0, 260.0, 240.0)","(1.28, 99999, 99990)","(31.0, 60.0, 51.0)","(31.0, 90.0, 59.333333333333336)","(101.0, 430.0, 236.66666666666669)","(15.0, 22.0, 18.7)","(101.0, 270.0, 258.46153846153845)","(51.0, 110.0, 102.22222222222223)","(3.3, 99999, 99990)"
