,Far Too Far,Solo Fernando,Astral Star,Chop And Drop,Mister Brockie,Russian Inn,Jet Keen,Brindle Bounty
09-01-2023 18:52:53.910832,"(1.8, 2.4, 2.099)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 595.0)","(3.2, 4.2, 3.472727272727273)","(7.5, 13.0, 8.45)"
09-01-2023 18:52:55.078519,"(1.8, 2.4, 2.099)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 595.0)","(3.2, 4.2, 3.472727272727273)","(7.5, 13.0, 9.966666666666667)"
09-01-2023 18:52:56.252915,"(1.8, 2.4, 2.099)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 595.0)","(3.2, 4.2, 3.472727272727273)","(7.5, 13.0, 12.285714285714285)"
09-01-2023 18:52:57.445563,"(1.8, 2.4, 2.1666666666666665)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 595.0)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:52:58.572386,"(1.8, 2.62, 2.47)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 595.0)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:52:59.723671,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 595.0)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:00.848688,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 18.25)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 15.071428571428571)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:02.040234,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 32.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.363636363636363)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:03.403285,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 13.3125)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:04.670077,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 430.0, 240.0)","(8.5, 18.0, 14.59090909090909)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:05.908591,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:07.139636,"(1.8, 2.38, 2.128)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:08.367060,"(1.8, 2.36, 2.1733333333333333)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:09.651558,"(1.8, 2.36, 2.15)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.066666666666666)"
09-01-2023 18:53:10.910391,"(1.8, 2.36, 2.15)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:12.098171,"(1.8, 2.36, 2.1733333333333333)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:13.237197,"(1.8, 2.36, 2.15)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:14.315677,"(1.8, 2.36, 2.15)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.472727272727273)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:15.374202,"(1.8, 2.34, 2.144)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.2, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:16.485388,"(1.8, 2.34, 2.144)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:17.575262,"(1.8, 2.34, 2.144)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:18.654366,"(1.8, 2.34, 2.144)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:19.764241,"(1.8, 2.34, 2.144)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:20.892104,"(1.8, 2.34, 2.144)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:22.009975,"(1.8, 2.62, 2.48)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.5)","(91.0, 650.0, 588.8888888888889)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:23.138319,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 16.392857142857142)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:24.245320,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 15.75)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:25.377187,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:26.512312,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:27.602910,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:28.756521,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:29.902845,"(1.8, 2.32, 2.138)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:31.030096,"(1.8, 2.62, 2.48)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:32.156287,"(1.8, 2.3, 2.132)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:33.298874,"(1.8, 2.3, 2.132)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:34.387208,"(1.8, 2.3, 2.132)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 11.690909090909091)"
09-01-2023 18:53:35.477609,"(1.8, 2.3, 2.132)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 13.0, 11.690909090909091)"
09-01-2023 18:53:36.614614,"(1.8, 2.3, 2.132)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 13.0, 11.690909090909091)"
09-01-2023 18:53:37.742003,"(1.8, 2.3, 2.132)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 13.0, 11.690909090909091)"
09-01-2023 18:53:38.902404,"(1.8, 2.62, 2.48)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 20.333333333333332)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 13.0, 12.84)"
09-01-2023 18:53:40.063908,"(1.8, 2.28, 2.126)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 25.0)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:41.159742,"(1.8, 2.28, 2.126)","(14.0, 32.0, 25.6)","(14.0, 30.0, 20.666666666666668)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.53125)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:42.311222,"(1.8, 2.28, 2.126)","(14.0, 32.0, 22.0)","(14.0, 30.0, 20.666666666666668)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.1, 3.7555555555555555)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:43.457567,"(1.8, 2.28, 2.14)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 420.0, 188.57142857142858)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 12.84)"
09-01-2023 18:53:44.571435,"(1.8, 2.28, 2.14)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 420.0, 272.5)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:45.713488,"(1.8, 2.28, 2.126)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 400.0, 302.85714285714283)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:46.874407,"(1.8, 2.26, 2.12)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 400.0, 254.44444444444443)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:48.050398,"(1.8, 2.26, 2.12)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 410.0, 254.44444444444443)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:49.192519,"(1.8, 2.26, 2.12)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 410.0, 254.44444444444443)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:50.256416,"(1.8, 2.26, 2.12)","(14.0, 32.0, 26.666666666666664)","(14.0, 30.0, 21.0)","(51.0, 410.0, 265.55555555555554)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:51.336693,"(1.8, 2.26, 2.12)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 265.55555555555554)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:52.503677,"(1.8, 2.26, 2.12)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:53.670524,"(1.8, 2.26, 2.12)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.266666666666667)"
09-01-2023 18:53:54.805572,"(1.8, 2.62, 2.48)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 14.0, 10.6)"
09-01-2023 18:53:56.025555,"(1.8, 2.62, 2.2)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:53:57.442208,"(1.8, 2.62, 2.3770000000000002)","(14.0, 32.0, 27.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:53:58.744433,"(1.8, 2.62, 2.4266666666666667)","(14.0, 32.0, 27.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:53:59.997608,"(1.8, 2.6, 2.4333333333333336)","(14.0, 32.0, 27.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:01.297412,"(1.8, 2.6, 2.52)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:02.551170,"(1.8, 2.6, 2.475)","(14.0, 32.0, 22.0)","(14.0, 30.0, 21.0)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:03.761645,"(1.8, 2.72, 2.6953846153846155)","(14.0, 32.0, 22.0)","(14.0, 30.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:05.228509,"(1.8, 2.72, 2.5133333333333336)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:06.560466,"(1.8, 2.72, 2.6051851851851855)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:07.757133,"(1.8, 2.72, 2.47)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:08.830518,"(1.8, 2.72, 2.47)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:09.993079,"(1.8, 2.72, 2.47)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:11.100098,"(1.8, 2.72, 2.47)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:12.379910,"(1.8, 2.72, 2.6084615384615386)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.75)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:13.814892,"(1.8, 2.72, 2.6084615384615386)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:14.967807,"(1.8, 2.72, 2.6084615384615386)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:16.558983,"(1.8, 2.72, 2.6084615384615386)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 480.7692307692308)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:17.732979,"(1.8, 2.72, 2.6084615384615386)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:18.941800,"(1.8, 2.72, 2.6084615384615386)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:20.179890,"(1.8, 2.72, 2.4783333333333335)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:21.327151,"(1.8, 2.72, 2.4783333333333335)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:22.748650,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:23.844751,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:24.891176,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:26.254038,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:27.406871,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:28.528438,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:29.625055,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 228.18181818181816)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:30.861594,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 430.0, 254.44444444444443)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:32.122740,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 410.0, 219.0909090909091)","(8.5, 18.0, 14.5)","(91.0, 650.0, 453.57142857142856)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
09-01-2023 18:54:33.259774,"(1.8, 2.7, 2.628)","(14.0, 32.0, 22.0)","(14.0, 32.0, 19.083333333333332)","(51.0, 410.0, 219.0909090909091)","(8.5, 18.0, 14.5)","(91.0, 650.0, 595.0)","(3.2, 4.0, 3.4958333333333336)","(7.5, 15.0, 10.6)"
