,Roxy Danger,Air Head,Tah Tracey,Good Chat,Buckle Up Lila,Primal Dancer,Lyncar Kath,Law Abiding
10-01-2023 12:04:16.113357,"(4.2, 4.9, 4.805454545454546)","(3.5, 3.8, 3.776829268292683)","(2.8, 3.45, 3.4476851851851853)","(7.0, 8.8, 8.61311475409836)","(8.0, 12.5, 12.114406779661017)","(26.0, 42.0, 39.69230769230769)","(71.0, 160.0, 124.0)","(31.0, 65.0, 62.0)"
10-01-2023 12:04:17.219324,"(4.2, 4.9, 4.805263157894737)","(3.5, 3.85, 3.788666666666667)","(2.8, 3.45, 3.4482558139534887)","(7.0, 8.8, 8.61311475409836)","(8.0, 12.5, 12.114406779661017)","(26.0, 40.0, 37.6)","(71.0, 160.0, 127.27272727272727)","(31.0, 65.0, 62.16216216216216)"
10-01-2023 12:04:18.268258,"(4.2, 4.9, 4.853658536585366)","(3.5, 3.85, 3.815753424657534)","(2.8, 3.5, 3.484302325581395)","(7.0, 8.4, 8.387500000000001)","(8.0, 12.5, 12.13888888888889)","(26.0, 40.0, 37.333333333333336)","(71.0, 160.0, 134.28571428571428)","(31.0, 65.0, 61.81818181818182)"
10-01-2023 12:04:19.294207,"(4.2, 4.9, 4.856410256410257)","(3.5, 3.85, 3.8198275862068964)","(2.8, 3.5, 3.493888888888889)","(7.0, 8.4, 8.329411764705883)","(8.0, 12.5, 12.13888888888889)","(26.0, 40.0, 37.073170731707314)","(71.0, 160.0, 134.28571428571428)","(31.0, 65.0, 61.666666666666664)"
10-01-2023 12:04:20.435301,"(4.2, 4.9, 4.859756097560976)","(3.5, 3.85, 3.8198275862068964)","(2.8, 3.5, 3.5126984126984127)","(7.0, 8.4, 8.58)","(8.0, 12.5, 12.119047619047619)","(26.0, 40.0, 37.4)","(71.0, 160.0, 134.28571428571428)","(31.0, 65.0, 61.714285714285715)"
10-01-2023 12:04:21.491667,"(4.2, 4.7, 4.676315789473684)","(3.5, 3.85, 3.822463768115942)","(2.8, 3.55, 3.519480519480519)","(7.0, 8.6, 8.58)","(8.0, 12.5, 12.12295081967213)","(26.0, 40.0, 37.0)","(71.0, 160.0, 134.28571428571428)","(31.0, 65.0, 62.05128205128205)"
10-01-2023 12:04:22.512284,"(3.9, 4.8, 4.7272727272727275)","(3.4, 3.8, 3.7851063829787233)","(2.9, 3.55, 3.5314516129032256)","(7.0, 8.8, 8.495049504950495)","(8.0, 12.5, 12.137795275590552)","(31.0, 40.0, 37.333333333333336)","(81.0, 160.0, 130.0)","(41.0, 65.0, 62.16216216216216)"
10-01-2023 12:04:23.676212,"(3.9, 4.8, 4.7098360655737705)","(3.4, 3.85, 3.7750000000000004)","(2.9, 3.55, 3.532758620689655)","(7.0, 8.8, 8.550877192982457)","(8.0, 12.5, 11.78763440860215)","(31.0, 40.0, 37.368421052631575)","(81.0, 160.0, 130.0)","(41.0, 65.0, 62.16216216216216)"
10-01-2023 12:04:24.817529,"(3.9, 4.8, 4.711475409836066)","(3.4, 3.85, 3.801111111111111)","(2.9, 3.55, 3.532456140350877)","(7.0, 8.8, 8.550877192982457)","(8.0, 12.0, 11.771341463414634)","(31.0, 40.0, 37.368421052631575)","(81.0, 160.0, 130.0)","(41.0, 65.0, 62.16216216216216)"
10-01-2023 12:04:25.854628,"(3.9, 4.8, 4.728301886792453)","(3.4, 3.85, 3.801111111111111)","(2.9, 3.55, 3.532456140350877)","(7.0, 8.8, 8.67741935483871)","(8.0, 12.0, 11.696652719665272)","(31.0, 40.0, 38.13333333333333)","(81.0, 160.0, 136.92307692307693)","(41.0, 65.0, 61.6)"
10-01-2023 12:04:26.992439,"(3.9, 4.8, 4.746296296296296)","(3.4, 3.8, 3.772105263157895)","(2.9, 3.55, 3.6177248677248675)","(7.0, 8.8, 8.94)","(8.0, 12.0, 11.683127572016462)","(31.0, 40.0, 38.142857142857146)","(81.0, 160.0, 136.92307692307693)","(41.0, 65.0, 61.6)"
10-01-2023 12:04:28.141690,"(3.9, 4.8, 4.727450980392157)","(3.4, 3.8, 3.7442105263157894)","(2.9, 3.65, 3.6434306569343065)","(7.0, 9.2, 8.449180327868852)","(8.0, 12.0, 11.665909090909091)","(31.0, 40.0, 38.142857142857146)","(81.0, 160.0, 131.42857142857142)","(41.0, 65.0, 61.0)"
10-01-2023 12:04:29.285747,"(3.9, 4.8, 4.771830985915493)","(3.4, 3.75, 3.6716666666666664)","(2.9, 3.7, 3.6625)","(7.0, 8.6, 8.326829268292682)","(8.0, 12.0, 11.7018779342723)","(31.0, 40.0, 38.54545454545455)","(81.0, 160.0, 132.0)","(41.0, 65.0, 61.07142857142857)"
10-01-2023 12:04:30.406420,"(3.9, 4.9, 4.80943396226415)","(3.4, 3.75, 3.738)","(2.9, 3.6, 3.5946236559139786)","(7.0, 8.4, 8.193023255813953)","(8.0, 12.0, 11.60909090909091)","(31.0, 40.0, 38.476190476190474)","(81.0, 160.0, 142.35294117647058)","(41.0, 65.0, 61.73076923076923)"
10-01-2023 12:04:31.518051,"(3.9, 4.8, 4.771153846153846)","(3.4, 3.75, 3.7059322033898305)","(2.9, 3.7, 3.6732758620689654)","(7.0, 8.2, 8.28314606741573)","(8.0, 12.0, 11.607843137254902)","(31.0, 40.0, 38.15384615384615)","(81.0, 160.0, 136.66666666666666)","(41.0, 65.0, 61.8)"
10-01-2023 12:04:32.625084,"(3.9, 4.9, 4.766666666666667)","(3.4, 3.75, 3.747297297297297)","(2.9, 3.7, 9998.5)","(7.0, 8.4, 9998.5)","(8.0, 12.0, 9998.5)","(31.0, 40.0, 9998.5)","(81.0, 160.0, 9998.5)","(41.0, 65.0, 9998.5)"
10-01-2023 12:04:33.656184,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:34.697576,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:35.762952,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:36.811019,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:37.840017,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:38.955269,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:40.042878,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:41.094472,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:42.174244,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:43.217411,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
10-01-2023 12:04:44.342976,"(3.9, 99998, 9998.5)","(3.4, 99998, 9998.5)","(2.9, 99998, 9998.5)","(7.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(41.0, 99998, 9998.5)"
