,Oneloveonelife,Razor Sharp,The Dark Knight,Heritage,Bromac Hype,Sweet Nothings,Bobby Vinton,Sly Tricks,Major Bond,Ask Me Lou,Forty Wives,Blackjack Road,Call Me Sir
14-12-2022 12:23:21.681371,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:23.775869,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:26.004612,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:28.152450,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:30.430516,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:32.695573,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:35.193377,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:37.465622,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 32.0, 29.875)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:39.650099,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:41.682512,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:43.897305,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.666666666666664)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:46.231715,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.666666666666664)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:48.552232,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 21.666666666666664)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:50.783227,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:52.794346,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:54.985116,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:57.152520,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:23:59.535427,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:02.063166,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:04.182409,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:06.267803,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:08.369974,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:10.387219,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:12.432941,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:14.534872,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:16.585989,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:18.801569,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:20.783481,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:22.795405,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:24.775702,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:26.783560,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:28.737092,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:30.785221,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:33.247678,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:35.483431,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:37.522496,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:39.621677,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:41.679711,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:43.714332,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.7377319587628866)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:45.697310,"(10.0, 23.0, 16.1)","(2.4, 2.92, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:47.558178,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:49.431448,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:51.294706,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:53.354650,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:55.430546,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:57.551122,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.768780487804878)","(3.9, 7.2, 6.727777777777778)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 10.6)"
14-12-2022 12:24:59.852383,"(10.0, 23.0, 16.1)","(2.4, 2.88, 2.7841463414634147)","(3.9, 7.2, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 14.0, 9.52)"
14-12-2022 12:25:02.053652,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:04.304915,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:06.291922,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:08.417176,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:11.620290,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:14.160244,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:16.168045,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:18.058444,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:20.018153,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
14-12-2022 12:25:22.016656,"(10.0, 23.0, 16.1)","(2.4, 2.9, 2.7841463414634147)","(3.9, 7.0, 6.481081081081081)","(21.0, 140.0, 63.5)","(11.0, 23.0, 17.25)","(31.0, 420.0, 312.77777777777777)","(31.0, 320.0, 89.6)","(61.0, 560.0, 147.5)","(13.0, 22.0, 17.75)","(21.0, 220.0, 120.5)","(15.0, 34.0, 31.625)","(61.0, 480.0, 134.16666666666669)","(7.0, 13.0, 9.52)"
