,Calculated Risk,Opawa Conan,Centurion,Gitan,Go Hazel,Goldstar Toby,Goldstar Gigi,Dembe
05-01-2023 15:50:54.997067,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:50:56.144861,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:50:57.215787,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:50:58.292061,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:50:59.418709,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:00.553811,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:01.735525,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:02.863487,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:03.941198,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:05.065102,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:06.393988,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:08.085734,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:09.256983,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:10.403319,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:11.599614,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:12.725242,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:13.829988,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:15.012579,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:16.084127,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:17.208582,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:18.248801,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:19.343927,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:20.527726,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:21.679400,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:22.804839,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:24.010902,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:25.163362,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:26.390992,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:27.609390,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:28.846553,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:30.277896,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:31.613363,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:32.965658,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:34.382346,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:35.885397,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:37.161653,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:38.330341,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:39.539895,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:40.766038,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:42.077080,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:43.334200,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:44.631670,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:45.865062,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:47.033516,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:48.217584,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:49.514999,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:50.811961,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:52.126175,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:53.431275,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:54.707703,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:55.954984,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:57.178709,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:58.407962,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:51:59.585409,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:00.743241,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:01.967058,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:03.052408,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:04.164104,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:05.187610,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:06.287116,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:07.426102,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:08.665267,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:09.947334,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:11.219975,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:12.456932,"(6.5, 13.0, 11.985714285714286)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:13.551126,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:14.943032,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:16.607833,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:17.833124,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:19.003377,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:20.258054,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:21.537146,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:22.689653,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:23.815931,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:25.079920,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:26.352609,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:27.553876,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:28.684505,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:29.781158,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
05-01-2023 15:52:30.926974,"(6.5, 12.5, 11.18)","(3.2, 4.5, 3.6764705882352944)","(12.0, 32.0, 29.3125)","(2.6, 4.2, 3.756666666666667)","(12.0, 32.0, 29.3125)","(17.0, 130.0, 56.392857142857146)","(21.0, 220.0, 98.15384615384615)","(4.6, 16.5, 9.944444444444445)"
