,Burrum Betty,Comical Rose,Petite Blitzen,Lethal Violet,Top Trip Pam,Shian Ricky,Caesars Corner,Lady Mcbeth
07-12-2022 13:49:57.289905,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:49:58.523652,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:00.092709,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:01.366902,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:02.538829,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:03.717459,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:04.876736,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:06.085389,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:07.370321,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:08.715885,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:10.109913,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:11.386630,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:12.747913,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:14.025146,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:15.267479,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:16.487466,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:17.699498,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:18.949824,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 36.392857142857146)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:21.210008,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 35.69230769230769)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:22.679617,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 35.69230769230769)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:50:24.110181,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 35.69230769230769)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 13.75)"
07-12-2022 13:50:25.532111,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 35.69230769230769)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.166666666666666)"
07-12-2022 13:50:26.961021,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 35.69230769230769)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:28.330445,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 35.69230769230769)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:29.794240,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:31.461228,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:32.899049,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:34.178386,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:35.513493,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:36.873887,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:38.228981,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:39.622043,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:40.986880,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 256.1538461538462)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:42.353360,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 256.1538461538462)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:43.647990,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 256.1538461538462)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:44.898235,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 256.1538461538462)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:46.173267,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:47.454776,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:48.747135,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:50.002868,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:51.319790,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:52.542567,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:53.658371,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.666666666666666)"
07-12-2022 13:50:54.843494,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 16.5)"
07-12-2022 13:50:56.127005,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:50:57.498530,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:50:58.885823,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:00.313038,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:01.863155,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:03.254863,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:04.706055,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:06.032771,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 11.0, 7.428571428571429)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:07.396570,"(3.5, 5.7, 3.783333333333333)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.88)","(6.0, 10.5, 6.916666666666667)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:08.654203,"(3.5, 5.7, 3.783333333333333)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 10.5, 7.428571428571429)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:09.920563,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.768214285714286)","(6.0, 10.5, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:11.297477,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:12.721537,"(3.5, 5.8, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:14.074614,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:15.584652,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:16.952588,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.768214285714286)","(6.0, 11.0, 6.916666666666667)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:18.218845,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 10.5, 6.916666666666667)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:19.441511,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 10.5, 7.428571428571429)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:20.651427,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 10.5, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:21.914333,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:23.162051,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:24.479697,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.768214285714286)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.833333333333334)"
07-12-2022 13:51:25.899423,"(3.5, 5.8, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 11.0, 7.428571428571429)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:27.267435,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.88)","(6.0, 10.5, 6.916666666666667)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:28.561283,"(3.5, 5.7, 3.783333333333333)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 10.5, 7.428571428571429)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:29.839796,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.838421052631579)","(6.0, 10.5, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:31.089751,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.838421052631579)","(6.0, 11.0, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:32.594388,"(3.5, 5.8, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 11.0, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:33.918592,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.88)","(6.0, 11.0, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:35.187911,"(3.5, 5.7, 3.783333333333333)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.88)","(6.0, 11.0, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:36.731436,"(3.5, 5.7, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.838421052631579)","(6.0, 11.0, 7.428571428571429)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:38.446311,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.838421052631579)","(6.0, 10.5, 6.916666666666667)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:39.999980,"(3.5, 5.8, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 10.5, 7.428571428571429)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:41.425068,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 23.625)","(21.0, 100.0, 51.38461538461539)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.88)","(6.0, 10.5, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:42.802044,"(3.5, 5.7, 3.783333333333333)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.88)","(6.0, 11.0, 7.0)","(8.5, 22.0, 14.25)"
07-12-2022 13:51:44.114388,"(3.5, 5.7, 3.783333333333333)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.838421052631579)","(6.0, 11.0, 7.0)","(8.5, 22.0, 11.5)"
07-12-2022 13:51:45.306331,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.7631034482758623)","(6.0, 11.0, 7.0)","(8.5, 22.0, 15.7)"
07-12-2022 13:51:46.584456,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 2.7631034482758623)","(6.0, 11.0, 7.0)","(8.5, 22.0, 15.7)"
07-12-2022 13:51:47.862431,"(3.5, 5.8, 3.6)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.45, 3.01)","(6.0, 11.0, 7.428571428571429)","(8.5, 22.0, 15.7)"
07-12-2022 13:51:49.098856,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 10.5, 7.428571428571429)","(8.5, 22.0, 15.7)"
07-12-2022 13:51:50.327457,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.4, 3.01)","(6.0, 10.5, 7.428571428571429)","(8.5, 22.0, 15.7)"
07-12-2022 13:51:51.553088,"(3.5, 5.7, 4.057142857142857)","(5.0, 8.2, 5.235294117647058)","(15.0, 48.0, 27.6875)","(21.0, 100.0, 60.5)","(71.0, 570.0, 315.0)","(2.35, 3.4, 2.7631034482758623)","(6.0, 10.5, 7.0)","(8.5, 22.0, 15.7)"
