,Boyd Writer,Bettor Keppel,Don Boston,Im Bruce Almighty,Budding Caesar,Louie The Punter Nz,Alta Equus
11-01-2023 18:57:39.572950,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:40.633608,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:41.693939,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:42.758951,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:43.843825,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:44.959374,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:46.025243,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:47.040416,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:47.987434,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:48.915262,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:49.871470,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:50.908653,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:51.919829,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:52.874069,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:53.823847,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:54.755957,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:55.689101,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:56.695764,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:57.716498,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:58.682834,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:57:59.657894,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:00.607632,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:01.580890,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:02.661714,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:03.701401,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:04.637142,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:05.681235,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:06.656521,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:07.626783,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:08.585394,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:09.510063,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:10.444191,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:11.335610,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:12.368136,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:13.440567,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:14.530617,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:15.595438,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:16.590379,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:17.563724,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:18.566571,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:19.566347,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:20.576725,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:21.637053,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:22.677810,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:23.620141,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:24.617739,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:25.569644,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:26.455786,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:27.383282,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:28.297180,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:29.294297,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:30.344987,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:31.379094,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:32.352137,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:33.356956,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:34.403701,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:35.441931,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:36.653608,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 5.92)","(3.8, 6.8, 5.8)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 6.6000000000000005)"
11-01-2023 18:58:37.817101,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.6, 6.142857142857143)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.8, 7.3)"
11-01-2023 18:58:38.869143,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.4, 6.142857142857143)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 16.1)","(7.0, 99999, 99990)","(4.8, 9.6, 7.3)"
11-01-2023 18:58:39.922523,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.4, 6.142857142857143)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.6, 7.1)"
11-01-2023 18:58:40.946665,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.2, 7.1)"
11-01-2023 18:58:41.906153,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.2, 7.1)"
11-01-2023 18:58:42.875270,"(5.5, 11.5, 7.0)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.2, 6.333333333333333)"
11-01-2023 18:58:43.807159,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.0, 6.333333333333333)"
11-01-2023 18:58:44.843710,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.0, 6.333333333333333)"
11-01-2023 18:58:45.793001,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.0, 6.9)"
11-01-2023 18:58:46.821652,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.8, 6.9)"
11-01-2023 18:58:47.792776,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.8, 6.2)"
11-01-2023 18:58:48.761965,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.6, 6.2)"
11-01-2023 18:58:49.743063,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.6, 6.7)"
11-01-2023 18:58:50.759077,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.4, 6.7)"
11-01-2023 18:58:51.788687,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.4, 6.066666666666666)"
11-01-2023 18:58:52.836471,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.2, 6.5)"
11-01-2023 18:58:53.885130,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.0, 6.5)"
11-01-2023 18:58:54.856192,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.0, 6.5)"
11-01-2023 18:58:55.776196,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 7.8, 5.933333333333334)"
11-01-2023 18:58:56.722492,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 7.8, 7.3)"
11-01-2023 18:58:57.717277,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.6, 6.466666666666667)"
11-01-2023 18:58:58.714207,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.4, 6.466666666666667)"
11-01-2023 18:58:59.777894,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.4, 6.466666666666667)"
11-01-2023 18:59:00.826898,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.4, 7.1)"
11-01-2023 18:59:01.800243,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.2, 7.1)"
11-01-2023 18:59:02.780503,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.2, 6.333333333333333)"
11-01-2023 18:59:03.796380,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.816666666666666)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.0, 6.9)"
11-01-2023 18:59:04.788173,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.8, 6.9)"
11-01-2023 18:59:05.833209,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.8, 6.7)"
11-01-2023 18:59:06.851249,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.4, 6.7)"
11-01-2023 18:59:07.858821,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.4, 6.7)"
11-01-2023 18:59:08.842769,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 8.4, 7.2)"
11-01-2023 18:59:09.898568,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.4, 7.2)"
11-01-2023 18:59:10.963817,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.4, 7.2)"
11-01-2023 18:59:11.995503,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 9.4, 5.533333333333333)"
11-01-2023 18:59:12.987000,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 6.6, 5.533333333333333)"
11-01-2023 18:59:13.920723,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 6.6, 5.533333333333333)"
11-01-2023 18:59:14.904728,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 6.6, 5.533333333333333)"
11-01-2023 18:59:15.928603,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 6.6, 5.533333333333333)"
11-01-2023 18:59:17.092774,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 6.6, 5.533333333333333)"
11-01-2023 18:59:18.177355,"(5.5, 11.5, 6.357142857142857)","(4.0, 7.4, 5.800000000000001)","(5.0, 7.2, 6.4)","(3.8, 6.8, 5.8)","(11.0, 23.0, 12.649999999999999)","(7.0, 99999, 99990)","(4.8, 6.6, 5.533333333333333)"
