,Le Heros,Hail To The Chief,Du Maurier,Valley Of Dreams,Torbreck
07-12-2022 14:03:37.886870,"(3.2, 3.75, 3.6069327731092438)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.529032258064516)","(2.5, 2.98, 2.891764705882353)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:38.937717,"(3.2, 3.75, 3.6069327731092438)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.553846153846154)","(2.5, 2.98, 2.891764705882353)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:39.970064,"(3.2, 3.75, 3.6065476190476193)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.553846153846154)","(2.5, 2.98, 2.891764705882353)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:40.996355,"(3.2, 3.75, 3.6065476190476193)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.553846153846154)","(2.5, 2.98, 2.891764705882353)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:41.994400,"(3.2, 3.75, 3.6065476190476193)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.553846153846154)","(2.5, 2.98, 2.891764705882353)","(5.5, 6.2, 6.088888888888889)"
07-12-2022 14:03:43.007565,"(3.2, 3.75, 3.6065476190476193)","(6.0, 10.5, 9.799999999999999)","(7.0, 8.8, 8.553846153846154)","(2.5, 2.98, 2.88625)","(5.5, 6.2, 5.927272727272727)"
07-12-2022 14:03:44.036597,"(3.2, 3.75, 3.6065476190476193)","(6.0, 10.5, 9.77142857142857)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.98, 2.9299999999999997)","(5.5, 6.2, 5.9365853658536585)"
07-12-2022 14:03:44.982626,"(3.2, 3.65, 3.6279661016949154)","(6.0, 10.5, 9.77142857142857)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.9257142857142857)","(5.5, 6.2, 5.923076923076923)"
07-12-2022 14:03:45.946952,"(3.2, 3.65, 3.6259259259259258)","(6.0, 10.5, 9.77142857142857)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.9257142857142857)","(5.5, 6.2, 5.923076923076923)"
07-12-2022 14:03:46.953249,"(3.2, 3.65, 3.6194444444444445)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.9257142857142857)","(5.5, 6.2, 5.9365853658536585)"
07-12-2022 14:03:47.844251,"(3.2, 3.65, 3.6194444444444445)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.9257142857142857)","(5.5, 6.2, 6.050000000000001)"
07-12-2022 14:03:48.793951,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.95)"
07-12-2022 14:03:49.770310,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.95)"
07-12-2022 14:03:50.732727,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.95)"
07-12-2022 14:03:51.681702,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.95)"
07-12-2022 14:03:52.574926,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.95)"
07-12-2022 14:03:53.443032,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.917857142857143)"
07-12-2022 14:03:54.328372,"(3.2, 3.65, 3.6144927536231886)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.936)","(5.5, 6.0, 5.85625)"
07-12-2022 14:03:55.277387,"(3.2, 3.65, 3.6144927536231886)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.96, 2.9653763440860215)","(5.5, 6.0, 5.852380952380953)"
07-12-2022 14:03:56.234382,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.666666666666668)","(2.5, 2.98, 2.9767032967032967)","(5.5, 5.9, 5.8090909090909095)"
07-12-2022 14:03:57.208358,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.8, 8.73846153846154)","(2.5, 3.0, 3.034666666666667)","(5.5, 5.9, 5.709090909090909)"
07-12-2022 14:03:58.098867,"(3.2, 3.65, 3.5943181818181817)","(6.0, 10.5, 9.888)","(7.0, 8.6, 8.454545454545453)","(2.5, 3.1, 3.034666666666667)","(5.5, 5.8, 5.709090909090909)"
07-12-2022 14:03:58.962025,"(3.2, 3.65, 3.5887499999999997)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.0655555555555556)","(5.5, 5.8, 5.709090909090909)"
07-12-2022 14:03:59.881362,"(3.2, 3.65, 3.5887499999999997)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.06125)","(5.5, 5.8, 5.8500000000000005)"
07-12-2022 14:04:00.865111,"(3.2, 3.65, 3.5887499999999997)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.06125)","(5.5, 5.9, 5.8500000000000005)"
07-12-2022 14:04:01.827433,"(3.2, 3.65, 3.5887499999999997)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.06125)","(5.5, 5.9, 5.800000000000001)"
07-12-2022 14:04:02.821443,"(3.2, 3.65, 3.5887499999999997)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.0695652173913044)","(5.5, 5.9, 5.76)"
07-12-2022 14:04:03.676239,"(3.2, 3.6, 3.5829268292682928)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.0695652173913044)","(5.5, 5.8, 5.76)"
07-12-2022 14:04:04.541374,"(3.2, 3.6, 3.5829268292682928)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.0695652173913044)","(5.5, 5.8, 5.76)"
07-12-2022 14:04:05.440579,"(3.2, 3.6, 3.5829268292682928)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.0695652173913044)","(5.5, 5.8, 5.76)"
07-12-2022 14:04:06.306025,"(3.2, 3.6, 3.5829268292682928)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.1, 3.0695652173913044)","(5.5, 5.8, 5.76)"
07-12-2022 14:04:07.121718,"(3.2, 3.6, 3.5592105263157894)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.15, 3.1166666666666667)","(5.5, 5.8, 5.76)"
07-12-2022 14:04:08.109079,"(3.2, 3.6, 3.5592105263157894)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.15, 3.1214285714285714)","(5.5, 5.7, 5.66)"
07-12-2022 14:04:09.142397,"(3.2, 3.6, 3.5592105263157894)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.2, 3.1500000000000004)","(5.5, 5.7, 5.666666666666667)"
07-12-2022 14:04:10.056858,"(3.2, 3.6, 3.5592105263157894)","(6.0, 10.5, 9.888)","(7.0, 8.4, 8.276923076923078)","(2.5, 3.2, 3.1500000000000004)","(5.5, 5.7, 5.636)"
07-12-2022 14:04:10.982603,"(3.2, 3.6, 3.5833333333333335)","(6.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.2)","(2.5, 3.2, 3.1500000000000004)","(5.5, 5.7, 5.6)"
07-12-2022 14:04:11.924181,"(3.2, 3.65, 3.594444444444444)","(6.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.2, 3.168085106382979)","(5.5, 5.7, 5.6)"
07-12-2022 14:04:12.845620,"(3.2, 3.65, 3.594444444444444)","(6.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.2, 3.168085106382979)","(5.5, 5.7, 5.6)"
07-12-2022 14:04:13.856341,"(3.2, 3.65, 3.59375)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.2, 3.171153846153846)","(5.0, 5.6, 5.5868131868131865)"
07-12-2022 14:04:14.868709,"(3.2, 3.65, 3.59375)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.2, 3.171153846153846)","(5.0, 5.6, 5.5868131868131865)"
07-12-2022 14:04:15.835558,"(3.2, 3.65, 3.59375)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.2, 3.195161290322581)","(5.0, 5.6, 5.5868131868131865)"
07-12-2022 14:04:16.754420,"(3.2, 3.65, 3.59375)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.2, 3.195161290322581)","(5.0, 5.6, 5.494186046511628)"
07-12-2022 14:04:17.678165,"(3.2, 3.6, 3.575925925925926)","(7.0, 10.5, 9.744)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.3, 3.2590909090909093)","(5.0, 5.5, 5.4939024390243905)"
07-12-2022 14:04:18.570305,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.3, 3.2590909090909093)","(5.0, 5.5, 5.4939024390243905)"
07-12-2022 14:04:19.510459,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.3, 3.268292682926829)","(5.0, 5.5, 5.4939024390243905)"
07-12-2022 14:04:20.445900,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.3, 3.268292682926829)","(5.0, 5.5, 5.492957746478873)"
07-12-2022 14:04:21.258896,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.123076923076923)","(2.5, 3.3, 3.268292682926829)","(5.0, 5.5, 5.492957746478873)"
07-12-2022 14:04:22.129447,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.177777777777777)","(2.5, 3.3, 3.268292682926829)","(5.0, 5.5, 5.492957746478873)"
07-12-2022 14:04:23.027450,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.77142857142857)","(7.0, 8.4, 8.177777777777777)","(2.5, 3.3, 3.268292682926829)","(5.0, 5.5, 5.492957746478873)"
07-12-2022 14:04:23.928560,"(3.2, 3.55, 3.5422619047619044)","(7.0, 10.5, 9.744)","(7.0, 8.4, 8.177777777777777)","(2.5, 3.3, 3.2879310344827584)","(5.0, 5.5, 5.733333333333333)"
07-12-2022 14:04:24.861418,"(3.2, 3.55, 3.539795918367347)","(7.0, 10.5, 9.33)","(7.0, 8.4, 8.362025316455696)","(2.5, 3.25, 3.24)","(5.0, 5.9, 5.72)"
07-12-2022 14:04:25.731407,"(3.2, 3.55, 3.539795918367347)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.4, 8.1)","(2.5, 3.3, 3.28)","(5.0, 5.8, 5.66)"
07-12-2022 14:04:26.613326,"(3.2, 3.55, 3.539795918367347)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.2, 8.16705882352941)","(2.5, 3.3, 3.246153846153846)","(5.0, 5.7, 5.66)"
07-12-2022 14:04:27.556060,"(3.2, 3.55, 3.539795918367347)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.2, 8.16705882352941)","(2.5, 3.3, 3.1910256410256412)","(5.0, 5.7, 5.72)"
07-12-2022 14:04:28.504275,"(3.2, 3.55, 3.525)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.2, 8.072727272727272)","(2.5, 3.2, 3.1910256410256412)","(5.0, 5.8, 5.72)"
07-12-2022 14:04:29.489304,"(3.2, 3.55, 3.5384615384615383)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.2, 8.16705882352941)","(2.5, 3.25, 3.216666666666667)","(5.0, 5.8, 5.765714285714285)"
07-12-2022 14:04:30.412850,"(3.2, 3.55, 3.5384615384615383)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.2, 8.16705882352941)","(2.5, 3.25, 3.2)","(5.0, 5.8, 5.7375)"
07-12-2022 14:04:31.358329,"(3.2, 3.55, 3.525)","(7.0, 10.5, 9.31304347826087)","(7.0, 8.2, 8.114285714285714)","(2.5, 3.2, 3.123170731707317)","(5.0, 5.8, 5.709090909090909)"
07-12-2022 14:04:32.353015,"(3.2, 3.55, 3.525)","(7.0, 10.5, 9.551724137931036)","(7.0, 8.2, 8.114285714285714)","(2.5, 3.2, 3.1214285714285714)","(5.0, 5.8, 5.704444444444444)"
07-12-2022 14:04:33.431946,"(3.2, 3.55, 3.525)","(7.0, 10.5, 9.551724137931036)","(7.0, 8.2, 8.177777777777777)","(2.5, 3.15, 3.0541666666666667)","(5.0, 5.9, 5.704878048780488)"
07-12-2022 14:04:34.303609,"(3.2, 3.55, 3.525)","(7.0, 10.5, 9.551724137931036)","(7.0, 8.4, 8.177777777777777)","(2.5, 3.15, 3.0541666666666667)","(5.0, 5.9, 5.704878048780488)"
07-12-2022 14:04:35.238518,"(3.2, 3.55, 3.546875)","(7.0, 10.5, 9.551724137931036)","(7.0, 8.4, 8.246153846153847)","(2.5, 3.1, 3.061290322580645)","(5.0, 5.9, 5.802439024390244)"
07-12-2022 14:04:36.224328,"(3.2, 3.55, 3.548)","(7.0, 9.4, 9.333333333333334)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.064285714285714)","(5.0, 5.9, 5.75)"
07-12-2022 14:04:37.280664,"(3.2, 3.55, 3.5475)","(7.0, 9.6, 9.466666666666667)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.083606557377049)","(5.0, 5.8, 5.733333333333333)"
07-12-2022 14:04:38.238120,"(3.2, 3.55, 3.546875)","(7.0, 10.5, 9.744)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.0894736842105264)","(5.0, 5.8, 5.75)"
07-12-2022 14:04:39.035910,"(3.2, 3.55, 3.5475)","(7.0, 9.8, 9.657142857142857)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.0625)","(5.0, 5.8, 5.75)"
07-12-2022 14:04:40.070271,"(3.2, 3.55, 3.5475)","(7.0, 9.8, 9.600000000000001)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.0625)","(5.0, 5.8, 5.75)"
07-12-2022 14:04:41.000930,"(3.2, 3.55, 3.5475)","(7.0, 9.8, 9.600000000000001)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.0625)","(5.0, 5.8, 5.75)"
07-12-2022 14:04:42.052914,"(3.2, 3.55, 3.5475)","(7.0, 9.8, 9.600000000000001)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.0625)","(5.0, 5.8, 5.75)"
07-12-2022 14:04:43.109977,"(3.2, 3.55, 3.5475)","(7.0, 9.8, 9.5)","(7.0, 8.4, 8.371428571428572)","(2.5, 3.1, 3.0956521739130434)","(5.0, 5.8, 5.75)"
07-12-2022 14:04:44.188262,"(3.2, 3.55, 3.547222222222222)","(7.0, 9.8, 9.5)","(7.0, 8.4, 8.446153846153846)","(2.5, 3.1, 3.0887755102040817)","(5.0, 5.8, 5.7444444444444445)"
07-12-2022 14:04:45.236796,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.0, 9.676190476190476)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.15, 3.0887755102040817)","(5.0, 5.8, 5.7444444444444445)"
07-12-2022 14:04:46.496837,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.0, 9.676190476190476)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.15, 3.109375)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:47.561621,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.0, 9.536363636363637)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.15, 3.109375)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:48.710081,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.5, 9.744)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0875)","(5.0, 5.7, 5.735483870967742)"
07-12-2022 14:04:49.606572,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0875)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:50.620699,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0703125)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:51.458063,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0703125)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:52.398039,"(3.2, 3.6, 3.5428571428571427)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0749999999999997)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:53.343846,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0749999999999997)","(5.0, 5.8, 5.735483870967742)"
07-12-2022 14:04:54.301537,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0439024390243903)","(5.0, 5.8, 5.741176470588235)"
07-12-2022 14:04:55.303731,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.724137931034482)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.048888888888889)","(5.0, 5.8, 5.741176470588235)"
07-12-2022 14:04:56.215661,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.912)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.048888888888889)","(5.0, 5.8, 5.741176470588235)"
07-12-2022 14:04:57.185630,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.916666666666668)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.048888888888889)","(5.0, 5.8, 5.731034482758621)"
07-12-2022 14:04:58.157181,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.916666666666668)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.035483870967742)","(5.0, 5.8, 5.731034482758621)"
07-12-2022 14:04:59.089724,"(3.2, 3.6, 3.5714285714285716)","(7.0, 10.5, 9.916666666666668)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.035483870967742)","(5.0, 5.8, 5.731034482758621)"
07-12-2022 14:05:00.013906,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.035483870967742)","(5.0, 5.8, 5.699999999999999)"
07-12-2022 14:05:00.999320,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.035483870967742)","(5.0, 5.8, 5.699999999999999)"
07-12-2022 14:05:01.867614,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0309859154929577)","(5.0, 5.8, 5.699999999999999)"
07-12-2022 14:05:02.889498,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.026865671641791)","(5.0, 5.8, 5.699999999999999)"
07-12-2022 14:05:03.801700,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.026865671641791)","(5.0, 5.8, 5.699999999999999)"
07-12-2022 14:05:04.637111,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.026865671641791)","(5.0, 5.8, 5.699999999999999)"
07-12-2022 14:05:05.540527,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.026865671641791)","(5.0, 5.8, 5.716666666666667)"
07-12-2022 14:05:06.416565,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 9.940000000000001)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0109090909090908)","(5.0, 5.8, 5.716666666666667)"
07-12-2022 14:05:07.276110,"(3.2, 3.6, 3.5746835443037974)","(7.0, 10.5, 10.36)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0109090909090908)","(5.0, 5.8, 5.716666666666667)"
07-12-2022 14:05:08.230595,"(3.2, 3.6, 3.5746835443037974)","(7.0, 11.0, 10.238095238095237)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.1, 3.0083333333333333)","(5.0, 5.8, 5.678260869565217)"
07-12-2022 14:05:09.140729,"(3.2, 3.6, 3.5746835443037974)","(7.0, 11.0, 10.2)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.05, 3.0225)","(5.0, 5.8, 5.694736842105263)"
07-12-2022 14:05:10.042325,"(3.2, 3.6, 3.5891304347826085)","(7.0, 11.0, 10.2)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.05, 3.0115)","(5.0, 5.8, 5.7124999999999995)"
07-12-2022 14:05:11.019335,"(3.2, 3.6, 3.5891304347826085)","(7.0, 11.0, 10.2)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.05, 3.0115)","(5.0, 5.8, 5.7124999999999995)"
07-12-2022 14:05:11.937910,"(3.2, 3.6, 3.5891304347826085)","(7.0, 11.0, 10.285714285714286)","(7.0, 8.6, 8.446153846153846)","(2.5, 3.0, 2.98974358974359)","(5.0, 5.8, 5.7124999999999995)"
07-12-2022 14:05:12.956401,"(3.2, 3.6, 3.5891304347826085)","(7.0, 11.0, 10.285714285714286)","(7.0, 8.6, 8.2)","(2.5, 3.0, 2.9627586206896552)","(5.0, 5.8, 5.720512820512821)"
07-12-2022 14:05:13.914487,"(3.2, 3.6, 3.5609756097560976)","(7.0, 11.0, 10.375)","(7.0, 8.4, 8.2)","(2.5, 2.98, 2.9658823529411764)","(5.0, 5.9, 5.720512820512821)"
07-12-2022 14:05:14.815945,"(3.2, 3.6, 3.575)","(7.0, 11.0, 10.375)","(7.0, 8.4, 8.2)","(2.5, 2.98, 2.9658823529411764)","(5.0, 5.9, 5.720512820512821)"
07-12-2022 14:05:15.686817,"(3.2, 3.65, 3.6115942028985506)","(7.0, 11.0, 10.35483870967742)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.96, 2.955151515151515)","(5.0, 5.9, 5.720512820512821)"
07-12-2022 14:05:16.494016,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.421052631578947)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.977777777777778)","(5.0, 5.9, 5.720512820512821)"
07-12-2022 14:05:17.355736,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.61111111111111)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9672)","(5.0, 5.8, 5.75)"
07-12-2022 14:05:18.256922,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9672)","(5.0, 5.8, 5.75)"
07-12-2022 14:05:19.114166,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.963448275862069)","(5.0, 5.8, 5.75)"
07-12-2022 14:05:20.107829,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9628571428571426)","(5.0, 5.8, 5.75)"
07-12-2022 14:05:21.015952,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9628571428571426)","(5.0, 5.8, 5.7384615384615385)"
07-12-2022 14:05:21.879316,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9628571428571426)","(5.0, 5.8, 5.7384615384615385)"
07-12-2022 14:05:22.758114,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9757894736842103)","(5.0, 5.8, 5.7384615384615385)"
07-12-2022 14:05:23.685410,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.5, 2.98, 2.9695652173913043)","(5.0, 5.8, 5.7384615384615385)"
07-12-2022 14:05:24.592855,"(3.2, 3.65, 3.6115107913669067)","(7.0, 11.0, 10.65)","(7.0, 8.4, 8.276923076923078)","(2.6, 2.98, 2.9695652173913043)","(5.0, 5.8, 5.661363636363636)"
07-12-2022 14:05:25.509148,"(3.2, 3.65, 3.6122137404580155)","(7.0, 11.0, 10.714285714285714)","(7.0, 8.6, 8.284210526315789)","(2.6, 2.98, 2.9593103448275864)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:26.342096,"(3.2, 3.65, 3.640322580645161)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.266666666666666)","(2.6, 2.94, 2.9317241379310346)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:27.183128,"(3.2, 3.7, 3.667924528301887)","(7.0, 11.5, 10.76923076923077)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.942)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:28.056089,"(3.2, 3.7, 3.667924528301887)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.948)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:28.958032,"(3.2, 3.7, 3.667924528301887)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.951111111111111)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:29.859495,"(3.2, 3.7, 3.6675925925925927)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9475862068965517)","(5.0, 5.9, 5.765384615384615)"
07-12-2022 14:05:30.686408,"(3.2, 3.7, 3.669)","(7.0, 11.5, 10.73913043478261)","(7.0, 8.6, 8.1125)","(2.6, 2.96, 2.9475862068965517)","(5.0, 5.9, 5.765384615384615)"
