,Le Heros,Hail To The Chief,Du Maurier,Valley Of Dreams,Torbreck
07-12-2022 14:07:22.252017,"(3.1, 3.2, 3.165976331360947)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.781081081081082)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.83030303030303)"
07-12-2022 14:07:23.190737,"(3.1, 3.2, 3.165976331360947)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.781081081081082)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.83030303030303)"
07-12-2022 14:07:24.105294,"(3.1, 3.2, 3.165976331360947)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.781081081081082)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.83030303030303)"
07-12-2022 14:07:25.043654,"(3.1, 3.2, 3.165976331360947)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.781081081081082)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:26.033910,"(3.1, 3.2, 3.165976331360947)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.78169934640523)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:27.014781,"(3.1, 3.2, 3.165976331360947)","(7.5, 11.5, 11.228813559322035)","(7.0, 8.8, 8.78169934640523)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.85)"
07-12-2022 14:07:27.894073,"(3.1, 3.2, 3.17109375)","(7.5, 11.5, 11.219298245614034)","(7.0, 8.8, 8.782389937106919)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.85)"
07-12-2022 14:07:28.870274,"(3.1, 3.2, 3.1854651162790697)","(7.5, 11.5, 11.219298245614034)","(7.0, 8.8, 8.78354430379747)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:29.787859,"(3.1, 3.2, 3.1854651162790697)","(7.5, 11.5, 11.219298245614034)","(7.0, 8.8, 8.78354430379747)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:30.752832,"(3.1, 3.2, 3.1876543209876544)","(7.5, 11.5, 11.219298245614034)","(7.0, 8.8, 8.78354430379747)","(2.6, 3.25, 3.206521739130435)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:31.775412,"(3.1, 3.2, 3.1876543209876544)","(7.5, 11.5, 11.237704918032787)","(7.0, 8.8, 8.76763005780347)","(2.6, 3.25, 3.2045454545454546)","(5.0, 5.9, 5.8325)"
07-12-2022 14:07:32.640004,"(3.1, 3.2, 3.1833333333333336)","(7.5, 11.5, 11.237704918032787)","(7.0, 8.8, 8.76763005780347)","(2.6, 3.25, 3.2045454545454546)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:33.633168,"(3.1, 3.2, 3.1833333333333336)","(7.5, 11.5, 11.237704918032787)","(7.0, 8.8, 8.76763005780347)","(2.6, 3.25, 3.2021276595744683)","(5.0, 5.9, 5.836111111111111)"
07-12-2022 14:07:34.723681,"(3.0, 3.2, 3.1833333333333336)","(8.0, 11.5, 11.237704918032787)","(7.0, 8.8, 8.76763005780347)","(2.6, 3.25, 3.2021276595744683)","(5.0, 5.9, 5.848888888888889)"
07-12-2022 14:07:35.721342,"(3.0, 3.2, 3.1756944444444444)","(8.0, 11.5, 11.237704918032787)","(7.0, 8.8, 8.76763005780347)","(2.6, 3.25, 3.2021276595744683)","(5.0, 5.9, 5.848888888888889)"
07-12-2022 14:07:36.759439,"(2.9, 3.2, 3.174342105263158)","(8.0, 11.5, 11.237704918032787)","(7.0, 8.8, 8.76763005780347)","(2.6, 3.25, 3.2021276595744683)","(5.0, 5.9, 5.848888888888889)"
07-12-2022 14:07:37.869760,"(2.9, 3.2, 3.174342105263158)","(8.0, 11.5, 11.237704918032787)","(7.0, 8.8, 8.78354430379747)","(2.6, 3.25, 3.2022727272727276)","(5.0, 5.9, 5.848888888888889)"
07-12-2022 14:07:38.952843,"(2.9, 3.2, 3.169230769230769)","(8.0, 11.5, 11.237704918032787)","(7.0, 8.8, 8.873584905660378)","(2.6, 3.25, 3.1893939393939394)","(5.0, 5.9, 5.855769230769231)"
07-12-2022 14:07:40.048701,"(2.9, 3.2, 3.17027027027027)","(8.0, 11.5, 11.073333333333334)","(7.0, 9.0, 8.903076923076924)","(2.6, 3.25, 3.176923076923077)","(5.0, 5.9, 5.865909090909091)"
07-12-2022 14:07:41.091080,"(2.9, 3.2, 3.17027027027027)","(8.0, 11.5, 11.055555555555555)","(7.0, 9.0, 8.85357142857143)","(2.6, 3.2, 3.1352380952380954)","(5.0, 5.9, 5.852941176470589)"
07-12-2022 14:07:42.125254,"(2.9, 3.25, 3.2140350877192985)","(8.0, 11.5, 11.05)","(7.0, 9.4, 9.220833333333333)","(2.6, 3.2, 3.1420454545454546)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:43.053516,"(2.9, 3.25, 3.174)","(8.0, 11.5, 11.05)","(7.0, 9.4, 9.187654320987654)","(2.6, 3.15, 3.1420454545454546)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:44.079331,"(2.9, 3.2, 3.1588652482269506)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.263829787234043)","(2.6, 3.2, 3.1420454545454546)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:45.129120,"(2.9, 3.2, 3.1588652482269506)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.228571428571428)","(2.6, 3.2, 3.135443037974684)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:46.184210,"(2.9, 3.2, 3.168131868131868)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.228571428571428)","(2.6, 3.2, 3.135443037974684)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:47.251681,"(2.9, 3.2, 3.1673684210526316)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.228571428571428)","(2.6, 3.2, 3.1427083333333337)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:48.299370,"(2.9, 3.2, 3.1673684210526316)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.228571428571428)","(2.6, 3.2, 3.136936936936937)","(5.0, 5.9, 5.8478260869565215)"
07-12-2022 14:07:49.458666,"(2.9, 3.2, 3.1544117647058822)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.228571428571428)","(2.6, 3.2, 3.1166666666666667)","(5.0, 5.9, 5.854716981132076)"
07-12-2022 14:07:50.697298,"(2.9, 3.2, 3.1544117647058822)","(8.0, 11.5, 11.136363636363637)","(7.0, 9.4, 9.335593220338984)","(2.6, 3.15, 3.136046511627907)","(5.0, 5.9, 5.863636363636364)"
07-12-2022 14:07:51.733005,"(2.9, 3.2, 3.1670454545454545)","(8.0, 11.5, 11.18)","(7.0, 9.4, 9.335593220338984)","(2.6, 3.15, 3.1352272727272728)","(5.0, 5.9, 5.85)"
07-12-2022 14:07:52.765785,"(2.9, 3.2, 3.1680722891566266)","(8.0, 11.5, 11.18)","(7.0, 9.4, 9.335593220338984)","(2.6, 3.15, 3.1352272727272728)","(5.0, 5.9, 5.85)"
07-12-2022 14:07:53.754262,"(2.9, 3.2, 3.1680722891566266)","(8.0, 11.5, 11.0875)","(7.0, 9.8, 9.707692307692309)","(2.6, 3.15, 3.1352272727272728)","(5.0, 5.9, 5.85)"
07-12-2022 14:07:54.760592,"(2.9, 3.2, 3.16875)","(8.0, 11.5, 11.1375)","(7.0, 9.8, 9.61875)","(2.6, 3.15, 3.1352272727272728)","(5.0, 5.9, 5.85)"
07-12-2022 14:07:55.819514,"(2.9, 3.2, 3.16875)","(8.0, 11.5, 11.1375)","(7.0, 9.8, 9.61875)","(2.6, 3.15, 3.1352272727272728)","(5.0, 5.9, 5.850909090909091)"
07-12-2022 14:07:56.759944,"(2.9, 3.2, 3.1537037037037035)","(8.0, 11.5, 11.1375)","(7.0, 10.0, 9.641176470588235)","(2.6, 3.15, 3.1352272727272728)","(5.0, 5.9, 5.850909090909091)"
07-12-2022 14:07:57.778711,"(2.9, 3.2, 3.1535087719298245)","(8.0, 11.5, 11.1375)","(7.0, 10.0, 9.641176470588235)","(2.6, 3.15, 3.1378048780487804)","(5.0, 5.9, 5.854901960784314)"
07-12-2022 14:07:58.800218,"(2.9, 3.15, 3.1423076923076922)","(8.0, 11.5, 11.1375)","(7.0, 10.0, 9.817910447761195)","(2.6, 3.15, 3.1378048780487804)","(5.0, 5.9, 5.84390243902439)"
07-12-2022 14:07:59.927070,"(2.9, 3.15, 3.1444444444444444)","(8.0, 11.5, 11.1375)","(7.0, 10.0, 9.751020408163265)","(2.6, 3.15, 3.1378048780487804)","(5.0, 5.9, 5.84390243902439)"
07-12-2022 14:08:00.888387,"(2.9, 3.2, 3.163106796116505)","(8.0, 11.5, 11.1375)","(7.0, 10.0, 9.751020408163265)","(2.6, 3.15, 3.1378048780487804)","(5.0, 5.9, 5.84390243902439)"
07-12-2022 14:08:01.795670,"(2.9, 3.25, 3.1804761904761905)","(8.0, 11.5, 11.107142857142858)","(7.0, 9.8, 9.677777777777777)","(2.6, 3.15, 3.1378048780487804)","(5.0, 5.9, 5.84390243902439)"
07-12-2022 14:08:02.872822,"(2.9, 3.2, 3.177142857142857)","(8.0, 11.5, 11.379310344827585)","(7.0, 10.0, 9.607751937984496)","(2.6, 3.15, 3.1602941176470587)","(5.0, 5.8, 5.756)"
07-12-2022 14:08:03.948037,"(2.9, 3.2, 3.17375)","(8.0, 11.0, 10.893939393939394)","(7.0, 9.8, 9.579020979020978)","(2.6, 3.2, 3.1527777777777777)","(5.0, 5.8, 5.750909090909091)"
07-12-2022 14:08:04.945521,"(2.9, 3.25, 3.183333333333333)","(8.0, 11.0, 10.893939393939394)","(7.0, 9.6, 9.57655172413793)","(2.6, 3.2, 3.1330708661417326)","(5.0, 5.8, 5.746)"
07-12-2022 14:08:05.982130,"(2.9, 3.25, 3.1915384615384617)","(8.0, 11.0, 10.893939393939394)","(7.0, 9.6, 9.57655172413793)","(2.6, 3.2, 3.1330708661417326)","(5.0, 5.8, 5.746)"
07-12-2022 14:08:06.997159,"(2.9, 3.25, 3.1915384615384617)","(8.0, 11.0, 10.893939393939394)","(7.0, 9.6, 9.575182481751824)","(2.6, 3.2, 3.1330708661417326)","(5.0, 5.8, 5.746)"
07-12-2022 14:08:07.957976,"(2.9, 3.25, 3.1915384615384617)","(8.0, 11.0, 10.893939393939394)","(7.0, 9.6, 9.575182481751824)","(2.6, 3.2, 3.1330708661417326)","(5.0, 5.8, 5.746)"
07-12-2022 14:08:08.975990,"(2.9, 3.25, 3.1915384615384617)","(8.0, 11.0, 10.893939393939394)","(7.0, 9.6, 9.575182481751824)","(2.6, 3.2, 3.1330708661417326)","(5.0, 5.8, 5.759090909090909)"
07-12-2022 14:08:10.007167,"(2.9, 3.25, 3.2042168674698797)","(8.0, 11.0, 10.916666666666666)","(7.0, 9.6, 9.588976377952756)","(2.6, 3.2, 3.1341463414634148)","(5.0, 5.8, 5.748275862068965)"
07-12-2022 14:08:11.034413,"(2.9, 3.25, 3.207692307692308)","(8.0, 11.0, 10.872093023255815)","(7.0, 9.6, 9.586666666666666)","(2.7, 3.2, 3.1409722222222225)","(5.0, 5.8, 5.694857142857143)"
07-12-2022 14:08:11.966388,"(2.9, 3.25, 3.2129213483146066)","(8.0, 11.0, 10.872093023255815)","(7.0, 9.6, 9.587826086956522)","(2.7, 3.2, 3.1409722222222225)","(5.0, 5.7, 5.767567567567568)"
07-12-2022 14:08:12.943364,"(2.9, 3.25, 3.209006211180124)","(8.0, 11.0, 10.91025641025641)","(7.0, 9.6, 9.587826086956522)","(2.7, 3.2, 3.1325396825396825)","(5.0, 5.8, 5.767567567567568)"
07-12-2022 14:08:14.009625,"(2.9, 3.25, 3.216326530612245)","(8.0, 11.0, 10.91025641025641)","(7.0, 9.6, 9.587826086956522)","(2.7, 3.2, 3.1220183486238535)","(5.0, 5.8, 5.767567567567568)"
07-12-2022 14:08:15.000917,"(2.9, 3.25, 3.216326530612245)","(8.0, 11.5, 11.014705882352942)","(7.0, 9.6, 9.587826086956522)","(2.7, 3.2, 3.1220183486238535)","(5.0, 5.8, 5.767567567567568)"
07-12-2022 14:08:15.966464,"(2.9, 3.25, 3.217204301075269)","(8.0, 11.5, 10.98611111111111)","(7.0, 9.6, 9.586666666666666)","(2.7, 3.2, 3.1220183486238535)","(5.0, 5.8, 5.767567567567568)"
07-12-2022 14:08:17.015967,"(2.9, 3.25, 3.216)","(8.0, 11.5, 10.884615384615385)","(7.0, 9.6, 9.587272727272726)","(2.7, 3.2, 3.1220183486238535)","(5.0, 5.8, 5.767567567567568)"
07-12-2022 14:08:18.053809,"(2.9, 3.2, 3.1875)","(8.0, 11.5, 10.876344086021506)","(7.0, 9.6, 9.577049180327869)","(2.7, 3.2, 3.1220183486238535)","(5.0, 5.8, 5.730232558139535)"
07-12-2022 14:08:19.090398,"(2.9, 3.2, 3.188053097345133)","(8.0, 11.5, 10.893258426966293)","(7.0, 9.6, 9.4)","(2.7, 3.2, 3.1263736263736264)","(5.0, 5.8, 5.766666666666667)"
07-12-2022 14:08:20.085522,"(2.9, 3.25, 3.220625)","(8.0, 11.5, 10.893258426966293)","(7.0, 9.4, 9.33469387755102)","(2.7, 3.2, 3.1302083333333335)","(5.0, 5.8, 5.766666666666667)"
07-12-2022 14:08:21.110051,"(2.9, 3.25, 3.2146017699115044)","(8.0, 11.5, 10.876344086021506)","(7.0, 9.4, 9.33469387755102)","(2.7, 3.2, 3.1412280701754387)","(5.0, 5.8, 5.7534246575342465)"
07-12-2022 14:08:22.191502,"(2.9, 3.25, 3.2146017699115044)","(8.0, 11.5, 10.876344086021506)","(7.0, 9.4, 9.33469387755102)","(2.7, 3.2, 3.1385321100917434)","(5.0, 5.8, 5.766101694915254)"
07-12-2022 14:08:23.154379,"(2.9, 3.25, 3.2146017699115044)","(8.0, 11.5, 10.893258426966293)","(7.0, 9.4, 9.33469387755102)","(2.7, 3.2, 3.1385321100917434)","(5.0, 5.8, 5.751315789473685)"
07-12-2022 14:08:24.232477,"(2.9, 3.25, 3.2146017699115044)","(8.0, 11.5, 10.893258426966293)","(7.0, 9.4, 9.323809523809524)","(2.7, 3.2, 3.1450819672131147)","(5.0, 5.8, 5.751315789473685)"
07-12-2022 14:08:25.357355,"(2.9, 3.25, 3.2142857142857144)","(8.0, 11.5, 10.893258426966293)","(7.0, 9.4, 9.323809523809524)","(2.7, 3.2, 3.1474452554744525)","(5.0, 5.8, 5.754320987654321)"
07-12-2022 14:08:26.425675,"(2.9, 3.25, 3.203551912568306)","(8.0, 11.5, 10.893258426966293)","(7.0, 9.4, 9.323809523809524)","(2.7, 3.2, 3.1474452554744525)","(5.0, 5.8, 5.754320987654321)"
07-12-2022 14:08:27.503957,"(2.9, 3.25, 3.226470588235294)","(8.0, 11.5, 10.98611111111111)","(7.0, 9.4, 9.311111111111112)","(2.7, 3.2, 3.132710280373832)","(5.0, 5.8, 5.754320987654321)"
07-12-2022 14:08:28.505632,"(2.9, 3.25, 3.2371794871794872)","(8.0, 11.5, 10.98611111111111)","(7.0, 9.4, 9.311111111111112)","(2.7, 3.2, 3.131818181818182)","(5.0, 5.8, 5.754320987654321)"
07-12-2022 14:08:29.607669,"(2.9, 3.25, 3.2327731092436975)","(8.0, 11.5, 10.88888888888889)","(7.0, 9.4, 9.31578947368421)","(2.7, 3.15, 3.1346153846153846)","(5.0, 5.8, 5.754878048780488)"
07-12-2022 14:08:30.695293,"(2.9, 3.25, 3.231451612903226)","(8.0, 11.5, 10.88888888888889)","(7.0, 9.4, 9.325581395348838)","(2.7, 3.15, 3.139130434782609)","(5.0, 5.8, 5.758441558441558)"
07-12-2022 14:08:31.761229,"(2.9, 3.25, 3.2327731092436975)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.325581395348838)","(2.7, 3.15, 3.138888888888889)","(5.0, 5.8, 5.758441558441558)"
07-12-2022 14:08:32.926227,"(2.9, 3.25, 3.2327731092436975)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.325581395348838)","(2.7, 3.15, 3.138888888888889)","(5.0, 5.8, 5.758441558441558)"
07-12-2022 14:08:34.041850,"(2.9, 3.25, 3.2265306122448982)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.325581395348838)","(2.7, 3.15, 3.138888888888889)","(5.0, 5.8, 5.758441558441558)"
07-12-2022 14:08:35.139671,"(2.9, 3.25, 3.2265306122448982)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.325581395348838)","(2.7, 3.15, 3.112337662337662)","(5.0, 5.8, 5.723809523809524)"
07-12-2022 14:08:36.210994,"(2.9, 3.3, 3.280371900826446)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.325581395348838)","(2.7, 3.15, 3.112337662337662)","(5.0, 5.8, 5.682222222222222)"
07-12-2022 14:08:37.260223,"(2.9, 3.3, 3.280504587155963)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.313513513513513)","(2.7, 3.15, 3.112337662337662)","(5.0, 5.7, 5.685046728971963)"
07-12-2022 14:08:38.343996,"(2.9, 3.3, 3.277479338842975)","(8.0, 11.5, 10.95360824742268)","(7.0, 9.4, 9.313513513513513)","(2.7, 3.15, 3.112337662337662)","(5.0, 5.7, 5.685046728971963)"
07-12-2022 14:08:39.326660,"(2.9, 3.3, 3.277479338842975)","(8.0, 11.5, 10.935643564356436)","(7.0, 9.4, 9.313513513513513)","(2.7, 3.15, 3.112337662337662)","(5.0, 5.7, 5.685046728971963)"
07-12-2022 14:08:40.382237,"(2.9, 3.3, 3.277479338842975)","(8.0, 11.5, 11.119718309859156)","(7.0, 9.4, 9.293333333333333)","(2.7, 3.15, 3.146923076923077)","(5.0, 5.7, 5.688489208633094)"
07-12-2022 14:08:41.422350,"(2.9, 3.3, 3.27911877394636)","(8.0, 11.0, 10.614285714285714)","(7.0, 9.4, 9.293333333333333)","(2.7, 3.2, 3.1458646616541355)","(5.0, 5.7, 5.688489208633094)"
07-12-2022 14:08:42.445612,"(2.9, 3.3, 3.27911877394636)","(8.0, 11.0, 10.55)","(7.0, 9.4, 9.458064516129031)","(2.7, 3.2, 3.0409638554216865)","(5.0, 5.7, 5.781212121212121)"
07-12-2022 14:08:43.489158,"(2.9, 3.4, 3.3944272445820434)","(8.0, 11.0, 10.787234042553191)","(7.0, 9.6, 9.458064516129031)","(2.7, 3.05, 3.041552511415525)","(5.0, 5.9, 5.755737704918033)"
07-12-2022 14:08:44.514531,"(2.9, 3.45, 3.4215384615384616)","(8.0, 11.0, 10.535714285714286)","(7.0, 9.6, 9.386046511627907)","(2.7, 3.05, 3.041552511415525)","(5.0, 5.8, 5.734246575342466)"
07-12-2022 14:08:45.526002,"(2.9, 3.45, 3.4206349206349205)","(8.0, 11.0, 10.53191489361702)","(7.0, 9.4, 9.329032258064515)","(2.7, 3.05, 3.011290322580645)","(5.0, 5.8, 5.728571428571429)"
07-12-2022 14:08:46.471338,"(2.9, 3.55, 3.531958762886598)","(8.0, 10.5, 10.430232558139535)","(7.0, 9.4, 9.318518518518518)","(2.7, 3.05, 3.0)","(5.0, 5.8, 5.7376623376623375)"
07-12-2022 14:08:47.563597,"(2.9, 3.5, 3.4954545454545456)","(8.0, 10.5, 10.418367346938776)","(7.0, 9.4, 9.426666666666666)","(2.7, 3.0, 2.9675324675324677)","(5.0, 5.8, 5.747826086956522)"
07-12-2022 14:08:48.699276,"(2.9, 3.55, 3.516111111111111)","(8.0, 10.5, 10.253246753246753)","(7.0, 9.6, 9.426666666666666)","(2.7, 2.98, 2.963013698630137)","(5.0, 5.8, 5.735384615384615)"
07-12-2022 14:08:49.714078,"(2.9, 3.55, 3.5241666666666664)","(8.0, 10.5, 10.253246753246753)","(7.0, 9.6, 9.474074074074075)","(2.7, 2.98, 2.963013698630137)","(5.0, 5.8, 5.735384615384615)"
07-12-2022 14:08:50.694990,"(2.9, 3.6, 3.5707692307692307)","(8.0, 10.5, 10.253246753246753)","(7.0, 9.6, 9.399999999999999)","(2.7, 2.96, 2.9375)","(5.0, 5.8, 5.735384615384615)"
07-12-2022 14:08:51.702918,"(2.9, 3.6, 3.585526315789474)","(8.0, 10.5, 10.246666666666666)","(7.0, 9.6, 9.399999999999999)","(2.7, 2.94, 2.9323529411764704)","(5.0, 5.8, 5.702127659574468)"
07-12-2022 14:08:52.747591,"(2.9, 3.6, 3.585526315789474)","(8.0, 10.5, 10.246666666666666)","(7.0, 9.6, 9.426666666666666)","(2.7, 2.94, 2.925)","(5.0, 5.8, 5.733962264150944)"
07-12-2022 14:08:53.813198,"(2.9, 3.6, 3.5669642857142856)","(8.0, 10.5, 10.246666666666666)","(7.0, 9.6, 9.399999999999999)","(2.7, 2.94, 2.914461538461538)","(5.0, 5.8, 5.753333333333333)"
07-12-2022 14:08:54.789857,"(2.9, 3.65, 3.6081818181818184)","(8.0, 10.5, 10.246666666666666)","(7.0, 9.6, 9.36551724137931)","(2.7, 2.92, 2.9)","(5.0, 5.8, 5.815294117647059)"
07-12-2022 14:08:55.827937,"(2.9, 3.65, 3.605194805194805)","(8.0, 10.5, 10.246666666666666)","(7.0, 9.6, 9.380645161290323)","(2.7, 2.9, 2.876)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:08:56.780432,"(2.9, 3.65, 3.605194805194805)","(8.0, 10.5, 10.246666666666666)","(7.0, 9.6, 9.380645161290323)","(2.7, 2.88, 2.8516535433070866)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:08:57.797594,"(2.9, 3.65, 3.610344827586207)","(8.0, 10.5, 10.194736842105263)","(7.0, 9.6, 9.380645161290323)","(2.7, 2.86, 2.8583870967741936)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:08:58.875583,"(2.9, 3.65, 3.6133663366336632)","(8.0, 10.5, 10.185)","(7.0, 9.6, 9.424)","(2.7, 2.86, 2.859655172413793)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:08:59.914689,"(2.9, 3.65, 3.6133663366336632)","(8.0, 10.5, 10.185)","(7.0, 9.6, 9.424)","(2.7, 2.86, 2.8596330275229356)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:09:00.942255,"(2.9, 3.7, 3.6336538461538463)","(8.0, 10.5, 10.185)","(7.0, 9.6, 9.424)","(2.7, 2.86, 2.8587719298245613)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:09:01.919785,"(2.9, 3.65, 3.6225)","(8.0, 10.5, 10.185)","(7.0, 9.6, 9.424)","(2.7, 2.86, 2.8587719298245613)","(5.0, 5.9, 5.808860759493671)"
07-12-2022 14:09:02.965004,"(2.9, 3.65, 3.6225)","(8.0, 10.5, 10.208333333333334)","(7.0, 9.6, 9.38723404255319)","(2.7, 2.86, 2.8528205128205126)","(5.0, 5.9, 5.739047619047619)"
07-12-2022 14:09:04.067036,"(2.9, 3.8, 3.7966836734693876)","(8.0, 10.0, 9.910144927536232)","(7.0, 9.6, 9.511111111111111)","(2.7, 2.86, 2.8312359550561794)","(5.0, 5.8, 5.6109375)"
07-12-2022 14:09:05.111842,"(2.9, 4.4, 4.336)","(8.0, 9.6, 9.2)","(7.0, 9.2, 9.129411764705882)","(2.7, 2.84, 2.8166265060240963)","(5.0, 5.7, 5.37962962962963)"
07-12-2022 14:09:06.089530,"(2.9, 4.2, 4.127692307692308)","(8.0, 9.4, 9.145454545454546)","(7.0, 9.2, 9.148)","(2.7, 2.82, 2.886233766233766)","(5.0, 5.4, 5.321686746987952)"
07-12-2022 14:09:07.182155,"(2.9, 4.1, 3.973076923076923)","(8.0, 9.4, 9.1)","(7.0, 9.2, 8.968181818181819)","(2.7, 2.9, 2.915)","(5.0, 5.4, 5.343478260869565)"
07-12-2022 14:09:08.253593,"(2.9, 4.1, 3.9833333333333334)","(8.0, 9.4, 9.297872340425533)","(7.0, 9.0, 8.93)","(2.7, 2.92, 2.9265)","(5.0, 5.4, 5.3277777777777775)"
07-12-2022 14:09:09.320470,"(2.9, 4.0, 3.9884615384615385)","(8.0, 9.4, 9.36)","(7.0, 9.0, 8.896296296296297)","(2.7, 2.94, 2.9370491803278687)","(5.0, 5.4, 5.266666666666667)"
07-12-2022 14:09:10.288283,"(2.9, 4.0, 3.960526315789474)","(8.0, 9.6, 9.457627118644067)","(7.0, 9.0, 8.922222222222222)","(2.7, 2.96, 2.935)","(5.0, 5.3, 5.159420289855072)"
07-12-2022 14:09:11.366631,"(2.9, 4.1, 3.928828828828829)","(8.0, 9.6, 9.365217391304347)","(7.0, 9.0, 8.893333333333334)","(2.7, 2.98, 2.9766153846153847)","(5.0, 5.2, 5.138461538461539)"
07-12-2022 14:09:12.467552,"(2.9, 4.1, 3.910289389067524)","(8.0, 9.4, 9.363636363636363)","(7.0, 9.0, 8.872)","(2.7, 3.05, 3.0483253588516743)","(5.0, 5.2, 5.158666666666667)"
07-12-2022 14:09:13.497149,"(3.0, 3.95, 3.9176470588235297)","(8.5, 9.4, 9.363636363636363)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.05, 3.050943396226415)","(5.0, 5.2, 5.178688524590164)"
07-12-2022 14:09:14.520273,"(3.0, 3.85, 3.8321428571428573)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.0517441860465113)","(5.0, 5.2, 5.182539682539683)"
07-12-2022 14:09:15.585572,"(3.0, 3.85, 3.8303921568627453)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.0634680134680132)","(5.0, 5.2, 5.182539682539683)"
07-12-2022 14:09:16.694901,"(3.0, 3.85, 3.828787878787879)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.06371237458194)","(5.0, 5.2, 5.243478260869566)"
07-12-2022 14:09:17.819731,"(3.0, 3.8, 3.7933593749999996)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.06371237458194)","(5.0, 5.3, 5.241666666666667)"
07-12-2022 14:09:18.832615,"(3.0, 3.8, 3.7926086956521736)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.061688311688312)","(5.0, 5.3, 5.236144578313253)"
07-12-2022 14:09:19.848768,"(3.0, 3.8, 3.7926086956521736)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.0623711340206183)","(5.0, 5.3, 5.236144578313253)"
07-12-2022 14:09:20.880318,"(3.0, 3.8, 3.792410714285714)","(8.5, 9.6, 9.403571428571428)","(7.5, 9.0, 8.905882352941177)","(2.7, 3.1, 3.056374501992032)","(5.0, 5.3, 5.236144578313253)"
07-12-2022 14:09:21.920687,"(3.0, 3.8, 3.7949612403100774)","(8.0, 9.6, 9.432653061224489)","(7.5, 9.0, 8.95)","(2.7, 3.1, 3.0223255813953487)","(4.8, 5.3, 5.244776119402985)"
07-12-2022 14:09:23.015796,"(3.0, 3.85, 3.811320754716981)","(8.0, 9.8, 9.622222222222222)","(7.5, 9.0, 8.9125)","(2.7, 3.05, 3.0237885462555063)","(4.8, 5.3, 5.2564705882352944)"
07-12-2022 14:09:24.061032,"(3.0, 3.85, 3.8105263157894735)","(8.0, 9.8, 9.622222222222222)","(7.5, 9.0, 8.9125)","(2.7, 3.05, 3.0223255813953487)","(4.8, 5.3, 5.247142857142857)"
