,Flat Biccy,Susieq Shannon,Its A Lottery,Selmun Place,Aquababe,Shandiin Beach,Ourplaceoryours
07-12-2022 20:41:29.585687,"(3.4, 5.3, 4.95)","(3.2, 4.0, 3.8588235294117648)","(4.6, 6.2, 5.726315789473684)","(10.0, 19.0, 14.416666666666666)","(7.0, 11.0, 9.56)","(5.0, 6.6, 6.5)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:30.811786,"(3.4, 5.3, 4.95)","(3.2, 4.0, 3.8009615384615385)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 14.416666666666666)","(7.0, 11.0, 9.56)","(5.0, 6.6, 6.5)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:31.989993,"(3.4, 5.3, 5.0)","(3.2, 3.85, 3.8009615384615385)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 14.416666666666666)","(7.0, 11.0, 9.714285714285714)","(5.0, 6.6, 6.466666666666667)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:33.044447,"(3.4, 6.6, 5.75)","(3.2, 3.85, 3.6538461538461537)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 14.416666666666666)","(7.0, 11.0, 9.714285714285714)","(5.0, 6.6, 6.466666666666667)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:34.137948,"(3.4, 6.8, 5.216666666666667)","(3.2, 3.85, 3.6048076923076926)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.35)","(5.0, 6.6, 6.511111111111111)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:35.169282,"(3.4, 6.6, 5.0888888888888895)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.925)","(5.0, 6.6, 6.371428571428572)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:36.390447,"(3.4, 6.4, 5.4)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.925)","(5.0, 6.4, 5.933333333333334)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:37.511702,"(3.4, 6.2, 5.550000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 6.6, 5.885714285714285)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:38.640431,"(3.4, 6.2, 5.550000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 6.4, 6.485714285714286)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:39.741640,"(3.4, 6.2, 5.550000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 6.6, 6.34)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:40.873165,"(3.4, 6.2, 5.550000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 6.4, 6.1)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:41.962379,"(3.4, 6.2, 5.550000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 6.4, 6.4)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:43.019298,"(3.4, 6.2, 5.550000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.4)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:44.176988,"(3.4, 6.4, 5.15)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.45)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:45.314253,"(3.4, 6.4, 5.15)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:46.432371,"(3.4, 6.2, 5.03)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:47.589817,"(3.4, 6.0, 5.175000000000001)","(3.2, 4.0, 3.607547169811321)","(4.6, 6.2, 5.942857142857143)","(10.0, 19.0, 14.416666666666666)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:48.896548,"(3.4, 4.9, 4.5)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.2, 5.696969696969696)","(10.0, 19.0, 15.333333333333334)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:50.162393,"(3.4, 4.9, 4.65)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.4, 5.696969696969696)","(10.0, 19.0, 15.333333333333334)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.914285714285715)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:51.378459,"(3.4, 4.9, 4.65)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.4, 5.696969696969696)","(10.0, 19.0, 15.333333333333334)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.85)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:52.628584,"(3.4, 4.9, 4.65)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.4, 5.866666666666666)","(10.0, 19.0, 15.333333333333334)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.8)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:53.812370,"(3.4, 4.9, 4.65)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.333333333333334)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.85)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:54.929004,"(3.4, 4.9, 4.65)","(3.2, 4.0, 3.6081632653061226)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 17.166666666666668)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.85)","(26.0, 70.0, 52.0)"
07-12-2022 20:41:56.218151,"(3.4, 4.9, 4.65)","(3.2, 4.0, 3.6076923076923078)","(4.6, 6.2, 5.8)","(10.0, 19.0, 15.428571428571429)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.45)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:57.401870,"(3.4, 6.0, 4.95)","(3.2, 4.0, 3.6076923076923078)","(4.6, 6.2, 5.696969696969696)","(10.0, 19.0, 16.5)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:58.466134,"(3.4, 4.7, 4.585714285714285)","(3.2, 4.0, 3.6076923076923078)","(4.6, 6.4, 6.0)","(10.0, 19.0, 16.5)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:41:59.589713,"(3.4, 5.8, 4.570588235294117)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 6.0)","(10.0, 19.0, 16.5)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:00.809183,"(3.4, 5.8, 4.570588235294117)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 6.0)","(10.0, 19.0, 16.5)","(7.0, 10.5, 9.514285714285714)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:01.964724,"(3.4, 5.7, 4.881818181818182)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 6.0)","(10.0, 19.0, 15.25)","(7.0, 10.5, 8.925)","(5.0, 7.0, 6.7)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:03.034655,"(3.4, 5.7, 4.45)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 6.0)","(10.0, 19.0, 15.142857142857142)","(7.0, 10.5, 8.82)","(5.0, 7.0, 6.8)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:04.180804,"(3.4, 5.7, 4.679166666666667)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 10.5, 9.0375)","(5.0, 7.0, 6.75)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:05.409350,"(3.4, 5.7, 5.214285714285714)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 13.5, 8.911111111111111)","(5.0, 6.8, 6.7)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:06.646544,"(3.4, 5.7, 5.166666666666667)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:07.749891,"(3.4, 5.7, 5.166666666666667)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:08.813994,"(3.4, 5.7, 5.166666666666667)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:09.824103,"(3.4, 5.7, 5.166666666666667)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:10.843212,"(3.4, 5.6, 5.1)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.142857142857142)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:11.907830,"(3.4, 5.5, 5.314285714285714)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 16.714285714285715)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:13.145000,"(3.4, 5.5, 5.117647058823529)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 16.714285714285715)","(7.0, 13.0, 10.371428571428572)","(5.0, 7.0, 6.45)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:14.333842,"(3.4, 5.5, 5.117647058823529)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 16.714285714285715)","(7.0, 13.0, 9.8)","(5.0, 7.0, 6.3125)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:15.480802,"(3.4, 5.5, 5.117647058823529)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 16.714285714285715)","(7.0, 13.0, 9.8)","(5.0, 7.0, 6.3125)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:16.627230,"(3.4, 5.5, 5.117647058823529)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 16.714285714285715)","(7.0, 13.0, 9.8)","(5.0, 7.0, 6.3125)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:17.805273,"(3.4, 5.5, 5.117647058823529)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.866666666666666)","(10.0, 19.0, 15.8)","(7.0, 13.0, 9.8)","(5.0, 7.0, 6.3125)","(26.0, 70.0, 48.4)"
07-12-2022 20:42:19.025125,"(3.4, 5.5, 4.6875)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.699999999999999)","(10.0, 19.0, 15.625)","(7.0, 13.0, 9.92)","(5.0, 7.0, 6.425)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:20.233195,"(3.4, 5.5, 4.6875)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.699999999999999)","(10.0, 19.0, 15.625)","(7.0, 13.0, 10.327272727272728)","(5.0, 6.6, 6.5)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:21.370812,"(3.4, 5.5, 4.6875)","(3.2, 3.95, 3.65)","(4.6, 6.2, 5.699999999999999)","(10.0, 19.0, 15.625)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.333333333333334)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:22.516554,"(3.4, 5.5, 5.038461538461538)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.699999999999999)","(10.0, 19.0, 17.5)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.3125)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:23.643324,"(3.4, 5.5, 5.172727272727273)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.699999999999999)","(10.0, 19.0, 17.0)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.725)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:24.778345,"(3.4, 5.4, 5.0)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 6.6, 6.0)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:25.892116,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.0)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:26.967937,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 6.6, 6.571428571428571)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:28.103674,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.709090909090909)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.636363636363637)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:29.499927,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 6.2, 5.654545454545454)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.571428571428571)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:30.569686,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 5.9, 5.654545454545454)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 6.6, 6.636363636363637)","(26.0, 70.0, 50.0)"
07-12-2022 20:42:32.032927,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 5.8, 5.270588235294118)","(10.0, 19.0, 17.666666666666668)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.0)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:33.341276,"(3.4, 5.4, 4.733333333333333)","(3.2, 3.95, 3.658333333333333)","(4.6, 5.6, 5.152777777777778)","(10.0, 19.0, 18.4)","(7.0, 13.0, 10.327272727272728)","(5.0, 7.0, 6.0)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:34.743066,"(3.4, 5.4, 3.95)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.6, 5.1347826086956525)","(10.0, 20.0, 18.666666666666668)","(7.0, 13.0, 11.425)","(5.0, 7.0, 6.76)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:36.058772,"(3.4, 5.3, 3.9875)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.5, 5.1347826086956525)","(10.0, 20.0, 19.333333333333332)","(7.0, 13.0, 11.425)","(5.0, 7.0, 6.866666666666667)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:37.280601,"(3.4, 5.3, 4.6045454545454545)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.5, 5.095652173913043)","(10.0, 21.0, 19.333333333333332)","(7.0, 13.0, 11.425)","(5.0, 7.0, 6.45)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:38.485954,"(3.4, 5.3, 4.688)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.4, 5.095652173913043)","(10.0, 21.0, 19.333333333333332)","(7.0, 13.0, 11.425)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:39.604672,"(3.4, 5.3, 4.688)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.4, 5.3068965517241375)","(10.0, 21.0, 19.333333333333332)","(7.0, 13.0, 11.425)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:40.722821,"(3.4, 5.3, 4.45)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.5, 5.551724137931035)","(10.0, 21.0, 16.1875)","(7.0, 13.0, 10.55)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:41.825104,"(3.4, 5.2, 5.080769230769231)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.6, 5.551724137931035)","(10.0, 21.0, 18.375)","(7.0, 13.0, 10.55)","(5.0, 7.0, 6.816666666666666)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:43.039238,"(3.4, 5.2, 5.111764705882353)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.6, 5.603448275862069)","(10.0, 21.0, 18.545454545454547)","(7.0, 13.0, 10.55)","(5.0, 7.0, 6.483333333333333)","(26.0, 70.0, 52.0)"
07-12-2022 20:42:44.319957,"(3.4, 5.3, 4.072727272727272)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.7, 5.603448275862069)","(10.0, 21.0, 19.714285714285715)","(7.0, 13.0, 10.55)","(5.0, 6.6, 6.300000000000001)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:45.507643,"(3.4, 5.3, 4.335714285714285)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.7, 5.6045454545454545)","(10.0, 21.0, 19.714285714285715)","(7.0, 13.0, 10.55)","(5.0, 6.4, 6.483333333333333)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:46.644096,"(3.4, 5.3, 4.678571428571429)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.7, 5.6045454545454545)","(10.0, 21.0, 16.285714285714285)","(7.0, 13.0, 10.55)","(5.0, 6.6, 7.333333333333333)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:47.692870,"(3.4, 5.0, 4.932352941176471)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.8, 5.741666666666667)","(10.0, 21.0, 16.285714285714285)","(7.0, 13.0, 10.55)","(5.0, 7.6, 6.4)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:48.764249,"(3.4, 5.3, 4.46)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.8, 5.636363636363637)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.714285714285714)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:49.970063,"(3.4, 5.3, 4.76)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.8, 5.636363636363637)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.581818181818182)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:51.105597,"(3.4, 5.3, 4.4)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.8, 5.86)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.581818181818182)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:52.201783,"(3.4, 5.3, 4.768181818181818)","(3.2, 3.95, 3.716666666666667)","(4.6, 5.9, 5.86)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.581818181818182)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:53.362737,"(3.4, 5.2, 5.066666666666666)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.468)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:54.521081,"(3.4, 5.2, 4.872727272727273)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.687878787878788)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:55.747214,"(3.4, 5.2, 4.872727272727273)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.433333333333334)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:57.081166,"(3.4, 5.2, 4.872727272727273)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.433333333333334)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:58.466942,"(3.4, 5.2, 4.872727272727273)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.433333333333334)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:42:59.663910,"(3.4, 5.2, 4.872727272727273)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.433333333333334)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:00.865874,"(3.4, 5.2, 4.872727272727273)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.385714285714285)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:02.117006,"(3.4, 5.2, 4.821052631578947)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.9, 5.4875)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:03.409935,"(3.4, 5.2, 4.466666666666667)","(3.2, 3.8, 3.6133333333333333)","(4.6, 5.8, 5.34054054054054)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:04.683316,"(3.4, 5.2, 4.9)","(3.2, 3.7, 3.6500000000000004)","(4.6, 5.8, 5.341666666666667)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:05.991013,"(3.4, 6.2, 6.038461538461538)","(3.2, 3.8, 3.611111111111111)","(4.6, 5.8, 5.65)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.65)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:07.378411,"(3.4, 6.4, 5.771428571428572)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.6, 5.142307692307693)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:08.864043,"(3.4, 6.2, 5.533333333333333)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.6, 5.456060606060606)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:10.299864,"(3.4, 5.8, 5.533333333333333)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.5, 5.630120481927711)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:11.465049,"(3.4, 5.7, 5.533333333333333)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.7, 5.630120481927711)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:12.579501,"(3.4, 5.7, 5.533333333333333)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.7, 5.603448275862069)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:13.876905,"(3.4, 5.7, 5.533333333333333)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.7, 5.6022727272727275)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:15.146396,"(3.4, 5.8, 5.622222222222222)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.468571428571429)","(10.0, 20.0, 17.75)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 44.285714285714285)"
07-12-2022 20:43:16.490434,"(3.4, 6.0, 5.3076923076923075)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.35)","(10.0, 20.0, 17.0)","(7.0, 13.0, 10.55)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:17.741043,"(3.4, 5.6, 5.444444444444445)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.6022727272727275)","(10.0, 20.0, 16.25)","(7.0, 13.0, 10.415384615384616)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 43.0)"
07-12-2022 20:43:18.951725,"(3.4, 5.7, 5.35)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.6022727272727275)","(10.0, 20.0, 16.25)","(7.0, 13.0, 10.415384615384616)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
07-12-2022 20:43:20.193585,"(3.4, 5.6, 5.228571428571429)","(3.2, 3.8, 3.609090909090909)","(4.6, 5.8, 5.661538461538462)","(10.0, 20.0, 16.4)","(7.0, 13.0, 10.466666666666667)","(5.0, 7.4, 6.566666666666667)","(26.0, 70.0, 48.4)"
