,Trixie Kade,Bogan Valley,Hillys Howler,Hestons Mate,Betty Birdcage
10-01-2023 12:57:15.450062,"(1.6, 1.63, 1.595)","(6.0, 21.0, 18.9)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:16.339437,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:17.305303,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:18.302769,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:19.214820,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:20.146573,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:21.155663,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:22.057000,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:23.078126,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:24.066901,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:24.907473,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:25.926797,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:26.901145,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:27.810439,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:28.799933,"(1.6, 1.63, 1.595)","(6.0, 21.0, 13.73076923076923)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:29.684609,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:30.671116,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:31.701638,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:32.624356,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:33.531824,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:34.521090,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:35.508190,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:36.471929,"(1.6, 1.63, 1.595)","(6.0, 20.0, 18.1)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:37.426782,"(1.6, 1.63, 1.595)","(6.0, 20.0, 17.625)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:38.356290,"(1.6, 1.63, 1.595)","(6.0, 20.0, 17.625)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:39.362782,"(1.6, 1.63, 1.595)","(6.0, 20.0, 17.625)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:40.313414,"(1.6, 1.63, 1.595)","(6.0, 20.0, 17.625)","(12.0, 23.0, 20.0)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 5.94)"
10-01-2023 12:57:41.258696,"(1.6, 1.63, 1.595)","(6.0, 20.0, 11.5625)","(12.0, 23.0, 20.0)","(11.0, 25.0, 13.75)","(3.9, 6.4, 5.8500000000000005)"
10-01-2023 12:57:42.269336,"(1.6, 1.63, 1.595)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.75)","(3.9, 6.4, 6.209090909090909)"
10-01-2023 12:57:43.210836,"(1.6, 1.63, 1.595)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.75)","(3.9, 6.4, 6.209090909090909)"
10-01-2023 12:57:44.189771,"(1.6, 1.63, 1.6255244755244753)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 15.653846153846153)","(3.9, 6.4, 6.209090909090909)"
10-01-2023 12:57:45.184819,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.246875)"
10-01-2023 12:57:46.055684,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.246875)"
10-01-2023 12:57:47.039606,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 5.8500000000000005)"
10-01-2023 12:57:48.034242,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 5.8500000000000005)"
10-01-2023 12:57:48.920867,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.218181818181819)"
10-01-2023 12:57:49.894931,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.218181818181819)"
10-01-2023 12:57:50.855114,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.218181818181819)"
10-01-2023 12:57:51.846956,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:52.908886,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:53.898685,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:54.888200,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:56.008872,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:57.120823,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:58.193893,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:59.144489,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:57:59.954501,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:00.913435,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:01.930940,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 11.708333333333334)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:02.993295,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.5, 15.25)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:04.019561,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:04.874162,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:05.885731,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:06.846491,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:07.868294,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:08.767028,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:09.711120,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:10.601978,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:11.580903,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:12.571471,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:13.370862,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.0)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:14.333984,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:15.383419,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:16.341099,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:17.321363,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:18.378944,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:19.596424,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:20.604127,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:21.581644,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:22.656787,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:23.703958,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:24.680614,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:25.666050,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:26.550654,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:27.385482,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:28.328146,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:29.264373,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:30.099357,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:31.021725,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:31.957745,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:32.879854,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:33.806164,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:34.781536,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:35.664651,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:36.663941,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:37.663399,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:38.622402,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:39.575466,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:40.621483,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:41.658516,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 14.75)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:42.674809,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 15.25)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:43.496822,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 15.25)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:44.374934,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 15.25)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:45.404866,"(1.6, 1.63, 1.6254609929078012)","(6.0, 18.5, 15.25)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:46.325941,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.5)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:47.306707,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.5)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:48.212760,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.5)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:49.165037,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.5)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:50.196258,"(1.6, 1.63, 1.6254609929078012)","(6.0, 19.0, 15.5)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:51.072146,"(1.6, 1.63, 1.6254609929078012)","(6.0, 26.0, 13.555555555555555)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:52.066515,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:53.118124,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:54.069460,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:55.023602,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:55.978675,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:56.947282,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:57.796687,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:58.706173,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:58:59.720106,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:59:00.680753,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:59:01.554735,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:59:02.457284,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 14.166666666666666)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:59:03.339480,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 25.0, 13.3)","(3.9, 6.4, 6.0200000000000005)"
10-01-2023 12:59:04.349798,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 18.666666666666668)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:05.377218,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 32.0, 18.666666666666668)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:06.184565,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:07.120297,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:08.093889,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:08.995039,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:09.852946,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:10.872086,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.857142857142858)","(12.0, 23.0, 20.3)","(11.0, 34.0, 18.76923076923077)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:11.838444,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.428571428571429)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:12.719442,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.428571428571429)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:13.661207,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.428571428571429)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:14.627980,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.428571428571429)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:15.580037,"(1.6, 1.63, 1.6254609929078012)","(6.0, 25.0, 13.428571428571429)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:16.494383,"(1.6, 1.63, 1.6254609929078012)","(6.0, 24.0, 13.583333333333334)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:17.495598,"(1.6, 1.63, 1.6254609929078012)","(6.0, 23.0, 17.25)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
10-01-2023 12:59:18.465358,"(1.6, 1.63, 1.6254609929078012)","(6.0, 23.0, 17.25)","(12.0, 23.0, 20.3)","(11.0, 34.0, 14.2)","(3.9, 7.4, 6.82)"
