,Gutho,Sleepdance,Helens Dream,Johnny Deep,Chilli Moment,Golden Groove,My Moses,Invaness,Angama
05-01-2023 12:27:05.576705,"(31.0, 70.0, 44.8)","(11.0, 16.5, 15.1875)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.76, 2.6648275862068966)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 140.0, 118.33333333333334)"
05-01-2023 12:27:06.799608,"(31.0, 70.0, 44.8)","(11.0, 16.5, 15.1875)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.76, 2.6648275862068966)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 140.0, 118.33333333333334)"
05-01-2023 12:27:08.007293,"(31.0, 70.0, 44.8)","(11.0, 16.5, 15.1875)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.76, 2.6648275862068966)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 140.0, 118.33333333333334)"
05-01-2023 12:27:09.228769,"(31.0, 70.0, 44.8)","(11.0, 16.5, 15.1875)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.76, 2.6648275862068966)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 140.0, 118.33333333333334)"
05-01-2023 12:27:10.423824,"(31.0, 70.0, 44.8)","(11.0, 16.5, 15.1875)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.76, 2.645)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 140.0, 118.33333333333334)"
05-01-2023 12:27:11.607668,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.76, 2.651111111111111)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 140.0, 125.0)"
05-01-2023 12:27:12.782745,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.59090909090909)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.7161702127659577)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:13.965909,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.713953488372093)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:15.118869,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.713953488372093)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:16.298620,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.713953488372093)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:17.454324,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.713953488372093)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:18.586066,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.347368421052632)","(6.0, 8.0, 7.644444444444444)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.713953488372093)","(10.0, 14.5, 13.928571428571429)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:19.719646,"(31.0, 70.0, 44.8)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.3)","(6.0, 8.0, 7.68)","(7.5, 18.0, 15.0)","(2.15, 2.74, 2.5853333333333333)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:20.858853,"(31.0, 65.0, 45.285714285714285)","(11.0, 16.5, 14.909090909090908)","(8.0, 8.6, 8.3)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.66, 2.576)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:22.026381,"(31.0, 60.0, 48.0)","(11.0, 16.5, 15.428571428571429)","(8.0, 8.6, 8.3)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.66, 2.6)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 125.0)"
05-01-2023 12:27:23.232549,"(31.0, 60.0, 44.57142857142857)","(11.0, 16.5, 15.428571428571429)","(8.0, 8.6, 8.3)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.66, 2.5885714285714285)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.466666666666667)","(41.0, 150.0, 131.66666666666666)"
05-01-2023 12:27:24.412538,"(31.0, 60.0, 44.57142857142857)","(11.0, 16.5, 15.428571428571429)","(8.0, 8.6, 8.410526315789474)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.64, 2.55)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.457142857142857)","(41.0, 160.0, 131.66666666666666)"
05-01-2023 12:27:25.646308,"(31.0, 60.0, 44.57142857142857)","(11.0, 16.5, 15.428571428571429)","(8.0, 8.6, 8.410526315789474)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.5700000000000003)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.457142857142857)","(41.0, 160.0, 131.66666666666666)"
05-01-2023 12:27:26.863405,"(31.0, 60.0, 48.0)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.410526315789474)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.0)","(2.15, 2.6, 2.56)","(10.0, 14.5, 14.1)","(6.5, 7.8, 7.457142857142857)","(41.0, 160.0, 131.66666666666666)"
05-01-2023 12:27:28.132183,"(31.0, 60.0, 48.0)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.410526315789474)","(6.0, 8.0, 7.8)","(7.5, 18.0, 16.25)","(2.15, 2.6, 2.56)","(10.0, 14.5, 14.0)","(6.5, 7.8, 7.457142857142857)","(41.0, 160.0, 131.66666666666666)"
05-01-2023 12:27:29.407510,"(31.0, 60.0, 49.5)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.399999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.375)","(2.15, 2.6, 2.5454545454545454)","(10.0, 14.5, 14.0)","(6.5, 7.8, 7.457142857142857)","(41.0, 160.0, 131.66666666666666)"
05-01-2023 12:27:30.653805,"(31.0, 60.0, 49.5)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.399999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.375)","(2.15, 2.6, 2.5454545454545454)","(10.0, 14.5, 14.0)","(6.5, 7.8, 7.4363636363636365)","(41.0, 160.0, 131.66666666666666)"
05-01-2023 12:27:31.866056,"(31.0, 60.0, 49.5)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.333333333333332)","(6.0, 8.0, 7.8)","(7.5, 18.0, 15.375)","(2.15, 2.6, 2.5454545454545454)","(10.0, 14.5, 14.0)","(6.5, 7.8, 7.4363636363636365)","(41.0, 160.0, 117.5)"
05-01-2023 12:27:33.063177,"(31.0, 60.0, 49.5)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.333333333333332)","(6.0, 8.0, 7.8)","(7.5, 18.0, 16.25)","(2.15, 2.6, 2.5454545454545454)","(10.0, 14.5, 14.0)","(6.5, 7.8, 7.413793103448276)","(41.0, 160.0, 117.5)"
05-01-2023 12:27:34.245405,"(31.0, 60.0, 49.5)","(11.0, 16.5, 15.3)","(8.0, 8.6, 8.333333333333332)","(6.0, 8.0, 7.8)","(7.5, 18.0, 16.25)","(2.15, 2.6, 2.5454545454545454)","(10.0, 14.5, 14.0)","(6.5, 7.8, 7.413793103448276)","(41.0, 160.0, 117.5)"
05-01-2023 12:27:35.431537,"(31.0, 60.0, 54.0)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.6, 2.55)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 160.0, 143.75)"
05-01-2023 12:27:36.566067,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.6, 2.5700000000000003)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 160.0, 143.75)"
05-01-2023 12:27:37.655421,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.6, 2.533333333333333)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 160.0, 143.75)"
05-01-2023 12:27:38.816995,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.72, 2.538823529411765)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 160.0, 143.75)"
05-01-2023 12:27:39.939063,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.72, 2.546666666666667)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 160.0, 132.5)"
05-01-2023 12:27:41.112339,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.6, 2.5127272727272727)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:42.301152,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 17.761904761904763)","(2.15, 2.6, 2.5127272727272727)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:43.493753,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 18.0, 18.666666666666668)","(2.15, 2.6, 2.5127272727272727)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:44.734381,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 19.0, 18.666666666666668)","(2.15, 2.6, 2.5238095238095237)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:45.975895,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 19.0, 18.666666666666668)","(2.15, 2.6, 2.5238095238095237)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:47.213834,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 19.0, 18.72)","(2.15, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:48.417842,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 19.0, 18.72)","(2.15, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:49.612372,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 19.0, 17.5)","(2.15, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:50.731720,"(31.0, 60.0, 52.5)","(11.0, 16.5, 16.304347826086957)","(8.0, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(7.5, 19.0, 17.5)","(2.15, 2.6, 2.564)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:51.913572,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.5314285714285716)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:53.141442,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.5470588235294116)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:54.277709,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.5470588235294116)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:55.429519,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:56.534667,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:57.710071,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 132.5)"
05-01-2023 12:27:58.903516,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:00.050978,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:01.150383,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:02.230388,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.528)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:03.319400,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.304347826086957)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.4944827586206895)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:04.401416,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.333333333333332)","(2.2, 2.6, 2.51)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:05.429639,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.219999999999999)","(6.0, 8.0, 7.8)","(8.0, 19.0, 17.333333333333332)","(2.2, 2.6, 2.51)","(10.0, 14.0, 13.285714285714286)","(6.5, 7.6, 7.264)","(41.0, 170.0, 117.5)"
05-01-2023 12:28:06.878991,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 17.333333333333332)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 128.0)"
05-01-2023 12:28:08.084871,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 17.333333333333332)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 128.0)"
05-01-2023 12:28:09.303486,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.166666666666668)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:10.510927,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.5)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:11.664101,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.5)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:12.824161,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.5)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:13.981422,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.5)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:15.060627,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.5)","(2.2, 2.5, 2.4905882352941178)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:16.090207,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.077611940298507)","(6.0, 8.0, 7.8)","(8.0, 19.0, 18.5)","(2.2, 2.5, 2.566)","(10.0, 14.0, 13.411764705882353)","(6.5, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:17.148349,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.075362318840579)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.791666666666668)","(2.2, 2.58, 2.5275)","(10.0, 14.0, 13.35)","(6.0, 7.6, 7.264)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:18.280262,"(26.0, 60.0, 52.5)","(10.0, 16.5, 16.333333333333332)","(7.5, 8.4, 8.05)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.791666666666668)","(2.2, 2.58, 2.4808695652173913)","(10.0, 14.0, 13.8)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:19.372868,"(26.0, 60.0, 48.0)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.22857142857143)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.4876923076923076)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:20.505131,"(26.0, 75.0, 61.8)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.4876923076923076)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:21.706435,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.4876923076923076)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:22.823180,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.4876923076923076)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:23.988728,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:25.095013,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:26.291379,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:27.440314,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:28.567803,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:29.726661,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:31.018944,"(26.0, 70.0, 61.599999999999994)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.49)","(10.0, 14.0, 13.857142857142858)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:32.317485,"(26.0, 70.0, 51.1)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.290909090909091)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.4828571428571427)","(10.0, 14.0, 16.25)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:33.601096,"(26.0, 55.0, 48.5)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.32)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.54, 2.481818181818182)","(10.0, 18.0, 17.0)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
05-01-2023 12:28:34.801653,"(26.0, 55.0, 48.5)","(10.0, 16.5, 15.857142857142858)","(7.5, 8.4, 8.32)","(6.0, 8.0, 7.8)","(8.5, 19.0, 18.72222222222222)","(2.2, 2.5, 2.489655172413793)","(10.0, 19.5, 17.576923076923077)","(6.0, 7.6, 7.52)","(41.0, 170.0, 125.0)"
