,Hut Six,Spot Of Rum,Fleet Feet Pete,Charming Spirit,Recalibrate
12-01-2023 15:15:40.724091,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:41.673631,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:42.534910,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:43.458629,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:44.406475,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:45.276683,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:46.190357,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:47.089929,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:48.011097,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:48.948193,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:49.971912,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:50.908689,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:51.859254,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:52.807909,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:53.724713,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:54.668551,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:55.629807,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:56.548288,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:57.539259,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:58.524424,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:15:59.422448,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:00.397672,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:01.237643,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:02.295219,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:03.322748,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:04.332408,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:05.323796,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:06.439811,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:07.350420,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:08.473575,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:09.394457,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:10.339057,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:11.256021,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:12.181892,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:13.144155,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:14.095130,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:15.079935,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:16.063213,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:17.042647,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:17.989112,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:18.935095,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:19.842692,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:20.797323,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:21.687298,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:22.515908,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:23.495164,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:24.427215,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:25.309332,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:26.427585,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:27.347009,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:28.254719,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:29.158245,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:30.086134,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:31.008370,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:31.810956,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:32.768960,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:33.783880,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:34.702450,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:35.594874,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:36.471935,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:37.460871,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:38.366065,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:39.175897,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:40.056201,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:40.909724,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:41.772516,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 137.77777777777777)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 51.82692307692307)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:42.628040,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:43.521513,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:44.358963,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:45.289321,"(3.1, 4.8, 3.6913043478260867)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.478947368421053)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:46.125462,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.636842105263158)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:47.061175,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.636842105263158)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:48.050018,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.636842105263158)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:48.967863,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.636842105263158)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:49.898195,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.636842105263158)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:50.910607,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 5.636842105263158)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:51.919036,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:52.773488,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:53.731653,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:54.657643,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:55.501056,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:56.295935,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:57.155354,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:58.298510,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:16:59.577804,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:00.622813,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:01.656256,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:02.703951,"(3.1, 4.6, 3.82)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:03.666777,"(3.1, 4.8, 4.157142857142857)","(41.0, 260.0, 107.6923076923077)","(4.4, 8.4, 6.182608695652174)","(19.0, 60.0, 29.454545454545453)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:04.596635,"(3.1, 4.8, 3.796153846153846)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:05.576342,"(3.1, 4.8, 3.796153846153846)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:06.374037,"(3.1, 4.8, 3.796153846153846)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:07.251763,"(3.1, 4.8, 3.796153846153846)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:08.211479,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:09.177732,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:10.097150,"(3.1, 4.6, 3.82)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:11.129590,"(3.1, 4.6, 3.82)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:12.153063,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:13.027889,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:14.019433,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:14.976072,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:15.799853,"(3.1, 4.6, 3.7346153846153847)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:16.654516,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:17.566361,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:18.469863,"(3.1, 4.6, 3.82)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:19.399128,"(3.1, 4.6, 3.775)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:20.300868,"(3.1, 4.6, 3.775)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:21.266900,"(3.1, 4.6, 3.775)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:22.185152,"(3.1, 4.6, 3.82)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:23.163884,"(3.1, 4.6, 3.82)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:24.104888,"(3.1, 4.6, 3.7346153846153847)","(41.0, 260.0, 95.0)","(4.4, 8.4, 5.794736842105263)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:25.055429,"(3.1, 4.6, 3.6999999999999997)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:26.109426,"(3.1, 4.5, 3.9285714285714284)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:27.016794,"(3.1, 4.5, 3.9285714285714284)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:27.997955,"(3.1, 4.5, 3.9285714285714284)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:28.848589,"(3.1, 4.5, 3.9285714285714284)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:29.699542,"(3.1, 4.5, 3.9285714285714284)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
12-01-2023 15:17:30.690411,"(3.1, 4.5, 3.9285714285714284)","(41.0, 260.0, 95.0)","(4.4, 8.8, 5.878947368421052)","(19.0, 60.0, 29.81818181818182)","(1.65, 1.79, 1.6433333333333333)"
