,Black Tuxedo,Spring Casper,Lady Dior,Rico Eclipse,Balbina Bale,Pierre Bale
04-01-2023 13:08:33.217528,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:34.074394,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:35.026282,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:35.968322,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:36.875480,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:37.790297,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:38.719558,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:39.599333,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:40.553408,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:41.485432,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 19.5625)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:42.446979,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:43.371452,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:44.327934,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:45.205789,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:46.144850,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:47.084932,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:47.947239,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:48.869984,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:49.816821,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:50.725759,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:51.616832,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:08:52.555358,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.2)"
04-01-2023 13:08:53.600346,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:54.664392,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:55.648771,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:56.580566,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:57.593724,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:58.714989,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:08:59.696760,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:00.671634,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.9083333333333337)"
04-01-2023 13:09:01.684426,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.9083333333333337)"
04-01-2023 13:09:02.607426,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:03.641946,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:04.639296,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:05.557313,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:06.629930,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:07.648620,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:08.520723,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:09.551355,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:10.603885,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:11.497590,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:12.495874,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:13.467847,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(16.0, 28.0, 18.714285714285715)","(4.4, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:14.403419,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:15.330642,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:16.340760,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.9083333333333337)"
04-01-2023 13:09:17.333082,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.9083333333333337)"
04-01-2023 13:09:18.325125,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:19.292935,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:20.197033,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:21.216909,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:22.192256,"(14.0, 32.0, 15.333333333333334)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:23.083545,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:24.101199,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:25.159163,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:26.177231,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:27.068144,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:28.018196,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:28.980257,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:29.962277,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:30.941459,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:31.916180,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:32.967797,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:33.954547,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:34.834567,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:35.849262,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:36.840389,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:37.733754,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:38.695761,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:39.603475,"(14.0, 30.0, 15.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 3.8521739130434782)"
04-01-2023 13:09:40.605043,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:41.559677,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:42.511412,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:43.464890,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:44.520242,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:45.405915,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:46.593141,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:47.674570,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.375)","(3.4, 6.2, 4.125925925925926)"
04-01-2023 13:09:48.598533,"(14.0, 30.0, 20.0)","(2.2, 2.52, 2.249655172413793)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.2, 5.575)"
04-01-2023 13:09:49.758726,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:50.978197,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:51.972432,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:52.933410,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:53.873076,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:54.869192,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:55.882686,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:56.881134,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.375)"
04-01-2023 13:09:57.867685,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.35)"
04-01-2023 13:09:58.912705,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:09:59.913553,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:00.785030,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:01.858155,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:03.012466,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:04.035320,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:05.092624,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:06.253734,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.166666666666667)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:07.381640,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.107692307692308)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:08.525911,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.107692307692308)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:09.411524,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.107692307692308)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:10.404513,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.107692307692308)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:11.458976,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.107692307692308)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.675)"
04-01-2023 13:10:12.574696,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 10.0, 6.1000000000000005)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.3625)"
04-01-2023 13:10:13.661000,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 9.6, 6.1000000000000005)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.3625)"
04-01-2023 13:10:14.688708,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 9.6, 6.1000000000000005)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.3625)"
04-01-2023 13:10:15.622930,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 9.6, 6.1000000000000005)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.3625)"
04-01-2023 13:10:16.571470,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 9.6, 6.1000000000000005)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.3625)"
04-01-2023 13:10:17.554694,"(14.0, 30.0, 20.0)","(2.2, 2.5, 2.37)","(5.5, 9.6, 6.1000000000000005)","(15.0, 28.0, 18.714285714285715)","(4.6, 7.0, 6.5)","(3.4, 6.0, 5.3625)"
