,Miss Fab Focus,Barelys Era,Helmet Giblet,Yuna Bale,Off Switch,Magical Doll,Dolly Quokka,Aston Audrey
14-12-2022 12:19:21.972310,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 26.11111111111111)","(5.5, 10.5, 6.675000000000001)","(3.1, 4.8, 3.926470588235294)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:23.128518,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 26.11111111111111)","(5.5, 10.5, 6.675000000000001)","(3.1, 4.8, 3.926470588235294)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:24.311612,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.5, 6.675000000000001)","(3.1, 4.8, 3.926470588235294)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:25.441416,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.5, 6.675000000000001)","(3.1, 4.8, 3.926470588235294)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:26.605700,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.926470588235294)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:27.777321,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:29.011094,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:30.189155,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:31.349543,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:32.557119,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:33.863754,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:35.098865,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 50.111111111111114)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:36.390041,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 7.0, 5.125)","(21.0, 75.0, 40.53846153846153)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:37.664989,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 6.8, 5.075)","(21.0, 75.0, 40.53846153846153)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.84)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:39.019699,"(14.0, 32.0, 28.3)","(2.8, 4.5, 3.5264150943396224)","(4.4, 6.8, 5.075)","(21.0, 75.0, 40.53846153846153)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 4.55076923076923)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:40.331892,"(14.0, 32.0, 28.3)","(2.8, 4.5, 2.9545454545454546)","(4.4, 6.8, 5.545454545454545)","(21.0, 75.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 6.32)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:41.691519,"(14.0, 32.0, 28.3)","(2.8, 4.5, 2.9545454545454546)","(4.4, 6.8, 5.545454545454545)","(21.0, 70.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:43.056003,"(14.0, 32.0, 28.3)","(2.8, 4.5, 2.9545454545454546)","(4.4, 6.8, 5.545454545454545)","(21.0, 70.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:44.341467,"(14.0, 32.0, 28.3)","(2.8, 4.5, 2.9545454545454546)","(4.4, 6.8, 5.545454545454545)","(21.0, 70.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:45.563504,"(14.0, 32.0, 28.3)","(2.8, 4.5, 2.9545454545454546)","(4.4, 6.8, 5.545454545454545)","(21.0, 70.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:46.858695,"(14.0, 32.0, 25.833333333333336)","(2.8, 4.5, 3.2800000000000002)","(4.4, 6.8, 5.636363636363637)","(21.0, 70.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:47.988843,"(14.0, 32.0, 25.833333333333336)","(2.8, 4.4, 3.2800000000000002)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 33.63636363636364)","(16.0, 40.0, 23.333333333333336)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 35.625)"
14-12-2022 12:19:49.266035,"(14.0, 32.0, 25.833333333333336)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 38.75)","(16.0, 40.0, 28.40909090909091)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:50.733789,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 38.75)","(16.0, 40.0, 28.40909090909091)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:52.096656,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 38.75)","(16.0, 40.0, 28.40909090909091)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:53.481554,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 38.75)","(16.0, 40.0, 28.40909090909091)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:54.897455,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 38.75)","(16.0, 40.0, 28.40909090909091)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:56.226369,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 70.0, 42.5)","(16.0, 40.0, 28.40909090909091)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:57.529996,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 80.0, 42.5)","(16.0, 40.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:19:58.994206,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 80.0, 42.5)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:00.305420,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 80.0, 42.5)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:01.587281,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.125)","(21.0, 80.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:02.972953,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.21)","(4.4, 7.0, 5.125)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:04.286075,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.21)","(4.4, 7.0, 5.125)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:05.615010,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:06.885488,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:08.185140,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:09.561382,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:10.910916,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:12.167920,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:13.588787,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:14.910778,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 8.5)","(3.1, 4.8, 3.8735294117647054)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:16.162577,"(14.0, 32.0, 28.545454545454547)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 48.125)","(16.0, 42.0, 29.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:17.399307,"(14.0, 32.0, 20.0)","(2.8, 4.4, 3.252)","(4.4, 7.0, 5.636363636363637)","(21.0, 95.0, 64.16666666666667)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.428571428571429)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:18.820668,"(14.0, 29.0, 21.5)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 64.16666666666667)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:20.242277,"(14.0, 29.0, 21.5)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 64.16666666666667)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:21.524808,"(14.0, 29.0, 21.5)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 64.16666666666667)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:22.823186,"(14.0, 29.0, 21.5)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 64.16666666666667)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:24.104556,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.75)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:25.382132,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:26.987302,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:28.269880,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:29.626711,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:30.901412,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:32.325107,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:34.040414,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:35.333330,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:36.792265,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:38.281248,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:39.647330,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:40.973391,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:42.336924,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:43.561327,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:44.869264,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:46.289344,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:47.600821,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:49.003148,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:50.350215,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:51.699336,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:53.000077,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:54.410215,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:55.741287,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:57.005021,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:58.375122,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:20:59.852604,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:01.468590,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.2800000000000002)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:02.980613,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.2800000000000002)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:04.461637,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.2800000000000002)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:05.971721,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.2800000000000002)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:07.432454,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:09.092923,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:10.590024,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.252)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:12.094980,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.59)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:13.698715,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.2800000000000002)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
14-12-2022 12:21:15.179686,"(14.0, 30.0, 19.333333333333332)","(2.8, 4.4, 3.2800000000000002)","(4.4, 6.8, 5.545454545454545)","(21.0, 95.0, 48.125)","(16.0, 42.0, 19.5)","(5.5, 10.0, 7.066666666666666)","(3.1, 4.8, 3.7800000000000002)","(19.0, 65.0, 50.15625)"
