,Summers Lost,Im Glad Too,Miss Sassy,Spitfire Sammy,Pollys Jester,Downpipe
08-01-2023 14:16:24.436943,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:25.407435,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:26.378932,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:27.246997,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:28.128936,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:29.060661,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:30.002875,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:30.941590,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:31.831870,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:32.710019,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:33.620488,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:34.599434,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:35.580591,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:36.511980,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:37.402981,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:38.321153,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:39.219370,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.075)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:40.128726,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.315789473684211)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:41.020991,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:41.883271,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:42.835963,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:43.795965,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:44.746586,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:45.729512,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:46.639154,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:47.496655,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:48.395411,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:49.383460,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:50.391492,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:51.340832,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:52.194705,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:53.052175,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:54.020384,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:55.045404,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:56.054858,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:57.014270,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:57.940306,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:58.824237,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:16:59.730196,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:00.655603,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:01.598192,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:02.500908,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.956521739130435)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:03.384830,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:04.309437,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:05.228479,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:06.171419,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:07.079896,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:08.003686,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:08.912643,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:09.866283,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.25)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:10.794653,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 8.07)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:11.706443,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:12.599817,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:13.466054,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:14.349900,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:15.296992,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:16.281755,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:17.272776,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:18.145179,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:19.005409,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:19.934306,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:20.896659,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:21.889849,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:22.768468,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:23.617674,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:24.506865,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:25.447200,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:26.422586,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:27.356131,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:28.252207,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:29.179578,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:30.059035,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:31.005273,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:31.897946,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:32.802974,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:33.697515,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:34.619980,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:35.537395,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:36.434009,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:37.345957,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:38.266245,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:39.244521,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:40.231998,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:41.168635,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.0, 7.720000000000001)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:42.107390,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.5, 6.776190476190476)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:42.955170,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.52)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:43.858300,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 11.0, 7.52)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:44.762639,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:45.745937,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:46.720212,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:47.689093,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:48.575599,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:49.437892,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:50.451362,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:51.359290,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:52.278449,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:53.289269,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:54.188462,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:55.122928,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:56.078487,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:57.071167,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:57.943902,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:58.802710,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:17:59.725921,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
08-01-2023 14:18:00.648814,"(31.0, 340.0, 86.66666666666666)","(8.5, 14.5, 13.90909090909091)","(3.9, 6.0, 4.114285714285714)","(3.8, 10.5, 7.3)","(15.0, 34.0, 24.68181818181818)","(1.9, 2.74, 2.335)"
