,Clarenden Envoy,Sir Lucas,Culture King,Im Jimmy James Nz,Regal Scribe,Assassinator
12-01-2023 14:06:36.107649,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:37.131057,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:38.109047,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:39.273161,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:40.460104,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:41.590861,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:42.583360,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:43.731886,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:44.840981,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:46.072364,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:47.210350,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:48.195019,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:49.161939,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:50.265222,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:51.413009,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:52.529939,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:53.559866,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:54.517351,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:55.567655,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:56.601830,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.6, 5.945454545454545)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.854545454545455)"
12-01-2023 14:06:57.604053,"(2.6, 3.7, 3.533846153846154)","(4.4, 6.4, 6.278125)","(10.0, 17.0, 12.9)","(10.0, 99999, 99990)","(4.0, 5.7, 5.578125)","(4.6, 6.4, 5.925000000000001)"
12-01-2023 14:06:58.672645,"(2.6, 3.65, 3.3975)","(4.4, 6.2, 4.955882352941177)","(10.0, 17.0, 13.0)","(10.0, 99999, 99990)","(4.0, 5.7, 5.2615384615384615)","(4.6, 6.4, 5.925000000000001)"
12-01-2023 14:06:59.770924,"(2.6, 3.65, 3.3975)","(4.4, 6.0, 5.413636363636364)","(10.0, 17.0, 13.0)","(10.0, 99999, 99990)","(4.0, 5.7, 5.2615384615384615)","(4.6, 6.4, 5.628571428571428)"
12-01-2023 14:07:00.792427,"(2.6, 3.6, 3.331428571428572)","(4.4, 5.9, 5.340909090909092)","(10.0, 17.0, 13.0)","(10.0, 99999, 99990)","(4.0, 5.7, 5.2615384615384615)","(4.6, 6.4, 5.628571428571428)"
12-01-2023 14:07:01.802636,"(2.6, 3.6, 3.331428571428572)","(4.4, 5.8, 4.767647058823529)","(10.0, 17.0, 14.333333333333332)","(10.0, 99999, 99990)","(4.0, 5.7, 5.00625)","(4.6, 6.4, 5.86)"
12-01-2023 14:07:02.797867,"(2.6, 3.6, 3.4000000000000004)","(4.4, 5.6, 5.122727272727273)","(10.0, 17.0, 13.1)","(10.0, 99999, 99990)","(4.0, 5.7, 5.00625)","(4.6, 6.4, 5.86)"
12-01-2023 14:07:03.759692,"(2.6, 3.6, 3.3133333333333335)","(4.4, 5.4, 5.09)","(10.0, 17.0, 13.1)","(10.0, 99999, 99990)","(4.0, 5.7, 4.62)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:04.839754,"(2.6, 3.6, 3.413333333333333)","(4.4, 5.3, 4.133333333333333)","(10.0, 17.0, 13.1)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:05.900380,"(2.6, 3.6, 3.4222222222222225)","(4.4, 5.2, 4.333333333333333)","(10.0, 17.0, 13.1)","(10.0, 99999, 99990)","(4.0, 5.7, 5.222727272727273)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:07.009414,"(2.6, 3.85, 3.6211111111111114)","(4.4, 5.1, 4.118181818181818)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.222727272727273)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:08.083803,"(2.6, 3.8, 3.565)","(4.4, 5.0, 4.266666666666667)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.222727272727273)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:09.021298,"(2.6, 3.8, 3.5749999999999997)","(4.4, 4.9, 4.053846153846154)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.222727272727273)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:10.059330,"(2.6, 3.8, 3.5749999999999997)","(4.4, 4.9, 4.053846153846154)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.222727272727273)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:11.193577,"(2.6, 3.8, 3.5749999999999997)","(4.4, 4.9, 4.26)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:12.327740,"(2.6, 3.8, 3.5485714285714285)","(4.4, 4.8, 4.26)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:13.398471,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:14.494140,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:15.599222,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:16.808269,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:17.949557,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:18.930330,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.296153846153846)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:20.004762,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.0625)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:21.180152,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.0625)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:22.238979,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:23.254482,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:24.314752,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:25.331847,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:26.456837,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:27.513370,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:28.594547,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:29.596671,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:30.667548,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:31.720326,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:32.700742,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:33.709257,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:34.747298,"(2.6, 3.8, 3.58)","(4.4, 4.8, 4.157142857142857)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:35.850546,"(2.6, 3.8, 3.464)","(4.4, 4.7, 4.3)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:36.971144,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:37.975382,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:38.920137,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:39.978595,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:40.986760,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:42.096121,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:43.179440,"(2.6, 3.85, 3.607142857142857)","(4.4, 4.6, 4.18)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:44.189828,"(2.6, 3.85, 3.256666666666667)","(4.4, 4.7, 4.433333333333334)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:45.237820,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:46.273216,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:47.266680,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:48.291941,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:49.345931,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:50.312275,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.263636363636364)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:51.438839,"(2.6, 3.85, 3.6214285714285714)","(4.4, 4.5, 4.14)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:52.558021,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.1)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:53.475694,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.1)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:54.502778,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.1)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:55.547722,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.1)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:56.623509,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.1)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:57.711625,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.1)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 4.8)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:58.814251,"(2.6, 3.85, 3.6357142857142857)","(4.4, 4.4, 4.433333333333334)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:07:59.817659,"(2.6, 3.85, 3.256666666666667)","(4.4, 4.7, 4.433333333333334)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:08:00.856181,"(2.6, 3.85, 3.256666666666667)","(4.4, 4.7, 4.433333333333334)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.166666666666667)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:08:01.902407,"(2.6, 3.85, 3.6275)","(4.4, 4.7, 4.433333333333334)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.890000000000001)"
12-01-2023 14:08:02.864338,"(2.6, 3.85, 3.51)","(4.4, 4.6, 4.25)","(10.0, 17.0, 15.266666666666666)","(10.0, 99999, 99990)","(4.0, 5.7, 5.22)","(4.6, 6.4, 5.6)"
12-01-2023 14:08:03.811988,"(2.6, 3.85, 3.55)","(4.4, 4.6, 4.133333333333333)","(10.0, 16.5, 12.95)","(10.0, 99999, 99990)","(4.0, 5.6, 5.04)","(4.6, 6.2, 5.640000000000001)"
12-01-2023 14:08:04.812694,"(2.6, 3.85, 3.425)","(4.4, 4.6, 4.133333333333333)","(10.0, 17.5, 12.1)","(10.0, 99999, 99990)","(4.0, 5.7, 5.4)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:05.854161,"(2.6, 3.85, 3.6954545454545453)","(4.4, 4.6, 4.133333333333333)","(10.0, 17.5, 12.1)","(10.0, 99999, 99990)","(4.0, 5.7, 5.4)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:06.976051,"(2.6, 3.85, 3.55)","(4.4, 4.6, 4.055555555555555)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.525)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:08.057019,"(2.6, 3.85, 3.5250000000000004)","(4.4, 4.6, 4.027272727272727)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.7)"
12-01-2023 14:08:08.990768,"(2.6, 3.85, 3.575)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.7)"
12-01-2023 14:08:09.998966,"(2.6, 3.85, 3.4833333333333334)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:11.106286,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:12.233562,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:13.337565,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:14.456296,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:15.556300,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:16.760595,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:17.906312,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:18.965417,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:20.125200,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:21.264511,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:22.454023,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.1)","(4.6, 6.4, 5.65)"
12-01-2023 14:08:23.684545,"(2.6, 3.85, 3.55)","(4.4, 4.4, 4.233333333333333)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.5)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:24.850399,"(2.6, 3.85, 3.5)","(4.4, 4.8, 4.425)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.5)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:25.897110,"(2.6, 3.85, 3.5)","(4.4, 4.8, 4.425)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.5)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:27.029473,"(2.6, 3.85, 3.5)","(4.4, 4.7, 4.336363636363636)","(10.0, 17.5, 13.45)","(10.0, 99999, 99990)","(4.0, 5.7, 5.525)","(4.6, 6.4, 6.0)"
12-01-2023 14:08:28.196775,"(2.6, 3.85, 3.6166666666666667)","(4.4, 4.6, 4.06)","(10.0, 17.5, 12.233333333333333)","(10.0, 99999, 99990)","(4.0, 5.7, 5.585714285714285)","(4.6, 6.4, 6.1499999999999995)"
12-01-2023 14:08:29.334628,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 14.866666666666667)","(10.0, 99999, 99990)","(4.0, 5.8, 5.585714285714285)","(4.6, 6.6, 6.033333333333333)"
12-01-2023 14:08:30.598335,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 14.866666666666667)","(10.0, 99999, 99990)","(4.0, 5.8, 5.585714285714285)","(4.6, 6.6, 5.827272727272727)"
12-01-2023 14:08:31.909994,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.585714285714285)","(4.6, 6.6, 6.033333333333333)"
12-01-2023 14:08:33.246739,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.585714285714285)","(4.6, 6.6, 6.1090909090909085)"
12-01-2023 14:08:34.467677,"(2.6, 3.85, 3.3833333333333333)","(4.4, 4.6, 4.06)","(10.0, 17.5, 16.37142857142857)","(10.0, 99999, 99990)","(4.0, 5.8, 5.52)","(4.6, 6.6, 6.3999999999999995)"
