,Cheval De Vaga,Pyms Royale,Time Scale,Cash Away,Hint Of Mint,Magniforce,Tadweer,Goddess Of Giving,My Dilemma
07-01-2023 16:46:52.672829,"(4.6, 5.3, 5.15)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.172727272727273)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 54.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.34)","(4.4, 4.9, 4.816666666666667)","(13.0, 17.5, 16.4)"
07-01-2023 16:46:54.049308,"(4.6, 5.3, 5.15)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.172727272727273)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 54.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.34)","(4.4, 4.9, 4.753846153846154)","(13.0, 18.0, 16.4)"
07-01-2023 16:46:55.429973,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.2299999999999995)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.34)","(4.4, 4.9, 4.753846153846154)","(13.0, 18.0, 16.4)"
07-01-2023 16:46:57.098822,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.2299999999999995)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.34)","(4.4, 4.9, 4.753846153846154)","(13.0, 18.0, 16.4)"
07-01-2023 16:46:58.544812,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.2299999999999995)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.34)","(4.4, 4.9, 4.753846153846154)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:00.030036,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.2299999999999995)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.34)","(4.4, 4.9, 4.753846153846154)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:01.445184,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.3, 5.166666666666667)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.832142857142857)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:02.667859,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.2, 5.166666666666667)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.832142857142857)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:03.886786,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(3.9, 5.2, 5.166666666666667)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.832142857142857)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:05.326098,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(3.9, 5.2, 5.176923076923077)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.832142857142857)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:06.687708,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.832142857142857)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:08.024896,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.5, 14.928571428571429)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.832142857142857)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:09.289670,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.5, 14.818181818181818)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.82962962962963)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:10.472269,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.0, 14.818181818181818)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.4)","(4.4, 4.9, 4.82962962962963)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:11.723645,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.0, 14.818181818181818)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.373684210526316)","(4.4, 4.9, 4.788235294117647)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:13.067005,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.0, 14.818181818181818)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.373684210526316)","(4.4, 4.9, 4.788235294117647)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:14.235907,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.0, 14.818181818181818)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.373684210526316)","(4.4, 4.9, 4.788235294117647)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:15.324785,"(4.6, 5.3, 5.0)","(61.0, 160.0, 136.66666666666666)","(4.0, 5.2, 5.176923076923077)","(10.0, 15.0, 14.818181818181818)","(31.0, 60.0, 48.0)","(26.0, 40.0, 38.0)","(3.6, 4.5, 4.373684210526316)","(4.4, 4.9, 4.788235294117647)","(13.0, 18.0, 16.4)"
07-01-2023 16:47:16.477918,"(4.6, 5.3, 5.0)","(61.0, 160.0, 113.33333333333333)","(4.0, 5.2, 5.1869565217391305)","(10.0, 15.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:17.629512,"(4.6, 5.3, 5.157894736842105)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:18.746603,"(4.6, 5.3, 5.157894736842105)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:19.857908,"(4.6, 5.3, 5.157894736842105)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:20.954117,"(4.6, 5.3, 5.157894736842105)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:22.129773,"(4.6, 5.3, 5.157894736842105)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:23.310413,"(4.6, 5.5, 5.333333333333333)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:24.464487,"(4.6, 5.5, 5.428571428571429)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:25.550060,"(4.6, 5.5, 5.428571428571429)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:26.600640,"(4.6, 5.5, 5.428571428571429)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:27.739810,"(4.6, 5.5, 5.375)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1869565217391305)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:28.892936,"(4.6, 5.5, 5.281818181818181)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:30.126804,"(4.6, 5.5, 5.281818181818181)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 16.8)"
07-01-2023 16:47:31.401145,"(4.6, 5.5, 5.281818181818181)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(10.0, 16.0, 14.7)","(31.0, 60.0, 48.0)","(26.0, 40.0, 39.0)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 18.0, 17.666666666666668)"
07-01-2023 16:47:32.581421,"(4.6, 5.5, 5.35)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(10.0, 16.0, 14.7)","(31.0, 60.0, 56.0)","(26.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.0)"
07-01-2023 16:47:33.695224,"(4.6, 5.5, 5.35)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(10.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(26.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:34.870256,"(4.6, 5.5, 5.35)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:35.938947,"(4.6, 5.5, 5.35)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:37.020867,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:38.054993,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:39.139744,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:40.294745,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:41.437289,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 14.7)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.29310344827586)"
07-01-2023 16:47:42.558892,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 16.857142857142858)"
07-01-2023 16:47:43.661663,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.190625)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 16.857142857142858)"
07-01-2023 16:47:44.817911,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 16.857142857142858)"
07-01-2023 16:47:45.990674,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 16.857142857142858)"
07-01-2023 16:47:47.186423,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 20.0, 18.333333333333332)"
07-01-2023 16:47:48.336048,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.333333333333332)"
07-01-2023 16:47:49.431168,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.333333333333332)"
07-01-2023 16:47:50.570302,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.333333333333332)"
07-01-2023 16:47:51.707939,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.333333333333332)"
07-01-2023 16:47:52.898312,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.175)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 38.4)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:47:54.084701,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:47:55.233255,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:47:56.341298,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:47:57.503541,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.38888888888889)"
07-01-2023 16:47:58.672892,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 56.0)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 4.768965517241379)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:47:59.946594,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 45.111111111111114)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.9, 5.087179487179487)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:01.145664,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 70.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 5.06)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:02.278755,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:03.580661,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:04.872701,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.61111111111111)"
07-01-2023 16:48:06.038421,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.125)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:07.165190,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:08.279092,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 49.666666666666664)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 17.75)"
07-01-2023 16:48:09.647674,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 65.0, 48.0)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 17.75)"
07-01-2023 16:48:10.824426,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 60.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 17.75)"
07-01-2023 16:48:11.930569,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:13.161438,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:14.472041,"(4.6, 5.4, 5.207142857142857)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 4.957142857142857)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:15.752401,"(4.6, 5.1, 5.064285714285714)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 5.06)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:16.934247,"(4.6, 5.1, 5.056521739130434)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 5.06)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:18.104857,"(4.6, 5.1, 5.056521739130434)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 5.06)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:19.325008,"(4.6, 5.1, 5.056521739130434)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.466666666666667)","(4.4, 5.1, 5.06)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:20.580672,"(4.6, 5.1, 5.056521739130434)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 5.1, 4.674418604651163)","(13.0, 19.5, 18.166666666666668)"
07-01-2023 16:48:21.760804,"(4.6, 5.1, 5.068421052631579)","(61.0, 160.0, 116.66666666666667)","(4.0, 5.2, 5.1625000000000005)","(11.0, 16.0, 15.107142857142858)","(31.0, 55.0, 43.083333333333336)","(21.0, 40.0, 37.2)","(3.6, 4.5, 4.423809523809524)","(4.4, 4.7, 4.674418604651163)","(13.0, 19.5, 18.166666666666668)"
