,Katies Portrait,Swifty Gadget,Aston Nancy,Notorious Diesel,Ruby Tubes,Margo,Cosmic Bruce,Off The Radar
16-12-2022 13:34:48.411224,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:49.414717,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:50.557623,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:51.712382,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 58.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:52.879249,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:53.986188,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:55.082516,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:56.081749,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:57.193295,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(21.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:58.323091,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:34:59.461698,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:00.582756,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:01.695219,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:02.750508,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:03.847006,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:04.907905,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:05.977738,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:07.081512,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:08.247876,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:09.362733,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:10.471166,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.272727272727273)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:11.739720,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:12.877186,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:13.946670,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:15.020816,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:16.067459,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:17.190452,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:18.344670,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:19.431294,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:20.504051,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:21.533226,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:22.572597,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:23.654177,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:24.692465,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:25.795449,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:26.911103,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:28.003824,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:29.126194,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:30.268591,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:31.360944,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:32.476639,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:33.544097,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 54.44444444444444)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:34.575781,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:35.676414,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:36.799358,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:37.865831,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:38.960333,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:39.983976,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:41.076314,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:42.168520,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:43.253387,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:44.300326,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:45.369483,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:46.404356,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:47.464934,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:48.597602,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:49.661049,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:50.655093,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:51.678681,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:52.713313,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:53.777539,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 43.40909090909091)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:54.896562,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:55.933054,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:56.957282,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:58.036431,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:35:59.151412,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:00.205601,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:01.342883,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:02.400194,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:03.499456,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:04.597251,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:05.669529,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:06.696436,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:07.792158,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:08.796840,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:09.875107,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:11.058695,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:12.168894,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:13.203113,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:14.206300,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:15.226030,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:16.331183,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(20.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
16-12-2022 13:36:17.499846,"(4.0, 7.4, 5.2153846153846155)","(17.0, 95.0, 59.0)","(26.0, 95.0, 59.0)","(3.8, 5.5, 3.8555555555555556)","(7.5, 14.0, 7.7)","(19.0, 65.0, 50.15625)","(9.0, 20.0, 17.458333333333332)","(2.45, 3.2, 2.578823529411765)"
