,Only You,Fake,Teskey,Little Joe,Cartwheel,Pattaya Pete,Charlie Bender
04-01-2023 16:10:26.182370,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:27.308302,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:28.431306,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:29.595436,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:30.690046,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:31.628794,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:32.596642,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:33.637215,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:34.697559,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:35.741992,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:36.707486,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:37.712257,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:38.890610,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:40.151833,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:41.298822,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:42.417688,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:43.644607,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:44.723197,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:45.725411,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:46.868739,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:47.954679,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:49.179774,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:50.355148,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:51.302458,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.0)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:52.418382,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:53.514592,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:54.586663,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:55.662435,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:56.776559,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:57.809313,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:10:58.958136,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:00.080201,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:01.154236,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:02.155631,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:03.151121,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:04.191993,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:05.198081,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:06.353377,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:07.557156,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:08.891079,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:10.044508,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:11.142718,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:12.300282,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:13.361098,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:14.558826,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:15.678935,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:16.718834,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:17.902156,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:19.033167,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:20.186515,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:21.456891,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 9.030303030303031)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:22.612088,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:23.630974,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:24.796228,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:25.958315,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:27.127997,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:28.277065,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:29.373897,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:30.585909,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:31.826956,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:33.036980,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:34.566786,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:35.759750,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:37.031319,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:38.319705,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:39.854066,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:41.114563,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:42.396835,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:43.713324,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:44.833204,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:46.033606,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:47.227158,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 8.935483870967742)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:48.358860,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:49.566317,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:50.731717,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.6121951219512196)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:51.876169,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.488235294117647)","(4.4, 11.0, 7.9523809523809526)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:53.141444,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.488235294117647)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:54.324604,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.488235294117647)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:55.391438,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 3.488235294117647)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:56.544221,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.6, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:57.932664,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:11:59.967886,"(9.0, 15.5, 13.105263157894736)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 22.23076923076923)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:12:01.241828,"(9.0, 15.5, 13.8)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:12:02.507402,"(9.0, 15.0, 13.8)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:12:03.853496,"(9.0, 15.0, 13.8)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:12:05.272441,"(9.0, 15.0, 13.8)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:12:06.698147,"(9.0, 15.0, 13.8)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
04-01-2023 16:12:07.947613,"(9.0, 15.0, 13.8)","(4.2, 6.8, 5.952173913043478)","(3.0, 4.4, 4.061904761904762)","(4.4, 11.0, 7.857142857142858)","(14.0, 28.0, 20.5)","(7.5, 14.0, 12.622222222222222)","(5.0, 9.2, 8.670588235294117)"
