,Tiger Mum,Loveless,Little Hercules,From The Shire,Swerve,Lone Hunter,More Peaches,Rosas Dance
11-01-2023 19:02:54.123502,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 161.11111111111111)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.22)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:02:55.363399,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 161.11111111111111)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.22)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:02:56.626923,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.2134615384615386)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:02:57.797853,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.2134615384615386)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:02:58.898365,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.0178571428571432)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:02:59.947741,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.0178571428571432)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:03:01.090125,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.0178571428571432)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:03:02.317830,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.0178571428571432)","(21.0, 60.0, 32.666666666666664)"
11-01-2023 19:03:03.534292,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.0178571428571432)","(21.0, 60.0, 39.44444444444444)"
11-01-2023 19:03:04.744524,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.0178571428571432)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:05.982384,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 2.909090909090909)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:07.177233,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:08.922228,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 65.0, 42.42857142857143)"
11-01-2023 19:03:10.271086,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:11.681666,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 504.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:12.952917,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:14.163039,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:15.323669,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:16.712531,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:18.321812,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:19.671184,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 454.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:20.913362,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 700.0, 454.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:22.195023,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 700.0, 517.6923076923077)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:23.504814,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 710.0, 517.6923076923077)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:24.664585,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 710.0, 517.6923076923077)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.241071428571429)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:25.850724,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 710.0, 517.6923076923077)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1761904761904765)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:27.023148,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 710.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.248214285714286)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:28.184076,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.248214285714286)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:29.299761,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 156.66666666666669)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.248214285714286)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:30.675084,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 410.0)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.248214285714286)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:33.086655,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 410.0)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.248214285714286)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:34.390400,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 410.0)","(91.0, 610.0, 422.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 2.9454545454545453)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:35.582411,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 410.0)","(91.0, 610.0, 422.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:36.799135,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 410.0)","(91.0, 610.0, 290.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:38.053466,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 290.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:39.444734,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 290.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:40.641339,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 290.0)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:41.958929,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 161.11111111111111)","(91.0, 610.0, 266.66666666666663)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:43.249451,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 161.11111111111111)","(91.0, 610.0, 266.66666666666663)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:44.504697,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 161.11111111111111)","(91.0, 610.0, 266.66666666666663)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.222916666666667)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:45.785016,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 530.0)","(91.0, 610.0, 266.66666666666663)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:46.960364,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 557.5)","(16.0, 40.0, 23.333333333333336)","(4.4, 8.0, 7.125)","(2.2, 3.45, 2.81875)","(21.0, 60.0, 35.4)"
11-01-2023 19:03:48.141573,"(3.0, 5.1, 3.827272727272727)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 522.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 60.0, 46.33333333333333)"
11-01-2023 19:03:49.331039,"(3.0, 5.0, 4.366666666666667)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 522.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 60.0, 39.44444444444444)"
11-01-2023 19:03:50.491904,"(3.0, 5.0, 4.366666666666667)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 522.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:51.672200,"(3.0, 5.0, 4.366666666666667)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 522.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:52.954100,"(3.0, 5.0, 4.366666666666667)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 407.5)","(91.0, 610.0, 522.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:54.158744,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 192.5)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:55.582207,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 192.5)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:56.826338,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 218.0)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:58.147835,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:03:59.498457,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:00.810992,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:02.175219,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:03.538443,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:04.810582,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 347.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.1527777777777777)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:05.948247,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 196.66666666666669)","(91.0, 610.0, 352.5)","(16.0, 40.0, 28.40909090909091)","(4.4, 8.0, 7.125)","(2.2, 3.45, 3.2354166666666666)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:07.213368,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 11.483333333333334)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.45, 3.2354166666666666)","(21.0, 65.0, 39.44444444444444)"
11-01-2023 19:04:08.517611,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.45)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.45, 3.2354166666666666)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:09.793053,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.45, 2.7285714285714286)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:11.087446,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.45, 2.5876923076923077)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:12.394258,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.5876923076923077)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:13.673643,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.5876923076923077)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:14.986542,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.5876923076923077)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:16.287814,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.804)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:17.566280,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.35, 2.804)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:18.874101,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.35, 2.491627906976744)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:20.163348,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 226.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.55, 2.568)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:21.442285,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.5466666666666664)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:22.787682,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.7)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:24.084000,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.35, 2.7)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:25.388320,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.35, 2.92)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:26.756864,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 415.0)","(91.0, 610.0, 352.5)","(16.0, 40.0, 22.142857142857142)","(4.4, 8.0, 7.3)","(2.2, 3.4, 2.92)","(21.0, 65.0, 27.083333333333332)"
11-01-2023 19:04:28.058728,"(3.0, 5.1, 3.988888888888889)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.0, 6.833333333333334)","(2.2, 3.4, 3.108888888888889)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:29.428804,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.0, 6.72)","(2.2, 3.3, 2.9872727272727273)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:30.718392,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.2, 6.72)","(2.2, 3.3, 2.9872727272727273)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:31.996855,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.2, 6.72)","(2.2, 3.3, 2.9872727272727273)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:33.275920,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.2, 6.72)","(2.2, 3.3, 3.007)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:34.662866,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.2, 6.72)","(2.2, 3.25, 2.876153846153846)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:35.982438,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 205.0)","(91.0, 610.0, 180.83333333333331)","(16.0, 40.0, 28.636363636363637)","(4.4, 8.2, 6.72)","(2.2, 3.25, 2.876153846153846)","(21.0, 65.0, 36.5625)"
11-01-2023 19:04:37.365820,"(3.0, 5.1, 3.4749999999999996)","(5.5, 12.5, 9.55)","(101.0, 730.0, 420.0)","(91.0, 610.0, 193.33333333333331)","(16.0, 40.0, 31.071428571428573)","(4.4, 8.2, 6.364285714285714)","(2.2, 3.25, 2.98)","(21.0, 65.0, 41.30769230769231)"
11-01-2023 19:04:38.659714,"(3.0, 5.1, 3.327272727272727)","(5.5, 12.5, 9.55)","(101.0, 730.0, 221.66666666666669)","(91.0, 610.0, 193.33333333333331)","(16.0, 40.0, 31.071428571428573)","(4.4, 7.4, 6.364285714285714)","(2.2, 3.3, 3.2566666666666664)","(21.0, 60.0, 41.30769230769231)"
11-01-2023 19:04:39.990731,"(3.0, 5.1, 3.327272727272727)","(5.5, 12.5, 9.55)","(101.0, 730.0, 221.66666666666669)","(91.0, 610.0, 193.33333333333331)","(16.0, 40.0, 31.071428571428573)","(4.4, 7.4, 6.364285714285714)","(2.2, 3.3, 3.190810810810811)","(21.0, 60.0, 41.30769230769231)"
