,Manson,Pandoras Raptor,Ten Pineapples,Just A Brew,Storm Shelter,Yeah Sweetie,Disorder,Aston Mead
09-01-2023 16:47:41.903856,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:43.202563,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:44.389857,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:45.513133,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:46.745098,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:47.996170,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:49.181625,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:50.371764,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:51.575649,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:52.795776,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:53.910193,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:55.048519,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:56.372067,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:57.717157,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:47:59.029896,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:00.382719,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:01.588312,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:02.702311,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:04.053858,"(3.4, 5.5, 3.7062500000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:05.343338,"(3.4, 5.8, 3.5675000000000003)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.6)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 20.666666666666664)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:06.589665,"(3.4, 5.9, 3.5725000000000002)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.072727272727272)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:07.843175,"(3.4, 5.9, 3.5725000000000002)","(5.5, 11.0, 7.625)","(10.0, 21.0, 14.777777777777779)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:09.124005,"(3.4, 5.9, 3.5725000000000002)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:10.316585,"(3.4, 5.9, 3.5725000000000002)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:11.412332,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:12.588725,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:13.866092,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:15.139565,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:16.443477,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:17.666856,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:18.864389,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:19.989432,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.85, 2.8171232876712327)"
09-01-2023 16:48:21.189193,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.85, 3.216666666666667)"
09-01-2023 16:48:22.430678,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.8, 3.216666666666667)"
09-01-2023 16:48:23.661415,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.8, 3.326666666666666)"
09-01-2023 16:48:24.915583,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.8, 3.326666666666666)"
09-01-2023 16:48:26.166203,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.8, 3.326666666666666)"
09-01-2023 16:48:27.336355,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.8, 3.326666666666666)"
09-01-2023 16:48:28.424498,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.8, 3.4800000000000004)"
09-01-2023 16:48:29.556386,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4800000000000004)"
09-01-2023 16:48:30.744211,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 201.66666666666669)","(10.0, 19.5, 13.608333333333334)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:32.024582,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(41.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:33.345268,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:34.677915,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:35.885067,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:37.049216,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:38.162244,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:39.344485,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:40.527640,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:41.822676,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:43.057765,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:44.225409,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.4111111111111114)"
09-01-2023 16:48:45.406447,"(3.4, 5.9, 4.847727272727273)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.3160000000000003)"
09-01-2023 16:48:46.603474,"(3.4, 5.9, 4.530882352941177)","(5.5, 11.0, 7.625)","(10.0, 21.0, 15.4)","(10.0, 21.0, 19.166666666666664)","(31.0, 320.0, 221.2173913043478)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.7, 3.3160000000000003)"
09-01-2023 16:48:47.730851,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.2, 2.6)"
09-01-2023 16:48:49.031580,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.2, 2.7555555555555555)"
09-01-2023 16:48:50.354710,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.7555555555555555)"
09-01-2023 16:48:51.641343,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.7555555555555555)"
09-01-2023 16:48:52.894714,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.7555555555555555)"
09-01-2023 16:48:54.047808,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.7555555555555555)"
09-01-2023 16:48:55.196731,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.7555555555555555)"
09-01-2023 16:48:56.344706,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.7555555555555555)"
09-01-2023 16:48:57.578025,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.15, 2.928)"
09-01-2023 16:48:59.091075,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.928)"
09-01-2023 16:49:00.493617,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.928)"
09-01-2023 16:49:01.841674,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.928)"
09-01-2023 16:49:03.178558,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.928)"
09-01-2023 16:49:04.565559,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.928)"
09-01-2023 16:49:05.929569,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.5, 17.916666666666664)","(31.0, 320.0, 193.77777777777777)","(10.0, 19.5, 12.766666666666667)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.928)"
09-01-2023 16:49:07.238209,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 3.041978021978022)"
09-01-2023 16:49:08.553146,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.908)"
09-01-2023 16:49:09.828259,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 3.0155)"
09-01-2023 16:49:11.040243,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:12.179049,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:13.324113,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:14.607339,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:15.909259,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 17.5)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:17.239594,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 19.0, 18.333333333333336)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:18.547135,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 20.0, 18.333333333333336)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:19.824910,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 20.0, 18.333333333333336)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:20.992831,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 20.0, 18.333333333333336)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:22.165055,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 20.0, 18.333333333333336)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 2.916)"
09-01-2023 16:49:23.365789,"(3.4, 5.9, 3.9173913043478263)","(5.5, 11.0, 7.214285714285714)","(10.0, 21.0, 15.4)","(10.0, 20.0, 18.333333333333336)","(31.0, 320.0, 178.0)","(10.0, 19.0, 17.4)","(12.0, 36.0, 22.2)","(2.4, 3.05, 3.0081249999999997)"
