,Counterfeit,Taken Back,Rock On Cowboy,Liam Skye,Bodee Bodee,Mind On My Money,Muffin Nuts
16-12-2022 10:58:30.612850,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:31.582326,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:32.621791,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:33.636268,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:34.636812,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:35.652597,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:36.716838,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:37.769358,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:38.797162,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:39.863858,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:40.902792,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:41.865661,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:42.937892,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:43.956400,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.233333333333334)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:45.030859,"(18.0, 170.0, 138.1)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.4, 8.622222222222222)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:46.129212,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.622222222222222)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:47.160729,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.622222222222222)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:48.097443,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.5, 16.5)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.622222222222222)","(5.5, 12.5, 7.442857142857142)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:49.121222,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.636363636363637)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:50.071477,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.56, 1.4725)"
16-12-2022 10:58:51.023226,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.56, 1.5066666666666666)"
16-12-2022 10:58:51.996507,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5066666666666666)"
16-12-2022 10:58:52.926253,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5066666666666666)"
16-12-2022 10:58:53.856799,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5066666666666666)"
16-12-2022 10:58:54.834958,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.649999999999999)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5066666666666666)"
16-12-2022 10:58:55.868560,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.866666666666667)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:58:56.875014,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:58:57.839648,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:58:58.814805,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:58:59.832318,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:59:00.883236,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:59:01.982999,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:59:02.984829,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.5923529411764707)"
16-12-2022 10:59:03.980519,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.895)","(1.45, 1.6, 1.56)"
16-12-2022 10:59:04.952688,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.56)"
16-12-2022 10:59:05.933960,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.56)"
16-12-2022 10:59:06.950805,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.56)"
16-12-2022 10:59:08.007679,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.56)"
16-12-2022 10:59:09.071549,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.56)"
16-12-2022 10:59:10.126542,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 16.125)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.576)"
16-12-2022 10:59:11.151897,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 14.785714285714285)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.75)","(5.5, 12.5, 6.826923076923077)","(1.45, 1.6, 1.576)"
16-12-2022 10:59:12.127891,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 14.785714285714285)","(21.0, 230.0, 158.5)","(21.0, 230.0, 176.125)","(6.5, 9.2, 8.272727272727273)","(5.5, 12.5, 7.3)","(1.45, 1.6, 1.576)"
16-12-2022 10:59:13.177176,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 14.785714285714285)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 7.3)","(1.45, 1.6, 1.576)"
16-12-2022 10:59:14.194089,"(18.0, 170.0, 116.83333333333333)","(15.0, 18.0, 14.785714285714285)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 7.3)","(1.45, 1.6, 1.576)"
16-12-2022 10:59:15.243579,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 15.166666666666668)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 7.3)","(1.45, 1.6, 1.5957446808510638)"
16-12-2022 10:59:16.306676,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 14.5)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 7.3)","(1.45, 1.6, 1.5957446808510638)"
16-12-2022 10:59:17.397347,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 14.5)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 7.3)","(1.45, 1.6, 1.5925)"
16-12-2022 10:59:18.450183,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 14.5)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 8.366666666666667)","(1.45, 1.61, 1.5925)"
16-12-2022 10:59:19.506166,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 14.5)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.61, 1.5925)"
16-12-2022 10:59:20.556961,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 14.5)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.61, 1.5925)"
16-12-2022 10:59:21.585305,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 13.6)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.61, 1.5925)"
16-12-2022 10:59:22.608490,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 13.6)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.61, 1.6812903225806453)"
16-12-2022 10:59:23.670974,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 13.6)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.125)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.96, 1.6812903225806453)"
16-12-2022 10:59:24.681873,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 13.6)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.875)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.96, 1.8227272727272728)"
16-12-2022 10:59:25.757791,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 13.6)","(21.0, 50.0, 38.5)","(21.0, 230.0, 176.875)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.95, 1.6571428571428573)"
16-12-2022 10:59:26.797419,"(18.0, 170.0, 116.83333333333333)","(15.0, 17.5, 13.6)","(21.0, 50.0, 38.5)","(21.0, 230.0, 145.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.94, 1.6571428571428573)"
16-12-2022 10:59:27.842640,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 13.6)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.94, 1.866)"
16-12-2022 10:59:28.853112,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 13.6)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.770588235294117)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:29.847051,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:30.887466,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:31.892703,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:32.955244,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:33.961202,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:34.939132,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:35.935741,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:36.905719,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:37.960640,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:39.024089,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:39.986701,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:40.926492,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:41.903728,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:42.915328,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:43.954236,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:44.975453,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:45.956758,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:46.957730,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:47.922165,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:48.976031,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.866)"
16-12-2022 10:59:49.977814,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.93, 1.663448275862069)"
16-12-2022 10:59:50.941196,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.03)","(1.45, 1.92, 1.7766666666666666)"
16-12-2022 10:59:51.899583,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.324)","(1.45, 1.91, 1.6566666666666667)"
16-12-2022 10:59:52.862297,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 10.324)","(1.45, 1.89, 1.6566666666666667)"
16-12-2022 10:59:53.965982,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 139.0)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 8.366666666666667)","(1.45, 1.89, 1.6566666666666667)"
16-12-2022 10:59:55.053512,"(18.0, 160.0, 110.16666666666667)","(15.0, 17.5, 14.928571428571429)","(21.0, 48.0, 31.75)","(21.0, 220.0, 116.875)","(6.5, 9.0, 8.272727272727273)","(5.5, 11.5, 9.133333333333333)","(1.45, 1.89, 1.6566666666666667)"
16-12-2022 10:59:56.112886,"(18.0, 160.0, 85.25)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 31.75)","(21.0, 150.0, 116.875)","(6.5, 9.0, 8.272727272727273)","(5.5, 13.0, 10.0)","(1.45, 1.89, 1.6566666666666667)"
16-12-2022 10:59:57.149554,"(18.0, 160.0, 85.25)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 31.75)","(21.0, 150.0, 93.4375)","(6.5, 9.0, 8.363636363636363)","(5.5, 13.0, 9.133333333333333)","(1.45, 1.89, 1.6566666666666667)"
16-12-2022 10:59:58.119086,"(18.0, 160.0, 70.3)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 220.0, 161.875)","(6.5, 9.0, 8.363636363636363)","(5.5, 13.0, 10.0)","(1.45, 1.89, 1.76)"
16-12-2022 10:59:59.080682,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.363636363636363)","(5.5, 13.0, 10.6)","(1.45, 1.88, 1.7138461538461538)"
16-12-2022 11:00:00.078340,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.363636363636363)","(5.5, 13.0, 10.6)","(1.45, 1.88, 1.7138461538461538)"
16-12-2022 11:00:01.061437,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.363636363636363)","(5.5, 13.0, 10.75)","(1.45, 1.88, 1.7138461538461538)"
16-12-2022 11:00:02.100231,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.363636363636363)","(5.5, 13.0, 10.23076923076923)","(1.45, 1.88, 1.7138461538461538)"
16-12-2022 11:00:03.102228,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.083333333333334)","(5.5, 13.0, 10.23076923076923)","(1.45, 1.88, 1.7)"
16-12-2022 11:00:04.052432,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.083333333333334)","(5.5, 13.0, 10.23076923076923)","(1.45, 1.88, 1.7326315789473683)"
16-12-2022 11:00:05.062442,"(18.0, 150.0, 122.1)","(15.0, 17.5, 13.214285714285714)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 7.75)","(5.5, 13.0, 10.5)","(1.45, 1.88, 1.6254545454545455)"
16-12-2022 11:00:06.111019,"(18.0, 150.0, 122.1)","(15.0, 17.5, 16.3)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 7.875)","(5.5, 13.5, 10.5)","(1.45, 1.88, 1.6466666666666667)"
16-12-2022 11:00:07.173060,"(18.0, 150.0, 122.1)","(15.0, 17.5, 16.3)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 161.875)","(6.5, 9.0, 8.272727272727273)","(5.5, 13.5, 10.5)","(1.45, 1.88, 1.6466666666666667)"
16-12-2022 11:00:08.221613,"(18.0, 150.0, 122.1)","(15.0, 17.5, 16.3)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 146.0)","(6.5, 9.0, 8.75)","(5.5, 13.5, 11.666666666666666)","(1.45, 1.88, 1.6466666666666667)"
16-12-2022 11:00:09.233601,"(18.0, 150.0, 122.1)","(15.0, 17.5, 15.666666666666666)","(21.0, 48.0, 24.785714285714285)","(21.0, 210.0, 146.0)","(6.5, 9.2, 8.75)","(5.5, 13.0, 11.666666666666666)","(1.45, 1.88, 1.6466666666666667)"
