,Counterfeit,Taken Back,Rock On Cowboy,Liam Skye,Bodee Bodee,Mind On My Money,Muffin Nuts
16-12-2022 10:53:29.299234,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:30.425173,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:31.585873,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:32.796525,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:33.978707,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:35.184894,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:36.309607,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:37.442347,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:38.584985,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:39.736905,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:40.907017,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:42.073264,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4333333333333333)"
16-12-2022 10:53:43.184329,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4245454545454546)"
16-12-2022 10:53:44.292414,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.57, 1.4236363636363636)"
16-12-2022 10:53:45.403429,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:46.545953,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:47.920875,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:49.202160,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:50.404127,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:51.641566,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:52.950693,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:54.249663,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:55.473912,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 260.0, 198.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:56.654683,"(18.0, 210.0, 145.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 171.83333333333334)","(21.0, 260.0, 213.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:58.003466,"(18.0, 200.0, 138.33333333333331)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 280.0, 213.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:53:59.411242,"(18.0, 200.0, 138.33333333333331)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 280.0, 213.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:54:00.728181,"(18.0, 200.0, 89.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 280.0, 213.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:54:02.519830,"(18.0, 200.0, 183.18181818181816)","(16.0, 150.0, 150.0)","(21.0, 250.0, 178.5)","(21.0, 280.0, 228.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:54:04.013495,"(18.0, 200.0, 182.95454545454547)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 300.0, 228.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4236363636363636)"
16-12-2022 10:54:05.415364,"(18.0, 200.0, 182.95454545454547)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 300.0, 228.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4145454545454546)"
16-12-2022 10:54:06.801794,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 300.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.3963636363636363)"
16-12-2022 10:54:08.123319,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.3963636363636363)"
16-12-2022 10:54:09.363821,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.3963636363636363)"
16-12-2022 10:54:10.655747,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4541176470588235)"
16-12-2022 10:54:11.926489,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4541176470588235)"
16-12-2022 10:54:13.320366,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.56, 1.4541176470588235)"
16-12-2022 10:54:15.125293,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 243.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.57, 1.458235294117647)"
16-12-2022 10:54:16.609074,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 320.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.57, 1.4791666666666667)"
16-12-2022 10:54:18.077706,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 370.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4285714285714286)"
16-12-2022 10:54:19.779067,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 370.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4285714285714286)"
16-12-2022 10:54:21.420889,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 370.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4285714285714286)"
16-12-2022 10:54:22.821693,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 370.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4285714285714286)"
16-12-2022 10:54:24.066543,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 370.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:25.385139,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 178.5)","(21.0, 370.0, 281.125)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:26.621891,"(18.0, 200.0, 125.0)","(16.0, 160.0, 150.0)","(21.0, 260.0, 171.83333333333334)","(21.0, 370.0, 288.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:27.913351,"(18.0, 200.0, 125.0)","(16.0, 160.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 380.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:29.140463,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:30.382510,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:31.633595,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:32.861949,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:34.122315,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:35.407177,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:36.639271,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.0, 23.0, 18.472727272727276)","(6.0, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:37.834451,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:38.962426,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:40.139934,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:41.310546,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:42.469124,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:43.621111,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:44.760119,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4224999999999999)"
16-12-2022 10:54:45.954548,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.55, 1.4066666666666665)"
16-12-2022 10:54:47.127866,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:48.243168,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:49.349411,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 171.83333333333334)","(21.0, 360.0, 273.625)","(6.5, 23.0, 18.472727272727276)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:50.440439,"(18.0, 200.0, 125.0)","(16.0, 150.0, 140.66666666666669)","(21.0, 250.0, 158.5)","(21.0, 360.0, 258.625)","(6.5, 23.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:51.517759,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:52.604166,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:53.678103,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:54.764458,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:55.846727,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:56.903777,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:57.930122,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:54:59.001111,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:00.129054,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.018181818181816)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:01.201346,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 21.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:02.233116,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:03.197637,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:04.152563,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:05.157715,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4066666666666665)"
16-12-2022 10:55:06.194489,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4995238095238095)"
16-12-2022 10:55:07.206689,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4940540540540541)"
16-12-2022 10:55:08.108008,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4940540540540541)"
16-12-2022 10:55:09.111555,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.4940540540540541)"
16-12-2022 10:55:10.247834,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5036363636363637)"
16-12-2022 10:55:11.499103,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5036363636363637)"
16-12-2022 10:55:12.641619,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5036363636363637)"
16-12-2022 10:55:13.815965,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5036363636363637)"
16-12-2022 10:55:14.985651,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5036363636363637)"
16-12-2022 10:55:16.153749,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5194871794871796)"
16-12-2022 10:55:17.287094,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.54, 1.5107692307692309)"
16-12-2022 10:55:18.416836,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
16-12-2022 10:55:19.568462,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
16-12-2022 10:55:20.662229,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
16-12-2022 10:55:21.746156,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
16-12-2022 10:55:23.090771,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
16-12-2022 10:55:24.226459,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
16-12-2022 10:55:25.477497,"(18.0, 180.0, 138.125)","(16.0, 140.0, 131.33333333333331)","(21.0, 230.0, 158.5)","(21.0, 340.0, 258.625)","(6.5, 20.0, 17.28)","(5.5, 15.5, 9.6875)","(1.45, 1.53, 1.5107692307692309)"
