,Zulu Zephyr,Royal Carmilla,Paua Of Abby,Tarawi Lock Star,Zorros Sword
12-01-2023 18:39:39.856510,"(1.65, 1.94, 1.9185714285714286)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 38.333333333333336)","(3.4, 4.7, 4.366666666666666)"
12-01-2023 18:39:40.692845,"(1.65, 1.94, 1.9185714285714286)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 38.333333333333336)","(3.4, 4.7, 4.366666666666666)"
12-01-2023 18:39:41.631038,"(1.65, 1.94, 1.9185714285714286)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 38.333333333333336)","(3.4, 4.7, 4.366666666666666)"
12-01-2023 18:39:42.539972,"(1.65, 1.94, 1.9165217391304348)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 38.333333333333336)","(3.4, 4.7, 4.366666666666666)"
12-01-2023 18:39:43.353467,"(1.65, 1.94, 1.9057142857142857)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 38.333333333333336)","(3.4, 4.7, 4.366666666666666)"
12-01-2023 18:39:44.279695,"(1.65, 1.92, 1.9124999999999999)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 44.285714285714285)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:45.208256,"(1.65, 1.92, 1.9124999999999999)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 44.285714285714285)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:46.144293,"(1.65, 1.92, 1.911)","(21.0, 75.0, 36.6)","(4.0, 4.8, 4.4)","(21.0, 80.0, 63.75)","(3.4, 4.7, 4.569565217391304)"
12-01-2023 18:39:47.093250,"(1.65, 1.92, 1.911)","(21.0, 75.0, 35.0)","(4.0, 4.8, 4.4)","(21.0, 75.0, 56.66666666666667)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:47.948103,"(1.65, 1.93, 1.9081818181818182)","(21.0, 75.0, 35.0)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:48.794895,"(1.65, 1.93, 1.9081818181818182)","(21.0, 75.0, 35.0)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:49.708793,"(1.65, 1.93, 1.9091304347826086)","(21.0, 75.0, 35.0)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:50.667074,"(1.65, 1.93, 1.9017647058823528)","(21.0, 75.0, 35.0)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.542105263157895)"
12-01-2023 18:39:51.614048,"(1.65, 1.93, 1.9017647058823528)","(21.0, 75.0, 35.0)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.466666666666667)"
12-01-2023 18:39:52.469426,"(1.65, 1.93, 1.9135897435897435)","(21.0, 65.0, 46.0)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.466666666666667)"
12-01-2023 18:39:53.357647,"(1.65, 1.93, 1.9147619047619047)","(21.0, 65.0, 39.666666666666664)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.466666666666667)"
12-01-2023 18:39:54.256250,"(1.65, 1.93, 1.9135897435897435)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.466666666666667)"
12-01-2023 18:39:55.107404,"(1.65, 1.93, 1.912222222222222)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.466666666666667)"
12-01-2023 18:39:55.995099,"(1.65, 1.93, 1.91)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:39:56.900347,"(1.65, 1.93, 1.9079310344827585)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:39:57.874022,"(1.65, 1.93, 1.9053846153846152)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:39:58.863780,"(1.65, 1.93, 1.9195652173913043)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:39:59.775450,"(1.65, 1.93, 1.919787234042553)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:00.615994,"(1.65, 1.93, 1.919090909090909)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:01.514672,"(1.65, 1.93, 1.919090909090909)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:02.483689,"(1.65, 1.93, 1.919090909090909)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:03.483336,"(1.65, 1.93, 1.9182926829268292)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:04.433361,"(1.65, 1.93, 1.9182926829268292)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:05.254701,"(1.65, 1.93, 1.9173684210526316)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 56.66666666666667)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:06.198685,"(1.65, 1.93, 1.9173684210526316)","(21.0, 65.0, 34.6)","(4.0, 4.8, 4.4)","(21.0, 70.0, 54.61538461538461)","(3.4, 4.7, 4.241176470588235)"
12-01-2023 18:40:07.061900,"(1.65, 1.93, 1.9173684210526316)","(21.0, 65.0, 44.733333333333334)","(4.0, 4.8, 4.4)","(21.0, 70.0, 54.61538461538461)","(3.4, 4.7, 4.2309090909090905)"
12-01-2023 18:40:08.002134,"(1.65, 1.93, 1.9173684210526316)","(21.0, 55.0, 50.5)","(4.0, 4.8, 4.588235294117647)","(21.0, 65.0, 61.111111111111114)","(3.4, 4.7, 4.3769230769230765)"
12-01-2023 18:40:08.951055,"(1.65, 1.93, 1.9164999999999999)","(21.0, 55.0, 50.5)","(4.0, 4.8, 4.585714285714285)","(21.0, 65.0, 61.111111111111114)","(3.4, 4.6, 4.3307692307692305)"
12-01-2023 18:40:09.858829,"(1.65, 1.93, 1.9164999999999999)","(21.0, 55.0, 50.5)","(4.0, 4.8, 4.585714285714285)","(21.0, 65.0, 61.111111111111114)","(3.4, 4.6, 4.3307692307692305)"
12-01-2023 18:40:10.781736,"(1.65, 1.93, 1.9164999999999999)","(21.0, 55.0, 48.25)","(4.0, 4.8, 4.585714285714285)","(21.0, 65.0, 46.470588235294116)","(3.4, 4.6, 4.222448979591836)"
12-01-2023 18:40:11.719127,"(1.65, 1.93, 1.9164999999999999)","(21.0, 50.0, 43.400000000000006)","(4.0, 4.8, 4.6)","(21.0, 65.0, 46.470588235294116)","(3.4, 4.6, 4.263636363636364)"
12-01-2023 18:40:12.733636,"(1.65, 1.93, 1.9164999999999999)","(21.0, 48.0, 43.25)","(4.0, 4.8, 4.585714285714285)","(21.0, 65.0, 52.22222222222222)","(3.4, 4.6, 4.263636363636364)"
12-01-2023 18:40:13.797449,"(1.65, 1.93, 1.9164999999999999)","(21.0, 48.0, 43.25)","(4.0, 4.8, 4.628571428571429)","(21.0, 55.0, 52.22222222222222)","(3.4, 4.6, 4.263636363636364)"
12-01-2023 18:40:14.801120,"(1.65, 1.93, 1.9164999999999999)","(21.0, 48.0, 43.25)","(4.0, 4.8, 4.628571428571429)","(21.0, 55.0, 52.22222222222222)","(3.4, 4.6, 4.263636363636364)"
12-01-2023 18:40:15.823620,"(1.65, 1.93, 1.9164999999999999)","(21.0, 48.0, 43.25)","(4.0, 4.8, 4.628571428571429)","(21.0, 55.0, 43.333333333333336)","(3.4, 4.6, 4.271111111111111)"
12-01-2023 18:40:16.800904,"(1.65, 1.93, 1.9164999999999999)","(21.0, 46.0, 40.9)","(4.0, 4.8, 4.64)","(21.0, 55.0, 46.4)","(3.4, 4.6, 4.3403846153846155)"
12-01-2023 18:40:17.860819,"(1.65, 1.93, 1.9164999999999999)","(21.0, 44.0, 42.125)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 46.4)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:18.827257,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 42.125)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 46.4)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:19.719772,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 42.125)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 46.4)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:20.714766,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:21.538135,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:22.462691,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:23.473023,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:24.444220,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:25.360834,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:26.228850,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:27.091997,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:28.092773,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:29.033667,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:30.045789,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 44.46153846153846)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:31.024412,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:31.941489,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:32.930273,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:33.790828,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:34.788665,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:35.789354,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:36.747511,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:37.702331,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:38.606622,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:39.561686,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:40.541253,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:41.530926,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:42.514792,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:43.393424,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:44.350676,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:45.369662,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:46.353064,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:47.326270,"(1.65, 1.93, 1.9145714285714286)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.671428571428572)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:48.242032,"(1.65, 1.93, 1.9009090909090909)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.661538461538462)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.363636363636363)"
12-01-2023 18:40:49.071820,"(1.65, 1.93, 1.904736842105263)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.661538461538462)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.3999999999999995)"
12-01-2023 18:40:50.090203,"(1.65, 1.93, 1.904736842105263)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.661538461538462)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.46875)"
12-01-2023 18:40:51.074002,"(1.65, 1.93, 1.904736842105263)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.661538461538462)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:52.070308,"(1.65, 1.94, 1.909230769230769)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.657142857142857)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:53.002641,"(1.65, 1.96, 1.901290322580645)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.657142857142857)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:53.828785,"(1.65, 1.96, 1.901290322580645)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.657142857142857)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:54.824397,"(1.65, 1.96, 1.901290322580645)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.390909090909091)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:55.776924,"(1.65, 1.97, 1.93)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.390909090909091)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:56.732210,"(1.65, 1.97, 1.93)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.333333333333333)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:57.670020,"(1.65, 1.97, 1.93)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.333333333333333)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:58.533450,"(1.65, 1.97, 1.9233333333333333)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.8, 4.348387096774194)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.425)"
12-01-2023 18:40:59.539089,"(1.65, 1.97, 1.9578787878787878)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.7, 4.372727272727273)","(21.0, 50.0, 43.45454545454545)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:00.645521,"(1.65, 1.97, 1.961891891891892)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.359999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:01.538877,"(1.65, 1.97, 1.961891891891892)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.359999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:02.432303,"(1.65, 1.97, 1.961891891891892)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.359999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:03.240204,"(1.65, 1.97, 1.9625)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.359999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:04.158714,"(1.65, 1.97, 1.942222222222222)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.359999999999999)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:05.269737,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:06.290932,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:07.217028,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:08.265045,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.483333333333333)"
12-01-2023 18:41:09.306767,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.536363636363636)"
12-01-2023 18:41:10.315935,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.536363636363636)"
12-01-2023 18:41:11.282365,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.588888888888889)"
12-01-2023 18:41:12.182236,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.325)","(21.0, 50.0, 41.0)","(3.4, 4.6, 4.633333333333334)"
12-01-2023 18:41:13.169022,"(1.65, 1.97, 1.9491666666666667)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.633333333333334)"
12-01-2023 18:41:14.174011,"(1.65, 1.97, 1.942222222222222)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.633333333333334)"
12-01-2023 18:41:15.167919,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.633333333333334)"
12-01-2023 18:41:16.017708,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.633333333333334)"
12-01-2023 18:41:16.858034,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.633333333333334)"
12-01-2023 18:41:17.786687,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.607692307692308)"
12-01-2023 18:41:18.788390,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.607692307692308)"
12-01-2023 18:41:20.062630,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.607692307692308)"
12-01-2023 18:41:21.025155,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.607692307692308)"
12-01-2023 18:41:21.970772,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.607692307692308)"
12-01-2023 18:41:23.060363,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.607692307692308)"
12-01-2023 18:41:23.990624,"(1.65, 1.97, 1.9472727272727273)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:24.946090,"(1.65, 1.97, 1.96)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:25.808646,"(1.65, 1.97, 1.96)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:26.854457,"(1.65, 1.97, 1.96)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:27.861614,"(1.65, 1.97, 1.96)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:28.913836,"(1.65, 1.97, 1.96)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:29.851503,"(1.65, 1.97, 1.9546153846153846)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:30.780627,"(1.65, 1.97, 1.9546153846153846)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:31.812137,"(1.65, 1.97, 1.9546153846153846)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:32.766858,"(1.65, 1.97, 1.9546153846153846)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:33.754989,"(1.65, 1.97, 1.9546153846153846)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
12-01-2023 18:41:34.847179,"(1.65, 1.97, 1.9546153846153846)","(21.0, 44.0, 37.07692307692308)","(4.0, 4.6, 4.296551724137931)","(21.0, 50.0, 41.0)","(3.4, 4.7, 4.566666666666666)"
