,Kanga Lights,Mr Ticket,Blaze Maker,Swinging Forts,Didelis
04-01-2023 12:04:32.977430,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:33.806812,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:34.683835,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:35.592611,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:36.596149,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:37.550008,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:38.493505,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:39.512332,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:40.467467,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:41.434353,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:42.343704,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:43.281065,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:44.181433,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:45.036769,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:45.890954,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:46.794697,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:47.684271,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:48.571897,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:49.446741,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:50.327691,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:51.169900,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:52.092354,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:53.029159,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:54.131421,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:55.195577,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:56.220381,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:57.378560,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:58.429547,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:04:59.415630,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:00.391443,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:01.379465,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:02.217240,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:03.099405,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:03.981547,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:04.800455,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:05.727793,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:06.695049,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:07.682229,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:08.583014,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:09.464399,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:10.346658,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:11.253617,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:12.161847,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:13.019335,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:13.957364,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:14.828923,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:15.749806,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:16.547720,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:17.455386,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:18.321498,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:19.298485,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:20.219969,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:21.011235,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:21.937001,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:22.781555,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:23.675258,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:24.539589,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:25.355573,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:26.220876,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:27.162666,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:28.066488,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:29.000479,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:29.825874,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:30.653055,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:31.601925,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:32.564745,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:33.392507,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:34.252406,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:35.146983,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:35.997860,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:36.853040,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:37.673970,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:38.511279,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:39.447164,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:40.361039,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:41.242441,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:42.036050,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:42.900921,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:43.804386,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:44.648315,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:45.536011,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:46.382391,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:47.245115,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:48.088049,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:48.996201,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:49.893459,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:50.684709,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:51.511384,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:52.434005,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:53.392286,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:54.264282,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:55.104445,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:55.967996,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:56.816295,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:57.751383,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:58.642628,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:05:59.466281,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:00.316543,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:01.189644,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:02.055872,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:02.875272,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:03.730432,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:04.559559,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:05.419176,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:06.343114,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:07.158725,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:07.960880,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:08.794397,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:09.717090,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:10.563934,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:11.372584,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:12.381553,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:13.323429,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:14.175062,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:15.042960,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:15.939325,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:16.894693,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:17.808992,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:18.796767,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:19.712520,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
04-01-2023 12:06:20.524657,"(10.0, 23.0, 15.666666666666668)","(1.3, 1.68, 1.3457142857142859)","(15.0, 46.0, 26.625)","(7.5, 15.5, 12.666666666666668)","(5.0, 9.2, 5.911764705882353)"
