,Majestic Jewel,Buckles,Cmon Carl Lee,Rioterra,Right Of Reply,Kyvalley Surfrider Nz,Charlie Walker,Dicko Dixon
11-01-2023 20:55:09.426215,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.25)","(11.0, 14.0, 13.017857142857142)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:10.575133,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.353846153846154)","(11.0, 14.0, 12.75)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:11.660564,"(13.0, 15.0, 14.4)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.353846153846154)","(11.0, 13.5, 12.428571428571429)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:12.798155,"(13.0, 15.5, 15.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.353846153846154)","(11.0, 13.5, 12.428571428571429)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:13.870649,"(13.0, 15.5, 15.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.25)","(11.0, 13.5, 12.428571428571429)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:14.918230,"(13.0, 15.5, 15.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.25)","(11.0, 13.5, 12.428571428571429)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:15.969172,"(13.0, 15.5, 15.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6044444444444443)","(6.5, 9.0, 8.076923076923077)","(11.0, 13.5, 12.428571428571429)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:17.037619,"(13.0, 15.5, 15.0)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.25)","(11.0, 13.5, 12.428571428571429)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:18.056854,"(13.0, 15.0, 14.4)","(4.6, 6.0, 5.875)","(1.9, 2.76, 2.6977777777777776)","(6.5, 9.0, 8.25)","(11.0, 13.5, 13.153846153846153)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:19.097500,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.75)","(1.9, 2.76, 2.6857142857142855)","(6.5, 9.0, 8.25)","(11.0, 13.5, 12.5)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:20.062122,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.5866666666666664)","(6.5, 9.0, 8.25)","(11.0, 13.0, 12.5)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:21.070982,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.74, 2.62)","(6.5, 9.0, 8.25)","(11.0, 13.0, 12.5)","(11.0, 99999, 99990)","(10.0, 17.0, 16.5)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:22.047566,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.74, 2.685)","(6.5, 8.8, 8.2)","(11.0, 13.0, 12.6)","(11.0, 99999, 99990)","(10.0, 17.0, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:23.127872,"(13.0, 15.0, 14.0)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.74, 2.6639999999999997)","(6.5, 8.8, 8.014285714285714)","(11.0, 13.0, 12.777777777777779)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:24.271662,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6639999999999997)","(6.5, 8.8, 8.066666666666666)","(11.0, 13.0, 12.777777777777779)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:25.329150,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6639999999999997)","(6.5, 8.6, 7.8999999999999995)","(11.0, 13.0, 12.625)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:26.382215,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6999999999999997)","(6.5, 8.6, 7.8999999999999995)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:27.474294,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6639999999999997)","(6.5, 8.6, 7.8999999999999995)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:28.724355,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6639999999999997)","(6.5, 8.6, 7.8999999999999995)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:29.794173,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6639999999999997)","(6.5, 8.6, 8.288888888888888)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:30.824158,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6999999999999997)","(6.5, 8.6, 8.1)","(11.0, 13.5, 12.625)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:31.941441,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6866666666666665)","(6.5, 8.6, 8.1)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:33.013421,"(13.0, 13.5, 13.068181818181818)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.711111111111111)","(6.5, 8.6, 7.984615384615385)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:33.994779,"(13.0, 15.5, 14.875)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.711111111111111)","(6.5, 8.6, 7.984615384615385)","(11.0, 13.5, 12.46875)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:34.981212,"(13.0, 15.5, 14.323529411764707)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.711111111111111)","(6.5, 8.6, 7.984615384615385)","(11.0, 13.5, 12.675)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:36.010349,"(13.0, 15.5, 14.323529411764707)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.711111111111111)","(6.5, 8.6, 7.984615384615385)","(11.0, 13.5, 12.84375)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:37.029097,"(13.0, 15.5, 14.323529411764707)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.711111111111111)","(6.5, 8.6, 7.984615384615385)","(11.0, 13.5, 12.84375)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 23.75)"
11-01-2023 20:55:37.993586,"(13.0, 15.5, 14.323529411764707)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.711111111111111)","(6.5, 8.6, 7.984615384615385)","(11.0, 13.5, 12.84375)","(11.0, 99999, 99990)","(10.0, 17.5, 16.75)","(17.0, 29.0, 27.333333333333332)"
11-01-2023 20:55:38.996602,"(13.0, 15.5, 14.323529411764707)","(4.6, 6.0, 5.571428571428571)","(1.9, 2.76, 2.6054545454545455)","(6.5, 8.4, 8.0)","(11.0, 13.5, 13.5)","(11.0, 99999, 99990)","(10.0, 17.5, 17.125)","(17.0, 38.0, 31.6)"
11-01-2023 20:55:40.191403,"(13.0, 15.5, 13.9)","(4.6, 6.0, 5.6)","(1.9, 2.76, 2.5945454545454547)","(6.5, 8.4, 8.181818181818182)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.125)","(17.0, 34.0, 30.88888888888889)"
11-01-2023 20:55:41.287710,"(13.0, 15.5, 13.9)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.5945454545454547)","(6.5, 8.4, 8.181818181818182)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.125)","(17.0, 32.0, 30.88888888888889)"
11-01-2023 20:55:42.344097,"(13.0, 15.5, 13.9)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.5945454545454547)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 36.333333333333336)"
11-01-2023 20:55:43.374215,"(13.0, 15.5, 13.9)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.64)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 36.333333333333336)"
11-01-2023 20:55:44.438865,"(13.0, 15.5, 13.9)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.616923076923077)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 36.25)"
11-01-2023 20:55:45.753888,"(13.0, 13.5, 13.075)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.616923076923077)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 33.666666666666664)"
11-01-2023 20:55:46.790826,"(13.0, 13.5, 12.523255813953488)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.616923076923077)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 36.14285714285714)"
11-01-2023 20:55:47.776466,"(13.0, 13.5, 12.523255813953488)","(4.6, 6.0, 5.5625)","(1.9, 2.74, 2.49)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 36.14285714285714)"
11-01-2023 20:55:48.846256,"(13.0, 13.5, 12.523255813953488)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 29.428571428571427)"
11-01-2023 20:55:49.995078,"(13.0, 13.5, 12.523255813953488)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.0)","(17.0, 38.0, 30.142857142857142)"
11-01-2023 20:55:51.102429,"(13.0, 13.5, 12.523255813953488)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.177777777777777)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.166666666666668)","(17.0, 38.0, 30.142857142857142)"
11-01-2023 20:55:52.154084,"(13.0, 13.5, 11.884615384615385)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.200000000000001)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.166666666666668)","(17.0, 38.0, 33.0)"
11-01-2023 20:55:53.184345,"(13.0, 13.5, 12.034883720930232)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.200000000000001)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 17.166666666666668)","(17.0, 38.0, 34.333333333333336)"
11-01-2023 20:55:54.237411,"(13.0, 13.5, 12.034883720930232)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.200000000000001)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 17.5, 18.6)","(17.0, 38.0, 34.333333333333336)"
11-01-2023 20:55:55.334989,"(13.0, 15.0, 12.75)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.015384615384615)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 19.5, 20.625)","(17.0, 38.0, 34.5)"
11-01-2023 20:55:56.443299,"(13.0, 14.5, 13.25)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.58)","(6.5, 8.4, 8.015384615384615)","(11.0, 14.0, 12.95)","(11.0, 99999, 99990)","(10.0, 21.0, 20.035714285714285)","(17.0, 36.0, 33.0)"
11-01-2023 20:55:57.705560,"(13.0, 14.5, 12.5)","(4.6, 6.0, 5.5625)","(1.9, 2.72, 2.64)","(6.5, 8.4, 8.04)","(11.0, 14.0, 13.25)","(11.0, 99999, 99990)","(10.0, 21.0, 18.90625)","(17.0, 36.0, 30.285714285714285)"
11-01-2023 20:55:58.818204,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.7, 2.52)","(6.5, 8.2, 8.04)","(11.0, 14.0, 14.6)","(11.0, 99999, 99990)","(10.0, 20.0, 18.90625)","(17.0, 36.0, 30.285714285714285)"
11-01-2023 20:55:59.917387,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.52)","(6.5, 8.2, 8.04)","(11.0, 16.0, 13.75)","(11.0, 99999, 99990)","(10.0, 20.0, 18.90625)","(17.0, 36.0, 31.0)"
11-01-2023 20:56:00.952998,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.52)","(6.5, 8.2, 8.04)","(11.0, 16.0, 14.5)","(11.0, 99999, 99990)","(10.0, 20.0, 18.90625)","(17.0, 36.0, 31.0)"
11-01-2023 20:56:02.051955,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.52)","(6.5, 8.2, 8.04)","(11.0, 15.5, 14.666666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 18.90625)","(17.0, 36.0, 32.666666666666664)"
11-01-2023 20:56:03.160516,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.53625)","(6.5, 8.2, 8.04)","(11.0, 15.5, 14.666666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 18.90625)","(17.0, 36.0, 32.666666666666664)"
11-01-2023 20:56:04.202968,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 8.04)","(11.0, 17.0, 15.25)","(11.0, 99999, 99990)","(10.0, 20.0, 19.25)","(17.0, 36.0, 31.8)"
11-01-2023 20:56:05.247818,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 8.04)","(11.0, 17.0, 14.375)","(11.0, 99999, 99990)","(10.0, 20.0, 19.25)","(17.0, 36.0, 31.8)"
11-01-2023 20:56:06.279940,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 8.04)","(11.0, 17.0, 14.25)","(11.0, 99999, 99990)","(10.0, 20.0, 19.25)","(17.0, 36.0, 31.5)"
11-01-2023 20:56:07.347547,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 8.04)","(11.0, 16.5, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 19.25)","(17.0, 36.0, 33.0)"
11-01-2023 20:56:08.474550,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 8.04)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 19.25)","(17.0, 36.0, 33.0)"
11-01-2023 20:56:09.582411,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 19.25)","(17.0, 36.0, 34.07142857142857)"
11-01-2023 20:56:10.662780,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.5625)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.333333333333336)"
11-01-2023 20:56:11.795992,"(13.0, 14.5, 13.166666666666666)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 31.8)"
11-01-2023 20:56:12.909747,"(13.0, 14.5, 13.772727272727273)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.0)"
11-01-2023 20:56:13.975283,"(13.0, 14.5, 13.772727272727273)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.0)"
11-01-2023 20:56:15.057468,"(13.0, 14.5, 13.772727272727273)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 16.0, 15.833333333333334)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 32.4)"
11-01-2023 20:56:16.157265,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.5366666666666666)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.1875)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.81818181818182)"
11-01-2023 20:56:17.276578,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.49)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 15.5)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.81818181818182)"
11-01-2023 20:56:18.299022,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.49)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 15.5)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 31.8)"
11-01-2023 20:56:19.290108,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.49)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 15.5)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.0)"
11-01-2023 20:56:20.336759,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.49)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.142857142857142)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 33.0)"
11-01-2023 20:56:21.368239,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.49)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.142857142857142)","(11.0, 99999, 99990)","(10.0, 20.0, 17.75)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:22.372979,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.49)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.142857142857142)","(11.0, 99999, 99990)","(10.0, 20.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:23.355274,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.533333333333333)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.142857142857142)","(11.0, 99999, 99990)","(10.0, 22.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:24.328016,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.506666666666667)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.5)","(11.0, 99999, 99990)","(10.0, 22.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:25.336551,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.5)","(11.0, 99999, 99990)","(10.0, 22.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:26.381075,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.5)","(11.0, 99999, 99990)","(10.0, 22.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:27.400871,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.5)","(11.0, 99999, 99990)","(10.0, 22.0, 17.5)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:28.440475,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.5)","(11.0, 99999, 99990)","(10.0, 22.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:29.446200,"(13.0, 14.5, 13.642857142857142)","(4.6, 6.0, 5.527777777777778)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.628571428571429)","(11.0, 17.0, 14.5)","(11.0, 99999, 99990)","(10.0, 22.0, 17.714285714285715)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:30.481222,"(13.0, 14.5, 13.409090909090908)","(4.6, 6.0, 5.525)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.6)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 22.0, 18.0)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:31.485585,"(13.0, 14.5, 13.409090909090908)","(4.6, 6.0, 5.525)","(1.9, 2.54, 2.528888888888889)","(6.5, 8.2, 7.6)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 22.0, 18.0)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:32.505893,"(13.0, 14.5, 13.409090909090908)","(4.6, 6.0, 5.525)","(1.9, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 22.0, 18.0)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:33.517395,"(13.0, 14.5, 13.409090909090908)","(4.6, 6.0, 5.525)","(1.9, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(11.0, 16.0, 15.166666666666666)","(11.0, 99999, 99990)","(10.0, 22.0, 18.0)","(17.0, 36.0, 29.25)"
11-01-2023 20:56:34.580064,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.0, 15.166666666666666)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(18.0, 36.0, 30.6)"
11-01-2023 20:56:35.672480,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(18.0, 36.0, 31.2)"
11-01-2023 20:56:36.746215,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(18.0, 36.0, 34.0)"
11-01-2023 20:56:37.830031,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 36.0, 34.0)"
11-01-2023 20:56:38.908809,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 36.0, 34.0)"
11-01-2023 20:56:39.994251,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 36.0, 34.4)"
11-01-2023 20:56:41.081966,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 36.0, 34.4)"
11-01-2023 20:56:42.183483,"(12.0, 14.5, 13.409090909090908)","(4.8, 6.0, 5.525)","(1.85, 2.54, 2.525714285714286)","(6.5, 8.2, 7.6)","(12.0, 16.5, 15.0)","(12.0, 99999, 99990)","(10.0, 22.0, 18.0)","(19.0, 36.0, 40.6)"
