,Majestic Jewel,Buckles,Cmon Carl Lee,Rioterra,Right Of Reply,Kyvalley Surfrider Nz,Charlie Walker,Dicko Dixon
11-01-2023 20:59:59.382591,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.533333333333333)","(1.85, 2.42, 2.4189473684210525)","(6.5, 7.6, 7.15)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 18.571428571428573)","(21.0, 44.0, 42.666666666666664)"
11-01-2023 21:00:00.562012,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.457142857142857)","(1.85, 2.42, 2.4189473684210525)","(6.5, 7.6, 7.3)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 42.0)"
11-01-2023 21:00:01.673694,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.457142857142857)","(1.85, 2.42, 2.4189473684210525)","(6.5, 7.6, 7.3)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.333333333333336)"
11-01-2023 21:00:02.806948,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.457142857142857)","(1.85, 2.42, 2.4191489361702128)","(6.5, 7.6, 7.3)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 42.666666666666664)"
11-01-2023 21:00:03.964254,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.685714285714285)","(1.85, 2.42, 2.4191489361702128)","(6.5, 7.6, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 42.0)"
11-01-2023 21:00:05.028472,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4191489361702128)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.0)"
11-01-2023 21:00:06.157649,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4191489361702128)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.0)"
11-01-2023 21:00:07.241886,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4191489361702128)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.0)"
11-01-2023 21:00:08.347719,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4191489361702128)","(6.5, 7.4, 7.199999999999999)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:09.479622,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4190243902439024)","(6.5, 7.6, 7.199999999999999)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.5)"
11-01-2023 21:00:10.576187,"(12.0, 18.0, 17.18181818181818)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4190243902439024)","(6.5, 7.6, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:11.599047,"(12.0, 18.0, 17.666666666666668)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4190243902439024)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.63636363636364)"
11-01-2023 21:00:12.679417,"(12.0, 18.0, 17.7)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4190243902439024)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.5)"
11-01-2023 21:00:13.880856,"(12.0, 18.0, 17.7)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4190243902439024)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.0)"
11-01-2023 21:00:15.048237,"(12.0, 18.0, 17.7)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4189473684210525)","(6.5, 7.4, 7.199999999999999)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.63636363636364)"
11-01-2023 21:00:16.209282,"(12.0, 18.0, 17.7)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4189473684210525)","(6.5, 7.6, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.5)"
11-01-2023 21:00:17.387923,"(12.0, 18.0, 17.375)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.418787878787879)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 13.625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.0)"
11-01-2023 21:00:18.636411,"(12.0, 18.0, 17.375)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.418787878787879)","(6.5, 7.4, 7.300000000000001)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:19.904882,"(12.0, 18.0, 17.375)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.418787878787879)","(6.5, 7.4, 7.2444444444444445)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.5)"
11-01-2023 21:00:21.222061,"(12.0, 18.0, 17.375)","(5.0, 6.8, 6.7)","(1.85, 2.42, 2.4066666666666667)","(6.5, 7.6, 7.2444444444444445)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:22.679431,"(12.0, 18.0, 15.069444444444445)","(5.0, 6.8, 6.44)","(1.85, 2.42, 2.4066666666666667)","(6.5, 7.6, 7.12)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:24.080345,"(12.0, 15.5, 15.069444444444445)","(5.0, 6.8, 6.671428571428572)","(1.85, 2.42, 2.41)","(6.5, 7.6, 7.12)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.5)"
11-01-2023 21:00:25.402432,"(12.0, 15.5, 15.069444444444445)","(5.0, 6.8, 6.8)","(1.85, 2.42, 2.3361290322580643)","(6.5, 7.6, 7.12)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:26.627414,"(12.0, 15.5, 15.069444444444445)","(5.0, 7.0, 6.8)","(1.85, 2.42, 2.37125)","(6.5, 7.6, 7.2444444444444445)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 38.857142857142854)"
11-01-2023 21:00:27.821245,"(12.0, 15.5, 15.044117647058824)","(5.0, 7.0, 6.822222222222222)","(1.85, 2.42, 2.37125)","(6.5, 7.6, 7.2444444444444445)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 39.5)"
11-01-2023 21:00:29.080579,"(12.0, 15.5, 14.243243243243244)","(5.0, 7.0, 6.7)","(1.85, 2.42, 2.349090909090909)","(6.5, 7.4, 7.2)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.0)"
11-01-2023 21:00:30.379751,"(12.0, 15.5, 14.243243243243244)","(5.0, 7.0, 6.7)","(1.85, 2.42, 2.349090909090909)","(6.5, 7.4, 7.2)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 42.0)"
11-01-2023 21:00:31.752263,"(12.0, 15.5, 14.243243243243244)","(5.0, 7.0, 6.84)","(1.85, 2.42, 2.349090909090909)","(6.5, 7.4, 7.2444444444444445)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.0)"
11-01-2023 21:00:33.277352,"(12.0, 15.5, 14.243243243243244)","(5.0, 7.0, 6.885714285714286)","(1.85, 2.42, 2.34390243902439)","(6.5, 7.6, 7.2444444444444445)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 41.0)"
11-01-2023 21:00:34.632125,"(12.0, 15.5, 14.243243243243244)","(5.0, 7.0, 6.885714285714286)","(1.85, 2.42, 2.34390243902439)","(6.5, 7.6, 7.2)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.333333333333332)","(21.0, 44.0, 42.0)"
11-01-2023 21:00:35.881784,"(12.0, 18.0, 17.3)","(5.0, 7.0, 6.7)","(1.85, 2.42, 2.34390243902439)","(6.5, 7.4, 7.2)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.75)","(21.0, 44.0, 42.8)"
11-01-2023 21:00:37.208361,"(12.0, 18.0, 17.3)","(5.0, 7.0, 6.7)","(1.85, 2.42, 2.3356756756756756)","(6.5, 7.4, 7.2)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.75)","(21.0, 44.0, 42.8)"
11-01-2023 21:00:38.573825,"(12.0, 18.0, 16.5)","(5.0, 7.0, 6.914285714285715)","(1.85, 2.42, 2.2728358208955224)","(6.5, 7.4, 7.321739130434782)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.5)","(21.0, 44.0, 42.0)"
11-01-2023 21:00:39.858581,"(12.0, 18.0, 16.5)","(5.0, 7.0, 6.9)","(1.85, 2.3, 2.2628571428571425)","(6.5, 8.0, 7.5200000000000005)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.5)","(21.0, 44.0, 43.0)"
11-01-2023 21:00:41.190293,"(12.0, 18.0, 16.5)","(5.0, 7.0, 6.9)","(1.85, 2.3, 2.2745454545454544)","(6.5, 8.0, 7.533333333333333)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 20.0, 19.666666666666668)","(21.0, 44.0, 43.0)"
11-01-2023 21:00:42.426181,"(12.0, 18.0, 16.5)","(5.0, 7.0, 6.9)","(1.85, 2.28, 2.26375)","(6.5, 8.2, 8.533333333333333)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 44.0, 43.0)"
11-01-2023 21:00:43.692008,"(12.0, 17.5, 16.5)","(5.0, 7.0, 6.9)","(1.85, 2.28, 2.269052631578947)","(6.5, 9.2, 8.2)","(11.0, 15.5, 14.5625)","(13.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 43.0)"
11-01-2023 21:00:44.954445,"(12.0, 17.5, 16.5)","(5.0, 7.0, 6.890909090909091)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.2, 8.2)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 43.0)"
11-01-2023 21:00:46.102049,"(12.0, 17.5, 16.5)","(5.0, 7.0, 6.890909090909091)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.2, 7.8)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 21:00:47.348724,"(12.0, 17.5, 16.5)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.0, 7.8)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 21:00:48.519539,"(12.0, 17.5, 16.5)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.0, 8.723076923076922)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 21:00:49.932429,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.0, 8.723076923076922)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 21:00:51.122073,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.0, 8.723076923076922)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 21:00:52.368202,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.269052631578947)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 19.666666666666668)","(21.0, 46.0, 44.0)"
11-01-2023 21:00:53.723794,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.2583606557377047)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 20.5)","(21.0, 46.0, 43.333333333333336)"
11-01-2023 21:00:55.027853,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.2783333333333333)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 20.25)","(21.0, 46.0, 43.333333333333336)"
11-01-2023 21:00:56.366170,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.876923076923077)","(1.8, 2.28, 2.2783333333333333)","(6.5, 9.0, 8.466666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 20.25)","(21.0, 46.0, 43.333333333333336)"
11-01-2023 21:00:57.630476,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.876923076923077)","(1.8, 2.28, 2.2666666666666666)","(6.5, 9.0, 8.786666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 21.0, 20.666666666666668)","(21.0, 46.0, 43.333333333333336)"
11-01-2023 21:00:58.746136,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.876923076923077)","(1.8, 2.28, 2.2666666666666666)","(6.5, 9.0, 8.786666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(12.0, 22.0, 20.666666666666668)","(21.0, 46.0, 43.333333333333336)"
11-01-2023 21:00:59.919848,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.876923076923077)","(1.8, 2.28, 2.2783333333333333)","(6.5, 9.0, 8.786666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(13.0, 22.0, 20.666666666666668)","(21.0, 46.0, 45.2)"
11-01-2023 21:01:01.075772,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.876923076923077)","(1.8, 2.28, 2.2783333333333333)","(6.5, 9.0, 8.786666666666667)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(13.0, 22.0, 20.666666666666668)","(21.0, 46.0, 45.2)"
11-01-2023 21:01:02.289400,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.2784999999999997)","(6.5, 9.0, 8.3)","(11.0, 15.5, 14.5625)","(12.0, 99999, 99990)","(13.0, 22.0, 20.666666666666668)","(21.0, 46.0, 45.38461538461539)"
11-01-2023 21:01:03.512207,"(12.0, 17.5, 15.59090909090909)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.268)","(6.5, 9.0, 8.657142857142857)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(13.0, 22.0, 20.75)","(21.0, 46.0, 44.857142857142854)"
11-01-2023 21:01:04.746088,"(12.0, 17.5, 15.4)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.26)","(6.5, 9.0, 8.44)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(13.0, 22.0, 20.75)","(21.0, 46.0, 44.4)"
11-01-2023 21:01:06.016700,"(12.0, 17.5, 15.4)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.271578947368421)","(6.5, 9.0, 8.44)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(13.0, 22.0, 20.75)","(21.0, 46.0, 45.2)"
11-01-2023 21:01:07.274927,"(12.0, 17.5, 15.4)","(5.0, 7.0, 6.866666666666667)","(1.8, 2.28, 2.2763636363636364)","(6.5, 9.0, 8.066666666666666)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(13.0, 22.0, 20.75)","(21.0, 46.0, 45.2)"
11-01-2023 21:01:08.534135,"(12.0, 17.5, 15.4)","(5.0, 7.0, 6.866666666666667)","(1.8, 2.28, 2.2763636363636364)","(6.5, 9.0, 8.399999999999999)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.75)","(26.0, 46.0, 45.2)"
11-01-2023 21:01:09.759925,"(12.0, 17.5, 15.615384615384615)","(5.0, 7.0, 6.866666666666667)","(1.8, 2.28, 2.2763636363636364)","(6.5, 9.2, 9.022222222222222)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.75)","(26.0, 46.0, 45.2)"
11-01-2023 21:01:11.089897,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.271578947368421)","(6.5, 9.2, 8.733333333333333)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.75)","(26.0, 46.0, 45.2)"
11-01-2023 21:01:12.305780,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.234871794871795)","(6.5, 9.2, 8.733333333333333)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 21.0)","(26.0, 46.0, 53.5)"
11-01-2023 21:01:13.546860,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.7)","(1.8, 2.28, 2.23265306122449)","(6.5, 9.2, 8.5)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 21.0)","(26.0, 65.0, 53.25)"
11-01-2023 21:01:14.890514,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.866666666666667)","(1.8, 2.3, 2.242686567164179)","(6.5, 9.2, 8.733333333333333)","(11.0, 15.5, 14.3)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 52.0)"
11-01-2023 21:01:16.090493,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.866666666666667)","(1.8, 2.3, 2.271914893617021)","(6.5, 9.2, 8.5)","(11.0, 15.5, 14.3)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 52.0)"
11-01-2023 21:01:17.370829,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.866666666666667)","(1.8, 2.3, 2.271914893617021)","(6.5, 9.2, 8.92)","(11.0, 15.5, 14.3)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 52.0)"
11-01-2023 21:01:18.761228,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.7)","(1.8, 2.3, 2.2741176470588234)","(6.5, 9.2, 8.92)","(11.0, 15.5, 14.3)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 52.0)"
11-01-2023 21:01:19.968222,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.7)","(1.8, 2.3, 2.265625)","(6.5, 9.2, 9.0)","(11.0, 15.5, 14.3)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 52.0)"
11-01-2023 21:01:21.194942,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.7)","(1.8, 2.3, 2.265625)","(6.5, 9.2, 9.126315789473683)","(11.0, 15.5, 14.3)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.0)"
11-01-2023 21:01:22.425234,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.933333333333334)","(1.8, 2.3, 2.2694444444444444)","(6.5, 9.2, 8.861538461538462)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 47.77777777777778)"
11-01-2023 21:01:23.652223,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.911111111111111)","(1.8, 2.3, 2.2694444444444444)","(6.5, 9.6, 8.861538461538462)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:24.912172,"(12.0, 17.0, 15.636363636363637)","(5.0, 7.0, 6.911111111111111)","(1.8, 2.3, 2.2694444444444444)","(6.5, 9.6, 8.646153846153846)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:26.097408,"(12.0, 17.0, 15.636363636363637)","(5.0, 7.0, 6.550000000000001)","(1.8, 2.3, 2.2290697674418607)","(6.5, 9.2, 8.776470588235293)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:27.303434,"(12.0, 17.5, 16.625)","(5.0, 7.0, 6.550000000000001)","(1.8, 2.3, 2.224615384615385)","(6.5, 9.2, 9.64)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:28.461812,"(12.0, 17.5, 16.625)","(5.0, 7.0, 6.550000000000001)","(1.8, 2.28, 2.224615384615385)","(6.5, 10.0, 9.64)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:29.618989,"(12.0, 17.5, 16.625)","(5.0, 7.0, 6.781818181818182)","(1.8, 2.3, 2.22)","(6.5, 10.0, 9.64)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:30.786430,"(12.0, 17.5, 16.625)","(5.0, 7.0, 6.781818181818182)","(1.8, 2.28, 2.22)","(6.5, 10.0, 9.64)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 47.77777777777778)"
11-01-2023 21:01:32.037590,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.28, 2.24)","(6.5, 10.0, 9.64)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 55.0, 48.4)"
11-01-2023 21:01:33.322541,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.28, 2.24)","(6.5, 10.0, 9.64)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 50.0, 48.4)"
11-01-2023 21:01:34.593606,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.756521739130434)","(1.8, 2.28, 2.208888888888889)","(6.5, 11.0, 10.193333333333333)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 50.0, 48.0)"
11-01-2023 21:01:35.809720,"(12.0, 17.0, 16.25)","(5.0, 7.0, 6.756521739130434)","(1.8, 2.28, 2.208888888888889)","(6.5, 10.5, 9.925)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 50.0, 51.0)"
11-01-2023 21:01:37.034920,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.28, 2.21)","(6.5, 10.5, 9.975)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 65.0, 52.0)"
11-01-2023 21:01:38.277125,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.26, 2.21)","(6.5, 10.5, 9.975)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.27272727272727)"
11-01-2023 21:01:39.499267,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.26, 2.21)","(6.5, 10.5, 9.975)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.27272727272727)"
11-01-2023 21:01:40.757994,"(12.0, 17.0, 16.25)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.26, 2.205)","(6.5, 10.5, 10.2)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.27272727272727)"
11-01-2023 21:01:41.936194,"(12.0, 17.0, 15.8)","(5.0, 7.0, 6.756521739130434)","(1.8, 2.26, 2.205)","(6.5, 10.5, 10.2)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.27272727272727)"
11-01-2023 21:01:43.053604,"(12.0, 17.0, 15.8)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.26, 2.205)","(6.5, 10.5, 10.2)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.27272727272727)"
11-01-2023 21:01:44.200062,"(12.0, 17.0, 15.8)","(5.0, 6.8, 6.733333333333333)","(1.8, 2.26, 2.2426315789473685)","(6.5, 10.5, 10.2)","(11.0, 15.5, 14.428571428571429)","(12.0, 99999, 99990)","(14.0, 22.0, 20.333333333333332)","(26.0, 60.0, 51.27272727272727)"
