,Trappe The Gold,Preachingtothewire,Stunning Hero,Brilliantbenny,Jack Of All Trades,Enough Ice,Blaziano
98,"[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 1, 480097), 3.8, 4.4]"
99,"[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 2, 597092), 3.8, 4.4]"
100,"[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 3, 708722), 3.8, 4.4]"
101,"[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 4, 824608), 3.8, 4.4]"
102,"[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 5, 941736), 3.8, 4.4]"
103,"[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 7, 53895), 3.8, 4.4]"
104,"[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 8, 161941), 3.8, 4.4]"
105,"[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 9, 277064), 3.8, 4.4]"
106,"[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 10, 389281), 3.8, 4.4]"
107,"[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 11, 520837), 3.8, 4.4]"
108,"[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 12, 637418), 3.8, 4.4]"
109,"[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 13, 759124), 3.8, 4.4]"
110,"[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 14, 899198), 3.8, 4.4]"
111,"[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 16, 22146), 3.9, 4.4]"
112,"[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 17, 158000), 3.9, 4.4]"
113,"[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 2.8, 3.3]","[datetime.datetime(2022, 11, 28, 9, 52, 18, 273524), 3.9, 4.4]"
114,"[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 9, 52, 19, 391804), 3.9, 4.4]"
115,"[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 14.0, 42.0]","[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 2.8, 3.35]","[datetime.datetime(2022, 11, 28, 9, 52, 20, 519013), 3.9, 4.4]"
116,"[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 14.0, 48.0]","[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 21, 632896), 3.9, 4.4]"
117,"[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 14.0, 48.0]","[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 22, 745096), 3.9, 4.4]"
118,"[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 14.0, 48.0]","[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 23, 907578), 3.9, 4.4]"
119,"[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 25, 28172), 3.9, 4.4]"
120,"[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 26, 161584), 3.9, 4.4]"
121,"[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 27, 278660), 3.9, 4.4]"
122,"[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 28, 399472), 3.9, 4.4]"
123,"[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 29, 543859), 3.9, 4.4]"
124,"[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 30, 657334), 3.9, 4.4]"
125,"[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 31, 769291), 3.9, 4.4]"
126,"[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 32, 912313), 3.9, 4.4]"
127,"[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 34, 42684), 3.9, 4.4]"
128,"[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 35, 181901), 3.9, 4.4]"
129,"[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 36, 325821), 3.9, 4.4]"
130,"[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 37, 500496), 3.9, 4.4]"
131,"[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 38, 626430), 3.9, 4.4]"
132,"[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 39, 770088), 3.9, 4.4]"
133,"[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 40, 906650), 3.9, 4.4]"
134,"[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 42, 30772), 3.9, 4.4]"
135,"[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 43, 197895), 3.9, 4.4]"
136,"[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 44, 361466), 3.9, 4.4]"
137,"[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 45, 540601), 3.9, 4.5]"
138,"[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 46, 690668), 3.9, 4.5]"
139,"[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 47, 848909), 3.9, 4.5]"
140,"[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 48, 970176), 3.9, 4.5]"
141,"[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 50, 94988), 3.9, 4.5]"
142,"[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 51, 208069), 3.9, 4.5]"
143,"[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 14.0, 46.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 21.0, 720.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 2.8, 3.25]","[datetime.datetime(2022, 11, 28, 9, 52, 52, 327055), 3.9, 4.5]"
