,Water Into Wine,Midas Prince,Black Syrah,Prospectus,Sword Of War,Duke Of Bedford,Supreme Thunder,Orpheline
08-12-2022 14:44:53.386117,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.6, 7.415384615384616)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.795)","(8.0, 99999, 99990)","(20.0, 36.0, 30.583333333333332)","(2.1, 2.5, 2.46)","(51.0, 280.0, 220.0)"
08-12-2022 14:44:54.617782,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.6, 7.415384615384616)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.75)","(8.0, 99999, 99990)","(20.0, 36.0, 30.583333333333332)","(2.1, 2.5, 2.46)","(51.0, 280.0, 220.0)"
08-12-2022 14:44:55.782839,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.6, 7.415384615384616)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.75)","(8.0, 99999, 99990)","(20.0, 36.0, 30.583333333333332)","(2.1, 2.5, 2.46)","(51.0, 280.0, 220.0)"
08-12-2022 14:44:56.884108,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.6, 7.28)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.75)","(8.0, 99999, 99990)","(20.0, 36.0, 30.583333333333332)","(2.1, 2.5, 2.46)","(51.0, 280.0, 220.0)"
08-12-2022 14:44:58.031429,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.861538461538462)","(8.0, 99999, 99990)","(20.0, 36.0, 30.583333333333332)","(2.1, 2.5, 2.46)","(51.0, 280.0, 220.0)"
08-12-2022 14:44:59.108521,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.865116279069768)","(8.0, 99999, 99990)","(20.0, 36.0, 30.583333333333332)","(2.1, 2.5, 2.4545454545454546)","(51.0, 280.0, 220.0)"
08-12-2022 14:45:00.201580,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.766666666666667)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.4545454545454546)","(51.0, 280.0, 220.0)"
08-12-2022 14:45:01.297343,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.800000000000001)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.4545454545454546)","(51.0, 280.0, 220.0)"
08-12-2022 14:45:02.399795,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 5.9, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.4545454545454546)","(51.0, 280.0, 220.0)"
08-12-2022 14:45:03.620145,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.4545454545454546)","(51.0, 280.0, 220.0)"
08-12-2022 14:45:04.743163,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.4545454545454546)","(51.0, 280.0, 92.5)"
08-12-2022 14:45:05.874266,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.4545454545454546)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:07.058837,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.5, 2.484)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:08.204040,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 28.923076923076923)","(2.1, 2.54, 2.6100000000000003)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:09.350249,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 26.5)","(2.1, 2.68, 2.492)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:10.592043,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 34.0, 30.857142857142858)","(2.1, 2.66, 2.508421052631579)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:11.729930,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.293333333333334)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 30.857142857142858)","(2.1, 2.66, 2.508421052631579)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:13.007226,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:14.262531,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:15.409400,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:16.474811,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:17.505924,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:18.510252,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:19.566167,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.964285714285715)","(3.9, 6.0, 5.552941176470588)","(8.0, 99999, 99990)","(20.0, 32.0, 31.2)","(2.1, 2.64, 2.4566666666666666)","(51.0, 110.0, 92.5)"
08-12-2022 14:45:20.858216,"(8.0, 10.0, 9.838461538461539)","(6.5, 7.4, 7.254545454545455)","(15.0, 19.5, 18.545454545454547)","(3.9, 6.0, 5.558441558441558)","(8.0, 99999, 99990)","(20.0, 32.0, 29.142857142857142)","(2.1, 2.64, 2.3612284069097886)","(51.0, 110.0, 161.0)"
08-12-2022 14:45:21.997160,"(8.0, 15.5, 13.326315789473684)","(6.5, 7.4, 7.3500000000000005)","(15.0, 20.0, 19.0)","(3.9, 6.0, 5.52027027027027)","(8.0, 99999, 99990)","(20.0, 32.0, 30.0)","(2.1, 2.38, 2.3612284069097886)","(51.0, 290.0, 181.36363636363637)"
08-12-2022 14:45:23.127340,"(8.0, 14.0, 12.74)","(6.5, 7.6, 7.2375)","(15.0, 19.5, 19.0)","(3.9, 6.0, 5.52027027027027)","(8.0, 99999, 99990)","(20.0, 32.0, 29.333333333333332)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 114.54545454545455)"
08-12-2022 14:45:24.448491,"(8.0, 14.0, 11.9)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 6.0, 5.55)","(8.0, 99999, 99990)","(20.0, 32.0, 29.333333333333332)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 175.0)"
08-12-2022 14:45:25.516080,"(8.0, 14.0, 12.472727272727273)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 32.0, 34.285714285714285)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:26.603457,"(8.0, 13.5, 11.792307692307693)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 36.0, 34.166666666666664)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:27.740611,"(8.0, 13.5, 11.792307692307693)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 36.0, 34.166666666666664)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:28.807548,"(8.0, 13.5, 11.792307692307693)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 36.0, 34.166666666666664)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:29.923275,"(8.0, 13.5, 11.792307692307693)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 36.0, 34.166666666666664)","(2.1, 2.38, 2.3612284069097886)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:31.027057,"(8.0, 13.5, 11.792307692307693)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 36.0, 34.166666666666664)","(2.1, 2.38, 2.3611700182815354)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:32.100379,"(8.0, 12.0, 10.9)","(6.5, 7.6, 7.238709677419355)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 34.166666666666664)","(2.1, 2.38, 2.3611700182815354)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:33.136523,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.225)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 34.333333333333336)","(2.1, 2.38, 2.3611700182815354)","(51.0, 270.0, 111.42857142857143)"
08-12-2022 14:45:34.252582,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.225)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.16666666666667)","(2.1, 2.38, 2.3611700182815354)","(51.0, 270.0, 146.66666666666669)"
08-12-2022 14:45:35.343501,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.225)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.16666666666667)","(2.1, 2.38, 2.3402441505595117)","(51.0, 270.0, 184.6153846153846)"
08-12-2022 14:45:36.454168,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.225)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.16666666666667)","(2.1, 2.36, 2.3402441505595117)","(51.0, 270.0, 184.6153846153846)"
08-12-2022 14:45:37.616791,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.225)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.16666666666667)","(2.1, 2.36, 2.3402441505595117)","(51.0, 270.0, 184.6153846153846)"
08-12-2022 14:45:38.812647,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.225)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.16666666666667)","(2.1, 2.36, 2.3402441505595117)","(51.0, 270.0, 184.6153846153846)"
08-12-2022 14:45:40.039314,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.078947368421052)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.16666666666667)","(2.1, 2.36, 2.3402441505595117)","(51.0, 270.0, 161.5625)"
08-12-2022 14:45:41.186340,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.073170731707317)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.23076923076923)","(2.1, 2.36, 2.3402441505595117)","(51.0, 260.0, 213.33333333333331)"
08-12-2022 14:45:42.681739,"(8.0, 12.0, 10.705882352941178)","(6.5, 7.6, 7.257142857142857)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.23076923076923)","(2.1, 2.36, 2.3402441505595117)","(51.0, 250.0, 104.54545454545455)"
08-12-2022 14:45:43.972660,"(8.0, 12.0, 10.533333333333333)","(6.5, 7.6, 7.222222222222222)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 35.23076923076923)","(2.1, 2.36, 2.340238095238095)","(51.0, 250.0, 104.54545454545455)"
08-12-2022 14:45:45.148117,"(8.0, 12.0, 10.533333333333333)","(6.5, 7.6, 7.224242424242425)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 33.75)","(2.1, 2.36, 2.340238095238095)","(51.0, 250.0, 126.92307692307693)"
08-12-2022 14:45:46.570990,"(8.0, 12.0, 10.533333333333333)","(6.5, 7.6, 7.282051282051282)","(15.0, 19.5, 19.0)","(3.9, 5.9, 5.525)","(8.0, 99999, 99990)","(20.0, 36.0, 33.75)","(2.1, 2.36, 2.340238095238095)","(51.0, 250.0, 126.92307692307693)"
08-12-2022 14:45:47.945184,"(8.0, 12.0, 10.533333333333333)","(6.5, 7.6, 7.344444444444445)","(15.0, 19.5, 18.714285714285715)","(3.9, 5.9, 5.55)","(8.0, 99999, 99990)","(20.0, 36.0, 34.714285714285715)","(2.1, 2.36, 2.362819383259912)","(51.0, 250.0, 126.92307692307693)"
08-12-2022 14:45:49.273737,"(8.0, 12.0, 10.472727272727273)","(6.5, 7.4, 7.344444444444445)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.54)","(8.0, 99999, 99990)","(20.0, 36.0, 34.714285714285715)","(2.1, 2.38, 2.362819383259912)","(51.0, 250.0, 126.92307692307693)"
08-12-2022 14:45:50.597693,"(8.0, 12.0, 10.707692307692307)","(6.5, 7.4, 7.344444444444445)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.7, 5.54)","(8.0, 99999, 99990)","(20.0, 36.0, 34.714285714285715)","(2.1, 2.38, 2.362819383259912)","(51.0, 250.0, 126.92307692307693)"
08-12-2022 14:45:51.822112,"(8.0, 12.0, 10.32)","(6.5, 7.4, 7.344444444444445)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.7, 5.65)","(8.0, 99999, 99990)","(20.0, 36.0, 34.714285714285715)","(2.1, 2.38, 2.4208219178082193)","(51.0, 250.0, 160.0)"
08-12-2022 14:45:52.973159,"(8.0, 12.0, 10.17391304347826)","(6.5, 7.2, 7.033333333333333)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 36.0, 34.714285714285715)","(2.1, 2.44, 2.4208219178082193)","(51.0, 230.0, 132.0)"
08-12-2022 14:45:54.136482,"(8.0, 12.0, 9.957142857142857)","(6.5, 7.2, 7.142857142857143)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 36.0, 34.714285714285715)","(2.1, 2.44, 2.44)","(51.0, 230.0, 122.5)"
08-12-2022 14:45:55.278968,"(8.0, 12.0, 9.957142857142857)","(6.5, 7.2, 7.122222222222223)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.625)","(8.0, 99999, 99990)","(20.0, 36.0, 34.2)","(2.1, 2.46, 2.428652037617555)","(51.0, 220.0, 103.0)"
08-12-2022 14:45:56.390195,"(8.0, 12.0, 10.166666666666666)","(6.5, 7.2, 7.122222222222223)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.7, 5.625)","(8.0, 99999, 99990)","(20.0, 36.0, 34.2)","(2.1, 2.46, 2.4288745980707396)","(51.0, 220.0, 103.0)"
08-12-2022 14:45:57.607135,"(8.0, 12.0, 10.166666666666666)","(6.5, 7.2, 7.0227272727272725)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.7, 5.65)","(8.0, 99999, 99990)","(20.0, 36.0, 31.666666666666668)","(2.1, 2.46, 2.4288745980707396)","(51.0, 220.0, 130.0)"
08-12-2022 14:45:58.824234,"(8.0, 12.0, 10.166666666666666)","(6.5, 7.2, 7.0227272727272725)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 26.857142857142858)","(2.1, 2.46, 2.4288745980707396)","(51.0, 210.0, 107.14285714285714)"
08-12-2022 14:46:00.001029,"(8.0, 12.0, 10.166666666666666)","(6.5, 7.0, 6.921428571428572)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 29.454545454545453)","(2.1, 2.46, 2.4288745980707396)","(51.0, 210.0, 115.38461538461539)"
08-12-2022 14:46:01.187630,"(8.0, 11.5, 10.35)","(6.5, 7.0, 6.941666666666666)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 29.454545454545453)","(2.1, 2.46, 2.4288745980707396)","(51.0, 200.0, 115.38461538461539)"
08-12-2022 14:46:02.401519,"(8.0, 11.5, 10.35)","(6.5, 7.0, 6.894117647058823)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 29.454545454545453)","(2.1, 2.46, 2.4288745980707396)","(51.0, 200.0, 126.66666666666666)"
08-12-2022 14:46:03.630495,"(8.0, 11.5, 10.0625)","(6.5, 7.0, 6.894117647058823)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 30.666666666666668)","(2.1, 2.46, 2.4288745980707396)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:04.816463,"(8.0, 11.5, 10.011764705882353)","(6.5, 7.0, 6.894117647058823)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 30.666666666666668)","(2.1, 2.46, 2.4288745980707396)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:05.913675,"(8.0, 11.5, 10.011764705882353)","(6.5, 7.0, 6.894117647058823)","(15.0, 20.0, 18.714285714285715)","(3.9, 5.8, 5.65)","(8.0, 99999, 99990)","(20.0, 34.0, 32.6875)","(2.1, 2.46, 2.3949152542372882)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:07.021655,"(8.0, 11.5, 10.951612903225806)","(6.5, 7.0, 6.925)","(15.0, 20.0, 19.53846153846154)","(3.9, 5.9, 5.752173913043478)","(8.0, 99999, 99990)","(20.0, 34.0, 32.95)","(2.1, 2.4, 2.3949152542372882)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:08.199177,"(8.0, 11.5, 10.951612903225806)","(6.5, 7.0, 6.925)","(15.0, 20.0, 19.53846153846154)","(3.9, 5.9, 5.752173913043478)","(8.0, 99999, 99990)","(20.0, 34.0, 31.0)","(2.1, 2.4, 2.3949152542372882)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:09.446127,"(8.0, 11.5, 10.951612903225806)","(6.5, 7.0, 6.883333333333333)","(15.0, 20.0, 19.53846153846154)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 32.76470588235294)","(2.1, 2.4, 2.3949152542372882)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:10.726958,"(8.0, 11.5, 10.951612903225806)","(6.5, 7.0, 6.883333333333333)","(15.0, 20.0, 19.53846153846154)","(3.9, 5.9, 5.833333333333334)","(8.0, 99999, 99990)","(20.0, 34.0, 32.76470588235294)","(2.1, 2.4, 2.3461485319516404)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:12.001716,"(8.0, 11.5, 10.951612903225806)","(6.5, 7.0, 6.883333333333333)","(15.0, 20.0, 25.125)","(3.9, 5.9, 5.833333333333334)","(8.0, 99999, 99990)","(20.0, 34.0, 33.0)","(2.1, 2.38, 2.343934426229508)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:13.276768,"(8.0, 11.5, 10.951612903225806)","(6.5, 7.0, 6.883333333333333)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.833333333333334)","(8.0, 99999, 99990)","(20.0, 34.0, 31.0)","(2.1, 2.36, 2.3434285714285714)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:14.521926,"(8.0, 11.0, 10.733333333333334)","(6.5, 7.0, 6.883333333333333)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.833333333333334)","(8.0, 99999, 99990)","(20.0, 34.0, 32.76470588235294)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:15.737672,"(8.0, 11.0, 10.733333333333334)","(6.5, 7.0, 6.883333333333333)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:16.889756,"(8.0, 11.0, 10.733333333333334)","(6.5, 7.0, 6.883333333333333)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 118.33333333333333)"
08-12-2022 14:46:18.096389,"(8.0, 11.0, 10.733333333333334)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:19.308673,"(8.0, 11.0, 10.733333333333334)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:20.535676,"(8.0, 11.0, 10.733333333333334)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:21.959985,"(8.0, 11.0, 10.5)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 23.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:23.458675,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 24.153846153846153)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 32.5)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:24.838859,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 24.285714285714285)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:26.207545,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 24.5)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.3565248226950355)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:27.510070,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 22.0)","(3.9, 5.9, 5.785714285714286)","(8.0, 99999, 99990)","(20.0, 34.0, 31.75)","(2.1, 2.36, 2.322739726027397)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:28.847463,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 22.0)","(3.9, 5.9, 5.82)","(8.0, 99999, 99990)","(20.0, 34.0, 32.5)","(2.1, 2.34, 2.3125999999999998)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:30.133171,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 22.0)","(3.9, 5.9, 5.82)","(8.0, 99999, 99990)","(20.0, 34.0, 32.5)","(2.1, 2.34, 2.3125999999999998)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:31.348684,"(8.0, 11.0, 10.375)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 22.0)","(3.9, 5.9, 5.82)","(8.0, 99999, 99990)","(20.0, 34.0, 32.5)","(2.1, 2.34, 2.3125999999999998)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:32.639158,"(8.0, 11.0, 10.612903225806452)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 22.0)","(3.9, 5.9, 5.8175)","(8.0, 99999, 99990)","(20.0, 34.0, 34.42857142857143)","(2.1, 2.34, 2.3083236994219654)","(51.0, 200.0, 112.5)"
08-12-2022 14:46:33.900135,"(8.0, 11.0, 10.647058823529411)","(6.5, 7.0, 6.866666666666666)","(15.0, 26.0, 22.0)","(3.9, 6.0, 5.8175)","(8.0, 99999, 99990)","(20.0, 38.0, 29.875)","(2.1, 2.34, 2.3083236994219654)","(51.0, 200.0, 112.5)"
