,Misdemeanor,Miss Verstappen Nz,Dancintothebeat,Speed Dating,Okinawa Beach,Bettor Romance,Eva Mateo,Molliesmaryelle,Marianna Bromac Nz
07-01-2023 19:52:25.025204,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:26.269741,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:27.458542,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:28.603735,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:29.777335,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:30.998388,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:32.261435,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:33.443268,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:34.576900,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:35.689653,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:36.847449,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:37.951728,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:39.151710,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:40.336358,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:41.519252,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:42.611204,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:43.736086,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:44.930543,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:46.168714,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:47.335379,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:48.487670,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:49.634981,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:50.776275,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:51.977131,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:53.236309,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:54.479868,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:55.637115,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:56.758772,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:57.953741,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:52:59.205517,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:00.415531,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:01.581017,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:02.694506,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 35.285714285714285)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 50.0)","(26.0, 46.0, 34.5)","(26.0, 46.0, 41.6)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:03.833098,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 42.0, 31.9375)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 46.0, 35.42857142857143)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:04.992950,"(1.9, 2.7, 2.5250000000000004)","(31.0, 99999, 99990)","(21.0, 40.0, 31.9375)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 44.0, 35.42857142857143)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:06.181572,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:07.477088,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:08.634857,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:09.783056,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:10.945056,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:12.134178,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 56.4)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:13.359847,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 56.4)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:14.601762,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:15.753853,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:16.837603,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:18.034323,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:19.337621,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:20.586090,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:21.803174,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:23.068785,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:24.315304,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:25.559267,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:26.875310,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:28.157966,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:29.412187,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:30.661158,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:31.929352,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:33.157035,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:34.437833,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:35.802702,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 48.666666666666664)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:37.082200,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:38.299219,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:39.583067,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:40.818091,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:42.020255,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:43.327843,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:44.489861,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:45.663304,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:46.812923,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:47.977524,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:49.349259,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:50.627318,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:51.867602,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:53.198196,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:54.532761,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:55.870153,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:57.348124,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
07-01-2023 19:53:58.711921,"(1.9, 2.7, 2.5833333333333335)","(31.0, 99999, 99990)","(21.0, 38.0, 32.42857142857143)","(2.9, 4.1, 3.7899999999999996)","(41.0, 70.0, 62.0)","(26.0, 46.0, 34.5)","(26.0, 42.0, 36.0)","(5.0, 8.0, 7.4399999999999995)","(26.0, 99999, 99990)"
