,Velocity Shinae,Magic Ale,Jet Set Jack,Tumbling Dice,Invest Wisely,Bugatti Hydro,Blazing Bonus,Kingsbrae Noel
05-01-2023 13:44:16.326560,"(7.0, 17.0, 13.711111111111112)","(10.0, 20.0, 15.75)","(2.6, 3.3, 2.772727272727273)","(3.3, 5.2, 4.4)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 50.705882352941174)","(31.0, 110.0, 66.66666666666666)","(5.5, 12.0, 11.08)"
05-01-2023 13:44:17.316967,"(7.0, 17.0, 13.711111111111112)","(10.0, 20.0, 15.75)","(2.6, 3.3, 2.772727272727273)","(3.3, 5.2, 4.4)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 50.705882352941174)","(31.0, 110.0, 66.66666666666666)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:18.416234,"(7.0, 17.0, 13.611764705882353)","(10.0, 20.0, 19.11111111111111)","(2.6, 3.25, 2.773)","(3.3, 5.2, 5.045)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 50.705882352941174)","(31.0, 110.0, 66.66666666666666)","(5.5, 12.0, 10.95)"
05-01-2023 13:44:19.561287,"(7.0, 17.0, 13.0)","(10.0, 20.0, 19.11111111111111)","(2.6, 3.25, 2.773)","(3.3, 5.2, 5.045)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 50.705882352941174)","(31.0, 110.0, 68.70588235294117)","(5.5, 12.0, 10.95)"
05-01-2023 13:44:20.799128,"(7.0, 17.0, 13.0)","(10.0, 20.0, 19.11111111111111)","(2.6, 3.25, 2.773)","(3.3, 5.2, 5.045)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 50.705882352941174)","(31.0, 110.0, 66.66666666666666)","(5.5, 12.0, 10.95)"
05-01-2023 13:44:22.036795,"(7.0, 17.0, 13.0)","(10.0, 20.0, 19.11111111111111)","(2.6, 3.25, 2.773)","(3.3, 5.2, 5.045)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 50.705882352941174)","(31.0, 110.0, 66.66666666666666)","(5.5, 12.0, 10.95)"
05-01-2023 13:44:23.081082,"(7.0, 17.0, 13.0)","(10.0, 20.0, 19.11111111111111)","(2.6, 3.25, 2.773)","(3.3, 5.2, 5.045)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 55.33333333333333)","(31.0, 110.0, 94.4)","(5.5, 12.0, 10.95)"
05-01-2023 13:44:24.140224,"(7.0, 17.0, 15.25)","(10.0, 19.5, 18.666666666666668)","(2.6, 3.25, 2.773)","(3.3, 5.2, 5.045)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 74.125)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:25.227797,"(7.0, 17.0, 16.35)","(10.0, 19.5, 18.72222222222222)","(2.6, 3.2, 2.7733333333333334)","(3.3, 5.2, 5.05)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 74.125)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:26.337184,"(7.0, 17.0, 16.40909090909091)","(10.0, 19.5, 18.72222222222222)","(2.6, 3.2, 2.7680000000000002)","(3.3, 5.2, 5.05)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:27.356872,"(7.0, 17.0, 16.40909090909091)","(10.0, 19.5, 18.72222222222222)","(2.6, 3.2, 2.7680000000000002)","(3.3, 5.2, 5.05)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:28.328534,"(7.0, 17.0, 16.40909090909091)","(10.0, 19.5, 18.72222222222222)","(2.6, 3.2, 2.7680000000000002)","(3.3, 5.2, 5.05)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:29.395273,"(7.0, 17.0, 16.40909090909091)","(10.0, 19.5, 18.72222222222222)","(2.6, 3.2, 2.7680000000000002)","(3.3, 5.2, 5.05)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:30.485275,"(7.0, 17.0, 16.40909090909091)","(10.0, 19.5, 18.72222222222222)","(2.6, 3.2, 2.7680000000000002)","(3.3, 5.2, 5.05)","(6.5, 12.5, 8.911111111111111)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.333333333333332)"
05-01-2023 13:44:31.496930,"(7.0, 17.0, 15.916666666666666)","(10.0, 19.5, 17.75)","(2.6, 3.2, 2.8160000000000003)","(3.3, 5.2, 4.9)","(6.5, 13.0, 8.911111111111111)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:32.440599,"(7.0, 17.0, 16.4)","(10.0, 19.5, 18.77777777777778)","(2.6, 3.15, 2.767777777777778)","(3.3, 5.2, 5.055)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 101.33333333333333)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:33.406848,"(7.0, 17.0, 16.454545454545453)","(10.0, 19.5, 18.77777777777778)","(2.6, 3.15, 2.7630000000000003)","(3.3, 5.2, 5.055)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 102.9090909090909)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:34.438826,"(7.0, 17.0, 16.454545454545453)","(10.0, 19.5, 18.77777777777778)","(2.6, 3.15, 2.7630000000000003)","(3.3, 5.2, 5.055)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 102.9090909090909)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:35.484243,"(7.0, 17.0, 16.454545454545453)","(10.0, 19.5, 18.77777777777778)","(2.6, 3.15, 2.7630000000000003)","(3.3, 5.2, 5.055)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:36.534615,"(7.0, 17.0, 16.454545454545453)","(10.0, 19.5, 18.77777777777778)","(2.6, 3.15, 2.7630000000000003)","(3.3, 5.2, 5.055)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:37.556901,"(7.0, 17.0, 16.454545454545453)","(10.0, 19.5, 18.77777777777778)","(2.6, 3.15, 2.7630000000000003)","(3.3, 5.2, 5.055)","(6.5, 12.5, 8.911111111111111)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.3)"
05-01-2023 13:44:38.721806,"(7.0, 17.0, 16.0)","(10.0, 19.5, 18.833333333333332)","(2.6, 3.15, 2.7622222222222224)","(3.3, 5.2, 5.0600000000000005)","(6.5, 13.0, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:39.883460,"(7.0, 17.0, 16.38888888888889)","(10.0, 19.5, 18.833333333333332)","(2.6, 3.1, 2.7622222222222224)","(3.3, 5.2, 5.0600000000000005)","(6.5, 12.5, 9.083333333333334)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:40.940051,"(7.0, 17.0, 16.45)","(10.0, 19.5, 18.833333333333332)","(2.6, 3.1, 2.758)","(3.3, 5.2, 5.0600000000000005)","(6.5, 12.5, 8.9125)","(26.0, 110.0, 76.23529411764706)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:42.098378,"(7.0, 17.0, 16.45)","(10.0, 20.0, 17.5)","(2.6, 3.1, 2.758)","(3.3, 5.2, 5.0600000000000005)","(6.5, 12.5, 8.9125)","(26.0, 110.0, 39.125)","(31.0, 110.0, 72.0)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:43.380136,"(7.0, 17.0, 16.45)","(10.0, 19.5, 18.833333333333332)","(2.6, 3.1, 2.758)","(3.3, 5.2, 5.0600000000000005)","(6.5, 12.5, 8.715384615384616)","(26.0, 110.0, 39.125)","(31.0, 110.0, 105.33333333333333)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:44.549247,"(7.0, 17.0, 16.45)","(10.0, 19.5, 18.833333333333332)","(2.6, 3.1, 2.8200000000000003)","(3.3, 5.2, 4.92)","(6.5, 12.5, 10.586666666666666)","(26.0, 110.0, 39.125)","(31.0, 120.0, 105.33333333333333)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:45.660755,"(7.0, 17.0, 15.9)","(10.0, 19.5, 18.0)","(2.6, 3.1, 2.8200000000000003)","(3.3, 5.2, 4.92)","(6.5, 12.5, 10.615384615384615)","(26.0, 110.0, 39.125)","(31.0, 120.0, 105.33333333333333)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:46.825991,"(7.0, 17.0, 16.444444444444443)","(10.0, 19.5, 18.88888888888889)","(2.6, 3.05, 2.721111111111111)","(3.3, 5.2, 5.077272727272728)","(6.5, 12.0, 10.615384615384615)","(26.0, 110.0, 39.125)","(31.0, 120.0, 105.33333333333333)","(5.5, 12.0, 11.266666666666666)"
05-01-2023 13:44:48.079069,"(7.0, 17.0, 16.444444444444443)","(10.0, 19.5, 18.88888888888889)","(2.6, 3.05, 2.7663636363636366)","(3.3, 5.2, 5.077272727272728)","(6.5, 12.0, 10.615384615384615)","(26.0, 110.0, 39.125)","(31.0, 120.0, 105.33333333333333)","(5.5, 12.0, 11.05)"
05-01-2023 13:44:49.153538,"(7.0, 17.0, 16.444444444444443)","(10.0, 19.5, 18.88888888888889)","(2.6, 3.05, 2.7663636363636366)","(3.3, 5.2, 5.077272727272728)","(6.5, 12.0, 10.5)","(26.0, 110.0, 39.125)","(31.0, 120.0, 90.66666666666666)","(5.5, 14.5, 12.933333333333334)"
05-01-2023 13:44:50.190034,"(7.0, 17.0, 16.444444444444443)","(10.0, 19.5, 18.88888888888889)","(2.6, 3.05, 2.667777777777778)","(3.3, 5.2, 5.077272727272728)","(6.5, 12.0, 10.5)","(26.0, 110.0, 39.125)","(31.0, 120.0, 76.0)","(5.5, 14.0, 12.933333333333334)"
05-01-2023 13:44:51.325796,"(7.0, 17.0, 16.444444444444443)","(10.0, 19.5, 18.88888888888889)","(2.6, 3.05, 2.7275)","(3.3, 5.2, 4.975)","(6.5, 12.0, 11.588888888888889)","(26.0, 110.0, 39.125)","(31.0, 120.0, 76.0)","(5.5, 14.0, 12.933333333333334)"
05-01-2023 13:44:52.479378,"(7.0, 17.0, 15.75)","(10.0, 19.5, 18.125)","(2.6, 3.05, 2.8830769230769233)","(3.3, 5.2, 5.07)","(6.5, 12.5, 10.5)","(26.0, 110.0, 39.125)","(31.0, 120.0, 76.0)","(5.5, 14.0, 12.933333333333334)"
05-01-2023 13:44:53.719410,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 3.0, 2.8830769230769233)","(3.3, 5.2, 5.07)","(6.5, 12.0, 11.588888888888889)","(26.0, 110.0, 39.125)","(31.0, 120.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:44:54.831313,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 3.0, 2.68)","(3.3, 5.2, 5.07)","(6.5, 12.5, 11.588888888888889)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:44:55.927016,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 3.0, 2.68)","(3.3, 5.2, 5.07)","(6.5, 12.5, 11.588888888888889)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:44:56.926782,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 3.0, 2.68)","(3.3, 5.2, 5.07)","(6.5, 12.5, 11.588888888888889)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:44:58.051649,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 3.0, 2.68)","(3.3, 5.2, 5.07)","(6.5, 12.5, 11.588888888888889)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:44:59.188672,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 3.0, 2.68)","(3.3, 5.2, 5.075)","(6.5, 12.5, 10.5)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:45:00.357521,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 2.98, 2.677777777777778)","(3.3, 5.2, 5.086363636363636)","(6.5, 12.0, 10.5)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:45:01.461334,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 2.98, 2.677777777777778)","(3.3, 5.2, 5.086363636363636)","(6.5, 12.0, 10.5)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:45:02.535441,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 2.98, 2.677777777777778)","(3.3, 5.2, 5.086363636363636)","(6.5, 12.0, 10.5)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:45:03.700349,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 2.98, 2.677777777777778)","(3.3, 5.2, 5.086363636363636)","(6.5, 12.0, 10.5)","(26.0, 110.0, 39.125)","(31.0, 130.0, 81.0)","(5.5, 14.0, 10.266666666666666)"
05-01-2023 13:45:04.873181,"(7.0, 17.0, 16.5)","(10.0, 19.5, 18.944444444444443)","(2.6, 2.98, 2.677777777777778)","(3.3, 5.2, 5.086363636363636)","(6.5, 12.0, 10.5)","(26.0, 110.0, 52.66666666666667)","(31.0, 130.0, 44.57142857142857)","(5.5, 14.0, 12.15111111111111)"
05-01-2023 13:45:06.056163,"(7.0, 17.0, 16.857142857142858)","(10.0, 19.0, 17.772727272727273)","(2.6, 2.98, 2.677777777777778)","(3.3, 5.2, 5.086363636363636)","(6.5, 13.0, 12.729411764705883)","(26.0, 100.0, 86.0)","(31.0, 120.0, 41.77777777777778)","(5.5, 14.0, 9.522222222222222)"
05-01-2023 13:45:07.124122,"(7.0, 17.0, 16.61111111111111)","(10.0, 19.0, 16.642857142857142)","(2.6, 2.96, 2.6755555555555555)","(3.3, 5.1, 4.55)","(6.5, 12.5, 11.945945945945946)","(26.0, 95.0, 63.5)","(31.0, 120.0, 40.8)","(5.5, 14.0, 9.522222222222222)"
05-01-2023 13:45:08.197530,"(7.0, 17.0, 16.61111111111111)","(10.0, 19.0, 17.0)","(2.6, 2.96, 2.6755555555555555)","(3.3, 5.1, 4.366666666666666)","(6.5, 12.5, 11.619047619047619)","(26.0, 95.0, 39.54545454545455)","(31.0, 120.0, 51.5)","(5.5, 14.0, 12.125581395348838)"
05-01-2023 13:45:09.244419,"(7.0, 17.0, 16.875)","(10.0, 19.0, 15.365384615384615)","(2.6, 2.96, 2.6755555555555555)","(3.3, 5.1, 4.366666666666666)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 39.54545454545455)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.125581395348838)"
05-01-2023 13:45:10.388524,"(7.0, 17.0, 16.875)","(10.0, 19.0, 15.365384615384615)","(2.6, 2.96, 2.6755555555555555)","(3.3, 5.1, 4.366666666666666)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 39.54545454545455)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.125581395348838)"
05-01-2023 13:45:11.518382,"(7.0, 17.0, 16.875)","(10.0, 19.0, 15.365384615384615)","(2.6, 2.96, 2.6755555555555555)","(3.3, 5.1, 4.366666666666666)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.125581395348838)"
05-01-2023 13:45:12.626582,"(7.0, 17.0, 16.875)","(10.0, 19.0, 15.365384615384615)","(2.6, 2.96, 2.6755555555555555)","(3.3, 5.1, 4.366666666666666)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 11.878947368421052)"
05-01-2023 13:45:13.791441,"(7.0, 17.0, 16.5)","(10.0, 19.0, 15.365384615384615)","(2.6, 2.94, 2.69)","(3.3, 5.1, 4.317391304347826)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 10.0)"
05-01-2023 13:45:14.930518,"(7.0, 17.0, 16.5)","(10.0, 19.0, 14.961538461538462)","(2.6, 2.94, 2.67)","(3.3, 5.1, 4.317391304347826)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 10.869565217391305)"
05-01-2023 13:45:16.048856,"(7.0, 17.0, 16.863636363636363)","(10.0, 19.0, 14.961538461538462)","(2.6, 2.94, 2.67)","(3.3, 5.1, 4.317391304347826)","(6.5, 12.5, 12.079545454545455)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 10.0)"
05-01-2023 13:45:17.133956,"(7.0, 17.0, 16.863636363636363)","(10.0, 18.5, 17.75)","(2.6, 2.94, 2.67)","(3.3, 5.1, 4.317391304347826)","(6.5, 12.5, 10.4375)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 10.0)"
05-01-2023 13:45:18.264040,"(7.0, 17.0, 16.863636363636363)","(10.0, 18.5, 17.75)","(2.6, 2.94, 2.67)","(3.3, 5.1, 4.317391304347826)","(6.5, 12.5, 10.4375)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.243902439024389)"
05-01-2023 13:45:19.559136,"(7.0, 17.0, 16.863636363636363)","(10.0, 18.5, 17.75)","(2.6, 2.94, 2.7)","(3.3, 5.1, 4.2)","(6.5, 12.5, 10.4375)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.243902439024389)"
05-01-2023 13:45:20.828426,"(7.0, 17.0, 16.823529411764707)","(10.0, 18.5, 17.75)","(2.6, 2.94, 2.7)","(3.3, 5.1, 4.2)","(6.5, 12.5, 10.4375)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 9.905882352941177)"
05-01-2023 13:45:21.973588,"(7.0, 18.0, 17.588235294117645)","(10.0, 18.5, 17.88888888888889)","(2.6, 2.92, 2.668)","(3.3, 5.1, 4.2)","(6.5, 12.5, 11.18)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 9.905882352941177)"
05-01-2023 13:45:23.075810,"(7.0, 18.5, 18.029411764705884)","(10.0, 18.5, 17.88888888888889)","(2.6, 2.92, 2.668)","(3.3, 5.0, 4.2125)","(6.5, 12.5, 11.34)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 9.905882352941177)"
05-01-2023 13:45:24.228157,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.88888888888889)","(2.6, 2.92, 2.668)","(3.3, 5.0, 4.127272727272727)","(6.5, 12.5, 12.247826086956522)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.16842105263158)"
05-01-2023 13:45:25.463078,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.88888888888889)","(2.6, 2.92, 2.668)","(3.3, 4.9, 4.127272727272727)","(6.5, 12.5, 12.247826086956522)","(26.0, 95.0, 71.53846153846155)","(31.0, 110.0, 51.5)","(5.5, 14.0, 12.16842105263158)"
05-01-2023 13:45:26.741688,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.88888888888889)","(2.6, 2.92, 2.666)","(3.3, 4.9, 4.165909090909091)","(6.5, 12.5, 12.433333333333334)","(26.0, 95.0, 86.70588235294117)","(31.0, 110.0, 38.8)","(5.5, 14.0, 11.89090909090909)"
05-01-2023 13:45:27.845247,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.0)","(2.6, 2.9, 2.666)","(3.3, 4.9, 4.165909090909091)","(6.5, 13.0, 12.433333333333334)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 14.0, 10.047058823529412)"
05-01-2023 13:45:28.965185,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.666666666666668)","(2.6, 2.9, 2.6636363636363636)","(3.3, 4.9, 4.165909090909091)","(6.5, 13.0, 12.433333333333334)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 14.0, 10.047058823529412)"
05-01-2023 13:45:30.122434,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.666666666666668)","(2.6, 2.9, 2.6636363636363636)","(3.3, 4.9, 4.165909090909091)","(6.5, 13.0, 12.433333333333334)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 14.0, 12.183783783783785)"
05-01-2023 13:45:31.223966,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.666666666666668)","(2.6, 2.9, 2.6636363636363636)","(3.3, 4.9, 4.1625)","(6.5, 13.0, 11.125)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 14.0, 12.183783783783785)"
05-01-2023 13:45:32.303717,"(7.0, 19.0, 18.470588235294116)","(10.0, 18.5, 17.666666666666668)","(2.6, 2.9, 2.6636363636363636)","(3.3, 4.8, 3.95625)","(6.5, 13.0, 11.125)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 14.0, 12.183783783783785)"
05-01-2023 13:45:33.346873,"(7.0, 19.5, 18.666666666666668)","(10.0, 18.5, 17.666666666666668)","(2.6, 2.9, 2.6636363636363636)","(3.3, 4.8, 4.1625)","(6.5, 13.0, 12.770833333333334)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 14.0, 9.416666666666666)"
05-01-2023 13:45:34.463987,"(7.0, 19.5, 18.666666666666668)","(10.0, 18.5, 17.0)","(2.6, 2.9, 2.7733333333333334)","(3.3, 4.8, 4.1625)","(6.5, 13.5, 12.770833333333334)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 13.5, 11.15)"
05-01-2023 13:45:35.673569,"(7.0, 19.5, 18.136363636363637)","(10.0, 18.5, 17.583333333333332)","(2.6, 2.88, 2.7644444444444445)","(3.3, 4.8, 4.1625)","(6.5, 13.5, 12.770833333333334)","(26.0, 90.0, 86.70588235294117)","(31.0, 100.0, 38.8)","(5.5, 13.5, 12.03125)"
05-01-2023 13:45:36.710682,"(7.0, 19.5, 18.136363636363637)","(10.0, 18.5, 17.583333333333332)","(2.6, 2.88, 2.7644444444444445)","(3.3, 4.8, 4.1625)","(6.5, 13.5, 12.714285714285714)","(26.0, 90.0, 74.88888888888889)","(31.0, 100.0, 44.6)","(5.5, 13.5, 12.353846153846154)"
05-01-2023 13:45:37.723552,"(7.0, 19.5, 17.357142857142858)","(10.0, 18.0, 15.5)","(2.6, 2.88, 2.75)","(3.3, 4.8, 4.1625)","(6.5, 13.0, 12.714285714285714)","(26.0, 80.0, 72.58823529411765)","(31.0, 95.0, 44.6)","(5.5, 13.0, 12.65)"
05-01-2023 13:45:38.921421,"(7.0, 19.5, 17.357142857142858)","(10.0, 18.0, 14.666666666666666)","(2.6, 2.88, 2.75)","(3.3, 4.8, 4.1625)","(6.5, 13.0, 12.142857142857142)","(26.0, 75.0, 72.58823529411765)","(31.0, 95.0, 49.66666666666667)","(5.5, 13.0, 13.108333333333334)"
05-01-2023 13:45:39.962211,"(7.0, 19.5, 17.357142857142858)","(10.0, 18.0, 13.757575757575758)","(2.6, 2.88, 2.75)","(3.3, 4.7, 4.176923076923077)","(6.5, 13.0, 12.0)","(26.0, 75.0, 72.58823529411765)","(31.0, 85.0, 42.6)","(5.5, 13.5, 12.776923076923076)"
05-01-2023 13:45:41.042287,"(7.0, 19.5, 17.357142857142858)","(10.0, 18.0, 13.757575757575758)","(2.6, 2.88, 2.7933333333333334)","(3.3, 4.7, 4.176923076923077)","(6.5, 13.5, 11.9375)","(26.0, 75.0, 72.58823529411765)","(31.0, 85.0, 42.6)","(5.5, 13.5, 12.115384615384615)"
05-01-2023 13:45:42.170427,"(7.0, 19.5, 17.357142857142858)","(10.0, 18.0, 13.333333333333334)","(2.6, 2.86, 2.7463157894736843)","(3.3, 4.6, 4.125)","(6.5, 13.5, 12.931818181818182)","(26.0, 75.0, 72.58823529411765)","(31.0, 85.0, 38.0)","(5.5, 13.5, 11.25)"
05-01-2023 13:45:43.247288,"(7.0, 19.0, 16.9)","(10.0, 18.0, 13.333333333333334)","(2.6, 2.86, 2.7463157894736843)","(3.3, 4.6, 4.44)","(6.5, 13.5, 12.931818181818182)","(26.0, 75.0, 72.58823529411765)","(31.0, 80.0, 40.6)","(5.5, 13.5, 11.25)"
05-01-2023 13:45:44.299028,"(7.0, 18.5, 17.40909090909091)","(10.0, 18.0, 13.333333333333334)","(2.6, 2.86, 2.7463157894736843)","(3.3, 4.5, 4.4)","(6.5, 13.5, 12.931818181818182)","(26.0, 75.0, 72.58823529411765)","(31.0, 75.0, 40.6)","(5.5, 13.5, 11.25)"
05-01-2023 13:45:45.390979,"(7.0, 18.5, 17.40909090909091)","(10.0, 18.0, 13.333333333333334)","(2.6, 2.86, 2.7463157894736843)","(3.3, 4.5, 4.4)","(6.5, 13.5, 12.931818181818182)","(26.0, 75.0, 72.58823529411765)","(31.0, 75.0, 36.77777777777778)","(5.5, 13.5, 12.308823529411764)"
05-01-2023 13:45:46.405880,"(7.0, 18.5, 17.40909090909091)","(10.0, 18.0, 13.333333333333334)","(2.6, 2.86, 2.7463157894736843)","(3.3, 4.5, 4.391666666666667)","(6.5, 13.5, 12.931818181818182)","(26.0, 75.0, 72.58823529411765)","(31.0, 75.0, 36.77777777777778)","(5.5, 13.5, 12.308823529411764)"
05-01-2023 13:45:47.428143,"(7.0, 18.5, 17.40909090909091)","(10.0, 18.0, 13.333333333333334)","(2.6, 2.86, 2.7463157894736843)","(3.3, 4.5, 4.427777777777778)","(6.5, 14.0, 13.833333333333332)","(26.0, 75.0, 72.58823529411765)","(31.0, 75.0, 36.77777777777778)","(5.5, 13.5, 12.308823529411764)"
