,River Patrol Nz,Baccarat,Final Bow,Paddy Mach,Live For Peace,Got The Goods
14-12-2022 12:28:07.393859,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(1.95, 2.34, 2.3269230769230766)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:08.374799,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(1.95, 2.38, 2.378)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:09.487874,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(1.95, 2.38, 2.4654545454545453)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:10.672603,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(1.95, 2.48, 2.4654545454545453)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:11.777439,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.456)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:12.918459,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.355)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:13.907991,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.36, 2.335862068965517)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:14.966697,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.34, 2.335862068965517)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:16.078242,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.3128571428571427)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:17.108227,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.32, 2.3128571428571427)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:18.116711,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.412)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:19.123683,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.412)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:20.098117,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.412)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:21.103963,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.28)","(8.5, 13.5, 11.7)","(8.5, 99999, 99990)"
14-12-2022 12:28:22.263693,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.28, 2.415151515151515)","(8.5, 13.5, 12.375)","(8.5, 99999, 99990)"
14-12-2022 12:28:23.272331,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.398378378378378)","(8.5, 13.5, 12.375)","(8.5, 99999, 99990)"
14-12-2022 12:28:24.300208,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.364444444444444)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:28:25.313714,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.3160975609756096)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:28:26.293262,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.28, 2.2610256410256406)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:28:27.313323,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.42, 2.206938775510204)","(8.5, 13.5, 12.75)","(8.5, 99999, 99990)"
14-12-2022 12:28:28.297677,"(10.0, 99999, 99990)","(3.6, 5.6, 5.1625)","(6.0, 10.5, 9.55)","(2.0, 2.22, 2.2566666666666664)","(8.5, 13.5, 12.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:28:29.235480,"(10.0, 99999, 99990)","(3.6, 5.6, 5.11)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.26, 2.2573913043478258)","(8.5, 13.5, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:28:30.196451,"(10.0, 99999, 99990)","(3.6, 5.6, 5.11)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.26, 2.3600000000000003)","(8.5, 13.5, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:28:31.239556,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.3654545454545453)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:28:32.209357,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.3654545454545453)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:28:33.240555,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.3654545454545453)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:28:34.269125,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.2216)","(8.5, 13.5, 12.6)","(8.5, 99999, 99990)"
14-12-2022 12:28:35.325747,"(10.0, 99999, 99990)","(3.6, 5.6, 5.075)","(6.0, 10.5, 9.55)","(2.0, 2.24, 2.276)","(8.5, 13.5, 12.807692307692308)","(8.5, 99999, 99990)"
14-12-2022 12:28:36.350030,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.28, 2.2420994475138123)","(8.5, 13.5, 12.807692307692308)","(8.5, 99999, 99990)"
14-12-2022 12:28:37.403336,"(10.0, 99999, 99990)","(3.6, 5.6, 5.11)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.26, 2.2420994475138123)","(8.5, 13.5, 13.227272727272727)","(8.5, 99999, 99990)"
14-12-2022 12:28:38.364885,"(10.0, 99999, 99990)","(3.6, 5.6, 5.11)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.26, 2.2580952380952377)","(8.5, 13.5, 13.227272727272727)","(8.5, 99999, 99990)"
14-12-2022 12:28:39.342219,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.3, 2.3123809523809524)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:40.331010,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.32, 2.4153846153846152)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:41.340665,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4274999999999998)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:42.393364,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:43.496754,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:44.496818,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:45.543978,"(10.0, 99999, 99990)","(3.6, 5.6, 5.055555555555555)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:46.481932,"(10.0, 99999, 99990)","(3.6, 5.3, 5.014285714285714)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:47.417661,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:48.481083,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:49.549681,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:50.573895,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:51.610339,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:52.656117,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:53.569783,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.48, 2.4255555555555555)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:54.552830,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.32, 2.395135135135135)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:55.484585,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.46, 2.349473684210526)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:56.434741,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.44, 2.41)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:57.483586,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.44, 2.41)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:58.489859,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.44, 2.309565217391304)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:28:59.534746,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3431372549019605)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:29:00.633196,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.3, 2.2865116279069766)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:29:01.668781,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3555555555555556)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:29:02.744998,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3)","(8.5, 13.5, 12.875)","(8.5, 99999, 99990)"
14-12-2022 12:29:03.731177,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.28, 2.2777777777777777)","(8.5, 13.5, 13.291666666666668)","(8.5, 99999, 99990)"
14-12-2022 12:29:04.828476,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.384444444444444)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:05.777128,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.384444444444444)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:06.798178,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.372)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:07.868339,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.38, 2.369090909090909)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:08.877300,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3823529411764706)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:10.018102,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3899999999999997)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:11.137391,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3899999999999997)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:12.153414,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3899999999999997)","(8.5, 13.5, 13.222222222222221)","(8.5, 99999, 99990)"
14-12-2022 12:29:13.222482,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3899999999999997)","(8.5, 13.5, 12.5)","(8.5, 99999, 99990)"
14-12-2022 12:29:14.241132,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.35020979020979)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:15.170286,"(10.0, 99999, 99990)","(3.6, 5.1, 4.975)","(6.0, 10.5, 9.366666666666667)","(2.0, 2.26, 2.2419580419580423)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:16.218969,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.975)","(2.0, 2.32, 2.336)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:17.166075,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.975)","(2.0, 2.34, 2.336)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:18.115057,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.34, 2.3386666666666667)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:19.250380,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.392)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:20.276315,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.392)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:21.240309,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.392)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:22.298961,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.3434782608695652)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:23.284942,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.32, 2.2694915254237285)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:24.199966,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.74)","(2.0, 2.28, 2.2694915254237285)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:25.219436,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.233333333333333)","(2.0, 2.4, 2.2485)","(8.5, 13.5, 13.0)","(8.5, 99999, 99990)"
14-12-2022 12:29:26.204687,"(10.0, 99999, 99990)","(3.6, 5.1, 4.975)","(6.0, 10.5, 9.366666666666667)","(2.0, 2.26, 2.376)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:27.244075,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.74)","(2.0, 2.4, 2.3899999999999997)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:28.308163,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.74)","(2.0, 2.4, 2.384)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:29.347167,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.74)","(2.0, 2.4, 2.384)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:30.397739,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 10.025)","(2.0, 2.4, 2.37)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:31.493154,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 10.025)","(2.0, 2.4, 2.37)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:32.467327,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 10.025)","(2.0, 2.4, 2.37)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:33.448813,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.866666666666667)","(2.0, 2.4, 2.37)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:34.494736,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.4, 2.283333333333333)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:35.519939,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.55)","(2.0, 2.3, 2.283333333333333)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:36.542795,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.981818181818182)","(2.0, 2.4, 2.2698823529411762)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:37.599652,"(10.0, 99999, 99990)","(3.6, 5.1, 4.957142857142857)","(6.0, 10.5, 9.981818181818182)","(2.0, 2.28, 2.2698823529411762)","(8.5, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:38.687661,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.025)","(2.0, 2.4, 2.377209302325581)","(9.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:39.679545,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.025)","(2.0, 2.38, 2.377209302325581)","(9.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:40.782777,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.025)","(2.0, 2.38, 2.33)","(9.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:29:41.757039,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.025)","(2.0, 2.4, 2.3967441860465115)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:42.737642,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.12)","(2.0, 2.4, 2.274237288135593)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:43.660759,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.866666666666667)","(2.0, 2.4, 2.3825)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:44.650389,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.025)","(2.0, 2.28, 2.364)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:45.702997,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.866666666666667)","(2.0, 2.38, 2.3899999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:46.790657,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.014285714285714)","(2.0, 2.4, 2.317272727272727)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:47.960945,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.014285714285714)","(2.0, 2.32, 2.389473684210526)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:49.004173,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 10.014285714285714)","(2.0, 2.4, 2.2905882352941176)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:50.188984,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.5)","(2.0, 2.3, 2.388)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:51.175563,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.5)","(2.0, 2.4, 2.388)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:52.226305,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 9.833333333333334)","(2.0, 2.4, 2.290285714285714)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:53.215133,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 9.833333333333334)","(2.0, 2.3, 2.290285714285714)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:54.200249,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.58)","(2.0, 2.3, 2.298)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:55.186124,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.42)","(2.0, 2.4, 2.388)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:56.122979,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.825)","(2.0, 2.4, 2.388)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:57.092117,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.825)","(2.0, 2.4, 2.37)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:58.019338,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.825)","(2.0, 2.4, 2.368)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:58.960571,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.825)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:29:59.992364,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 10.825)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:30:01.072667,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 11.5, 9.65)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 12.833333333333334)","(8.5, 99999, 99990)"
14-12-2022 12:30:02.096982,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.65)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
14-12-2022 12:30:03.130369,"(10.0, 99999, 99990)","(3.7, 5.1, 4.957142857142857)","(6.5, 10.5, 9.48)","(2.0, 2.4, 2.3819999999999997)","(9.0, 13.5, 13.166666666666666)","(8.5, 99999, 99990)"
