,River Patrol Nz,Baccarat,Final Bow,Paddy Mach,Live For Peace,Got The Goods
14-12-2022 12:34:19.921584,"(8.5, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.47719298245614)","(7.5, 99999, 99990)"
14-12-2022 12:34:21.169458,"(8.5, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.546666666666667)","(7.5, 99999, 99990)"
14-12-2022 12:34:22.640757,"(8.5, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.546666666666667)","(7.5, 99999, 99990)"
14-12-2022 12:34:23.909124,"(8.5, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.546666666666667)","(7.5, 99999, 99990)"
14-12-2022 12:34:25.253216,"(8.5, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.473333333333334)","(7.5, 99999, 99990)"
14-12-2022 12:34:26.669881,"(8.5, 99999, 99990)","(5.5, 8.0, 7.828571428571428)","(7.0, 10.5, 9.772727272727273)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.46984126984127)","(7.5, 99999, 99990)"
14-12-2022 12:34:28.029421,"(8.5, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 9.368421052631579)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.46984126984127)","(7.5, 99999, 99990)"
14-12-2022 12:34:29.434256,"(8.5, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.0, 9.7)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.46984126984127)","(7.5, 99999, 99990)"
14-12-2022 12:34:30.730365,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.0, 9.922222222222222)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.241935483870968)","(7.5, 99999, 99990)"
14-12-2022 12:34:31.997559,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 9.766666666666667)","(1.8, 2.16, 2.1593650793650796)","(9.0, 10.5, 9.333333333333334)","(7.5, 99999, 99990)"
14-12-2022 12:34:33.200713,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 9.766666666666667)","(1.8, 2.16, 2.1593650793650796)","(8.5, 10.0, 8.857142857142858)","(7.5, 99999, 99990)"
14-12-2022 12:34:34.552804,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 10.175)","(1.8, 2.16, 2.1593650793650796)","(8.5, 10.0, 9.0)","(7.5, 99999, 99990)"
14-12-2022 12:34:35.835999,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 9.766666666666667)","(1.8, 2.16, 2.1593650793650796)","(8.5, 9.8, 9.0)","(7.5, 99999, 99990)"
14-12-2022 12:34:37.028971,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 9.766666666666667)","(1.8, 2.16, 2.1593650793650796)","(8.5, 9.8, 9.0)","(7.5, 99999, 99990)"
14-12-2022 12:34:38.220757,"(8.0, 99999, 99990)","(5.5, 8.0, 7.92)","(7.0, 10.5, 10.1)","(1.8, 2.16, 2.1593650793650796)","(8.5, 9.8, 9.0)","(7.5, 99999, 99990)"
14-12-2022 12:34:39.365614,"(8.0, 99999, 99990)","(5.5, 8.0, 8.114285714285714)","(7.0, 10.5, 10.1)","(1.8, 2.16, 2.157777777777778)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:40.601649,"(8.0, 99999, 99990)","(5.5, 8.2, 8.1)","(7.0, 10.5, 9.78)","(1.8, 2.16, 2.1576470588235295)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:41.893342,"(8.0, 99999, 99990)","(5.5, 8.2, 8.149999999999999)","(7.0, 10.5, 9.78)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:43.154511,"(8.0, 99999, 99990)","(5.5, 8.2, 8.149999999999999)","(7.0, 10.5, 9.78)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:44.376514,"(8.0, 99999, 99990)","(5.5, 8.2, 8.149999999999999)","(7.0, 10.5, 10.05)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:45.509144,"(8.0, 99999, 99990)","(5.5, 8.2, 8.168421052631578)","(7.0, 10.5, 10.05)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:46.669817,"(8.0, 99999, 99990)","(5.5, 8.2, 8.168421052631578)","(7.0, 10.5, 10.05)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:47.943134,"(8.0, 99999, 99990)","(5.5, 8.2, 8.149999999999999)","(7.0, 10.5, 10.941176470588236)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:49.112804,"(8.0, 99999, 99990)","(5.5, 8.2, 8.149999999999999)","(7.0, 11.5, 10.323076923076924)","(1.8, 2.16, 2.1485714285714286)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:50.430334,"(8.0, 99999, 99990)","(5.5, 8.2, 8.11111111111111)","(7.0, 11.5, 10.756521739130434)","(1.8, 2.16, 2.1554545454545457)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:51.752233,"(8.0, 99999, 99990)","(5.5, 8.2, 8.733333333333333)","(7.0, 11.5, 10.93)","(1.8, 2.16, 2.045)","(8.0, 9.8, 9.2375)","(7.5, 99999, 99990)"
14-12-2022 12:34:52.989599,"(8.0, 99999, 99990)","(5.5, 9.2, 8.285714285714286)","(7.0, 11.5, 10.225000000000001)","(1.8, 2.08, 2.0605442176870747)","(8.0, 9.8, 9.2)","(7.5, 99999, 99990)"
14-12-2022 12:34:54.399802,"(8.0, 99999, 99990)","(5.5, 9.0, 8.4)","(7.0, 11.5, 10.65)","(1.8, 2.1, 2.1)","(8.0, 9.8, 9.2)","(7.5, 99999, 99990)"
14-12-2022 12:34:55.551283,"(8.0, 99999, 99990)","(5.5, 9.0, 8.4)","(7.0, 11.5, 10.48)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.2)","(7.5, 99999, 99990)"
14-12-2022 12:34:56.722629,"(8.0, 99999, 99990)","(5.5, 9.0, 8.8)","(7.0, 11.5, 10.375)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.2)","(7.5, 99999, 99990)"
14-12-2022 12:34:57.722888,"(8.0, 99999, 99990)","(5.5, 9.0, 8.8)","(7.0, 11.5, 10.375)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.2)","(7.5, 99999, 99990)"
14-12-2022 12:34:58.951004,"(8.0, 99999, 99990)","(5.5, 9.0, 8.8)","(7.0, 11.5, 10.375)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:00.607109,"(8.0, 99999, 99990)","(5.5, 9.0, 8.76923076923077)","(7.5, 11.5, 10.771428571428572)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:01.888433,"(8.0, 99999, 99990)","(5.5, 9.0, 8.466666666666667)","(7.5, 11.5, 10.375)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:03.221768,"(8.0, 99999, 99990)","(5.5, 8.6, 8.563636363636363)","(7.5, 11.5, 10.48)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:04.612257,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.48)","(1.8, 2.12, 2.105)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:05.990323,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.042857142857143)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:07.227034,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.375)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:08.525951,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.323076923076924)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:09.755754,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 9.97)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:10.956278,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.48)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:12.163219,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.48)","(1.8, 2.12, 2.106666666666667)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:13.361524,"(8.0, 99999, 99990)","(5.5, 8.6, 8.549999999999999)","(7.5, 11.5, 10.48)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:14.768710,"(8.0, 99999, 99990)","(5.5, 8.8, 8.725000000000001)","(7.5, 11.5, 10.336842105263159)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:15.970653,"(8.0, 99999, 99990)","(5.5, 8.8, 8.725000000000001)","(7.5, 11.5, 10.336842105263159)","(1.8, 2.12, 2.110588235294118)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:17.069419,"(8.0, 99999, 99990)","(6.0, 8.8, 8.725000000000001)","(7.5, 11.5, 10.336842105263159)","(1.8, 2.12, 2.112)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:18.346013,"(8.0, 99999, 99990)","(6.0, 8.8, 8.725000000000001)","(7.5, 11.5, 10.336842105263159)","(1.8, 2.12, 2.112)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:19.636672,"(8.0, 99999, 99990)","(6.0, 9.6, 9.48)","(7.5, 11.5, 10.336842105263159)","(1.8, 2.12, 2.112)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:21.000813,"(8.0, 99999, 99990)","(6.0, 9.4, 9.17142857142857)","(7.5, 11.5, 10.48)","(1.8, 2.12, 2.112)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:22.145430,"(8.0, 99999, 99990)","(6.0, 9.0, 8.876470588235295)","(7.5, 11.5, 10.48)","(1.8, 2.14, 2.112)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:23.256470,"(8.0, 99999, 99990)","(6.0, 9.0, 8.876470588235295)","(7.5, 11.5, 10.48)","(1.8, 2.14, 2.112)","(8.0, 9.8, 9.114285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:35:24.410225,"(8.0, 99999, 99990)","(6.0, 9.0, 8.866666666666667)","(7.5, 11.5, 10.4375)","(1.8, 2.14, 2.139761431411531)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:25.514023,"(8.0, 99999, 99990)","(6.0, 9.0, 8.866666666666667)","(7.5, 11.5, 9.954545454545455)","(1.8, 2.14, 2.1397604790419162)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:26.590402,"(8.0, 99999, 99990)","(6.0, 9.0, 8.784615384615384)","(7.5, 11.5, 9.954545454545455)","(1.8, 2.14, 2.1397604790419162)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:27.688953,"(8.0, 99999, 99990)","(6.0, 9.0, 8.784615384615384)","(7.5, 11.5, 10.65)","(1.8, 2.14, 2.1571428571428575)","(8.0, 9.8, 9.072727272727272)","(7.5, 99999, 99990)"
14-12-2022 12:35:28.649075,"(8.0, 99999, 99990)","(6.0, 9.0, 8.784615384615384)","(7.5, 11.0, 10.4)","(1.8, 2.16, 2.0694117647058823)","(8.0, 9.8, 9.08)","(7.5, 99999, 99990)"
14-12-2022 12:35:29.748401,"(8.0, 99999, 99990)","(6.0, 9.6, 9.236363636363636)","(7.5, 11.5, 10.841935483870968)","(1.8, 2.02, 2.020241327300151)","(8.0, 9.8, 9.133333333333333)","(7.5, 99999, 99990)"
14-12-2022 12:35:30.851384,"(8.0, 99999, 99990)","(6.0, 9.4, 9.290909090909091)","(7.5, 11.5, 10.75)","(1.8, 2.1, 2.0209815950920245)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:31.994174,"(8.0, 99999, 99990)","(6.0, 9.4, 9.290909090909091)","(7.5, 11.5, 10.75)","(1.8, 2.1, 2.0209815950920245)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:33.145456,"(8.0, 99999, 99990)","(6.0, 9.4, 9.290909090909091)","(7.5, 11.5, 10.65)","(1.8, 2.1, 2.0964705882352943)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:34.250996,"(8.0, 99999, 99990)","(6.0, 10.5, 9.95)","(7.5, 11.5, 10.82857142857143)","(1.8, 2.1, 2.0964705882352943)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:35.405091,"(8.0, 99999, 99990)","(6.0, 10.0, 9.85)","(7.5, 11.0, 10.82857142857143)","(1.8, 2.1, 2.0964705882352943)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:36.540702,"(8.0, 99999, 99990)","(6.0, 10.0, 9.676923076923076)","(7.5, 11.0, 10.557894736842105)","(1.8, 2.1, 2.0964705882352943)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:37.640207,"(8.0, 99999, 99990)","(6.0, 10.0, 9.921052631578947)","(7.5, 11.0, 10.647058823529411)","(1.8, 2.1, 2.0637037037037036)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:38.954133,"(8.0, 99999, 99990)","(6.5, 10.0, 9.921052631578947)","(8.0, 11.0, 10.647058823529411)","(1.8, 2.1, 2.0637037037037036)","(8.0, 9.8, 9.4)","(7.5, 99999, 99990)"
14-12-2022 12:35:40.028841,"(8.0, 99999, 99990)","(6.5, 10.0, 9.90625)","(8.0, 11.0, 10.647058823529411)","(1.8, 2.1, 2.0637037037037036)","(8.0, 9.8, 9.03076923076923)","(7.5, 99999, 99990)"
14-12-2022 12:35:41.181893,"(8.0, 99999, 99990)","(6.5, 10.0, 9.94)","(8.0, 11.0, 10.557894736842105)","(1.8, 2.1, 2.0795833333333333)","(8.0, 9.8, 9.027586206896551)","(7.5, 99999, 99990)"
14-12-2022 12:35:42.313416,"(8.0, 99999, 99990)","(6.5, 10.0, 9.9)","(8.0, 11.0, 10.557894736842105)","(1.8, 2.1, 2.06175)","(8.0, 9.8, 9.028571428571428)","(7.5, 99999, 99990)"
14-12-2022 12:35:43.453104,"(8.0, 99999, 99990)","(6.5, 10.5, 10.15)","(8.0, 11.0, 10.557894736842105)","(1.8, 2.1, 2.064857142857143)","(8.0, 9.8, 9.028571428571428)","(7.5, 99999, 99990)"
14-12-2022 12:35:44.605901,"(8.0, 99999, 99990)","(6.5, 10.5, 10.15)","(8.0, 11.0, 8.404016064257029)","(1.8, 2.1, 2.1482352941176472)","(8.0, 9.8, 9.1)","(7.5, 99999, 99990)"
14-12-2022 12:35:45.748026,"(8.0, 99999, 99990)","(6.5, 8.4, 8.201237113402062)","(8.0, 8.6, 8.204115226337448)","(1.8, 2.16, 2.1773333333333333)","(8.0, 9.8, 9.184615384615384)","(7.5, 99999, 99990)"
14-12-2022 12:35:46.894942,"(8.0, 99999, 99990)","(6.5, 8.4, 7.635483870967741)","(8.0, 8.6, 8.004948453608247)","(1.8, 2.18, 2.177931034482759)","(8.0, 9.8, 9.378947368421054)","(7.5, 99999, 99990)"
14-12-2022 12:35:48.026208,"(8.0, 99999, 99990)","(6.5, 8.4, 7.635483870967741)","(8.0, 8.6, 8.004948453608247)","(1.8, 2.18, 2.1772972972972973)","(8.0, 9.8, 9.65)","(7.5, 99999, 99990)"
14-12-2022 12:35:49.044899,"(8.0, 99999, 99990)","(6.5, 8.4, 7.635483870967741)","(8.0, 8.6, 8.004948453608247)","(1.8, 2.18, 2.1272972972972974)","(8.0, 9.8, 9.432352941176472)","(7.5, 99999, 99990)"
14-12-2022 12:35:50.151758,"(8.0, 99999, 99990)","(6.5, 8.4, 7.62135523613963)","(8.0, 8.6, 8.004948453608247)","(1.8, 2.18, 2.137837837837838)","(8.0, 10.5, 9.433846153846154)","(7.5, 99999, 99990)"
14-12-2022 12:35:51.219802,"(8.0, 99999, 99990)","(6.5, 8.4, 7.62135523613963)","(8.0, 8.6, 8.004948453608247)","(1.8, 2.18, 2.1437500000000003)","(8.0, 10.5, 9.433846153846154)","(7.5, 99999, 99990)"
14-12-2022 12:35:52.273989,"(8.0, 99999, 99990)","(6.5, 8.4, 7.62135523613963)","(8.0, 8.4, 7.870588235294117)","(1.8, 2.18, 2.1437500000000003)","(8.0, 10.5, 9.433846153846154)","(7.5, 99999, 99990)"
14-12-2022 12:35:53.284074,"(8.0, 99999, 99990)","(6.5, 8.4, 7.62135523613963)","(8.0, 8.0, 7.870588235294117)","(1.8, 2.18, 2.167878787878788)","(8.0, 10.5, 9.433846153846154)","(7.5, 99999, 99990)"
14-12-2022 12:35:54.398674,"(8.0, 99999, 99990)","(6.5, 8.4, 7.720930232558139)","(8.0, 8.0, 7.45)","(1.8, 2.18, 2.164615384615385)","(8.0, 10.5, 9.450000000000001)","(7.5, 99999, 99990)"
14-12-2022 12:35:55.581618,"(8.0, 99999, 99990)","(6.5, 8.4, 7.8525)","(8.0, 8.0, 7.5875)","(1.8, 2.18, 2.164615384615385)","(8.0, 10.5, 9.654545454545454)","(7.5, 99999, 99990)"
14-12-2022 12:35:56.705239,"(8.0, 99999, 99990)","(6.5, 8.4, 7.835)","(8.0, 8.0, 7.5875)","(1.8, 2.2, 2.175555555555556)","(8.0, 10.5, 9.654545454545454)","(7.5, 99999, 99990)"
14-12-2022 12:35:57.742893,"(8.0, 99999, 99990)","(6.5, 8.4, 7.8254237288135595)","(8.0, 8.0, 7.5285714285714285)","(1.8, 2.2, 2.1821621621621623)","(8.0, 10.5, 9.434375000000001)","(7.5, 99999, 99990)"
14-12-2022 12:35:58.963079,"(8.0, 99999, 99990)","(6.5, 8.4, 7.826785714285714)","(8.0, 8.0, 7.5285714285714285)","(1.8, 2.2, 2.1821621621621623)","(8.0, 10.5, 9.190140845070422)","(7.5, 99999, 99990)"
14-12-2022 12:36:00.518258,"(8.0, 99999, 99990)","(6.5, 8.4, 7.826785714285714)","(7.5, 8.0, 7.652631578947369)","(1.8, 2.2, 2.1842857142857146)","(8.0, 10.5, 9.26)","(7.5, 99999, 99990)"
14-12-2022 12:36:01.860074,"(8.0, 99999, 99990)","(6.5, 8.4, 8.040336134453781)","(7.5, 8.0, 7.832258064516129)","(1.8, 2.2, 2.1533333333333333)","(8.0, 10.5, 9.33529411764706)","(7.5, 99999, 99990)"
14-12-2022 12:36:03.157023,"(8.0, 99999, 99990)","(6.5, 8.4, 8.06031746031746)","(7.5, 8.4, 7.9)","(1.8, 2.18, 2.1740000000000004)","(8.0, 10.5, 9.34054054054054)","(7.5, 99999, 99990)"
14-12-2022 12:36:04.651409,"(8.0, 99999, 99990)","(6.5, 8.4, 8.040677966101695)","(7.5, 8.4, 7.942857142857143)","(1.8, 2.18, 2.2164912280701756)","(8.0, 10.5, 9.628124999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:05.967656,"(8.0, 99999, 99990)","(6.5, 8.4, 8.060759493670886)","(7.5, 8.4, 7.832258064516129)","(1.8, 2.22, 2.232542372881356)","(8.0, 10.5, 9.628124999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:07.346448,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.4, 8.106666666666667)","(1.8, 2.24, 2.236)","(8.0, 10.5, 9.628124999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:09.564542,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.2, 8.088372093023255)","(1.8, 2.24, 2.2371428571428575)","(8.0, 10.5, 9.702857142857143)","(7.5, 99999, 99990)"
14-12-2022 12:36:10.835919,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.2, 7.811428571428571)","(1.8, 2.24, 2.288196721311475)","(8.0, 10.5, 9.674999999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:12.576519,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.2, 7.811428571428571)","(1.8, 2.3, 2.2873684210526313)","(8.0, 10.5, 9.674999999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:13.858031,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.2, 7.977049180327868)","(1.8, 2.3, 2.2889361702127657)","(8.0, 10.5, 9.674999999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:15.063310,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.2, 7.902857142857142)","(1.85, 2.3, 2.289803921568627)","(8.0, 10.5, 9.538461538461538)","(7.5, 99999, 99990)"
14-12-2022 12:36:16.329213,"(8.0, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.5, 8.2, 7.727272727272727)","(1.85, 2.3, 2.2809836065573768)","(8.0, 10.0, 9.444444444444445)","(7.5, 99999, 99990)"
14-12-2022 12:36:17.490191,"(8.0, 99999, 99990)","(6.5, 8.4, 8.09047619047619)","(7.5, 8.2, 7.727272727272727)","(1.85, 2.3, 2.2809836065573768)","(8.0, 10.0, 9.444444444444445)","(7.5, 99999, 99990)"
14-12-2022 12:36:18.684329,"(8.0, 99999, 99990)","(6.5, 8.4, 8.09047619047619)","(7.5, 8.2, 7.727272727272727)","(1.85, 2.3, 2.2809836065573768)","(8.0, 10.0, 9.444444444444445)","(7.5, 99999, 99990)"
14-12-2022 12:36:20.012102,"(8.0, 99999, 99990)","(6.5, 8.4, 8.104545454545455)","(7.5, 8.2, 7.81)","(1.85, 2.34, 2.3591463414634144)","(8.0, 10.0, 9.08955223880597)","(7.5, 99999, 99990)"
14-12-2022 12:36:21.318268,"(8.0, 99999, 99990)","(6.5, 8.4, 8.104545454545455)","(7.5, 8.2, 8.020689655172413)","(1.85, 2.36, 2.3540740740740738)","(8.0, 9.4, 9.08955223880597)","(7.5, 99999, 99990)"
14-12-2022 12:36:22.591542,"(8.0, 99999, 99990)","(6.5, 8.4, 8.094444444444443)","(7.5, 8.2, 8.004999999999999)","(1.85, 2.36, 2.3540740740740738)","(8.0, 9.4, 9.021818181818182)","(7.5, 99999, 99990)"
14-12-2022 12:36:23.605893,"(8.0, 99999, 99990)","(6.5, 8.2, 8.094444444444443)","(7.5, 8.2, 8.004999999999999)","(1.85, 2.36, 2.3493827160493828)","(8.0, 9.4, 8.541176470588235)","(7.5, 99999, 99990)"
14-12-2022 12:36:24.890246,"(7.5, 99999, 99990)","(6.5, 8.2, 8.094444444444443)","(7.0, 8.2, 8.056338028169014)","(1.9, 2.36, 2.3493827160493828)","(8.0, 9.2, 8.514285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:36:26.040067,"(7.5, 99999, 99990)","(6.5, 8.2, 8.081249999999999)","(7.0, 8.2, 8.056338028169014)","(1.9, 2.36, 2.352258064516129)","(8.0, 9.2, 8.514285714285714)","(7.5, 99999, 99990)"
14-12-2022 12:36:27.271037,"(7.5, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.0, 8.2, 8.056338028169014)","(1.9, 2.36, 2.374315789473684)","(8.0, 9.2, 8.6)","(7.5, 99999, 99990)"
14-12-2022 12:36:28.553471,"(7.5, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.0, 8.2, 7.948387096774193)","(1.9, 2.38, 2.354285714285714)","(8.0, 9.2, 8.571428571428571)","(7.5, 99999, 99990)"
14-12-2022 12:36:29.759199,"(7.5, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.0, 8.0, 7.948387096774193)","(1.9, 2.38, 2.361149425287356)","(8.0, 9.2, 8.571428571428571)","(7.5, 99999, 99990)"
14-12-2022 12:36:30.968063,"(7.5, 99999, 99990)","(6.5, 8.4, 8.062337662337663)","(7.0, 8.0, 7.948387096774193)","(1.9, 2.38, 2.36)","(8.0, 9.2, 8.571428571428571)","(7.5, 99999, 99990)"
14-12-2022 12:36:32.169684,"(7.5, 99999, 99990)","(6.5, 8.4, 8.09047619047619)","(7.0, 8.2, 8.08)","(1.9, 2.36, 2.347441860465116)","(8.0, 9.2, 8.571428571428571)","(7.5, 99999, 99990)"
14-12-2022 12:36:33.323214,"(7.5, 99999, 99990)","(6.5, 8.4, 8.025)","(7.0, 8.2, 8.1)","(1.9, 2.34, 2.306842105263158)","(8.0, 9.2, 8.628571428571428)","(7.5, 99999, 99990)"
14-12-2022 12:36:34.422163,"(7.5, 99999, 99990)","(6.5, 8.4, 8.023931623931624)","(7.0, 8.2, 8.1)","(1.9, 2.34, 2.306842105263158)","(8.0, 9.2, 8.628571428571428)","(7.5, 99999, 99990)"
14-12-2022 12:36:35.444095,"(7.5, 99999, 99990)","(6.5, 8.4, 8.023931623931624)","(7.0, 8.2, 8.1)","(1.9, 2.34, 2.306842105263158)","(8.0, 9.2, 8.833333333333334)","(7.5, 99999, 99990)"
14-12-2022 12:36:36.580791,"(7.5, 99999, 99990)","(6.5, 8.4, 8.05079365079365)","(7.0, 8.2, 8.123076923076923)","(1.9, 2.32, 2.3125)","(8.0, 9.2, 8.924999999999999)","(7.5, 99999, 99990)"
14-12-2022 12:36:37.814069,"(7.5, 99999, 99990)","(6.5, 8.4, 8.05079365079365)","(7.0, 8.2, 8.123076923076923)","(1.9, 2.32, 2.314285714285714)","(8.0, 9.2, 8.99)","(7.5, 99999, 99990)"
14-12-2022 12:36:38.897990,"(7.5, 99999, 99990)","(6.5, 8.4, 8.081159420289856)","(7.0, 8.2, 8.123076923076923)","(1.9, 2.34, 2.314285714285714)","(8.0, 9.2, 8.99)","(7.5, 99999, 99990)"
