,Pocket Rox,Komachi,Dance Of Thunder,Hot Seat,Numpty,Bronski,Nerrivik,Rogers Day,Strawberry Moon,Fiji,More Than Discreet,Sheeza Tilly,Masina
06-01-2023 15:29:53.563955,"(21.0, 30.0, 28.73469387755102)","(3.2, 3.4, 3.3865248226950353)","(8.5, 12.0, 11.754237288135593)","(91.0, 130.0, 129.25925925925927)","(6.0, 6.8, 6.6625)","(81.0, 110.0, 106.36363636363636)","(31.0, 38.0, 39.17391304347826)","(15.0, 17.5, 17.477941176470587)","(4.4, 5.3, 5.183018867924528)","(11.0, 13.0, 12.90057636887608)","(21.0, 26.0, 25.511627906976745)","(26.0, 38.0, 36.36363636363637)","(101.0, 970.0, 703.3333333333334)"
06-01-2023 15:29:55.144823,"(21.0, 30.0, 28.96875)","(3.2, 3.4, 3.414187327823692)","(8.5, 12.0, 11.35680751173709)","(91.0, 130.0, 129.33333333333334)","(6.0, 6.8, 6.753125)","(81.0, 110.0, 106.19047619047619)","(31.0, 40.0, 39.372549019607845)","(15.0, 17.5, 17.482142857142858)","(4.4, 5.2, 5.1850000000000005)","(11.0, 13.0, 12.902266288951841)","(21.0, 26.0, 25.36842105263158)","(26.0, 38.0, 35.666666666666664)","(101.0, 990.0, 812.0)"
06-01-2023 15:29:56.667464,"(21.0, 30.0, 28.96875)","(3.2, 3.45, 3.4157608695652173)","(8.5, 11.5, 11.357777777777777)","(91.0, 130.0, 129.23076923076923)","(6.0, 6.8, 6.778494623655914)","(81.0, 110.0, 106.36363636363636)","(31.0, 40.0, 39.333333333333336)","(15.0, 17.5, 17.84722222222222)","(4.4, 5.2, 5.1632)","(11.0, 13.0, 12.92638036809816)","(21.0, 26.0, 25.125)","(26.0, 36.0, 35.6)","(101.0, 980.0, 867.5)"
06-01-2023 15:29:58.242500,"(21.0, 30.0, 29.11111111111111)","(3.2, 3.45, 3.420434782608696)","(8.5, 11.5, 11.359574468085107)","(91.0, 130.0, 127.74193548387098)","(6.0, 6.8, 6.735211267605633)","(81.0, 110.0, 106.66666666666667)","(31.0, 40.0, 39.21951219512195)","(15.0, 18.0, 17.81)","(4.4, 5.2, 5.153711790393013)","(11.0, 13.0, 12.870860927152318)","(21.0, 26.0, 25.4)","(26.0, 36.0, 35.65853658536585)","(101.0, 970.0, 867.1428571428571)"
06-01-2023 15:29:59.701054,"(21.0, 30.0, 29.304347826086957)","(3.2, 3.45, 3.443378773125609)","(8.5, 11.5, 11.414396887159533)","(91.0, 130.0, 128.05555555555554)","(6.0, 6.8, 6.739692307692308)","(81.0, 110.0, 107.03703703703704)","(31.0, 40.0, 39.53846153846154)","(15.0, 18.0, 17.93243243243243)","(4.4, 5.2, 5.172820512820513)","(11.0, 13.0, 13.165760869565217)","(21.0, 26.0, 25.38235294117647)","(26.0, 36.0, 35.35897435897436)","(101.0, 970.0, 910.0)"
06-01-2023 15:30:01.201047,"(21.0, 30.0, 29.304347826086957)","(3.2, 3.45, 3.4787356321839082)","(8.5, 11.5, 11.346026490066226)","(91.0, 130.0, 127.5)","(6.0, 6.8, 6.978275475923852)","(81.0, 110.0, 107.03703703703704)","(31.0, 40.0, 39.29032258064516)","(15.0, 18.0, 16.947916666666668)","(4.4, 5.2, 5.138216560509554)","(11.0, 13.5, 13.203980099502488)","(21.0, 26.0, 23.735294117647058)","(26.0, 36.0, 35.282051282051285)","(101.0, 970.0, 821.1111111111111)"
06-01-2023 15:30:02.755994,"(21.0, 30.0, 29.085714285714285)","(3.2, 3.55, 3.4722222222222223)","(8.5, 11.5, 11.335849056603774)","(91.0, 130.0, 127.5)","(6.0, 7.0, 6.976820512820513)","(81.0, 110.0, 116.52173913043478)","(31.0, 40.0, 39.43859649122807)","(15.0, 17.0, 16.41176470588235)","(4.4, 5.2, 5.130113636363636)","(11.0, 13.5, 12.80072463768116)","(21.0, 24.0, 23.08695652173913)","(26.0, 36.0, 35.275)","(101.0, 990.0, 694.0)"
06-01-2023 15:30:04.636776,"(21.0, 30.0, 29.11111111111111)","(3.2, 3.5, 3.49180790960452)","(8.5, 11.5, 11.602678571428571)","(91.0, 130.0, 127.57575757575758)","(6.0, 7.0, 6.977974434611602)","(81.0, 120.0, 108.66666666666667)","(31.0, 40.0, 39.28888888888889)","(15.0, 16.5, 16.846153846153847)","(4.4, 5.2, 5.1374592833876225)","(11.0, 13.0, 12.42824074074074)","(21.0, 23.0, 22.6875)","(26.0, 36.0, 35.15942028985507)","(101.0, 990.0, 694.0)"
06-01-2023 15:30:06.352798,"(21.0, 30.0, 29.11111111111111)","(3.2, 3.5, 3.49180790960452)","(8.5, 12.0, 11.602678571428571)","(91.0, 130.0, 127.57575757575758)","(6.0, 7.0, 6.977974434611602)","(81.0, 110.0, 108.66666666666667)","(31.0, 40.0, 39.28888888888889)","(15.0, 17.0, 16.846153846153847)","(4.4, 5.2, 5.180203045685279)","(11.0, 12.5, 12.435146443514645)","(21.0, 23.0, 22.71698113207547)","(26.0, 36.0, 35.32432432432432)","(101.0, 990.0, 863.3333333333334)"
06-01-2023 15:30:16.446048,"(21.0, 30.0, 29.361702127659573)","(3.2, 3.5, 3.463793103448276)","(8.5, 12.0, 11.7125)","(91.0, 130.0, 128.33333333333334)","(6.0, 7.0, 6.987027027027027)","(81.0, 110.0, 108.57142857142857)","(31.0, 40.0, 38.70175438596491)","(15.0, 18.0, 17.25)","(4.4, 5.2, 5.082333333333333)","(11.0, 12.5, 12.44083969465649)","(21.0, 23.0, 22.892857142857142)","(26.0, 36.0, 35.27536231884058)","(101.0, 990.0, 444.0)"
06-01-2023 15:30:18.262080,"(21.0, 30.0, 31.65137614678899)","(3.2, 3.45, 3.4110169491525424)","(8.5, 11.5, 11.378787878787879)","(91.0, 140.0, 136.66666666666666)","(6.0, 7.0, 6.982513661202185)","(81.0, 120.0, 123.33333333333333)","(31.0, 40.0, 39.74074074074074)","(15.0, 18.0, 17.302083333333332)","(4.4, 5.2, 5.136842105263158)","(11.0, 12.5, 12.49221183800623)","(21.0, 25.0, 24.5609756097561)","(26.0, 36.0, 35.375)","(101.0, 500.0, 452.0)"
06-01-2023 15:30:19.849742,"(21.0, 32.0, 31.663716814159294)","(3.1, 3.45, 3.382311977715877)","(8.5, 11.5, 11.377551020408163)","(91.0, 140.0, 138.88888888888889)","(6.0, 7.0, 6.723674911660777)","(81.0, 130.0, 127.0)","(31.0, 40.0, 40.38461538461539)","(15.0, 18.0, 17.574324324324323)","(4.4, 5.2, 5.230188679245283)","(11.0, 12.5, 12.522388059701493)","(21.0, 25.0, 24.79310344827586)","(26.0, 36.0, 35.375)","(101.0, 500.0, 452.0)"
06-01-2023 15:30:21.379126,"(21.0, 32.0, 31.551724137931036)","(3.1, 3.4, 3.38424317617866)","(8.5, 11.5, 11.475609756097562)","(91.0, 140.0, 138.23529411764707)","(6.0, 6.8, 6.597285067873303)","(81.0, 140.0, 127.61904761904762)","(31.0, 42.0, 40.666666666666664)","(15.0, 18.0, 16.830357142857142)","(4.4, 5.3, 5.253333333333333)","(11.0, 13.0, 12.672185430463577)","(21.0, 25.0, 24.903225806451612)","(26.0, 36.0, 35.404761904761905)","(101.0, 500.0, 452.0)"
06-01-2023 15:30:22.986525,"(21.0, 32.0, 31.551724137931036)","(3.1, 3.4, 3.382917705735661)","(8.5, 11.5, 11.658385093167702)","(91.0, 150.0, 135.71428571428572)","(6.0, 6.6, 6.660747663551401)","(81.0, 140.0, 127.61904761904762)","(31.0, 42.0, 40.666666666666664)","(14.0, 17.0, 16.79310344827586)","(4.4, 5.3, 5.258419243986254)","(10.0, 13.0, 12.64)","(21.0, 25.0, 24.903225806451612)","(26.0, 36.0, 35.193548387096776)","(101.0, 500.0, 452.0)"
06-01-2023 15:30:24.524238,"(21.0, 32.0, 31.4468085106383)","(3.1, 3.4, 3.4642045454545456)","(8.5, 12.0, 11.67065868263473)","(91.0, 150.0, 138.88888888888889)","(6.0, 6.8, 6.523018867924528)","(81.0, 140.0, 127.61904761904762)","(31.0, 42.0, 40.72)","(14.0, 17.0, 16.818181818181817)","(4.4, 5.4, 5.236559139784946)","(10.0, 13.0, 12.56711409395973)","(21.0, 25.0, 24.91176470588235)","(26.0, 36.0, 35.23076923076923)","(101.0, 500.0, 481.53846153846155)"
06-01-2023 15:30:26.072986,"(21.0, 32.0, 31.4468085106383)","(3.1, 3.5, 3.470833333333333)","(8.5, 12.0, 11.647435897435898)","(91.0, 150.0, 137.27272727272728)","(6.0, 6.6, 6.489637305699482)","(81.0, 140.0, 127.61904761904762)","(31.0, 42.0, 40.72)","(14.0, 17.0, 16.82456140350877)","(4.4, 5.3, 5.230434782608696)","(10.0, 13.0, 12.654970760233919)","(21.0, 25.0, 24.916666666666668)","(26.0, 36.0, 35.24242424242424)","(101.0, 500.0, 481.53846153846155)"
06-01-2023 15:30:27.738752,"(21.0, 32.0, 31.96)","(3.1, 3.45, 3.4320512820512823)","(8.5, 12.0, 11.645569620253164)","(91.0, 150.0, 133.33333333333334)","(6.0, 6.6, 6.54516129032258)","(81.0, 140.0, 126.3157894736842)","(31.0, 42.0, 40.96774193548387)","(14.0, 17.0, 16.821428571428573)","(4.4, 5.3, 5.2435294117647056)","(10.0, 13.0, 12.71900826446281)","(21.0, 25.0, 24.763157894736842)","(26.0, 36.0, 35.57575757575758)","(101.0, 500.0, 481.53846153846155)"
06-01-2023 15:30:29.313902,"(21.0, 32.0, 31.804878048780488)","(3.1, 3.45, 3.4354054054054055)","(9.0, 12.0, 11.586206896551724)","(91.0, 140.0, 125.80645161290323)","(6.0, 6.6, 6.572222222222222)","(81.0, 140.0, 119.41176470588235)","(31.0, 42.0, 40.903225806451616)","(15.0, 17.0, 16.821428571428573)","(4.6, 5.3, 5.245794392523364)","(11.0, 13.0, 12.514285714285714)","(21.0, 25.0, 24.76923076923077)","(26.0, 36.0, 35.25)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:30.793948,"(21.0, 32.0, 31.804878048780488)","(3.1, 3.45, 3.4354054054054055)","(9.0, 12.0, 11.586206896551724)","(91.0, 130.0, 125.88235294117646)","(6.0, 6.6, 6.666932270916335)","(81.0, 120.0, 119.58333333333333)","(31.0, 42.0, 39.73076923076923)","(15.0, 17.0, 16.83606557377049)","(4.6, 5.3, 5.260930232558139)","(11.0, 13.0, 12.435435435435435)","(21.0, 25.0, 24.903225806451612)","(26.0, 36.0, 35.38775510204081)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:32.465850,"(21.0, 32.0, 31.681818181818183)","(3.1, 3.45, 3.4497389033942563)","(9.0, 12.0, 11.587248322147651)","(91.0, 130.0, 124.54545454545455)","(6.0, 6.8, 6.63416149068323)","(81.0, 120.0, 117.22222222222223)","(31.0, 40.0, 39.714285714285715)","(15.0, 17.0, 16.84375)","(4.6, 5.3, 5.255080213903743)","(11.0, 12.5, 12.564102564102564)","(21.0, 25.0, 24.789473684210527)","(26.0, 36.0, 35.53488372093023)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:34.022708,"(21.0, 32.0, 31.68888888888889)","(3.1, 3.45, 3.4952380952380953)","(9.0, 12.0, 11.427027027027027)","(91.0, 130.0, 124.76190476190476)","(6.0, 6.8, 6.63416149068323)","(81.0, 120.0, 116.85714285714286)","(31.0, 40.0, 40.763636363636365)","(15.0, 17.0, 16.859154929577464)","(4.6, 5.3, 5.173300970873786)","(11.0, 13.0, 12.714285714285714)","(21.0, 25.0, 24.568627450980394)","(26.0, 36.0, 35.78378378378378)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:36.050834,"(21.0, 32.0, 31.928571428571427)","(3.1, 3.5, 3.494949494949495)","(9.0, 11.5, 11.425414364640885)","(91.0, 130.0, 124.05405405405405)","(6.0, 6.8, 6.639156626506024)","(81.0, 120.0, 116.66666666666667)","(31.0, 42.0, 40.8235294117647)","(15.0, 17.0, 16.172043010752688)","(4.6, 5.2, 5.1850746268656716)","(11.0, 13.0, 12.709016393442623)","(21.0, 25.0, 24.568627450980394)","(26.0, 36.0, 35.885714285714286)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:37.916198,"(21.0, 32.0, 31.024390243902438)","(3.1, 3.5, 3.491913214990138)","(9.0, 11.5, 11.616)","(91.0, 130.0, 123.75)","(6.0, 6.8, 6.6544959128065395)","(81.0, 120.0, 116.66666666666667)","(31.0, 42.0, 40.62068965517241)","(15.0, 16.5, 16.242268041237114)","(4.6, 5.2, 5.23224043715847)","(11.0, 13.0, 12.550632911392405)","(21.0, 25.0, 24.644444444444446)","(26.0, 36.0, 35.53488372093023)","(101.0, 500.0, 466.6666666666667)"
06-01-2023 15:30:40.129534,"(21.0, 32.0, 31.069767441860463)","(3.1, 3.5, 3.533734939759036)","(9.0, 12.0, 11.357142857142858)","(91.0, 130.0, 123.90243902439025)","(6.0, 6.8, 6.661919504643962)","(81.0, 120.0, 116.66666666666667)","(31.0, 40.0, 39.73913043478261)","(15.0, 16.5, 16.32911392405063)","(4.6, 5.3, 5.213333333333334)","(11.0, 13.0, 12.691304347826087)","(21.0, 25.0, 24.6734693877551)","(26.0, 36.0, 35.42857142857143)","(101.0, 500.0, 464.2857142857143)"
06-01-2023 15:30:42.039307,"(21.0, 32.0, 31.0)","(3.1, 3.55, 3.4923679060665362)","(9.0, 11.5, 11.344827586206897)","(91.0, 130.0, 124.56521739130434)","(6.0, 6.8, 6.665895953757225)","(81.0, 120.0, 116.57142857142857)","(31.0, 40.0, 40.91525423728814)","(15.0, 16.5, 16.30952380952381)","(4.6, 5.3, 5.230547550432277)","(11.0, 13.0, 12.683333333333334)","(21.0, 25.0, 24.609756097560975)","(26.0, 36.0, 35.391304347826086)","(101.0, 500.0, 464.2857142857143)"
06-01-2023 15:30:43.778992,"(21.0, 32.0, 31.0)","(3.1, 3.5, 3.4879962192816634)","(9.0, 11.5, 11.431034482758621)","(91.0, 130.0, 124.56521739130434)","(6.0, 6.8, 6.68041237113402)","(81.0, 120.0, 116.57142857142857)","(31.0, 42.0, 40.80597014925373)","(15.0, 16.5, 16.415254237288135)","(4.6, 5.4, 5.245255474452555)","(11.0, 13.0, 12.66793893129771)","(21.0, 25.0, 24.529411764705884)","(26.0, 34.0, 33.70909090909091)","(101.0, 500.0, 466.6666666666667)"
06-01-2023 15:30:45.487540,"(21.0, 32.0, 31.024390243902438)","(3.1, 3.5, 3.486043956043956)","(9.0, 11.5, 11.4375)","(91.0, 130.0, 123.75)","(6.0, 6.8, 6.673569482288828)","(81.0, 120.0, 116.36363636363636)","(31.0, 42.0, 41.70786516853933)","(15.0, 16.5, 16.595238095238095)","(4.6, 5.3, 5.238135593220339)","(11.0, 13.0, 12.577669902912621)","(21.0, 25.0, 24.555555555555557)","(26.0, 34.0, 34.41975308641975)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:47.130052,"(21.0, 32.0, 31.024390243902438)","(3.1, 3.5, 3.486195652173913)","(9.0, 11.5, 11.332167832167832)","(91.0, 130.0, 124.05405405405405)","(6.0, 6.8, 6.636486486486486)","(81.0, 120.0, 117.77777777777777)","(31.0, 42.0, 41.70786516853933)","(15.0, 17.0, 16.613636363636363)","(4.6, 5.3, 5.228780487804878)","(11.0, 13.0, 12.709090909090909)","(21.0, 25.0, 24.555555555555557)","(26.0, 36.0, 34.41975308641975)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:48.770465,"(21.0, 36.0, 32.6)","(3.1, 3.5, 3.482853403141361)","(9.0, 11.5, 11.593023255813954)","(91.0, 130.0, 123.88888888888889)","(6.0, 6.8, 6.633663366336633)","(81.0, 120.0, 117.77777777777777)","(31.0, 42.0, 41.648648648648646)","(15.0, 17.0, 16.175824175824175)","(4.6, 5.3, 5.196240601503759)","(11.0, 13.0, 12.709090909090909)","(21.0, 25.0, 24.64516129032258)","(26.0, 34.0, 33.61904761904762)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:50.493863,"(21.0, 34.0, 32.645161290322584)","(3.1, 3.5, 3.4796491228070177)","(9.0, 12.0, 11.53125)","(91.0, 130.0, 124.05405405405405)","(6.0, 6.8, 6.644887780548628)","(81.0, 120.0, 117.27272727272727)","(31.0, 42.0, 41.60606060606061)","(15.0, 16.5, 16.15)","(4.6, 5.3, 5.201481481481482)","(11.0, 13.0, 12.707627118644067)","(21.0, 25.0, 24.44)","(26.0, 34.0, 33.625)","(101.0, 500.0, 468.0)"
06-01-2023 15:30:52.320981,"(21.0, 34.0, 32.5)","(3.1, 3.5, 3.4788321167883214)","(9.0, 12.0, 11.64765100671141)","(91.0, 130.0, 124.05405405405405)","(6.0, 6.8, 6.497607655502392)","(81.0, 120.0, 117.3913043478261)","(31.0, 42.0, 41.61194029850746)","(15.0, 16.5, 16.157608695652176)","(4.6, 5.3, 5.252)","(11.0, 13.0, 12.717213114754099)","(21.0, 25.0, 24.541666666666668)","(26.0, 34.0, 33.714285714285715)","(101.0, 450.0, 447.14285714285717)"
06-01-2023 15:30:53.996898,"(21.0, 34.0, 31.47826086956522)","(3.1, 3.5, 3.4849624060150375)","(9.0, 12.0, 11.64765100671141)","(91.0, 130.0, 124.05405405405405)","(6.0, 6.6, 6.4860759493670885)","(81.0, 120.0, 117.3913043478261)","(31.0, 42.0, 41.61194029850746)","(15.0, 16.5, 16.10919540229885)","(4.6, 5.3, 5.258563535911602)","(11.0, 13.0, 12.717213114754099)","(21.0, 25.0, 24.42105263157895)","(26.0, 34.0, 33.714285714285715)","(101.0, 450.0, 447.14285714285717)"
06-01-2023 15:30:55.677067,"(21.0, 34.0, 32.51282051282051)","(3.1, 3.5, 3.4424242424242424)","(9.0, 12.0, 11.665605095541402)","(91.0, 130.0, 124.63414634146342)","(6.0, 6.6, 6.475657894736842)","(81.0, 120.0, 117.3913043478261)","(31.0, 42.0, 41.6231884057971)","(14.0, 16.5, 16.130434782608695)","(4.6, 5.3, 5.281818181818181)","(11.0, 13.0, 12.74390243902439)","(21.0, 25.0, 24.59259259259259)","(26.0, 34.0, 33.723076923076924)","(101.0, 450.0, 447.14285714285717)"
06-01-2023 15:30:57.347757,"(21.0, 34.0, 32.473684210526315)","(3.1, 3.45, 3.418407960199005)","(9.0, 12.0, 11.496124031007753)","(91.0, 130.0, 124.63414634146342)","(6.0, 6.6, 6.47463768115942)","(81.0, 120.0, 117.3913043478261)","(31.0, 42.0, 41.2972972972973)","(14.0, 16.5, 16.130434782608695)","(4.6, 5.3, 5.259770114942529)","(11.0, 13.0, 12.74390243902439)","(21.0, 25.0, 24.59259259259259)","(26.0, 34.0, 33.73134328358209)","(101.0, 450.0, 447.14285714285717)"
06-01-2023 15:30:59.030455,"(21.0, 34.0, 32.666666666666664)","(3.1, 3.45, 3.429623287671233)","(9.0, 11.5, 11.465277777777779)","(91.0, 130.0, 124.76190476190476)","(6.0, 6.6, 6.491440501043841)","(81.0, 120.0, 116.84210526315789)","(31.0, 42.0, 41.35)","(14.0, 16.5, 16.16)","(4.6, 5.4, 5.2671023965141615)","(11.0, 13.0, 12.85645933014354)","(21.0, 25.0, 24.91304347826087)","(26.0, 34.0, 33.74647887323944)","(101.0, 450.0, 436.6666666666667)"
06-01-2023 15:31:00.652815,"(21.0, 34.0, 32.666666666666664)","(3.1, 3.45, 3.429623287671233)","(9.0, 11.5, 11.594262295081966)","(91.0, 130.0, 125.0)","(6.0, 6.6, 6.493004115226338)","(81.0, 120.0, 117.0)","(31.0, 42.0, 41.21212121212121)","(14.0, 16.5, 15.866666666666667)","(4.6, 5.4, 5.287958115183246)","(11.0, 13.0, 12.92896174863388)","(21.0, 25.0, 24.428571428571427)","(26.0, 34.0, 33.75675675675676)","(101.0, 450.0, 440.0)"
06-01-2023 15:31:02.211126,"(21.0, 34.0, 33.333333333333336)","(3.1, 3.45, 3.458)","(9.0, 12.0, 11.630597014925373)","(91.0, 130.0, 125.33333333333333)","(6.0, 6.6, 6.660824742268041)","(81.0, 120.0, 134.28571428571428)","(31.0, 42.0, 41.27777777777778)","(14.0, 16.0, 15.833333333333334)","(4.6, 5.3, 5.297540983606557)","(11.0, 13.0, 12.862)","(21.0, 25.0, 25.80952380952381)","(26.0, 34.0, 33.72727272727273)","(101.0, 450.0, 440.0)"
06-01-2023 15:31:03.802082,"(21.0, 34.0, 33.26829268292683)","(3.1, 3.5, 3.4368110236220475)","(9.0, 12.0, 11.626865671641792)","(91.0, 130.0, 125.21739130434783)","(6.0, 6.8, 6.665555555555556)","(81.0, 140.0, 131.0)","(31.0, 42.0, 39.76470588235294)","(14.0, 16.0, 15.826666666666666)","(4.6, 5.3, 5.2963265306122445)","(11.0, 13.0, 12.878661087866108)","(21.0, 26.0, 25.88372093023256)","(21.0, 34.0, 33.78313253012048)","(101.0, 540.0, 523.1578947368421)"
06-01-2023 15:31:05.387330,"(21.0, 34.0, 33.26829268292683)","(3.1, 3.45, 3.4356382978723405)","(9.0, 12.0, 11.65137614678899)","(91.0, 130.0, 125.21739130434783)","(6.0, 6.8, 6.6043010752688165)","(81.0, 140.0, 130.68965517241378)","(31.0, 40.0, 39.755102040816325)","(14.0, 16.0, 15.967391304347826)","(4.6, 5.3, 5.290076335877862)","(11.0, 13.0, 12.876068376068377)","(21.0, 26.0, 25.926829268292682)","(21.0, 34.0, 33.34736842105263)","(101.0, 540.0, 523.1578947368421)"
06-01-2023 15:31:07.075193,"(21.0, 34.0, 33.411764705882355)","(3.1, 3.45, 3.3520833333333333)","(9.0, 12.0, 11.676991150442477)","(91.0, 130.0, 125.21739130434783)","(6.0, 6.8, 6.665917602996254)","(81.0, 140.0, 130.68965517241378)","(31.0, 40.0, 39.755102040816325)","(14.0, 16.0, 15.98314606741573)","(4.6, 5.4, 5.317021276595745)","(11.0, 13.0, 12.876068376068377)","(21.0, 26.0, 26.392857142857142)","(26.0, 34.0, 33.34736842105263)","(101.0, 540.0, 523.1578947368421)"
06-01-2023 15:31:08.602760,"(21.0, 34.0, 33.43396226415094)","(3.1, 3.4, 3.347203947368421)","(9.0, 12.0, 11.688524590163935)","(91.0, 130.0, 125.21739130434783)","(6.0, 6.8, 6.655510204081632)","(81.0, 140.0, 130.68965517241378)","(31.0, 40.0, 39.76470588235294)","(14.0, 16.0, 15.983870967741936)","(4.6, 5.4, 5.329776674937965)","(11.0, 13.0, 12.879166666666666)","(21.0, 27.0, 26.608695652173914)","(26.0, 34.0, 33.36082474226804)","(101.0, 540.0, 517.9310344827586)"
06-01-2023 15:31:10.114875,"(21.0, 34.0, 33.43396226415094)","(3.1, 3.35, 3.3477027027027026)","(9.0, 12.0, 11.832116788321168)","(91.0, 130.0, 125.76923076923077)","(6.0, 6.8, 6.673118279569892)","(81.0, 140.0, 131.29032258064515)","(31.0, 40.0, 39.78947368421053)","(14.0, 16.0, 15.972972972972974)","(4.6, 5.4, 5.336261261261261)","(11.0, 13.0, 12.88715953307393)","(21.0, 27.0, 26.57894736842105)","(21.0, 34.0, 33.40384615384615)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:11.568252,"(21.0, 34.0, 33.516129032258064)","(3.1, 3.35, 3.358978583196046)","(9.0, 12.0, 11.94811320754717)","(91.0, 130.0, 125.76923076923077)","(6.0, 6.8, 6.555868544600939)","(81.0, 140.0, 131.29032258064515)","(31.0, 40.0, 39.78947368421053)","(14.0, 16.0, 15.972972972972974)","(4.6, 5.4, 5.334328358208955)","(11.0, 13.0, 12.872983870967742)","(21.0, 27.0, 26.57894736842105)","(21.0, 34.0, 33.37373737373738)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:13.075271,"(21.0, 36.0, 33.79047619047619)","(3.1, 3.4, 3.358978583196046)","(9.0, 12.0, 11.94811320754717)","(91.0, 130.0, 125.76923076923077)","(6.0, 6.6, 6.671272727272727)","(81.0, 140.0, 126.52173913043478)","(31.0, 40.0, 39.78947368421053)","(14.0, 16.0, 16.18888888888889)","(4.6, 5.4, 5.343589743589743)","(11.0, 13.0, 12.872983870967742)","(21.0, 27.0, 26.57894736842105)","(21.0, 34.0, 33.20353982300885)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:14.919960,"(21.0, 34.0, 33.540983606557376)","(3.1, 3.35, 3.317192429022082)","(9.0, 12.0, 11.94811320754717)","(91.0, 130.0, 118.57142857142857)","(6.0, 6.8, 6.665492957746479)","(81.0, 130.0, 124.81481481481481)","(31.0, 42.0, 40.93333333333333)","(14.0, 16.5, 16.097826086956523)","(4.6, 5.4, 5.344946808510638)","(11.0, 13.0, 12.872983870967742)","(21.0, 27.0, 26.57894736842105)","(21.0, 34.0, 33.20353982300885)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:16.554466,"(21.0, 34.0, 33.80769230769231)","(3.1, 3.35, 3.309698275862069)","(9.0, 12.0, 11.772277227722773)","(91.0, 130.0, 120.0)","(6.0, 6.8, 6.6650176678445225)","(81.0, 130.0, 124.81481481481481)","(31.0, 42.0, 40.75)","(14.0, 16.5, 16.214285714285715)","(4.6, 5.4, 5.350295857988166)","(11.0, 13.0, 12.922374429223744)","(21.0, 27.0, 26.307692307692307)","(21.0, 34.0, 33.142857142857146)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:18.033473,"(21.0, 34.0, 33.80769230769231)","(3.1, 3.35, 3.2942408376963352)","(9.0, 12.0, 11.805084745762711)","(91.0, 130.0, 112.0)","(6.0, 6.8, 6.629090909090909)","(81.0, 130.0, 127.5)","(31.0, 42.0, 39.107142857142854)","(14.0, 16.5, 16.289473684210527)","(4.6, 5.4, 5.354959785522788)","(11.0, 13.0, 12.868217054263566)","(21.0, 27.0, 26.6875)","(21.0, 34.0, 33.2)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:19.661472,"(21.0, 34.0, 33.594202898550726)","(3.1, 3.35, 3.3252459016393443)","(9.0, 12.0, 11.839285714285714)","(91.0, 120.0, 115.31914893617021)","(6.0, 6.8, 6.578550724637681)","(81.0, 130.0, 129.1304347826087)","(31.0, 40.0, 38.83720930232558)","(14.0, 16.5, 16.35185185185185)","(4.6, 5.4, 5.358620689655172)","(11.0, 13.0, 12.8375)","(21.0, 27.0, 27.38888888888889)","(21.0, 34.0, 33.21739130434783)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:21.583553,"(21.0, 34.0, 33.605633802816904)","(3.1, 3.35, 3.3229965156794425)","(9.0, 12.0, 11.827433628318584)","(91.0, 130.0, 116.47058823529412)","(6.0, 6.8, 6.546666666666667)","(81.0, 130.0, 124.64285714285714)","(31.0, 40.0, 38.717948717948715)","(14.0, 16.5, 16.35185185185185)","(4.6, 5.4, 5.404895104895105)","(11.0, 13.0, 12.836683417085426)","(21.0, 28.0, 27.794871794871796)","(21.0, 34.0, 33.234042553191486)","(101.0, 540.0, 518.6666666666666)"
06-01-2023 15:31:23.082210,"(21.0, 34.0, 33.605633802816904)","(3.0, 3.35, 3.343661971830986)","(9.0, 12.0, 11.796875)","(91.0, 130.0, 117.14285714285714)","(6.0, 6.6, 6.555020080321285)","(81.0, 130.0, 124.64285714285714)","(31.0, 40.0, 38.717948717948715)","(14.0, 16.5, 16.35185185185185)","(4.6, 5.5, 5.37439024390244)","(11.0, 13.0, 12.804545454545455)","(21.0, 28.0, 28.5)","(26.0, 34.0, 33.4320987654321)","(101.0, 540.0, 522.7027027027027)"
