,A Good Yarn,Pride Of Limassol,Wanaroo,Alfoil,Chosen Miss,Bella Babe,Friday At Five,Danerich Dan,Almira Gulch,Breaker Of Chains,Make An Effort,Filips Star
16-12-2022 15:42:24.825419,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.75, 3.7071428571428573)","(6.0, 9.0, 8.953846153846154)","(20.0, 38.0, 32.6)","(31.0, 48.0, 46.666666666666664)","(101.0, 260.0, 231.42857142857142)","(101.0, 370.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.0264591439688715)"
16-12-2022 15:42:26.220204,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.75, 3.717857142857143)","(6.0, 9.0, 8.953846153846154)","(20.0, 38.0, 33.0)","(31.0, 48.0, 46.666666666666664)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029310344827586)"
16-12-2022 15:42:27.582987,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.75, 3.717857142857143)","(6.0, 9.0, 8.953846153846154)","(20.0, 36.0, 33.0)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029310344827586)"
16-12-2022 15:42:28.966125,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.75, 3.744285714285714)","(6.0, 9.0, 8.953846153846154)","(20.0, 36.0, 32.8)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029310344827586)"
16-12-2022 15:42:30.364727,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.8, 3.7357142857142858)","(6.0, 9.0, 8.953846153846154)","(20.0, 36.0, 32.8)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029310344827586)"
16-12-2022 15:42:31.840167,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.75, 3.726923076923077)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029857819905213)"
16-12-2022 15:42:33.272128,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.25)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.8, 3.726923076923077)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029857819905213)"
16-12-2022 15:42:34.710068,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.3, 3.8, 3.726923076923077)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029857819905213)"
16-12-2022 15:42:36.118933,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.5, 10.5, 10.384615384615385)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.8, 3.7382978723404254)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.029857819905213)"
16-12-2022 15:42:37.576618,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.5, 10.5, 10.384615384615385)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.8, 3.7033333333333336)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.036683417085427)"
16-12-2022 15:42:38.967052,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.5, 10.5, 10.384615384615385)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.8, 3.703846153846154)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 4.035096153846154)"
16-12-2022 15:42:40.339700,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.703846153846154)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.1, 3.9995283018867926)"
16-12-2022 15:42:41.754706,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.5, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.703846153846154)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9995454545454545)"
16-12-2022 15:42:43.175839,"(7.0, 9.0, 8.637209302325582)","(18.0, 22.0, 21.333333333333332)","(8.0, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.703846153846154)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9988888888888887)"
16-12-2022 15:42:44.560009,"(7.0, 9.0, 8.674999999999999)","(18.0, 22.0, 21.333333333333332)","(8.0, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.703846153846154)","(6.0, 9.0, 8.933333333333334)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9993506493506494)"
16-12-2022 15:42:45.942413,"(7.0, 9.0, 8.674999999999999)","(18.0, 22.0, 21.333333333333332)","(8.0, 10.5, 10.428571428571429)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7112903225806453)","(6.0, 9.0, 8.88)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9993506493506494)"
16-12-2022 15:42:47.400105,"(7.0, 9.0, 8.55)","(18.0, 22.0, 21.389830508474578)","(8.0, 11.0, 10.340909090909092)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7112903225806453)","(6.0, 9.0, 8.88)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9992537313432837)"
16-12-2022 15:42:48.833106,"(7.0, 8.8, 8.672727272727272)","(18.0, 22.0, 21.389830508474578)","(8.0, 11.0, 10.553846153846154)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7112903225806453)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.4)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9991935483870966)"
16-12-2022 15:42:50.216466,"(7.0, 8.8, 8.60909090909091)","(18.0, 22.0, 21.366666666666667)","(8.0, 11.0, 10.59016393442623)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9994047619047617)"
16-12-2022 15:42:51.557891,"(7.0, 8.8, 8.60909090909091)","(18.0, 22.0, 21.40625)","(8.0, 11.0, 10.418604651162791)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 3.9994047619047617)"
16-12-2022 15:42:52.860158,"(7.0, 8.8, 8.60909090909091)","(18.0, 22.0, 21.40625)","(8.0, 11.0, 10.418604651162791)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 260.0, 231.42857142857142)","(101.0, 360.0, 307.5)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.0, 4.021301775147929)"
16-12-2022 15:42:54.273780,"(7.0, 8.6, 8.45)","(18.0, 22.0, 21.40625)","(8.0, 11.0, 10.444444444444445)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 260.0, 226.66666666666666)","(101.0, 360.0, 240.0)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.025698324022346)"
16-12-2022 15:42:55.716763,"(7.0, 8.6, 8.414285714285715)","(18.0, 22.0, 21.38235294117647)","(8.0, 11.0, 10.596774193548388)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 260.0, 230.0)","(101.0, 360.0, 325.0)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.025698324022346)"
16-12-2022 15:42:57.025179,"(7.0, 8.6, 8.414285714285715)","(18.0, 22.0, 21.38235294117647)","(8.0, 11.0, 10.596774193548388)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 250.0, 230.0)","(101.0, 440.0, 396.0)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.025698324022346)"
16-12-2022 15:42:58.367693,"(7.0, 8.6, 8.414285714285715)","(18.0, 22.0, 21.38235294117647)","(8.0, 11.0, 10.596774193548388)","(18.0, 26.0, 24.941176470588236)","(3.4, 3.75, 3.7)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 33.333333333333336)","(31.0, 48.0, 44.72727272727273)","(101.0, 240.0, 230.0)","(101.0, 440.0, 366.66666666666663)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.025698324022346)"
16-12-2022 15:42:59.736891,"(7.0, 8.6, 8.414285714285715)","(18.0, 22.0, 21.38235294117647)","(8.0, 11.0, 10.596774193548388)","(18.0, 26.0, 24.9)","(3.4, 3.75, 3.668181818181818)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 35.0)","(31.0, 48.0, 44.72727272727273)","(101.0, 230.0, 200.0)","(101.0, 440.0, 306.6666666666667)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.025698324022346)"
16-12-2022 15:43:01.158079,"(7.0, 8.4, 8.367567567567567)","(18.0, 22.0, 20.666666666666668)","(8.0, 11.0, 10.621212121212121)","(18.0, 26.0, 24.9)","(3.4, 3.7, 3.668181818181818)","(6.0, 9.0, 8.857142857142858)","(20.0, 36.0, 34.666666666666664)","(31.0, 48.0, 44.72727272727273)","(101.0, 230.0, 215.0)","(101.0, 440.0, 366.66666666666663)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.027380952380952)"
16-12-2022 15:43:02.529246,"(7.0, 8.4, 8.367567567567567)","(18.0, 22.0, 21.333333333333332)","(8.0, 11.0, 10.626984126984127)","(18.0, 26.0, 24.9)","(3.4, 3.7, 3.668181818181818)","(6.0, 9.0, 8.64)","(20.0, 36.0, 34.666666666666664)","(31.0, 48.0, 44.72727272727273)","(101.0, 230.0, 221.42857142857144)","(101.0, 440.0, 280.0)","(41.0, 70.0, 61.111111111111114)","(3.7, 4.1, 4.027380952380952)"
16-12-2022 15:43:03.903394,"(7.0, 8.6, 8.594594594594595)","(18.0, 22.0, 22.4)","(8.0, 11.0, 10.515151515151516)","(18.0, 26.0, 24.9)","(3.4, 3.7, 3.60996015936255)","(6.0, 9.0, 8.52)","(20.0, 36.0, 32.292682926829265)","(31.0, 48.0, 47.30434782608695)","(101.0, 230.0, 224.0)","(101.0, 440.0, 197.77777777777777)","(41.0, 70.0, 67.77777777777777)","(3.7, 4.1, 4.164516129032258)"
16-12-2022 15:43:05.237586,"(7.0, 8.6, 8.594594594594595)","(18.0, 23.0, 22.4)","(8.0, 11.0, 10.515151515151516)","(18.0, 26.0, 24.9)","(3.4, 3.7, 3.6375)","(6.0, 9.0, 8.8)","(20.0, 34.0, 32.26086956521739)","(31.0, 48.0, 47.578947368421055)","(101.0, 230.0, 234.28571428571428)","(101.0, 200.0, 197.77777777777777)","(41.0, 70.0, 67.77777777777777)","(3.7, 4.2, 4.166363636363636)"
16-12-2022 15:43:06.810623,"(7.0, 8.6, 8.594594594594595)","(18.0, 23.0, 22.4)","(8.0, 11.0, 10.52662721893491)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.640217391304348)","(6.0, 9.0, 8.866666666666667)","(20.0, 34.0, 32.297872340425535)","(31.0, 48.0, 44.285714285714285)","(101.0, 260.0, 234.28571428571428)","(101.0, 200.0, 197.77777777777777)","(41.0, 70.0, 67.77777777777777)","(3.7, 4.2, 4.16890756302521)"
16-12-2022 15:43:08.631557,"(7.0, 8.8, 8.855555555555556)","(18.0, 23.0, 23.0)","(8.0, 11.0, 10.52662721893491)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.6359375)","(6.0, 9.0, 8.82857142857143)","(20.0, 34.0, 27.89090909090909)","(31.0, 46.0, 44.285714285714285)","(101.0, 260.0, 237.5)","(101.0, 200.0, 197.77777777777777)","(41.0, 70.0, 69.13043478260869)","(3.7, 4.2, 4.16890756302521)"
16-12-2022 15:43:10.049346,"(7.0, 9.0, 8.855555555555556)","(18.0, 24.0, 23.0)","(8.0, 11.0, 10.52662721893491)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.6359375)","(6.0, 9.0, 8.82857142857143)","(20.0, 34.0, 27.89090909090909)","(31.0, 46.0, 44.22222222222222)","(101.0, 260.0, 237.5)","(101.0, 200.0, 197.77777777777777)","(41.0, 75.0, 65.83333333333333)","(3.7, 4.2, 4.16890756302521)"
16-12-2022 15:43:11.491171,"(7.0, 9.0, 8.885714285714286)","(18.0, 24.0, 22.77777777777778)","(8.0, 11.0, 10.52662721893491)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.6359375)","(6.0, 9.0, 8.82857142857143)","(20.0, 34.0, 27.89090909090909)","(31.0, 46.0, 44.22222222222222)","(101.0, 260.0, 237.5)","(101.0, 200.0, 197.77777777777777)","(41.0, 70.0, 65.83333333333333)","(3.7, 4.2, 4.16890756302521)"
16-12-2022 15:43:12.899463,"(7.0, 9.0, 8.885714285714286)","(18.0, 24.0, 22.77777777777778)","(8.0, 11.0, 10.50920245398773)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.6408163265306124)","(6.0, 9.0, 8.82857142857143)","(20.0, 34.0, 27.89090909090909)","(31.0, 46.0, 41.2)","(101.0, 260.0, 237.5)","(101.0, 200.0, 197.77777777777777)","(41.0, 70.0, 65.83333333333333)","(3.7, 4.2, 4.16890756302521)"
16-12-2022 15:43:14.304406,"(7.0, 9.0, 8.885714285714286)","(18.0, 24.0, 22.77777777777778)","(8.0, 11.0, 10.50920245398773)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.643076923076923)","(6.0, 9.0, 8.82857142857143)","(20.0, 34.0, 29.272727272727273)","(31.0, 46.0, 42.0)","(101.0, 260.0, 237.5)","(101.0, 200.0, 197.77777777777777)","(41.0, 70.0, 65.83333333333333)","(3.7, 4.2, 4.182828282828283)"
16-12-2022 15:43:15.774936,"(7.0, 8.8, 8.772972972972974)","(18.0, 23.0, 22.055555555555557)","(8.0, 11.0, 10.50920245398773)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.643076923076923)","(6.0, 9.0, 8.933333333333334)","(20.0, 32.0, 28.761904761904763)","(31.0, 44.0, 40.8)","(101.0, 260.0, 237.5)","(101.0, 200.0, 376.6666666666667)","(41.0, 70.0, 65.83333333333333)","(3.7, 4.2, 4.182828282828283)"
16-12-2022 15:43:17.312241,"(7.0, 8.8, 8.788235294117648)","(18.0, 23.0, 22.055555555555557)","(8.0, 11.0, 10.508928571428571)","(18.0, 26.0, 25.083333333333332)","(3.4, 3.65, 3.643076923076923)","(6.0, 9.0, 8.907692307692308)","(20.0, 32.0, 28.761904761904763)","(31.0, 42.0, 40.666666666666664)","(101.0, 260.0, 237.5)","(101.0, 430.0, 238.0)","(41.0, 70.0, 65.83333333333333)","(3.7, 4.2, 4.188590604026846)"
16-12-2022 15:43:18.838298,"(7.0, 8.8, 9.145454545454545)","(18.0, 23.0, 22.238095238095237)","(8.0, 11.0, 10.542944785276074)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.65, 3.6554502369668245)","(6.0, 9.0, 8.533333333333333)","(20.0, 32.0, 28.941176470588236)","(31.0, 42.0, 41.666666666666664)","(101.0, 260.0, 222.5)","(101.0, 430.0, 328.0)","(41.0, 70.0, 66.08695652173913)","(3.7, 4.0, 3.9347826086956523)"
16-12-2022 15:43:20.442363,"(7.0, 9.2, 9.139999999999999)","(18.0, 23.0, 22.238095238095237)","(8.0, 11.0, 10.542944785276074)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.6583756345177663)","(6.0, 9.2, 8.72)","(20.0, 32.0, 30.18181818181818)","(31.0, 42.0, 43.2)","(101.0, 260.0, 235.0)","(101.0, 420.0, 310.0)","(41.0, 70.0, 66.08695652173913)","(3.7, 3.95, 3.931132075471698)"
16-12-2022 15:43:22.012594,"(7.0, 9.2, 9.04)","(18.0, 23.0, 22.238095238095237)","(8.0, 11.0, 10.556547619047619)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.657466063348416)","(6.0, 9.2, 8.72)","(20.0, 32.0, 30.4)","(31.0, 44.0, 41.8)","(101.0, 260.0, 225.0)","(101.0, 410.0, 286.9230769230769)","(41.0, 70.0, 66.08695652173913)","(3.7, 3.95, 3.9555555555555557)"
16-12-2022 15:43:24.041076,"(7.0, 9.2, 8.878260869565217)","(18.0, 23.0, 22.208333333333332)","(8.0, 11.0, 10.556547619047619)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.6238866396761136)","(6.0, 9.2, 8.56)","(20.0, 32.0, 28.6)","(31.0, 42.0, 43.55555555555556)","(101.0, 270.0, 223.125)","(101.0, 400.0, 247.27272727272725)","(41.0, 70.0, 66.08695652173913)","(3.7, 4.1, 4.002941176470588)"
16-12-2022 15:43:25.794584,"(7.0, 9.0, 8.896296296296295)","(18.0, 23.0, 22.208333333333332)","(8.0, 11.0, 10.558282208588958)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.6346020761245676)","(6.0, 9.2, 9.1)","(20.0, 32.0, 28.6)","(31.0, 44.0, 43.27272727272727)","(101.0, 270.0, 240.0)","(101.0, 380.0, 332.5)","(41.0, 70.0, 66.08695652173913)","(3.7, 4.1, 4.056578947368421)"
16-12-2022 15:43:27.321597,"(7.0, 9.0, 8.896296296296295)","(18.0, 23.0, 22.208333333333332)","(8.0, 11.0, 10.57396449704142)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.6556603773584904)","(6.0, 9.2, 9.1)","(20.0, 32.0, 28.636363636363637)","(31.0, 44.0, 43.27272727272727)","(101.0, 260.0, 223.125)","(101.0, 380.0, 250.0)","(41.0, 70.0, 66.08695652173913)","(3.7, 4.1, 4.056578947368421)"
16-12-2022 15:43:28.897341,"(7.0, 9.0, 8.896296296296295)","(18.0, 23.0, 22.208333333333332)","(8.0, 11.0, 10.57396449704142)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.6625498007968127)","(6.0, 9.2, 8.476923076923077)","(20.0, 30.0, 27.88888888888889)","(31.0, 44.0, 43.27272727272727)","(101.0, 270.0, 240.0)","(101.0, 370.0, 253.75)","(41.0, 70.0, 66.08695652173913)","(3.7, 4.1, 4.0754716981132075)"
16-12-2022 15:43:30.564556,"(7.0, 9.0, 8.883333333333333)","(18.0, 23.0, 22.26923076923077)","(8.0, 11.0, 10.52317880794702)","(18.0, 26.0, 25.142857142857142)","(3.4, 3.7, 3.723728813559322)","(6.0, 8.6, 8.51578947368421)","(20.0, 29.0, 27.88888888888889)","(31.0, 44.0, 43.77777777777778)","(101.0, 260.0, 240.0)","(101.0, 360.0, 270.0)","(41.0, 70.0, 65.5)","(3.7, 4.1, 4.0710280373831775)"
16-12-2022 15:43:32.161602,"(7.0, 9.0, 8.883333333333333)","(18.0, 23.0, 22.095238095238095)","(8.0, 11.0, 10.516778523489933)","(18.0, 26.0, 25.5)","(3.4, 3.75, 3.74)","(6.0, 8.6, 8.51578947368421)","(20.0, 29.0, 27.88888888888889)","(31.0, 44.0, 43.77777777777778)","(101.0, 260.0, 223.125)","(101.0, 350.0, 310.0)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.0710280373831775)"
16-12-2022 15:43:33.763128,"(7.0, 9.0, 8.855555555555556)","(18.0, 23.0, 21.448275862068964)","(8.0, 11.0, 10.193370165745856)","(18.0, 26.0, 25.583333333333332)","(3.4, 3.75, 3.74)","(6.0, 8.6, 8.51578947368421)","(20.0, 29.0, 27.88888888888889)","(31.0, 44.0, 43.5)","(101.0, 270.0, 223.125)","(101.0, 330.0, 287.5)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.1262032085561495)"
16-12-2022 15:43:35.488796,"(7.0, 9.0, 8.855555555555556)","(18.0, 22.0, 20.88)","(8.0, 11.0, 10.21081081081081)","(18.0, 26.0, 25.583333333333332)","(3.4, 3.75, 3.756)","(6.0, 8.6, 9.0)","(20.0, 29.0, 24.8)","(31.0, 44.0, 43.5)","(101.0, 270.0, 225.88235294117646)","(101.0, 320.0, 287.5)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.118592964824121)"
16-12-2022 15:43:37.294258,"(7.0, 9.0, 8.891666666666667)","(18.0, 21.0, 21.466666666666665)","(8.0, 11.0, 10.21081081081081)","(18.0, 26.0, 25.583333333333332)","(3.4, 3.8, 3.756)","(6.0, 9.2, 9.133333333333333)","(20.0, 26.0, 24.8)","(31.0, 44.0, 43.5)","(101.0, 270.0, 225.88235294117646)","(101.0, 320.0, 287.5)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.118592964824121)"
16-12-2022 15:43:38.907628,"(7.0, 9.0, 8.844897959183674)","(18.0, 22.0, 21.294117647058822)","(8.0, 11.0, 10.21081081081081)","(18.0, 26.0, 25.583333333333332)","(3.4, 3.8, 3.7511111111111113)","(6.0, 9.2, 8.942857142857143)","(20.0, 26.0, 24.470588235294116)","(31.0, 44.0, 43.5)","(101.0, 270.0, 225.88235294117646)","(101.0, 320.0, 287.5)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.118592964824121)"
16-12-2022 15:43:40.459452,"(7.0, 9.0, 8.844897959183674)","(18.0, 22.0, 21.294117647058822)","(8.0, 11.0, 10.21081081081081)","(18.0, 26.0, 25.583333333333332)","(3.4, 3.8, 3.7425925925925925)","(6.0, 9.2, 8.959999999999999)","(20.0, 26.0, 24.5)","(31.0, 44.0, 43.5)","(101.0, 270.0, 225.88235294117646)","(101.0, 320.0, 287.5)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.118592964824121)"
16-12-2022 15:43:42.459979,"(7.0, 9.0, 8.844897959183674)","(18.0, 22.0, 21.419354838709676)","(8.0, 11.0, 10.21081081081081)","(18.0, 26.0, 25.583333333333332)","(3.4, 3.75, 3.7171875)","(6.0, 9.2, 8.959999999999999)","(20.0, 26.0, 24.736842105263158)","(31.0, 44.0, 43.5)","(101.0, 270.0, 225.88235294117646)","(101.0, 320.0, 287.5)","(41.0, 70.0, 66.36363636363636)","(3.7, 4.2, 4.122916666666667)"
16-12-2022 15:43:44.152967,"(7.0, 9.0, 8.85925925925926)","(18.0, 22.0, 20.58823529411765)","(8.0, 11.0, 10.513333333333334)","(18.0, 26.0, 25.166666666666668)","(3.4, 3.75, 3.7239583333333335)","(6.0, 9.2, 9.142857142857142)","(20.0, 26.0, 25.142857142857142)","(31.0, 44.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 291.1111111111111)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.2, 4.138636363636364)"
16-12-2022 15:43:45.948565,"(7.0, 9.0, 8.85925925925926)","(18.0, 21.0, 20.58823529411765)","(8.0, 11.0, 10.513333333333334)","(18.0, 26.0, 25.166666666666668)","(3.4, 3.75, 3.7239583333333335)","(6.0, 9.2, 9.142857142857142)","(20.0, 26.0, 25.055555555555557)","(31.0, 46.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 291.1111111111111)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.2, 4.1408)"
16-12-2022 15:43:47.535167,"(7.0, 9.0, 8.85925925925926)","(18.0, 21.0, 20.58823529411765)","(8.0, 11.0, 10.513333333333334)","(18.0, 26.0, 25.166666666666668)","(3.4, 3.75, 3.7239583333333335)","(6.0, 9.2, 9.142857142857142)","(20.0, 26.0, 25.055555555555557)","(31.0, 46.0, 43.0)","(101.0, 270.0, 232.5)","(101.0, 320.0, 291.1111111111111)","(41.0, 70.0, 65.55555555555556)","(3.7, 4.2, 4.181159420289855)"
