,Frame Drive,Soulwriter,Lazy Blaze,Wonderwoman Jujon,Toro Delago Nz,Calvert Hot Shot,Im A Classy Girl,Borsellino,Rocknholme
07-12-2022 19:18:09.854292,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:11.765195,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.814285714285714)","(6.0, 9.4, 9.05)","(10.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:13.534356,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.7)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.884615384615385)"
07-12-2022 19:18:15.284192,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 6.0, 5.025)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.884615384615385)"
07-12-2022 19:18:16.609002,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 5.025)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:18:18.058267,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 5.025)","(6.0, 9.4, 9.05)","(10.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:19.419538,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 5.025)","(6.0, 9.4, 9.05)","(10.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:20.769677,"(4.4, 7.4, 6.2)","(16.0, 26.0, 18.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 4.9875)","(6.0, 9.4, 9.05)","(10.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:22.106365,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.166666666666668)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 4.9875)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:18:23.532172,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 5.025)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:18:25.008878,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.333333333333332)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 5.025)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.884615384615385)"
07-12-2022 19:18:26.292063,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 4.9875)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:18:27.608506,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 4.9875)","(6.0, 9.4, 9.05)","(10.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:28.897246,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 4.9875)","(6.0, 9.4, 9.05)","(10.0, 14.5, 13.5)"
07-12-2022 19:18:30.205914,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.1, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 5.025)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:31.789118,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 5.025)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:33.139600,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 4.9875)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:34.831829,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 4.9875)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:36.213947,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 5.025)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:37.636915,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.4, 4.9875)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:39.035455,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 4.9875)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:40.433273,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 31.833333333333332)","(4.0, 5.3, 4.9875)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:41.849668,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 30.285714285714285)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:43.201995,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 34.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:44.295330,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:45.450306,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:46.637401,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:47.759903,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:48.930797,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:50.154568,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:51.344326,"(4.4, 7.4, 6.2)","(16.0, 26.0, 22.714285714285715)","(61.0, 190.0, 164.54545454545453)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:52.720419,"(4.4, 7.4, 6.091666666666667)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:54.017728,"(4.4, 7.2, 6.657142857142857)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:55.539365,"(4.4, 7.0, 6.514285714285714)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:18:56.916006,"(4.4, 7.0, 6.514285714285714)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:58.412293,"(4.4, 7.0, 6.525)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:18:59.845404,"(4.4, 7.2, 6.525)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:01.164636,"(4.4, 7.2, 6.5625)","(16.0, 26.0, 20.25)","(61.0, 190.0, 158.88888888888889)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:02.553645,"(4.4, 7.2, 6.5625)","(16.0, 26.0, 20.25)","(61.0, 190.0, 143.33333333333331)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:03.760906,"(4.4, 7.2, 6.6)","(16.0, 26.0, 20.25)","(61.0, 190.0, 143.33333333333331)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:04.824753,"(4.4, 7.2, 6.933333333333334)","(16.0, 26.0, 20.25)","(61.0, 190.0, 143.33333333333331)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:06.031044,"(4.4, 7.2, 6.933333333333334)","(16.0, 26.0, 20.25)","(61.0, 190.0, 143.33333333333331)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.875)","(4.0, 5.3, 5.014285714285714)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:07.127395,"(4.4, 7.2, 6.675)","(16.0, 26.0, 20.25)","(61.0, 190.0, 143.33333333333331)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.3, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.884615384615385)"
07-12-2022 19:19:08.325189,"(4.4, 7.2, 6.675)","(16.0, 26.0, 20.25)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.884615384615385)"
07-12-2022 19:19:09.403357,"(4.4, 7.2, 6.675)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:10.552082,"(4.4, 7.2, 6.866666666666667)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:11.651899,"(4.4, 7.2, 6.866666666666667)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:12.785864,"(4.4, 7.2, 6.866666666666667)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:13.983129,"(4.4, 7.2, 6.675)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:15.120517,"(4.4, 7.2, 6.675)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:16.253274,"(4.4, 7.2, 6.675)","(16.0, 21.0, 18.833333333333332)","(61.0, 190.0, 150.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.884615384615385)"
07-12-2022 19:19:17.361951,"(4.4, 7.2, 6.866666666666667)","(16.0, 21.0, 18.833333333333332)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:18.559452,"(4.4, 7.2, 6.866666666666667)","(16.0, 21.0, 18.833333333333332)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:19.934730,"(4.4, 7.2, 6.866666666666667)","(16.0, 21.0, 18.833333333333332)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:21.124697,"(4.4, 7.2, 6.675)","(16.0, 21.0, 18.833333333333332)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:22.270623,"(4.4, 7.2, 6.675)","(16.0, 21.0, 18.833333333333332)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:23.467303,"(4.4, 7.2, 6.914285714285715)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:24.797080,"(4.4, 7.2, 6.914285714285715)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:26.036569,"(4.4, 7.2, 6.914285714285715)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:27.232120,"(4.4, 7.2, 6.914285714285715)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:28.610870,"(4.4, 7.2, 6.914285714285715)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.933333333333334)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:29.897167,"(4.4, 7.2, 6.883333333333333)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.2, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:31.064272,"(4.4, 7.2, 6.883333333333333)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:32.255375,"(4.4, 7.2, 6.883333333333333)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:33.475125,"(4.4, 7.2, 6.883333333333333)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:34.688027,"(4.4, 7.2, 6.9)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:35.858866,"(4.4, 7.2, 6.9)","(16.0, 21.0, 19.5)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.884615384615385)"
07-12-2022 19:19:37.099176,"(4.4, 7.2, 6.9)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.884615384615385)"
07-12-2022 19:19:38.248537,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:39.468944,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:40.641527,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:41.814900,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:43.279968,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:44.455254,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 20.125)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:45.703563,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 19.7)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:46.880733,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 19.7)","(61.0, 110.0, 100.0)","(3.2, 4.3, 4.109999999999999)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 13.5)"
07-12-2022 19:19:48.210169,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 19.7)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.73)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
07-12-2022 19:19:49.463434,"(4.4, 7.2, 6.916666666666667)","(16.0, 21.0, 19.7)","(61.0, 110.0, 100.0)","(3.2, 4.3, 3.6033333333333335)","(9.0, 99999, 99990)","(26.0, 32.0, 27.11111111111111)","(4.0, 5.1, 4.9125)","(6.0, 9.4, 9.05)","(9.0, 14.5, 11.833333333333334)"
