,Sozins Princess,Goldstar Ange,Free For All,Sapporo Bale,Homebush Sparkle,Champagne,Mitcham Zorro,Mysterious Lady
12-01-2023 14:15:00.165888,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:01.341571,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:02.499665,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:03.557946,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:04.656149,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:05.805058,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:06.900558,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 11.466666666666667)","(6.5, 16.0, 11.3)"
12-01-2023 14:15:07.940018,"(10.0, 22.0, 15.8)","(3.6, 9.6, 8.6)","(6.5, 99999, 99990)","(8.0, 18.5, 9.5)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 14.0, 8.64)","(6.5, 16.0, 9.857142857142858)"
12-01-2023 14:15:09.032054,"(10.0, 22.0, 15.8)","(3.6, 7.8, 6.944230769230769)","(6.5, 99999, 99990)","(8.0, 19.0, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 10.2)","(6.5, 18.0, 10.428571428571429)"
12-01-2023 14:15:10.130474,"(10.0, 22.0, 15.8)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:11.207117,"(10.0, 22.0, 15.6)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:12.342670,"(10.0, 22.0, 20.700000000000003)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:13.467639,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:14.685229,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:15.850616,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:17.017105,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:18.215375,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.583333333333332)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:19.449412,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 19.5, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:20.606677,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:21.759730,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.591666666666667)","(6.5, 99999, 99990)","(8.0, 21.0, 12.6)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:22.963477,"(10.0, 22.0, 15.9)","(3.6, 7.8, 7.128125)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:24.097610,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.564705882352941)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:25.145804,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.564705882352941)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:26.537960,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.564705882352941)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:28.012364,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:29.289455,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:30.653319,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:31.921623,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:33.238272,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:34.520811,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 12.6)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:35.624448,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:36.851765,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:38.178381,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 9.95)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:39.272535,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.7)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:40.329354,"(10.0, 22.0, 15.9)","(3.6, 7.8, 6.563888888888888)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 12.0, 8.1)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:41.605321,"(10.0, 22.0, 19.672727272727272)","(3.6, 7.8, 6.944230769230769)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 12.0, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:42.842921,"(10.0, 22.0, 19.636363636363637)","(3.6, 7.8, 6.944230769230769)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:43.887840,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.275)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:45.026020,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 12.6)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:46.200331,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:47.288259,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:48.441920,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:49.605378,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.857142857142858)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:50.780883,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:51.944824,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:53.151977,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:54.379784,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:55.526695,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:56.717433,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:57.870874,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:15:59.025544,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.230434782608695)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:00.127537,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.105882352941176)","(6.5, 99999, 99990)","(8.0, 21.0, 9.625)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:01.224285,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.046666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.649999999999999)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:02.372312,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.046666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 13.933333333333334)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:03.556674,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.046666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 13.933333333333334)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:04.806871,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.046666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:05.900129,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.046666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:07.083806,"(10.0, 22.0, 14.0)","(3.6, 7.6, 7.046666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:08.308161,"(10.0, 22.0, 14.0)","(3.6, 7.6, 4.8999999999999995)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:09.395180,"(10.0, 22.0, 14.0)","(3.6, 7.6, 4.8999999999999995)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:10.479694,"(10.0, 22.0, 14.0)","(3.6, 7.6, 4.8999999999999995)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:11.699101,"(10.0, 22.0, 13.466666666666665)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:12.906823,"(10.0, 22.0, 19.636363636363637)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:14.069818,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:15.147055,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:16.276878,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:17.463854,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:18.692532,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:19.851185,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:21.057428,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:22.263524,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:23.431792,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:24.541013,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.0285714285714285)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:25.640521,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.307407407407407)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:26.868777,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.05)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:27.970949,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:29.127216,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:30.404766,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:31.528650,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:32.742114,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:34.057343,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:35.324834,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.086666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:36.627289,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.346666666666666)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:37.813164,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.030769230769231)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:38.907297,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.030769230769231)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.5)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:40.113322,"(10.0, 22.0, 14.333333333333334)","(3.6, 7.6, 7.1066666666666665)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.785714285714285)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:41.393442,"(10.0, 23.0, 20.666666666666668)","(3.6, 7.6, 7.1066666666666665)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.785714285714285)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:42.530754,"(10.0, 23.0, 13.8)","(3.6, 7.6, 7.1066666666666665)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.785714285714285)","(6.5, 20.0, 10.428571428571429)"
12-01-2023 14:16:43.690247,"(10.0, 24.0, 14.133333333333333)","(3.6, 7.6, 7.1066666666666665)","(6.5, 99999, 99990)","(8.0, 21.0, 9.45)","(9.0, 17.0, 14.239999999999998)","(4.0, 6.0, 5.3)","(6.5, 11.5, 9.785714285714285)","(6.5, 20.0, 10.428571428571429)"
