,Sozins Princess,Goldstar Ange,Free For All,Sapporo Bale,Homebush Sparkle,Champagne,Mitcham Zorro,Mysterious Lady
12-01-2023 14:12:55.001741,"(10.0, 32.0, 24.875)","(3.6, 9.8, 8.275)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 13.75)","(6.5, 16.0, 11.5)"
12-01-2023 14:12:56.090064,"(10.0, 32.0, 24.875)","(3.6, 9.8, 8.275)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 13.75)","(6.5, 16.0, 11.5)"
12-01-2023 14:12:57.235474,"(10.0, 32.0, 24.875)","(3.6, 9.8, 8.275)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 13.75)","(6.5, 16.0, 11.5)"
12-01-2023 14:12:58.508483,"(10.0, 32.0, 24.875)","(3.6, 9.8, 8.275)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 13.75)","(6.5, 16.0, 11.5)"
12-01-2023 14:12:59.587860,"(10.0, 32.0, 24.875)","(3.6, 9.8, 8.275)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 13.75)","(6.5, 16.0, 12.8)"
12-01-2023 14:13:00.775801,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.275)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 13.75)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:01.946669,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.958620689655174)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:03.071197,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:04.183091,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:05.220936,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:06.199892,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:07.587550,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.5)"
12-01-2023 14:13:08.695023,"(10.0, 32.0, 20.700000000000003)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 11.233333333333333)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 12.8)"
12-01-2023 14:13:09.865014,"(10.0, 32.0, 20.6)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:11.056090,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 15.89473684210526)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:12.118148,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 9.785714285714286)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:13.243695,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.785714285714286)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:14.482911,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.785714285714286)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:15.829106,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:17.095960,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:18.304786,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:19.505340,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.965517241379311)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:20.770146,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:22.089105,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:23.149964,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:24.197509,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:25.293531,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:26.514597,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:27.615043,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.3125)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:29.048840,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:30.215607,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:31.329467,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 11.944444444444445)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:32.691025,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:33.959979,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:35.114745,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:36.297812,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 19.5, 9.857142857142858)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:37.436598,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:38.521720,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:39.634192,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 9.714285714285714)","(6.5, 16.0, 11.3)"
12-01-2023 14:13:40.711523,"(10.0, 32.0, 25.0)","(3.6, 9.8, 8.957142857142857)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 19.5, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:41.772785,"(10.0, 32.0, 25.0)","(3.6, 7.0, 6.7615384615384615)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:43.012637,"(10.0, 32.0, 25.0)","(3.6, 9.6, 9.161538461538461)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 12.379999999999999)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:44.185914,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 9.161538461538461)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:45.449170,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 9.161538461538461)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:46.664169,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 8.91764705882353)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:47.693575,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 8.91764705882353)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 12.962500000000002)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:48.955302,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 8.91764705882353)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:50.093302,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 9.193548387096774)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:51.207163,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 9.193548387096774)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:52.346538,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.6, 9.42)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:53.387032,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.454545454545455)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 12.379999999999999)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:54.612926,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:55.858792,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:56.928534,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:57.984898,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:13:59.273329,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:00.417168,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:01.443863,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 12.962500000000002)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:02.536983,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:03.649241,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:04.798265,"(10.0, 30.0, 26.86153846153846)","(3.6, 9.8, 7.778947368421052)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:05.834288,"(10.0, 30.0, 26.181818181818183)","(3.6, 9.8, 8.645454545454546)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:06.875009,"(10.0, 30.0, 26.181818181818183)","(3.6, 9.8, 8.645454545454546)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.266666666666666)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:08.010351,"(10.0, 30.0, 26.181818181818183)","(3.6, 9.8, 7.826315789473685)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 12.379999999999999)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:09.164220,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.826315789473685)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:10.238257,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.826315789473685)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:11.341709,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.826315789473685)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:12.479029,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.7631578947368425)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.333333333333332)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:13.631643,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.7631578947368425)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 12.962500000000002)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:14.741421,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.7631578947368425)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:15.874078,"(10.0, 30.0, 26.8)","(3.6, 9.8, 7.7631578947368425)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:17.013875,"(10.0, 30.0, 26.8)","(3.6, 9.8, 8.636363636363637)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:18.054600,"(10.0, 30.0, 26.8)","(3.6, 9.8, 8.636363636363637)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:19.152719,"(10.0, 30.0, 26.8)","(3.6, 9.8, 8.636363636363637)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:20.295051,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:21.406639,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:22.546380,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:23.549585,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:24.720159,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 5.465151515151516)","(6.5, 14.0, 12.633333333333333)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:25.966191,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:27.186002,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:28.313282,"(10.0, 30.0, 26.8)","(3.6, 9.6, 7.905555555555555)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:29.575313,"(10.0, 30.0, 26.8)","(3.6, 9.8, 8.31764705882353)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:30.832524,"(10.0, 30.0, 24.114285714285714)","(3.6, 9.6, 8.16470588235294)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:31.906927,"(10.0, 30.0, 24.114285714285714)","(3.6, 9.6, 8.793333333333333)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:33.036975,"(10.0, 30.0, 24.114285714285714)","(3.6, 9.6, 8.112499999999999)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:34.216403,"(10.0, 30.0, 24.114285714285714)","(3.6, 9.6, 8.112499999999999)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
12-01-2023 14:14:35.400108,"(10.0, 30.0, 24.114285714285714)","(3.6, 9.6, 8.112499999999999)","(6.5, 99999, 99990)","(8.0, 18.5, 8.9625)","(9.0, 17.0, 9.95)","(4.0, 5.9, 4.627272727272727)","(6.5, 14.0, 11.4)","(6.5, 16.0, 10.36)"
