,Disagreeable Miss,Street Culture,Wheels,Kyshaka,Red Sequoia,Dont Dismiss,Lord Wonder,Aussie Sojourn,Staying Strong
07-01-2023 14:36:08.958049,"(2.5, 3.15, 3.1423076923076922)","(10.0, 11.5, 11.0625)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 55.0, 50.5)","(6.5, 8.2, 8.04)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:10.193365,"(2.5, 3.15, 3.1423076923076922)","(10.0, 11.5, 11.0625)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 55.0, 50.5)","(6.5, 8.2, 8.04)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:11.392084,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 55.0, 50.5)","(6.5, 8.2, 8.04)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:12.583465,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 55.0, 50.5)","(6.5, 8.2, 8.04)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:13.753145,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 55.0, 50.5)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:14.892878,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 55.0, 47.5)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:16.038603,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 50.0, 47.09090909090909)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.2, 7.102608695652174)","(101.0, 140.0, 113.75)"
07-01-2023 14:36:17.194758,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 50.0, 47.09090909090909)","(6.5, 8.2, 7.976923076923077)","(6.0, 7.2, 7.18)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:18.362922,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.4980392156862745)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 50.0, 47.09090909090909)","(6.5, 8.0, 7.976923076923077)","(6.0, 7.2, 7.327272727272727)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:19.493300,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.4980392156862745)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 50.0, 47.09090909090909)","(6.5, 8.0, 7.976923076923077)","(6.0, 7.4, 7.327272727272727)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:20.601215,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.4980392156862745)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 50.0, 48.0)","(6.5, 8.0, 7.976923076923077)","(6.0, 7.4, 7.315)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:21.720010,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.4980392156862745)","(8.5, 10.5, 9.895454545454546)","(18.0, 32.0, 30.636363636363637)","(31.0, 50.0, 48.0)","(6.5, 8.0, 7.976923076923077)","(6.0, 7.4, 7.315)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:22.830992,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 26.0)","(31.0, 50.0, 48.0)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.331578947368421)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:24.023727,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.46938775510204)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 26.0)","(31.0, 50.0, 51.25)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.365217391304348)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:25.132639,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.433962264150944)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.6)","(31.0, 60.0, 51.25)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.365217391304348)","(101.0, 140.0, 117.5)"
07-01-2023 14:36:26.267439,"(2.5, 3.2, 3.1947916666666667)","(10.0, 11.5, 11.433962264150944)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.6)","(31.0, 60.0, 51.25)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.365217391304348)","(101.0, 140.0, 113.33333333333333)"
07-01-2023 14:36:27.408396,"(2.5, 3.2, 3.1814814814814816)","(10.0, 11.5, 11.433962264150944)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.6)","(31.0, 60.0, 51.25)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.228571428571429)","(101.0, 130.0, 112.22222222222223)"
07-01-2023 14:36:28.508003,"(2.5, 3.2, 3.1814814814814816)","(10.0, 12.5, 12.029411764705882)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.6)","(31.0, 60.0, 51.42857142857143)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.188235294117647)","(101.0, 130.0, 112.22222222222223)"
07-01-2023 14:36:29.603371,"(2.5, 3.2, 3.1864864864864866)","(10.0, 12.5, 12.029411764705882)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.6)","(31.0, 60.0, 51.42857142857143)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.188235294117647)","(101.0, 130.0, 112.22222222222223)"
07-01-2023 14:36:30.743279,"(2.5, 3.2, 3.1864864864864866)","(10.0, 12.5, 12.029411764705882)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.6)","(31.0, 60.0, 51.42857142857143)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.188235294117647)","(101.0, 130.0, 112.22222222222223)"
07-01-2023 14:36:31.896092,"(2.5, 3.2, 3.1864864864864866)","(10.0, 12.5, 12.029411764705882)","(5.0, 6.6, 6.530434782608696)","(8.5, 10.5, 9.895454545454546)","(18.0, 29.0, 23.263157894736842)","(31.0, 60.0, 51.42857142857143)","(6.5, 8.2, 8.078787878787878)","(6.0, 7.4, 7.188235294117647)","(101.0, 130.0, 112.22222222222223)"
07-01-2023 14:36:33.041543,"(2.5, 3.2, 3.1864864864864866)","(10.0, 12.5, 11.714285714285714)","(5.0, 6.6, 6.380000000000001)","(8.5, 10.5, 9.8)","(18.0, 28.0, 26.044444444444444)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.047058823529412)","(6.0, 7.4, 7.172307692307692)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:34.181172,"(2.5, 3.35, 3.2083333333333335)","(10.0, 12.0, 11.714285714285714)","(5.0, 6.4, 6.380000000000001)","(8.5, 10.5, 9.782608695652174)","(18.0, 28.0, 26.044444444444444)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.057142857142857)","(6.0, 7.2, 7.29)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:35.278820,"(2.5, 3.25, 3.218421052631579)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.5, 9.837209302325581)","(18.0, 28.0, 26.044444444444444)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:36.360300,"(2.5, 3.2, 3.177777777777778)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.5, 9.356)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:37.566811,"(2.5, 3.2, 3.1806451612903226)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.5, 9.6)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:38.805400,"(2.5, 3.2, 3.1806451612903226)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.44)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.29)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:39.958302,"(2.5, 3.2, 3.1806451612903226)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.44)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.29)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:41.139180,"(2.5, 3.2, 3.1806451612903226)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.44)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.29)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:42.314848,"(2.5, 3.2, 3.1806451612903226)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.384615384615383)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:43.402312,"(2.5, 3.2, 3.1903225806451614)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.384615384615383)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.088888888888889)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:44.578326,"(2.5, 3.2, 3.1903225806451614)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.384615384615383)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.123076923076923)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:45.652181,"(2.5, 3.2, 3.1903225806451614)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.384615384615383)","(18.0, 28.0, 25.25)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.163636363636362)","(6.0, 7.4, 7.278260869565218)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:46.742679,"(2.5, 3.2, 3.1903225806451614)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.342105263157895)","(8.5, 10.0, 9.436363636363636)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 8.2, 8.276923076923078)","(6.0, 7.4, 7.266666666666667)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:47.856324,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.65)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.290909090909091)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 8.4, 8.799999999999999)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:49.024708,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.290909090909091)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.2, 8.761904761904763)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 106.0)"
07-01-2023 14:36:50.143863,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.290909090909091)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 116.66666666666667)"
07-01-2023 14:36:51.266724,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.290909090909091)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 116.66666666666667)"
07-01-2023 14:36:52.405405,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.290909090909091)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 116.66666666666667)"
07-01-2023 14:36:53.544291,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.095238095238095)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:36:54.711894,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.095238095238095)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:36:55.838667,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.095238095238095)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:36:57.027873,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.095238095238095)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:36:58.202678,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.095238095238095)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.6)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:36:59.342838,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.24)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.571428571428571)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:37:00.426747,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.24)","(18.0, 28.0, 26.2)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.521739130434783)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 118.75)"
07-01-2023 14:37:01.518201,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.24)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.521739130434783)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:02.635576,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.4, 9.24)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.875)","(6.5, 9.0, 8.521739130434783)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:03.829643,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.8, 9.666666666666666)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.875)","(6.5, 8.8, 8.436363636363637)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:05.004906,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.875)","(6.5, 8.8, 8.48)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:06.211051,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.875)","(6.5, 8.8, 8.373333333333333)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:07.372386,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.8, 8.373333333333333)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:08.483677,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.8, 8.373333333333333)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:09.758001,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.8, 8.373333333333333)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:10.871609,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.8, 8.373333333333333)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:12.010425,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.8, 8.466666666666667)","(6.0, 7.4, 7.317241379310345)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:13.201838,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.37142857142857)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.2625)","(6.0, 7.4, 7.332530120481928)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:14.435646,"(2.5, 3.2, 3.185714285714286)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.2625)","(6.0, 7.4, 7.266666666666667)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:15.651247,"(2.5, 3.2, 3.1750000000000003)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.2625)","(6.0, 7.4, 7.256)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:16.784180,"(2.5, 3.2, 3.1750000000000003)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.2625)","(6.0, 7.4, 7.266666666666667)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:17.886435,"(2.5, 3.2, 3.1812500000000004)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.342105263157895)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.2625)","(6.0, 7.4, 7.1930069930069935)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:19.045177,"(2.5, 3.2, 3.125925925925926)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.2625)","(6.0, 7.4, 7.1930069930069935)","(101.0, 130.0, 115.0)"
07-01-2023 14:37:20.243947,"(2.5, 3.2, 3.125925925925926)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 56.666666666666664)","(6.5, 8.6, 8.221052631578948)","(6.0, 7.4, 7.1930069930069935)","(101.0, 130.0, 140.0)"
07-01-2023 14:37:21.372297,"(2.5, 3.2, 3.125925925925926)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 48.333333333333336)","(6.5, 8.6, 8.221052631578948)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:22.522447,"(2.5, 3.2, 3.125925925925926)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 9.6, 9.466666666666667)","(18.0, 28.0, 27.1)","(31.0, 60.0, 48.333333333333336)","(6.5, 8.6, 8.221052631578948)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:23.670643,"(2.5, 3.2, 3.135483870967742)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 9.6, 9.571428571428571)","(18.0, 28.0, 26.2)","(31.0, 60.0, 48.333333333333336)","(6.5, 8.6, 8.323076923076922)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:24.798311,"(2.5, 3.2, 3.135483870967742)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.866666666666667)","(18.0, 28.0, 26.2)","(31.0, 60.0, 48.333333333333336)","(6.5, 8.6, 8.323076923076922)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:25.947662,"(2.5, 3.2, 3.135483870967742)","(10.0, 12.0, 11.921348314606742)","(5.0, 6.4, 6.342105263157895)","(8.5, 10.0, 9.696551724137931)","(18.0, 28.0, 26.2)","(31.0, 60.0, 48.333333333333336)","(6.5, 8.6, 8.323076923076922)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:27.093074,"(2.5, 3.2, 3.135483870967742)","(10.0, 12.0, 11.921348314606742)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.696551724137931)","(18.0, 28.0, 26.2)","(31.0, 60.0, 48.333333333333336)","(6.5, 8.6, 8.323076923076922)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:28.231810,"(2.5, 3.2, 3.1487179487179486)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.753846153846153)","(18.0, 28.0, 26.8)","(31.0, 60.0, 50.0)","(6.5, 8.6, 8.342857142857142)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:29.395874,"(2.5, 3.2, 3.159183673469388)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.696551724137931)","(18.0, 28.0, 26.8)","(31.0, 60.0, 50.0)","(6.5, 8.6, 8.405405405405405)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:30.539122,"(2.5, 3.2, 3.159183673469388)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.696551724137931)","(18.0, 28.0, 26.8)","(31.0, 60.0, 50.0)","(6.5, 8.6, 8.405405405405405)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 140.0)"
07-01-2023 14:37:31.705231,"(2.5, 3.2, 3.159183673469388)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.696551724137931)","(18.0, 28.0, 26.8)","(31.0, 60.0, 50.0)","(6.5, 8.6, 8.405405405405405)","(6.0, 7.4, 7.1930069930069935)","(101.0, 170.0, 121.66666666666667)"
07-01-2023 14:37:32.838122,"(2.5, 3.2, 3.159183673469388)","(10.0, 12.0, 11.881720430107528)","(5.0, 6.4, 6.358823529411765)","(8.5, 10.0, 9.690909090909091)","(18.0, 28.0, 26.8)","(31.0, 60.0, 50.0)","(6.5, 8.6, 8.254054054054054)","(6.0, 7.4, 7.1930069930069935)","(101.0, 180.0, 121.66666666666667)"
