,Allinga Blues,Rhonda Wine,Festival Dancer,Gable,Centennial,Paramount Rose
16-12-2022 11:06:25.603260,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:26.707762,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:27.747628,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:28.754815,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:29.772792,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:30.736235,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:31.680239,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:32.623546,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:33.641658,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:34.721970,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:35.768985,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:36.710443,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:37.794891,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:38.779553,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:39.761041,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 26.184210526315788)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:40.699830,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:41.780841,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:42.952190,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:44.054975,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:45.168611,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:46.468258,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:47.675011,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:48.850505,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:49.974494,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:51.043167,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:52.063428,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:53.096924,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:54.183601,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:55.180106,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:56.631036,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:57.787993,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:06:58.930675,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:00.004401,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:01.283587,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:02.535574,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:03.608540,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:04.607980,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:05.601553,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:06.643425,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:07.552936,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:08.583183,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 11.303999999999998)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:09.585097,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:10.596017,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:11.558409,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:12.574946,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:13.550453,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:14.523255,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:15.391127,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:16.327390,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:17.285101,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:18.196623,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 24.0)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:19.111276,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.75, 2.867857142857143)","(6.5, 15.5, 13.275)","(6.5, 12.0, 10.32)","(13.0, 27.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:20.089624,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:21.074935,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:22.101582,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:23.061590,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:24.014557,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:24.893814,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:25.782096,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:26.618164,"(5.5, 11.0, 5.7749999999999995)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:27.460960,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.66)"
16-12-2022 11:07:28.389741,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:29.344642,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:30.255965,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:31.158328,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:32.049886,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:32.899827,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:33.800269,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:34.645882,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:35.500637,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:36.395690,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:37.316316,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:38.217052,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:39.081403,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:39.996761,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:40.902551,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 23.2)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:41.745252,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:42.573545,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:43.473984,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:44.401304,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:45.286006,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:46.162205,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:47.093059,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:48.002106,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:48.954957,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:49.793931,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:50.652771,"(5.5, 11.0, 7.08125)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:51.505006,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:52.391892,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:53.250817,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:54.134244,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:55.033866,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:55.970613,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:56.867353,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:57.775990,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:58.694310,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:07:59.604656,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:00.440644,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:01.283751,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:02.162720,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:03.014194,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:03.894209,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:04.800017,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:05.684236,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:06.627198,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:07.591264,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:08.457565,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:09.282496,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
16-12-2022 11:08:10.139769,"(5.5, 10.5, 9.633333333333333)","(2.8, 3.7, 2.8642857142857143)","(6.5, 12.0, 11.325)","(6.5, 12.0, 10.32)","(13.0, 26.0, 25.236842105263158)","(2.7, 4.6, 3.1692307692307695)"
