,Shakatie,Our Ruby Rose,Major Tralee,Malibu Dream,Betting Baron,Ark Nz,Tactfilly Miracle,Getaloadathisbro,Delightful Rainbow
05-01-2023 14:57:31.426448,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 17.25)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:32.590993,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 17.25)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:33.785732,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 17.25)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:34.998454,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 17.25)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:36.182225,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 17.25)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:37.363321,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 17.25)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:38.571361,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:39.752455,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:40.939506,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:42.132557,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:43.288479,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:44.441389,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:45.606195,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:46.778855,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:47.888976,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:49.089590,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:50.293223,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.222222222222222)"
05-01-2023 14:57:51.489647,"(3.5, 5.4, 5.019230769230769)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 7.0, 6.2)"
05-01-2023 14:57:52.657333,"(3.5, 5.4, 4.470000000000001)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:57:53.902626,"(3.5, 5.4, 4.470000000000001)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:57:55.059998,"(3.5, 5.4, 4.470000000000001)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:57:56.218557,"(3.5, 5.4, 5.0125)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.6, 6.27)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:57:57.390613,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:57:58.785258,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:00.033539,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:01.254966,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:02.506328,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:03.697140,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:04.816061,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:05.992981,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:07.121354,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:08.258921,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:09.371984,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:10.528073,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:11.706437,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:12.889658,"(3.5, 5.4, 4.5)","(14.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:14.096541,"(3.5, 5.4, 4.5)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.2)"
05-01-2023 14:58:15.327220,"(3.5, 5.4, 4.9)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 5.771428571428571)"
05-01-2023 14:58:16.517741,"(3.5, 5.4, 4.9)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.08)"
05-01-2023 14:58:17.722013,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.266666666666667)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.08)"
05-01-2023 14:58:18.920409,"(3.5, 5.4, 5.065384615384616)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.3200000000000003)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.2, 6.833333333333334)","(10.0, 16.5, 14.3)","(6.0, 6.8, 6.08)"
05-01-2023 14:58:20.085836,"(3.5, 5.4, 5.004545454545455)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.25)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 14.3)","(6.0, 6.8, 5.872727272727272)"
05-01-2023 14:58:21.288811,"(3.5, 5.4, 4.35)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 14.3)","(6.0, 6.6, 7.76)"
05-01-2023 14:58:22.473911,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 17.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 14.3)","(6.0, 8.6, 8.0)"
05-01-2023 14:58:23.665973,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.6, 9.100000000000001)"
05-01-2023 14:58:24.808334,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.8, 8.6)"
05-01-2023 14:58:25.943315,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.8, 8.9)"
05-01-2023 14:58:27.094022,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.8, 8.9)"
05-01-2023 14:58:28.221353,"(3.5, 5.4, 4.916666666666667)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.8, 8.5)"
05-01-2023 14:58:29.354257,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.6, 8.3)"
05-01-2023 14:58:30.521443,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.6, 8.4)"
05-01-2023 14:58:31.667057,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.6, 8.2)"
05-01-2023 14:58:32.789250,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.6, 8.2)"
05-01-2023 14:58:33.933022,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.6, 8.4)"
05-01-2023 14:58:35.066263,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.6, 8.08)"
05-01-2023 14:58:36.216333,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.4, 8.2)"
05-01-2023 14:58:37.457729,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 8.4, 9.066666666666666)"
05-01-2023 14:58:38.667697,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 14.6)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 12.65)","(6.0, 9.8, 8.725)"
05-01-2023 14:58:39.891617,"(3.5, 5.3, 4.9625)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 23.0, 16.666666666666668)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.5, 14.0)","(6.0, 9.4, 8.725)"
05-01-2023 14:58:41.071491,"(3.5, 5.2, 4.8875)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 22.0, 16.333333333333332)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.4, 8.371428571428572)"
05-01-2023 14:58:42.187474,"(3.5, 5.2, 4.8875)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 21.0, 16.333333333333332)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.4, 8.371428571428572)"
05-01-2023 14:58:43.279728,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 21.0, 16.333333333333332)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.4, 8.68)"
05-01-2023 14:58:44.348227,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 21.0, 16.333333333333332)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.4, 8.68)"
05-01-2023 14:58:45.483566,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 21.0, 14.875)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.4, 8.68)"
05-01-2023 14:58:46.585415,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 21.0, 14.875)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.4, 9.100000000000001)"
05-01-2023 14:58:47.702788,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 21.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 14.0)","(6.0, 9.8, 9.280000000000001)"
05-01-2023 14:58:48.855277,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 16.0, 13.7)","(6.0, 9.8, 8.8)"
05-01-2023 14:58:49.979195,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 13.7)","(6.0, 9.6, 8.559999999999999)"
05-01-2023 14:58:51.153785,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 13.7)","(6.0, 9.6, 8.48)"
05-01-2023 14:58:52.264782,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.488888888888889)"
05-01-2023 14:58:53.378747,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 7.7333333333333325)"
05-01-2023 14:58:54.556569,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 7.7333333333333325)"
05-01-2023 14:58:55.706114,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 16.0)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 7.7333333333333325)"
05-01-2023 14:58:56.844576,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 20.0, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:58:58.021468,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:58:59.219278,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:59:00.392545,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:59:01.599748,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:59:02.863401,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 8.2)"
05-01-2023 14:59:04.103939,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:59:05.291927,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
05-01-2023 14:59:06.424677,"(3.5, 5.2, 4.828571428571428)","(13.0, 21.0, 15.375)","(2.9, 3.6, 3.2)","(21.0, 42.0, 34.8)","(13.0, 19.5, 15.833333333333334)","(71.0, 99999, 99990)","(5.5, 7.4, 6.833333333333334)","(10.0, 15.5, 12.35)","(6.0, 9.6, 6.566666666666666)"
