,Atomic Rose,Chaos Magic,La Danta,Boston Belle,Fort Pike,Inpending Breeze,Pepper Point
15-12-2022 11:00:38.550822,"(2.25, 3.4, 3.364705882352941)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:39.567233,"(2.25, 3.4, 3.364705882352941)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:40.653211,"(2.25, 3.35, 3.2888888888888888)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:41.723073,"(2.25, 3.35, 3.2933333333333334)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:42.751769,"(2.25, 3.35, 3.2933333333333334)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:43.755802,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:44.713404,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:45.673940,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:46.662774,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:47.634776,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.25, 2.989)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:48.663344,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.2, 2.968)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:49.744322,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.2, 2.968)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:50.769103,"(2.25, 3.35, 3.1866666666666665)","(2.5, 3.2, 2.968)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:51.789470,"(2.25, 3.45, 3.0075)","(2.5, 3.2, 2.968)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:52.834828,"(2.25, 3.45, 3.0075)","(2.5, 3.2, 2.968)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:53.828438,"(2.25, 3.45, 3.0075)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:54.842372,"(2.25, 3.45, 3.0075)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:55.892478,"(2.25, 3.45, 3.0075)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:56.953879,"(2.25, 3.45, 3.0075)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:57.990422,"(2.25, 3.45, 3.0075)","(2.5, 3.4, 2.9914285714285715)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:00:59.075038,"(2.25, 3.45, 3.01)","(2.5, 3.4, 2.9914285714285715)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:00.096228,"(2.25, 3.4, 3.01)","(2.5, 3.4, 2.9914285714285715)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:01.177665,"(2.25, 3.35, 3.21)","(2.5, 3.35, 3.09)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:02.238024,"(2.25, 3.35, 3.21)","(2.5, 3.35, 3.09)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:03.284878,"(2.25, 3.35, 3.21)","(2.5, 3.35, 2.984375)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:04.323068,"(2.25, 3.35, 3.21)","(2.5, 3.35, 2.984375)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:05.390680,"(2.25, 3.35, 3.0827272727272725)","(2.5, 3.35, 2.984375)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:06.457650,"(2.25, 3.35, 3.0827272727272725)","(2.5, 3.35, 2.984375)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:07.550139,"(2.25, 3.35, 3.0827272727272725)","(2.5, 3.35, 2.984375)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:08.523202,"(2.25, 3.35, 3.0827272727272725)","(2.5, 3.35, 2.984375)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:09.543585,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:10.512299,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:11.491335,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.45, 2.9763333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:12.482535,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.4, 3.004)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:13.445727,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.4, 3.004)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:14.412752,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.4, 3.004)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:15.379878,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.35, 3.038)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:16.322915,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.35, 3.038)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:17.274854,"(2.25, 3.35, 3.1322222222222225)","(2.5, 3.35, 3.038)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:18.262205,"(2.25, 3.7, 3.385)","(2.5, 3.35, 3.038)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:19.280353,"(2.25, 3.7, 3.385)","(2.5, 3.35, 3.038)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:20.252590,"(2.25, 3.7, 3.385)","(2.5, 3.35, 3.038)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:21.275411,"(2.25, 3.7, 3.21)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:22.254236,"(2.25, 3.7, 3.29)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:23.445485,"(2.25, 3.7, 3.6335135135135137)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:24.383164,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.4, 6.212121212121212)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:25.311691,"(2.25, 3.7, 3.6703703703703705)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:26.224729,"(2.25, 3.7, 3.6703703703703705)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:27.172769,"(2.25, 3.7, 3.6703703703703705)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:28.129507,"(2.25, 3.7, 3.6703703703703705)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:29.221296,"(2.25, 3.7, 3.58)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:30.240260,"(2.25, 3.7, 3.33)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:31.229773,"(2.25, 3.7, 3.3914285714285715)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:32.276628,"(2.25, 3.7, 3.3914285714285715)","(2.5, 3.3, 3.0166666666666666)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:33.392784,"(2.25, 3.7, 3.3914285714285715)","(2.5, 3.4, 2.972941176470588)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:34.318714,"(2.25, 3.7, 3.3914285714285715)","(2.5, 3.4, 3.07)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:35.385940,"(2.25, 3.7, 3.3914285714285715)","(2.5, 3.4, 3.015)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:36.334259,"(2.25, 3.7, 3.3914285714285715)","(2.5, 3.35, 2.965492957746479)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:37.403259,"(2.25, 3.7, 3.43)","(2.5, 3.35, 2.965492957746479)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:38.396701,"(2.25, 3.7, 3.4)","(2.5, 3.35, 2.965492957746479)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:39.389194,"(2.25, 3.7, 3.4)","(2.5, 3.35, 2.965492957746479)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:40.360951,"(2.25, 3.7, 3.4)","(2.5, 3.4, 2.9655)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:41.372462,"(2.25, 3.7, 3.4)","(2.5, 3.4, 2.9655)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:42.638604,"(2.25, 3.7, 3.4)","(2.5, 3.35, 2.999)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:43.661478,"(2.25, 3.7, 3.4)","(2.5, 3.35, 2.999)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:44.724686,"(2.25, 3.7, 3.6426470588235293)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:45.703489,"(2.25, 3.7, 3.625)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:46.776153,"(2.25, 3.7, 3.625)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:47.738342,"(2.25, 3.7, 3.6)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:48.772565,"(2.25, 3.65, 3.3566666666666665)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:49.937344,"(2.25, 3.65, 3.3566666666666665)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:51.010654,"(2.25, 3.65, 3.335)","(2.5, 3.3, 3.0733333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:51.991500,"(2.25, 3.15, 3.1083333333333334)","(2.5, 3.3, 2.9883333333333333)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:53.052085,"(2.25, 3.15, 3.0923076923076924)","(2.5, 3.25, 2.984166666666667)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:54.102617,"(2.25, 3.15, 3.0923076923076924)","(2.5, 3.25, 2.984166666666667)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:55.037296,"(2.25, 3.15, 3.0923076923076924)","(2.5, 3.25, 2.984166666666667)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.5)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:56.043235,"(2.25, 3.15, 3.0923076923076924)","(2.5, 3.25, 2.984166666666667)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:57.046239,"(2.25, 3.7, 3.4000000000000004)","(2.5, 3.25, 2.984166666666667)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:58.040433,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:01:59.041405,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:00.021309,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:00.982075,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:01.971534,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:02.952713,"(2.25, 3.7, 3.357142857142857)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:03.903105,"(2.25, 3.7, 3.124)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:04.904446,"(2.25, 3.7, 3.124)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:05.921692,"(2.25, 3.7, 3.124)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:07.229370,"(2.25, 3.7, 3.124)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:08.403506,"(2.25, 3.7, 3.124)","(2.5, 3.3, 2.9736)","(21.0, 200.0, 110.0)","(7.0, 7.0, 6.714285714285714)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:09.535350,"(2.25, 3.7, 3.5526315789473686)","(2.5, 3.4, 3.07)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:10.769462,"(2.25, 3.7, 3.5526315789473686)","(2.5, 3.35, 2.999)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:11.926885,"(2.25, 3.7, 3.5526315789473686)","(2.5, 3.35, 2.999)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:13.146955,"(2.25, 3.7, 3.5526315789473686)","(2.5, 3.3, 3.028)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:14.265882,"(2.25, 3.7, 3.5526315789473686)","(2.5, 3.3, 3.028)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:15.397284,"(2.25, 3.7, 3.5526315789473686)","(2.5, 3.4, 3.07)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:16.428044,"(2.25, 3.7, 3.466666666666667)","(2.5, 3.4, 3.07)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
15-12-2022 11:02:17.441727,"(2.25, 3.7, 3.466666666666667)","(2.5, 3.4, 3.07)","(21.0, 200.0, 110.0)","(7.0, 7.2, 6.461538461538462)","(14.0, 29.0, 22.0)","(12.0, 40.0, 35.333333333333336)","(41.0, 500.0, 313.6)"
