,Bull Shark,Ruling,U Rock It,Wizard Of Odds,Awesummer,Attuck,Luckytobeinamerica
05-01-2023 13:30:56.316903,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:30:57.447973,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:30:58.621246,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:30:59.720938,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:00.848680,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:02.096429,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.166666666666666)"
05-01-2023 13:31:03.342929,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:04.531860,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:05.765693,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:06.956322,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.446)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:08.140020,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.6, 3.4189655172413795)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:09.308190,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:10.558292,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:11.801051,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:13.056310,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:14.334893,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:15.681861,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:16.927130,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:18.344910,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:19.571230,"(3.1, 4.0, 3.9305555555555554)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:20.788821,"(3.1, 4.0, 3.9038461538461537)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:22.006789,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:23.069668,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:24.244280,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:25.463286,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:26.602440,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:27.689667,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:28.863974,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:29.962038,"(3.1, 4.0, 3.95)","(2.35, 3.55, 3.3948275862068966)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:31.132485,"(3.1, 4.0, 3.95)","(2.35, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:32.316814,"(3.1, 4.0, 3.95)","(2.35, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:33.439452,"(3.1, 4.0, 3.95)","(2.35, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:34.581708,"(3.1, 4.0, 3.9038461538461537)","(2.35, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.7, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:35.691008,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:36.766568,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:37.993871,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:39.165754,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:40.298032,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:41.456961,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:42.595791,"(3.1, 4.0, 3.9038461538461537)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:43.679248,"(3.1, 4.0, 3.9305555555555554)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:44.846642,"(3.1, 4.0, 3.9305555555555554)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:46.005909,"(3.1, 4.0, 3.9305555555555554)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.583333333333334)"
05-01-2023 13:31:47.117817,"(3.1, 4.0, 3.9305555555555554)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:48.205290,"(3.1, 4.0, 3.9305555555555554)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.122222222222222)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.0)"
05-01-2023 13:31:49.257350,"(3.1, 4.0, 3.9305555555555554)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.2)","(3.6, 5.0, 4.933333333333334)","(9.0, 15.0, 14.285714285714286)"
05-01-2023 13:31:50.284526,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.2)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.5, 14.285714285714286)"
05-01-2023 13:31:51.419494,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.2)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.5, 14.285714285714286)"
05-01-2023 13:31:52.922281,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.5)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.5, 14.285714285714286)"
05-01-2023 13:31:54.164068,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.0, 11.5)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.5, 14.285714285714286)"
05-01-2023 13:31:55.381726,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.0, 11.5)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.5, 15.0)"
05-01-2023 13:31:56.595492,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.0, 11.5)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.0, 15.0)"
05-01-2023 13:31:57.748268,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.0, 11.0)","(3.6, 5.0, 4.933333333333334)","(9.0, 17.0, 14.75)"
05-01-2023 13:31:58.931170,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.39)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.0)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 13.777777777777779)"
05-01-2023 13:32:00.160468,"(3.1, 4.0, 3.875)","(2.3, 3.5, 3.3666666666666667)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.0)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 13.777777777777779)"
05-01-2023 13:32:01.438021,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 11.0)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 13.777777777777779)"
05-01-2023 13:32:02.708319,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 11.5, 12.03125)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 13.777777777777779)"
05-01-2023 13:32:03.885171,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 12.03125)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:05.054432,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 12.03125)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:06.327313,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 12.03125)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:07.526738,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:08.733589,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:09.937697,"(3.1, 4.0, 3.875)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:11.098453,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:12.226834,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:13.251924,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:14.473204,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:15.736575,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:16.956799,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:18.355658,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:19.708176,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:20.903607,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:22.078911,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:23.268503,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:24.414576,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:25.555922,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:26.582153,"(3.1, 3.9, 3.84375)","(2.3, 3.45, 3.3433333333333333)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:27.761105,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:28.902557,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:30.282126,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:31.460804,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:32.646751,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:33.871771,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:35.192348,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:36.461427,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:37.654951,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.334)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:38.819406,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.321428571428571)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:39.999635,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.321428571428571)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:41.158049,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.321428571428571)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:42.319211,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.321428571428571)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:43.516437,"(3.1, 3.9, 3.84375)","(2.3, 3.4, 3.5166666666666666)","(19.0, 34.0, 31.4)","(20.0, 26.0, 20.0)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:44.709037,"(3.1, 3.9, 3.84375)","(2.3, 3.55, 3.522222222222222)","(19.0, 34.0, 31.4)","(20.0, 26.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:45.859345,"(3.1, 3.9, 3.84375)","(2.3, 3.85, 3.63)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:46.864678,"(3.1, 3.9, 3.84375)","(2.3, 3.8, 3.709090909090909)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:47.959551,"(3.1, 3.9, 3.8076923076923075)","(2.3, 3.8, 3.709090909090909)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:49.161977,"(3.1, 3.9, 3.8058823529411767)","(2.3, 3.8, 3.675)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.9)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
05-01-2023 13:32:50.308649,"(3.1, 3.9, 3.8058823529411767)","(2.3, 3.8, 3.675)","(19.0, 34.0, 31.4)","(20.0, 36.0, 22.666666666666668)","(6.5, 12.5, 11.3)","(3.6, 5.0, 4.933333333333334)","(9.0, 16.5, 14.05)"
