,Bull Shark,Ruling,U Rock It,Wizard Of Odds,Awesummer,Attuck,Luckytobeinamerica
05-01-2023 13:26:04.112297,"(3.1, 4.4, 4.355555555555556)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.613333333333333)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:05.383015,"(3.1, 4.4, 4.355555555555556)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.613333333333333)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:06.602774,"(3.1, 4.4, 4.355555555555556)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.613333333333333)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:07.765226,"(3.1, 4.6, 4.449999999999999)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.613333333333333)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:08.970111,"(3.1, 4.6, 4.56)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.0)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:10.238643,"(3.1, 4.7, 4.666666666666667)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.0)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:11.472599,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 5.26)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:12.565237,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.7, 5.26)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:13.674393,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.7, 5.26)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:14.710660,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.7, 5.26)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:16.008121,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.7, 5.26)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:17.261338,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.6, 5.199999999999999)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:18.518250,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.6, 5.199999999999999)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:19.939168,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.6, 4.857142857142857)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:21.506954,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 4.857142857142857)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:22.833980,"(3.1, 4.7, 4.566666666666666)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 20.0)","(7.0, 11.5, 11.033333333333333)","(3.6, 5.8, 4.857142857142857)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:24.157215,"(3.1, 4.7, 4.663636363636364)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 20.0)","(7.0, 11.5, 10.644444444444444)","(3.6, 5.8, 5.1)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:25.452699,"(3.1, 4.7, 4.663636363636364)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 20.0)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.6, 5.1)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:26.621569,"(3.1, 4.7, 4.663636363636364)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 20.0)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.6, 5.1)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:27.764171,"(3.1, 4.7, 4.663636363636364)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 19.666666666666668)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.6, 5.15)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:28.920326,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.7, 5.15)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:30.006371,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.7, 5.15)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:31.096358,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.7, 5.199999999999999)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:32.271666,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2158823529411764)","(20.0, 34.0, 27.666666666666664)","(21.0, 25.0, 21.8)","(7.0, 11.0, 10.644444444444444)","(3.6, 5.6, 5.199999999999999)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:33.491209,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.169)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.8)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.6, 5.199999999999999)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:34.637125,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.169)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.8)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.6, 5.199999999999999)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:35.919891,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.8)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.6, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:37.183228,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.8)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.5, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:38.337626,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.8)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.5, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:39.535999,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.8)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.5, 5.220000000000001)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:40.755057,"(3.1, 4.7, 4.677777777777778)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.4, 5.220000000000001)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:41.874590,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 20.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.4, 5.220000000000001)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:43.020828,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 20.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.4, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:44.196581,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 20.333333333333332)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.3, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:45.193231,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 20.333333333333332)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.3, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:46.294312,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 20.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.3, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:47.423007,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.3, 5.14)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:48.597482,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.333333333333332)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.2, 5.0600000000000005)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:49.777534,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.2, 5.0600000000000005)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:51.064622,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.2, 5.0600000000000005)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:52.269587,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.2, 4.9799999999999995)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:53.434776,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.333333333333332)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.1, 4.9799999999999995)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:54.665970,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.1, 4.9799999999999995)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:55.858699,"(3.1, 4.7, 4.65)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 24.5)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.1, 4.9)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:56.990726,"(3.1, 4.7, 4.6)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 24.5)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.0, 4.9)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:58.114526,"(3.1, 4.7, 4.6)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 24.5)","(20.0, 25.0, 19.333333333333332)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.0, 4.9)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:26:59.293551,"(3.1, 4.7, 4.6)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.644444444444444)","(3.7, 5.0, 4.9)","(9.0, 14.5, 13.928571428571429)"
05-01-2023 13:27:00.431515,"(3.1, 4.7, 4.45)","(2.3, 3.25, 3.2016666666666667)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 22.875)","(6.5, 11.0, 10.866666666666667)","(3.7, 5.0, 4.944444444444445)","(9.0, 14.5, 14.277777777777779)"
05-01-2023 13:27:01.563654,"(3.1, 4.5, 4.318518518518518)","(2.3, 3.3, 3.1817391304347824)","(19.0, 34.0, 29.25)","(20.0, 25.0, 19.333333333333332)","(6.5, 11.0, 10.65)","(3.7, 5.0, 4.944444444444445)","(9.0, 14.5, 14.0)"
05-01-2023 13:27:02.611571,"(3.1, 4.5, 4.171875)","(2.3, 3.3, 3.165263157894737)","(19.0, 34.0, 29.25)","(20.0, 25.0, 19.333333333333332)","(6.5, 11.0, 10.872727272727273)","(3.7, 5.0, 4.928571428571429)","(9.0, 14.5, 14.125)"
05-01-2023 13:27:03.626407,"(3.1, 4.5, 4.171875)","(2.3, 3.3, 3.165263157894737)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.0, 10.65)","(3.7, 5.0, 4.800000000000001)","(9.0, 14.5, 14.125)"
05-01-2023 13:27:04.804604,"(3.1, 4.4, 4.2)","(2.3, 3.7, 3.29375)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.0, 11.022222222222222)","(3.7, 4.9, 4.800000000000001)","(9.0, 14.5, 14.25)"
05-01-2023 13:27:06.156222,"(3.1, 4.4, 4.075)","(2.3, 3.8, 3.2875)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.333333333333332)","(6.5, 12.0, 11.022222222222222)","(3.7, 4.9, 4.800000000000001)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:07.291978,"(3.1, 4.4, 4.075)","(2.3, 3.85, 3.2875)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.333333333333332)","(6.5, 12.0, 11.022222222222222)","(3.7, 4.9, 4.800000000000001)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:08.526288,"(3.1, 4.3, 4.103571428571429)","(2.3, 3.85, 3.676923076923077)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 12.0, 11.014285714285714)","(3.7, 4.9, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:09.777406,"(3.1, 4.3, 4.088461538461538)","(2.3, 3.8, 3.738095238095238)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.0)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:11.065921,"(3.1, 4.3, 4.088461538461538)","(2.3, 3.8, 3.738095238095238)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:12.373972,"(3.1, 4.4, 4.121428571428572)","(2.3, 3.8, 3.3625000000000003)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:13.648642,"(3.1, 4.3, 4.116666666666666)","(2.3, 3.85, 3.3625000000000003)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:14.837105,"(3.1, 4.3, 4.116666666666666)","(2.3, 3.85, 3.6550000000000002)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:15.951755,"(3.1, 4.4, 4.121428571428572)","(2.3, 3.8, 3.7333333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:17.042533,"(3.1, 4.4, 4.121428571428572)","(2.3, 3.8, 3.6799999999999997)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:18.079419,"(3.1, 4.3, 4.116666666666666)","(2.3, 3.85, 3.335714285714286)","(19.0, 34.0, 30.2)","(20.0, 25.0, 21.4)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:19.214289,"(3.1, 4.3, 4.116666666666666)","(2.3, 3.85, 3.63)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 22.42857142857143)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:20.417161,"(3.1, 4.3, 4.238888888888889)","(2.3, 3.8, 3.4666666666666663)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 22.57142857142857)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:21.580029,"(3.1, 4.3, 4.238888888888889)","(2.3, 3.8, 3.4666666666666663)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 22.57142857142857)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:22.828609,"(3.1, 4.2, 4.11)","(2.3, 3.85, 3.6558823529411764)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:24.037124,"(3.1, 4.2, 4.11)","(2.3, 3.85, 3.5)","(19.0, 34.0, 30.2)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:25.160488,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.8, 3.5)","(19.0, 34.0, 30.2)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:26.333787,"(3.1, 4.1, 4.0562499999999995)","(2.3, 3.8, 3.372727272727273)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:27.640380,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.85, 3.425)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:28.786306,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.8, 3.425)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:29.944989,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.8, 3.425)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:31.278409,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:32.475074,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:33.817072,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:35.041706,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:36.217127,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:37.391794,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:38.610865,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:39.804282,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:41.027239,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.4833333333333334)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:42.195737,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.55)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:43.423972,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.55)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:44.536870,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.55)","(19.0, 34.0, 30.2)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:45.706602,"(3.1, 4.1, 4.026923076923077)","(2.3, 3.75, 3.55)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:46.751648,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.55)","(19.0, 34.0, 30.2)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:47.900017,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.55)","(19.0, 34.0, 30.2)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:49.071085,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.55)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:50.159606,"(3.1, 4.2, 4.026923076923077)","(2.3, 3.75, 3.55)","(19.0, 34.0, 30.2)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:51.255475,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.55)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
05-01-2023 13:27:52.465297,"(3.1, 4.1, 4.029999999999999)","(2.3, 3.75, 3.55)","(19.0, 34.0, 27.666666666666664)","(20.0, 25.0, 19.666666666666668)","(6.5, 11.5, 11.014285714285714)","(3.7, 5.0, 4.928571428571429)","(9.0, 15.5, 14.25)"
