,Jessicas Story,Kyvalley Surfrider Nz,Bacardi Jess,Baarlinee,Sonnyboy,Midnight Avenger,Cheermeonimdancin,Aroha Koe,Meadowvalley Lover
06-01-2023 17:06:55.679731,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:56.929083,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:58.063637,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:06:59.272214,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:00.428188,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:01.598333,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:02.762927,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:03.926973,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:05.073103,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:06.238127,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 61.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:07.394091,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:08.550752,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:09.670175,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:10.830930,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:12.080568,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:13.240667,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:14.388841,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:15.574808,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:16.720368,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:17.855294,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:19.011221,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 78.0)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:20.154994,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:21.296835,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:22.426163,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:23.478977,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:24.608290,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:25.781683,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:26.884232,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:28.108168,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:29.257138,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:30.434112,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:31.672034,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:32.880931,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:34.074071,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:35.366452,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:36.534244,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 63.666666666666664)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:37.762922,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:38.919267,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:40.075117,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 77.33333333333334)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:41.202662,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:42.330802,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:43.493831,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 75.4)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.0)"
06-01-2023 17:07:44.653562,"(14.0, 22.0, 20.142857142857142)","(21.0, 99999, 99990)","(41.0, 95.0, 80.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:45.831290,"(14.0, 22.0, 19.6)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:47.032201,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:48.243225,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:49.370159,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:50.482652,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:51.631981,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:52.799948,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:53.936231,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:55.028635,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:56.219657,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:57.393304,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:58.479590,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:07:59.552537,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:00.681687,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:01.866301,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:03.046316,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:04.291636,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:05.464326,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:06.665885,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:08.053930,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:09.245418,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:10.364500,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:11.534134,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:12.775962,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:13.991201,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:15.192607,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:16.383483,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:17.586137,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:18.857353,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 82.14285714285714)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:20.068877,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:21.293866,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:22.492307,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:23.704849,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:24.927037,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:26.124827,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
06-01-2023 17:08:27.365507,"(14.0, 22.0, 20.5)","(21.0, 99999, 99990)","(41.0, 95.0, 65.0)","(3.2, 5.1, 4.68)","(5.0, 7.8, 6.76)","(41.0, 95.0, 63.666666666666664)","(14.0, 24.0, 20.857142857142858)","(2.2, 2.46, 2.425411764705882)","(10.0, 18.0, 16.375)"
