,Bourne Supremacy,Home Brew,Vendetta Reef,Bucket Of Oil,Dragon Inn,Pick Star
11-01-2023 10:13:47.620459,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.729090909090909)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:48.670782,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.729090909090909)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:49.724902,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.729090909090909)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:50.864158,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.729090909090909)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:51.953304,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:53.006937,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:54.079903,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:55.114660,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:56.119408,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:57.106415,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:58.165389,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:13:59.158946,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:00.181305,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:01.173579,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:02.287535,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:03.384598,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:04.495327,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:05.542166,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:06.615560,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:07.662474,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:08.802598,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:09.858736,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:10.899329,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:11.844153,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.5316216216216216)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:12.952067,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:14.006776,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:15.129443,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:16.118523,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:17.214554,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:18.187141,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:19.082953,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:20.131994,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:21.193536,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:22.237462,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:23.216392,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:24.127804,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.6107692307692307)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:25.119923,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.86, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:26.200555,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:27.334208,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:28.412214,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:29.464175,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:30.429881,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:31.364839,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:32.433782,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:33.470691,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:34.540582,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:35.733060,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:36.754535,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:37.693269,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:38.731263,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:39.740598,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:40.970853,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:42.166007,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:43.356110,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:44.736495,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:46.144018,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:47.249842,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:48.616525,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:49.836498,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:51.039557,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:52.229018,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:53.433666,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:54.680199,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:55.988843,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:57.046208,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:58.183645,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:14:59.286522,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:00.422865,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:01.538063,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:02.560104,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:03.511942,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:04.584233,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:05.585221,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:06.649690,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:07.728680,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:08.779070,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:09.814212,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:10.846174,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:11.871545,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:12.879955,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:13.935077,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:14.973834,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:15.972186,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:16.956418,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:17.882492,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:18.953836,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:19.998678,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:21.087581,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:22.158853,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:23.196206,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:24.181988,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:25.188829,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:26.185908,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:27.196180,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:28.224030,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:29.167590,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:30.149807,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:31.057515,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:32.062332,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:33.076703,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:34.095947,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:35.042159,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:36.103950,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:37.124872,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:38.164896,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
11-01-2023 10:15:39.152065,"(21.0, 65.0, 43.40909090909091)","(1.95, 2.84, 2.365490196078431)","(19.0, 44.0, 31.708333333333336)","(26.0, 110.0, 65.5)","(2.7, 5.0, 3.8580392156862744)","(4.0, 6.6, 5.475)"
