,Prosecute,Pinch A Banana,Amber Jack,Clover Energy,Tranquil Lexie,Skylahs Misfit,Dusty Boots,Clover Returns
15-12-2022 13:20:32.528823,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 46.0)","(19.0, 75.0, 33.90909090909091)"
15-12-2022 13:20:33.571427,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 46.0)","(19.0, 75.0, 33.90909090909091)"
15-12-2022 13:20:34.653659,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 46.0)","(19.0, 75.0, 33.90909090909091)"
15-12-2022 13:20:35.815487,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 46.0)","(19.0, 75.0, 33.90909090909091)"
15-12-2022 13:20:36.867971,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 46.0)","(19.0, 75.0, 33.90909090909091)"
15-12-2022 13:20:37.930732,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 46.0)","(19.0, 75.0, 33.90909090909091)"
15-12-2022 13:20:38.974621,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 106.3076923076923)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 40.90909090909091)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:40.014598,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:41.093563,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 41.13636363636364)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:42.130126,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:43.172355,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:44.212310,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:45.224840,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:46.204200,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:47.464050,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:48.482842,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.5)"
15-12-2022 13:20:49.598055,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:50.758822,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:51.832210,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:52.947581,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:53.992050,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:55.052094,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:56.025497,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:57.126118,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:58.194092,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:20:59.319751,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:00.486312,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:01.710274,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:02.807572,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:03.898390,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 136.66666666666669)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:04.954857,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 150.0)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:06.042118,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 150.0)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:07.147310,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 150.0)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:08.268027,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 150.0)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:09.329548,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 150.0)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 42.708333333333336)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:10.383136,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 17.8)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:11.380226,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 17.72)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:12.392719,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 17.72)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:13.363514,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 17.72)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(19.0, 75.0, 46.75)"
15-12-2022 13:21:14.407638,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 17.64)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(19.0, 75.0, 43.285714285714285)"
15-12-2022 13:21:15.845683,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:17.021499,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:18.151280,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:19.415072,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:20.456587,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:21.467845,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:22.561726,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:23.612908,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:24.554275,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:25.571419,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:26.621670,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:27.726309,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:28.792185,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:29.862495,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:30.932478,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:31.971327,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:33.089707,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:34.245257,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:35.353225,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:36.657822,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.333333333333332)","(41.0, 260.0, 143.52941176470588)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:37.861793,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 17.64)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:39.038422,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:40.406014,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:41.677307,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:42.920121,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:44.037096,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:45.028024,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:46.115326,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:47.115226,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:48.301788,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:49.407890,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:50.574542,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:51.770976,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:53.031336,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:54.327987,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:55.512238,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:56.705849,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:58.202910,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:21:59.521090,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:22:00.813162,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
15-12-2022 13:22:01.980134,"(3.3, 5.8, 3.896153846153846)","(2.5, 3.2, 2.6778947368421053)","(4.2, 6.4, 4.93)","(10.0, 23.0, 14.666666666666668)","(41.0, 260.0, 144.58823529411765)","(7.5, 14.5, 10.299999999999999)","(18.0, 60.0, 37.22222222222222)","(18.0, 75.0, 30.6)"
